,activationFn,layerForm,testAccuracy,dR,dropoutFn,learningrate,valAccuracy,nlayers,nstart
17,3,cone,0.28060027956962585,0.0,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,32,1024
18,3,cone,0.9218854308128357,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.9284940004348755,2,256
19,3,cone,0.9260680079460144,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.9285838186740876,2,512
20,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,2,1024
21,3,cone,0.28060027956962585,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,256
22,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,512
23,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,1024
24,3,cone,0.9137970805168152,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.9207123696804047,4,256
25,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.5433865308761597,4,512
26,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7169319391250609,4,1024
27,3,cone,0.9229618310928345,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.925639796257019,8,256
28,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,8,512
29,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7169319391250609,8,1024
30,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7891780257225035,16,256
31,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7169319391250609,16,512
32,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7389983117580413,16,1024
33,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7169319391250609,32,256
34,3,cone,0.7194002270698547,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.7169319391250609,32,512
35,3,cone,0.28060024976730347,0.0,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,32,1024
36,3,cone,0.916934072971344,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9247621119022369,2,256
37,3,cone,0.9260064959526062,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.928929352760315,2,512
38,3,cone,0.9262832403182983,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9289224684238433,2,1024
39,3,cone,0.9201939105987549,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9279342114925385,3,256
40,3,cone,0.9294817447662354,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9312928915023803,3,512
41,3,cone,0.92449951171875,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.932094556093216,3,1024
42,3,cone,0.9301891326904297,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9324884712696075,4,256
43,3,cone,0.9323110580444336,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9332693815231323,4,512
44,3,cone,0.9304966330528259,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9327165186405183,4,1024
45,3,cone,0.928774356842041,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9320945262908936,8,256
46,3,cone,0.9279748201370239,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9306294560432435,8,512
47,3,cone,0.9276056885719299,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9293785631656648,8,1024
48,3,cone,0.9264370203018188,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9287220120429994,16,256
49,3,cone,0.9258834719657898,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9270427107810973,16,512
50,3,cone,0.926252543926239,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.927630114555359,16,1024
51,3,cone,0.923177182674408,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.927201646566391,32,256
52,3,cone,0.9221622347831726,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9260337054729463,32,512
53,3,cone,0.9124747514724731,0.0,<function dropout at 0x7ffa89e50a60>,0.1,0.9242783606052399,32,1024
54,3,cone,0.9146581888198853,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9195513367652892,2,256
55,3,cone,0.9136741161346436,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9209611654281618,2,512
56,3,cone,0.9184102416038513,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9239881038665771,2,1024
57,3,cone,0.9209936261177063,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9259577035903931,3,256
58,3,cone,0.9198249578475952,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9264138102531435,3,512
59,3,cone,0.927636444568634,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9283557593822479,3,1024
60,3,cone,0.9209935665130615,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9263378083705902,4,256
61,3,cone,0.9243457317352295,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9281484365463256,4,512
62,3,cone,0.9173645973205566,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9271809101104737,4,1024
63,3,cone,0.9296661615371704,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.931189227104187,8,256
64,3,cone,0.9261602759361267,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9299659848213196,8,512
65,3,cone,0.9293279647827148,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9336632907390595,8,1024
66,3,cone,0.9235768914222717,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.931209945678711,16,256
67,3,cone,0.931603729724884,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9334352433681489,16,512
68,3,cone,0.9244996309280396,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9310026347637176,16,1024
69,3,cone,0.9270213842391968,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9301594972610474,32,256
70,3,cone,0.9251453876495361,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9284870803356171,32,512
71,3,cone,0.9241920113563538,0.0,<function dropout at 0x7ffa89e50a60>,0.01,0.9285492599010468,32,1024
72,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,2,256
73,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,2,512
74,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,2,1024
75,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,3,256
76,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,3,512
77,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,3,1024
78,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,4,256
79,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,4,512
80,3,cone,0.28060027956962585,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,4,1024
81,3,cone,0.28060027956962585,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,8,256
82,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,8,512
83,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,8,1024
84,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,16,256
85,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,16,512
86,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,16,1024
87,3,cone,0.28060027956962585,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,32,256
88,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,32,512
89,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,10.0,0.2830684185028076,32,1024
90,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,2,256
91,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,2,512
92,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,2,1024
93,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,256
94,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,512
95,3,cone,0.28060027956962585,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,3,1024
96,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,4,256
97,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,4,512
98,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,4,1024
99,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,8,256
100,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,8,512
101,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,8,1024
102,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.32645477056503297,16,256
103,3,cone,0.28060027956962585,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,16,512
104,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,16,1024
105,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,32,256
106,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,32,512
107,3,cone,0.28060024976730347,0.5,<function dropout at 0x7ffa89e50a60>,1.0,0.2830684185028076,32,1024
108,3,cone,0.907246470451355,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9124400615692139,2,256
109,3,cone,0.9063237905502319,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.912170547246933,2,512
110,3,cone,0.9085688591003418,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9138567745685577,2,1024
111,3,cone,0.9099220633506775,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.914437311887741,3,256
112,3,cone,0.9084151387214661,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9152665972709657,3,512
113,3,cone,0.9099528193473816,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9158678293228151,3,1024
114,3,cone,0.907492458820343,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9135388791561128,4,256
115,3,cone,0.9100450277328491,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.915923112630844,4,512
116,3,cone,0.9129667282104492,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9182659089565277,4,1024
117,3,cone,0.9038634896278381,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9064276158809661,8,256
118,3,cone,0.9081690907478333,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9116038262844086,8,512
119,3,cone,0.9047553539276123,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.9064967036247253,8,1024
120,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319570064546,16,256
121,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319391250609,16,512
122,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319391250609,16,1024
123,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319391250609,32,256
124,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319391250609,32,512
125,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.1,0.7169319450855254,32,1024
126,3,cone,0.8860876560211182,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8905534029006958,2,256
127,3,cone,0.8900241851806641,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8936217963695525,2,512
128,3,cone,0.8921154141426086,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8968560695648192,2,1024
129,3,cone,0.8876868486404419,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8920807063579559,3,256
130,3,cone,0.8904240131378174,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8964483439922334,3,512
131,3,cone,0.8930380344390869,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8980101823806763,3,1024
132,3,cone,0.8889170289039612,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8935112595558167,4,256
133,3,cone,0.8915618658065796,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.897035777568817,4,512
134,3,cone,0.8942989706993103,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8997309982776642,4,1024
135,3,cone,0.8841193914413452,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8911753475666047,8,256
136,3,cone,0.8866104483604431,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8920875728130341,8,512
137,3,cone,0.8882712125778198,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.8943197786808016,8,1024
138,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.7169319391250609,16,256
139,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.7169319391250609,16,512
140,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.7169319391250609,16,1024
141,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.7169319391250609,32,256
142,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.716931962966919,32,512
143,3,cone,0.7194002270698547,0.5,<function dropout at 0x7ffa89e50a60>,0.01,0.7169319391250609,32,1024
