,nlayers,layerForm,activationFn,dR,valAccuracy,dropoutFn,learningrate,nstart,testAccuracy
59,4,rect,3,0.0,0.9610091447830202,<function dropout at 0x7f4a100cca60>,0.01,1024,0.9675925374031067
60,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
61,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
62,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
63,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
64,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
65,4,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
66,4,rect,3,0.5,0.8224770367145539,<function dropout at 0x7f4a100cca60>,0.1,256,0.8101851940155029
67,4,rect,3,0.5,0.8669724524021151,<function dropout at 0x7f4a100cca60>,0.1,512,0.8634259700775146
68,4,rect,3,0.5,0.9073394298553465,<function dropout at 0x7f4a100cca60>,0.1,1024,0.9236111044883728
69,4,rect,3,0.5,0.7802752017974853,<function dropout at 0x7f4a100cca60>,0.01,256,0.7777777910232544
70,4,rect,3,0.5,0.7339449167251587,<function dropout at 0x7f4a100cca60>,0.01,512,0.7291667461395264
71,4,rect,3,0.5,0.7247706115245819,<function dropout at 0x7f4a100cca60>,0.01,1024,0.7129629254341125
72,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
73,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
74,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
75,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
76,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
77,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
78,8,rect,3,0.0,0.9747706055641173,<function dropout at 0x7f4a100cca60>,0.1,256,0.9837964177131653
79,8,rect,3,0.0,0.03807339565828444,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
80,8,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
81,8,rect,3,0.0,0.9628440201282503,<function dropout at 0x7f4a100cca60>,0.01,256,0.9699074625968933
82,8,rect,3,0.0,0.9555045604705811,<function dropout at 0x7f4a100cca60>,0.01,512,0.9699074029922485
83,8,rect,3,0.0,0.9770641326904296,<function dropout at 0x7f4a100cca60>,0.01,1024,0.9791666865348816
84,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
85,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
86,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
87,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
88,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
89,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
90,8,rect,3,0.5,0.8844036221504212,<function dropout at 0x7f4a100cca60>,0.1,256,0.8310185670852661
91,8,rect,3,0.5,0.07293577985838051,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
92,8,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
93,8,rect,3,0.5,0.5532109677791596,<function dropout at 0x7f4a100cca60>,0.01,256,0.4722222089767456
94,8,rect,3,0.5,0.5848623514175416,<function dropout at 0x7f4a100cca60>,0.01,512,0.5509259104728699
95,8,rect,3,0.5,0.6509174108505248,<function dropout at 0x7f4a100cca60>,0.01,1024,0.6666667461395264
96,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
97,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
98,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
99,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
100,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
101,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
102,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,256,0.03703703731298447
103,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
104,16,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
105,16,rect,3,0.0,0.9761467814445496,<function dropout at 0x7f4a100cca60>,0.01,256,0.9791666865348816
106,16,rect,3,0.0,0.9692660391330721,<function dropout at 0x7f4a100cca60>,0.01,512,0.9791666865348816
107,16,rect,3,0.0,0.9770641684532164,<function dropout at 0x7f4a100cca60>,0.01,1024,0.9861112236976624
108,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
109,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
110,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
111,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
112,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
113,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
114,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,256,0.03703703731298447
115,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
116,16,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
117,16,rect,3,0.5,0.07064219452440737,<function dropout at 0x7f4a100cca60>,0.01,256,0.0347222238779068
118,16,rect,3,0.5,0.06834861859679223,<function dropout at 0x7f4a100cca60>,0.01,512,0.0486111156642437
119,16,rect,3,0.5,0.24311925396323206,<function dropout at 0x7f4a100cca60>,0.01,1024,0.2291666567325592
120,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
121,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
122,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
123,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
124,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
125,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
126,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,256,0.03703703731298447
127,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
128,32,rect,3,0.0,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
129,32,rect,3,0.0,0.9600917041301729,<function dropout at 0x7f4a100cca60>,0.01,256,0.9652778506278992
130,32,rect,3,0.0,0.9724770128726958,<function dropout at 0x7f4a100cca60>,0.01,512,0.9722222685813904
131,32,rect,3,0.0,0.9862384974956512,<function dropout at 0x7f4a100cca60>,0.01,1024,0.9791668057441711
132,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,256,0.03703703731298447
133,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,512,0.03703703731298447
134,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,10.0,1024,0.03703703731298447
135,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,256,0.03703703731298447
136,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,512,0.03703703731298447
137,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,1.0,1024,0.03703703731298447
138,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,256,0.03703703731298447
139,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,512,0.03703703731298447
140,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.1,1024,0.03703703731298447
141,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.01,256,0.03703703731298447
142,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.01,512,0.03703703731298447
143,32,rect,3,0.5,0.004587155766785145,<function dropout at 0x7f4a100cca60>,0.01,1024,0.03703703731298447
