,activationFn,valAccuracy,nstart,layerForm,dR,dropoutFn,learningrate,nlayers,testAccuracy
18,3,0.754098355770111,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,2,0.7280000448226929
19,3,0.7483606457710268,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,3,0.7279999852180481
20,3,0.7377049028873445,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,4,0.7360000610351562
21,3,0.7450819551944732,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,8,0.7319999933242798
22,3,0.7229508042335511,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,16,0.7280000448226929
23,3,0.7327868640422821,256,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,32,0.699999988079071
24,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,2,0.09600000828504562
25,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,3,0.09600000828504562
26,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,4,0.09600000828504562
27,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,8,0.09600000828504562
28,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,16,0.09600000828504562
29,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,32,0.09600000083446503
30,3,0.20327867940068245,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,2,0.18799999356269836
31,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,3,0.09600000083446503
32,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,4,0.09600000828504562
33,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,8,0.09600000083446503
34,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,16,0.09600000083446503
35,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,32,0.09600000083446503
36,3,0.7516393244266509,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,2,0.7199999690055847
37,3,0.7598360180854798,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,3,0.7400000095367432
38,3,0.7467212855815888,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,4,0.7240000367164612
39,3,0.6344261914491653,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,8,0.4960000216960907
40,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,16,0.09600000828504562
41,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,32,0.09600000083446503
42,3,0.7475409269332886,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,2,0.7360000610351562
43,3,0.7622950673103334,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,3,0.7039999961853027
44,3,0.7540983080863953,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,4,0.7080000638961792
45,3,0.7295081853866577,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,8,0.6840000152587891
46,3,0.08032786138355733,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,16,0.08800000697374344
47,3,0.07377048581838608,256,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,32,0.09600000083446503
48,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,2,0.09600000828504562
49,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,3,0.09600000828504562
50,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,4,0.09600000083446503
51,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,8,0.09600000083446503
52,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,16,0.09600000083446503
53,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,32,0.09600000083446503
54,3,0.09262294471263884,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,2,0.09600000828504562
55,3,0.07459015771746635,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,3,0.09600000828504562
56,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,4,0.09600000083446503
57,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,8,0.09600000828504562
58,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,16,0.09600000828504562
59,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,32,0.09600000083446503
60,3,0.7221310973167421,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,2,0.7119999527931213
61,3,0.7172130882740021,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,3,0.7200000286102295
62,3,0.730327832698822,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,4,0.7080000042915344
63,3,0.7204917669296265,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,8,0.699999988079071
64,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,16,0.09600000083446503
65,3,0.07377048581838608,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,32,0.09600000828504562
66,3,0.7532786846160888,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,2,0.7400000095367432
67,3,0.7352459073066712,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,3,0.7360000014305115
68,3,0.7295082032680511,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,4,0.7360000014305115
69,3,0.7311475336551667,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,8,0.7400000095367432
70,3,0.7286885082721709,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,16,0.6959999799728394
71,3,0.7262294828891754,512,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,32,0.6840000152587891
72,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,2,0.09600000828504562
73,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,3,0.09600000083446503
74,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,4,0.09600000083446503
75,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,8,0.09600000083446503
76,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,16,0.09600000828504562
77,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,32,0.09600000828504562
78,3,0.0770491737872362,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,2,0.09600000083446503
79,3,0.07704917415976524,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,3,0.09600000828504562
80,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,4,0.09600000083446503
81,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,8,0.09600000828504562
82,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,16,0.09600000828504562
83,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,32,0.09600000083446503
84,3,0.745901584625244,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,2,0.7359999418258667
85,3,0.741803276538849,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,3,0.7359999418258667
86,3,0.7344262003898622,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,4,0.7239999771118164
87,3,0.10245901048183438,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,8,0.09600000828504562
88,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,16,0.09600000828504562
89,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,32,0.09600000828504562
90,3,0.7557376503944399,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,2,0.7400000095367432
91,3,0.7499999582767486,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,3,0.7360000014305115
92,3,0.7475409805774689,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,4,0.7160000205039978
93,3,0.7057376623153686,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,8,0.6920000314712524
94,3,0.10901638194918632,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,16,0.09600000828504562
95,3,0.07377048581838608,512,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,32,0.09600000828504562
96,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,2,0.09600000828504562
97,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,3,0.09600000828504562
98,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,4,0.09600000083446503
99,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,8,0.09600000828504562
100,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,16,0.09600000828504562
101,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,10.0,32,0.09600000083446503
102,3,0.07868851870298385,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,2,0.09600000083446503
103,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,3,0.09600000828504562
104,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,4,0.09600000083446503
105,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,8,0.09600000828504562
106,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,16,0.09600000828504562
107,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,1.0,32,0.09600000828504562
108,3,0.7163934111595154,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,2,0.7080000042915344
109,3,0.726229465007782,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,3,0.7080000042915344
110,3,0.7360655426979065,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,4,0.6880000233650208
111,3,0.09918032214045523,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,8,0.09600000083446503
112,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,16,0.09600000828504562
113,3,0.07377048581838608,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.1,32,0.09600000083446503
114,3,0.740163916349411,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,2,0.7360000610351562
115,3,0.7442622482776643,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,3,0.7319999933242798
116,3,0.7262295007705689,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,4,0.7400000095367432
117,3,0.71885244846344,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,8,0.7239999175071716
118,3,0.7295081675052643,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,16,0.7120000123977661
119,3,0.7237704515457153,1024,rect,0.0,<function dropout at 0x7fad3210ca60>,0.01,32,0.6999999284744263
120,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,2,0.09600000828504562
121,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,3,0.09600000828504562
122,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,4,0.09600000828504562
123,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,8,0.09600000828504562
124,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,16,0.09600000828504562
125,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,10.0,32,0.09600000828504562
126,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,2,0.09600000828504562
127,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,3,0.09600000828504562
128,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,4,0.09600000828504562
129,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,8,0.09600000828504562
130,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,16,0.09600000828504562
131,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,1.0,32,0.09600000083446503
132,3,0.7286884963512421,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,2,0.7319999933242798
133,3,0.7229508042335511,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,3,0.7279999852180481
134,3,0.7360655665397644,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,4,0.724000096321106
135,3,0.07704917415976524,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,8,0.09600000083446503
136,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,16,0.09600000828504562
137,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.1,32,0.09600000083446503
138,3,0.7622950553894042,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,2,0.7319999933242798
139,3,0.7532786369323731,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,3,0.715999960899353
140,3,0.7606556892395021,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,4,0.7239999175071716
141,3,0.7704917788505554,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,8,0.7200000882148743
142,3,0.14508195966482165,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,16,0.10799999535083771
143,3,0.07377048581838608,1024,rect,0.5,<function dropout at 0x7fad3210ca60>,0.01,32,0.09600000083446503
