,valAccuracy,nstart,layerForm,learningrate,dropoutFn,testAccuracy,nlayers,dR,activationFn
24,0.960165822505951,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9623997211456299,2,0.0,3
25,0.934511375427246,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9385998249053955,2,0.5,3
26,0.9681937813758852,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9691997766494751,3,0.0,3
27,0.9411431193351747,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9459997415542603,3,0.5,3
28,0.9661867737770082,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9663997292518616,4,0.0,3
29,0.9366492569446563,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9305996894836426,4,0.5,3
30,0.9718151092529298,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9727996587753296,8,0.0,3
31,0.8451570749282836,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.841799795627594,8,0.5,3
32,0.9751310229301454,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9745997190475464,16,0.0,3
33,0.04275741651654243,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039399996399879456,16,0.5,3
34,0.04275741949677468,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
35,0.04275741800665856,256,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
36,0.9063263714313505,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9109997749328613,2,0.0,3
37,0.8359075248241425,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.8385997414588928,2,0.5,3
38,0.9402705490589142,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9485997557640076,3,0.0,3
39,0.8385689318180084,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.8395997881889343,3,0.5,3
40,0.9482548475265504,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9591997265815735,4,0.0,3
41,0.8177574217319488,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.8123998045921326,4,0.5,3
42,0.9608639061450959,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9627997279167175,8,0.0,3
43,0.32622165083885196,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.3611999750137329,8,0.5,3
44,0.959249585866928,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.960199773311615,16,0.0,3
45,0.04332460723817349,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.0421999953687191,16,0.5,3
46,0.9586823821067809,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9561997652053833,32,0.0,3
47,0.04275741726160049,256,rect,0.01,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.5,3
48,0.042757415771484376,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.0,3
49,0.04275741875171662,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,2,0.5,3
50,0.042757415771484376,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,3,0.0,3
51,0.04275741651654243,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,3,0.5,3
52,0.04275742024183274,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,4,0.0,3
53,0.042757415771484376,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,4,0.5,3
54,0.04275741651654243,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,8,0.0,3
55,0.042757420986890796,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.5,3
56,0.04275741726160049,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.0,3
57,0.04275741875171661,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,16,0.5,3
58,0.042757420986890796,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
59,0.04275741428136825,512,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.5,3
60,0.0427574172616005,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.0,3
61,0.04275741502642631,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.5,3
62,0.04275742024183274,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,3,0.0,3
63,0.042757420986890796,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,3,0.5,3
64,0.04275741800665856,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.0,3
65,0.042757415771484376,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.5,3
66,0.04275741875171661,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,8,0.0,3
67,0.0427574172616005,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.5,3
68,0.04275741875171662,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,16,0.0,3
69,0.04275741651654243,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.5,3
70,0.042757416144013405,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
71,0.042757418006658554,512,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.5,3
72,0.9617365062236786,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9637997150421143,2,0.0,3
73,0.9502182006835938,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9535996913909912,2,0.5,3
74,0.9636125981807709,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9687996506690979,3,0.0,3
75,0.9632636129856108,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9659997224807739,3,0.5,3
76,0.9727749764919282,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9687997698783875,4,0.0,3
77,0.959598672389984,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9639998078346252,4,0.5,3
78,0.9768325090408324,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9759997725486755,8,0.0,3
79,0.9064572513103484,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9067997932434082,8,0.5,3
80,0.0427574172616005,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.0,3
81,0.042757415771484376,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039399996399879456,16,0.5,3
82,0.04275741875171661,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
83,0.04275741651654244,512,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
84,0.9251745641231538,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.931999683380127,2,0.0,3
85,0.8772688150405884,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.882199764251709,2,0.5,3
86,0.9460733771324159,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9553996920585632,3,0.0,3
87,0.8811082422733306,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.888799786567688,3,0.5,3
88,0.9598168075084685,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9633997082710266,4,0.0,3
89,0.876963371038437,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.8751997351646423,4,0.5,3
90,0.9664921760559083,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9693996906280518,8,0.0,3
91,0.6775741755962372,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.671799898147583,8,0.5,3
92,0.9678883552551271,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.968399703502655,16,0.0,3
93,0.0403141375631094,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.03999999910593033,16,0.5,3
94,0.9688482642173768,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9689997434616089,32,0.0,3
95,0.04275741502642631,512,rect,0.01,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.5,3
96,0.042757417634129526,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.0,3
97,0.04275741875171662,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.5,3
98,0.042757415771484376,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,3,0.0,3
99,0.04275741577148437,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,3,0.5,3
100,0.04275741651654243,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.0,3
101,0.04275741651654243,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.5,3
102,0.04275741726160049,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.0,3
103,0.04275741875171662,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.5,3
104,0.04275742024183274,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.0,3
105,0.04275741502642631,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.5,3
106,0.0427574172616005,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
107,0.042757418006658554,1024,rect,10.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
108,0.042757418006658554,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,2,0.0,3
109,0.04275741949677468,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,2,0.5,3
110,0.04275742024183274,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,3,0.0,3
111,0.04275741428136825,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,3,0.5,3
112,0.04275741726160049,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.0,3
113,0.042757418006658554,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,4,0.5,3
114,0.04275741875171662,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.0,3
115,0.0427574172616005,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,8,0.5,3
116,0.04275741949677468,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,16,0.0,3
117,0.04275741875171662,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.5,3
118,0.042757418006658554,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.0,3
119,0.0427574172616005,1024,rect,1.0,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
120,0.9633508265018463,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.963599681854248,2,0.0,3
121,0.9607766628265381,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9609996676445007,2,0.5,3
122,0.9685864627361299,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.969599723815918,3,0.0,3
123,0.9692409157752991,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.969599723815918,3,0.5,3
124,0.9732548892498019,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9723997116088867,4,0.0,3
125,0.9611693322658539,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9669997096061707,4,0.5,3
126,0.9775742232799528,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.9755997657775879,8,0.0,3
127,0.851003497838974,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.8525997996330261,8,0.5,3
128,0.042757418006658554,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.0,3
129,0.042757418006658554,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,16,0.5,3
130,0.04275741688907146,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039400000125169754,32,0.0,3
131,0.04275741875171661,1024,rect,0.1,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
132,0.9360820412635803,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9433997869491577,2,0.0,3
133,0.904319381713867,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9043997526168823,2,0.5,3
134,0.9556719422340392,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9619997143745422,3,0.0,3
135,0.9200262010097505,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9205997586250305,3,0.5,3
136,0.9618237555027008,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9667996764183044,4,0.0,3
137,0.9150524020195007,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9219996929168701,4,0.5,3
138,0.9671466648578645,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9725997447967529,8,0.0,3
139,0.7977312445640564,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.804999828338623,8,0.5,3
140,0.9769634008407592,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9745997190475464,16,0.0,3
141,0.03983420580625534,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.035599999129772186,16,0.5,3
142,0.971335154771805,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.9719997644424438,32,0.0,3
143,0.04275741502642631,1024,rect,0.01,<function dropout at 0x7f758d6eba60>,0.039399996399879456,32,0.5,3
