,testAccuracy,valAccuracy,layerForm,dR,nstart,learningrate,nlayers,dropoutFn,activationFn
17,0.6331417560577393,0.6318007826805115,cone,0.0,256,0.1,32,<function dropout at 0x7f3053779a60>,3
18,0.6360153555870056,0.6409961879253389,cone,0.0,256,0.01,2,<function dropout at 0x7f3053779a60>,3
19,0.6503831744194031,0.6555555641651154,cone,0.0,256,0.01,3,<function dropout at 0x7f3053779a60>,3
20,0.6350574493408203,0.6409961879253389,cone,0.0,256,0.01,4,<function dropout at 0x7f3053779a60>,3
21,0.6408045887947083,0.652873569726944,cone,0.0,256,0.01,8,<function dropout at 0x7f3053779a60>,3
22,0.6283525228500366,0.6450191915035249,cone,0.0,256,0.01,16,<function dropout at 0x7f3053779a60>,3
23,0.6273946762084961,0.6130268216133118,cone,0.0,256,0.01,32,<function dropout at 0x7f3053779a60>,3
24,0.3362068831920624,0.31226053833961487,cone,0.0,512,10.0,2,<function dropout at 0x7f3053779a60>,3
25,0.33620691299438477,0.3122605293989182,cone,0.0,512,10.0,3,<function dropout at 0x7f3053779a60>,3
26,0.33620691299438477,0.31226052641868596,cone,0.0,512,10.0,4,<function dropout at 0x7f3053779a60>,3
27,0.3362068831920624,0.31226053833961487,cone,0.0,512,10.0,8,<function dropout at 0x7f3053779a60>,3
28,0.3477011024951935,0.3429118394851684,cone,0.0,512,10.0,16,<function dropout at 0x7f3053779a60>,3
29,0.3477011024951935,0.34329499006271363,cone,0.0,512,10.0,32,<function dropout at 0x7f3053779a60>,3
30,0.3362068831920624,0.31226053833961487,cone,0.0,512,1.0,2,<function dropout at 0x7f3053779a60>,3
31,0.3362068831920624,0.31226053833961487,cone,0.0,512,1.0,3,<function dropout at 0x7f3053779a60>,3
32,0.33620691299438477,0.31226053833961487,cone,0.0,512,1.0,4,<function dropout at 0x7f3053779a60>,3
33,0.316091924905777,0.34482756257057195,cone,0.0,512,1.0,8,<function dropout at 0x7f3053779a60>,3
34,0.3362068831920624,0.31226053833961487,cone,0.0,512,1.0,16,<function dropout at 0x7f3053779a60>,3
35,0.34770113229751587,0.33697317540645605,cone,0.0,512,1.0,32,<function dropout at 0x7f3053779a60>,3
36,0.65421462059021,0.6519157350063324,cone,0.0,512,0.1,2,<function dropout at 0x7f3053779a60>,3
37,0.6446360349655151,0.6471264600753784,cone,0.0,512,0.1,3,<function dropout at 0x7f3053779a60>,3
38,0.6542145609855652,0.6402299106121062,cone,0.0,512,0.1,4,<function dropout at 0x7f3053779a60>,3
39,0.6408045887947083,0.6459770202636719,cone,0.0,512,0.1,8,<function dropout at 0x7f3053779a60>,3
40,0.6226053833961487,0.6344827592372895,cone,0.0,512,0.1,16,<function dropout at 0x7f3053779a60>,3
41,0.6350574493408203,0.6270115077495576,cone,0.0,512,0.1,32,<function dropout at 0x7f3053779a60>,3
42,0.6398467421531677,0.653831446170807,cone,0.0,512,0.01,2,<function dropout at 0x7f3053779a60>,3
43,0.6446360945701599,0.642145621776581,cone,0.0,512,0.01,3,<function dropout at 0x7f3053779a60>,3
44,0.6503831148147583,0.6340996325016023,cone,0.0,512,0.01,4,<function dropout at 0x7f3053779a60>,3
45,0.6417624354362488,0.6494252979755402,cone,0.0,512,0.01,8,<function dropout at 0x7f3053779a60>,3
46,0.6360152959823608,0.6459770202636719,cone,0.0,512,0.01,16,<function dropout at 0x7f3053779a60>,3
47,0.6187739372253418,0.6385057628154753,cone,0.0,512,0.01,32,<function dropout at 0x7f3053779a60>,3
48,0.3362068831920624,0.31226053833961487,cone,0.0,1024,10.0,2,<function dropout at 0x7f3053779a60>,3
49,0.33620691299438477,0.31226053833961487,cone,0.0,1024,10.0,3,<function dropout at 0x7f3053779a60>,3
50,0.3362068831920624,0.31226053833961487,cone,0.0,1024,10.0,4,<function dropout at 0x7f3053779a60>,3
51,0.3362068831920624,0.31226053833961487,cone,0.0,1024,10.0,8,<function dropout at 0x7f3053779a60>,3
52,0.33620691299438477,0.31226053833961487,cone,0.0,1024,10.0,16,<function dropout at 0x7f3053779a60>,3
53,0.33620691299438477,0.31226053833961487,cone,0.0,1024,10.0,32,<function dropout at 0x7f3053779a60>,3
54,0.3362068831920624,0.31226053833961487,cone,0.0,1024,1.0,2,<function dropout at 0x7f3053779a60>,3
55,0.3362068831920624,0.31226053833961487,cone,0.0,1024,1.0,3,<function dropout at 0x7f3053779a60>,3
56,0.316091924905777,0.3448275685310364,cone,0.0,1024,1.0,4,<function dropout at 0x7f3053779a60>,3
57,0.3362068831920624,0.31226053535938264,cone,0.0,1024,1.0,8,<function dropout at 0x7f3053779a60>,3
58,0.3477011024951935,0.3373562961816788,cone,0.0,1024,1.0,16,<function dropout at 0x7f3053779a60>,3
59,0.34770113229751587,0.33409959375858306,cone,0.0,1024,1.0,32,<function dropout at 0x7f3053779a60>,3
60,0.6427203416824341,0.6475096046924591,cone,0.0,1024,0.1,2,<function dropout at 0x7f3053779a60>,3
61,0.6475096344947815,0.6455938756465912,cone,0.0,1024,0.1,3,<function dropout at 0x7f3053779a60>,3
62,0.6465517282485962,0.6477011620998383,cone,0.0,1024,0.1,4,<function dropout at 0x7f3053779a60>,3
63,0.6475095748901367,0.6396551907062531,cone,0.0,1024,0.1,8,<function dropout at 0x7f3053779a60>,3
64,0.6254789233207703,0.6386973321437835,cone,0.0,1024,0.1,16,<function dropout at 0x7f3053779a60>,3
65,0.6350574493408203,0.6273946464061737,cone,0.0,1024,0.1,32,<function dropout at 0x7f3053779a60>,3
66,0.6494252681732178,0.6455938935279847,cone,0.0,1024,0.01,2,<function dropout at 0x7f3053779a60>,3
67,0.6379310488700867,0.6402298748493195,cone,0.0,1024,0.01,3,<function dropout at 0x7f3053779a60>,3
68,0.6379310488700867,0.6438697278499602,cone,0.0,1024,0.01,4,<function dropout at 0x7f3053779a60>,3
69,0.6369732022285461,0.6503831624984742,cone,0.0,1024,0.01,8,<function dropout at 0x7f3053779a60>,3
70,0.640804648399353,0.6413793563842775,cone,0.0,1024,0.01,16,<function dropout at 0x7f3053779a60>,3
71,0.6187739372253418,0.610536390542984,cone,0.0,1024,0.01,32,<function dropout at 0x7f3053779a60>,3
72,0.3362068831920624,0.31226053833961487,cone,0.5,256,10.0,2,<function dropout at 0x7f3053779a60>,3
73,0.3362068831920624,0.3122605204582215,cone,0.5,256,10.0,3,<function dropout at 0x7f3053779a60>,3
74,0.3362068831920624,0.31226053833961487,cone,0.5,256,10.0,4,<function dropout at 0x7f3053779a60>,3
75,0.3362068831920624,0.31226053833961487,cone,0.5,256,10.0,8,<function dropout at 0x7f3053779a60>,3
76,0.3362068831920624,0.31226053833961487,cone,0.5,256,10.0,16,<function dropout at 0x7f3053779a60>,3
77,0.3362068831920624,0.31226053833961487,cone,0.5,256,10.0,32,<function dropout at 0x7f3053779a60>,3
78,0.3362068831920624,0.31226053833961487,cone,0.5,256,1.0,2,<function dropout at 0x7f3053779a60>,3
79,0.3362068831920624,0.31226053833961487,cone,0.5,256,1.0,3,<function dropout at 0x7f3053779a60>,3
80,0.3362068831920624,0.31226053833961487,cone,0.5,256,1.0,4,<function dropout at 0x7f3053779a60>,3
81,0.3362068831920624,0.31226053833961487,cone,0.5,256,1.0,8,<function dropout at 0x7f3053779a60>,3
82,0.3362068831920624,0.31226053833961487,cone,0.5,256,1.0,16,<function dropout at 0x7f3053779a60>,3
83,0.3362068831920624,0.31226052641868596,cone,0.5,256,1.0,32,<function dropout at 0x7f3053779a60>,3
84,0.6398468017578125,0.6185823976993562,cone,0.5,256,0.1,2,<function dropout at 0x7f3053779a60>,3
85,0.6379310488700867,0.6136015594005586,cone,0.5,256,0.1,3,<function dropout at 0x7f3053779a60>,3
86,0.6273946166038513,0.6049808502197266,cone,0.5,256,0.1,4,<function dropout at 0x7f3053779a60>,3
87,0.5584291219711304,0.5348658680915833,cone,0.5,256,0.1,8,<function dropout at 0x7f3053779a60>,3
88,0.3477011024951935,0.33984670937061306,cone,0.5,256,0.1,16,<function dropout at 0x7f3053779a60>,3
89,0.3362068831920624,0.31226053535938264,cone,0.5,256,0.1,32,<function dropout at 0x7f3053779a60>,3
90,0.640804648399353,0.6095785915851594,cone,0.5,256,0.01,2,<function dropout at 0x7f3053779a60>,3
91,0.6197318434715271,0.5850574910640717,cone,0.5,256,0.01,3,<function dropout at 0x7f3053779a60>,3
92,0.5795019268989563,0.5526819467544557,cone,0.5,256,0.01,4,<function dropout at 0x7f3053779a60>,3
93,0.5517241954803467,0.5304597616195679,cone,0.5,256,0.01,8,<function dropout at 0x7f3053779a60>,3
94,0.2183908075094223,0.19999999701976776,cone,0.5,256,0.01,16,<function dropout at 0x7f3053779a60>,3
95,0.3362068831920624,0.31226052641868596,cone,0.5,256,0.01,32,<function dropout at 0x7f3053779a60>,3
96,0.3362068831920624,0.3122605323791504,cone,0.5,512,10.0,2,<function dropout at 0x7f3053779a60>,3
97,0.3362068831920624,0.31226053833961487,cone,0.5,512,10.0,3,<function dropout at 0x7f3053779a60>,3
98,0.3362068831920624,0.31226053833961487,cone,0.5,512,10.0,4,<function dropout at 0x7f3053779a60>,3
99,0.33620691299438477,0.31226052343845373,cone,0.5,512,10.0,8,<function dropout at 0x7f3053779a60>,3
100,0.33620691299438477,0.31226053833961487,cone,0.5,512,10.0,16,<function dropout at 0x7f3053779a60>,3
101,0.33620691299438477,0.31226053833961487,cone,0.5,512,10.0,32,<function dropout at 0x7f3053779a60>,3
102,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,2,<function dropout at 0x7f3053779a60>,3
103,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,3,<function dropout at 0x7f3053779a60>,3
104,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,4,<function dropout at 0x7f3053779a60>,3
105,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,8,<function dropout at 0x7f3053779a60>,3
106,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,16,<function dropout at 0x7f3053779a60>,3
107,0.3362068831920624,0.31226053833961487,cone,0.5,512,1.0,32,<function dropout at 0x7f3053779a60>,3
108,0.6408045887947083,0.6176245331764223,cone,0.5,512,0.1,2,<function dropout at 0x7f3053779a60>,3
109,0.639846682548523,0.6168582618236542,cone,0.5,512,0.1,3,<function dropout at 0x7f3053779a60>,3
110,0.6475095748901367,0.616475123167038,cone,0.5,512,0.1,4,<function dropout at 0x7f3053779a60>,3
111,0.59578537940979,0.5572796881198883,cone,0.5,512,0.1,8,<function dropout at 0x7f3053779a60>,3
112,0.3362068831920624,0.31226053833961487,cone,0.5,512,0.1,16,<function dropout at 0x7f3053779a60>,3
113,0.3362068831920624,0.31226053535938264,cone,0.5,512,0.1,32,<function dropout at 0x7f3053779a60>,3
114,0.6436781883239746,0.6147509813308717,cone,0.5,512,0.01,2,<function dropout at 0x7f3053779a60>,3
115,0.6130267977714539,0.5871647477149964,cone,0.5,512,0.01,3,<function dropout at 0x7f3053779a60>,3
116,0.6226053237915039,0.5858237624168396,cone,0.5,512,0.01,4,<function dropout at 0x7f3053779a60>,3
117,0.5498084425926208,0.5310344696044922,cone,0.5,512,0.01,8,<function dropout at 0x7f3053779a60>,3
118,0.5431034564971924,0.51072795689106,cone,0.5,512,0.01,16,<function dropout at 0x7f3053779a60>,3
119,0.34770113229751587,0.34233714342117305,cone,0.5,512,0.01,32,<function dropout at 0x7f3053779a60>,3
120,0.33620691299438477,0.31226053833961487,cone,0.5,1024,10.0,2,<function dropout at 0x7f3053779a60>,3
121,0.3362068831920624,0.31226053833961487,cone,0.5,1024,10.0,3,<function dropout at 0x7f3053779a60>,3
122,0.33620691299438477,0.31226053833961487,cone,0.5,1024,10.0,4,<function dropout at 0x7f3053779a60>,3
123,0.3362068831920624,0.31226053833961487,cone,0.5,1024,10.0,8,<function dropout at 0x7f3053779a60>,3
124,0.33620691299438477,0.31226053833961487,cone,0.5,1024,10.0,16,<function dropout at 0x7f3053779a60>,3
125,0.3362068831920624,0.31226053833961487,cone,0.5,1024,10.0,32,<function dropout at 0x7f3053779a60>,3
126,0.33620691299438477,0.31226053833961487,cone,0.5,1024,1.0,2,<function dropout at 0x7f3053779a60>,3
127,0.3362068831920624,0.31226053833961487,cone,0.5,1024,1.0,3,<function dropout at 0x7f3053779a60>,3
128,0.3362068831920624,0.31226053833961487,cone,0.5,1024,1.0,4,<function dropout at 0x7f3053779a60>,3
129,0.33620691299438477,0.31226053833961487,cone,0.5,1024,1.0,8,<function dropout at 0x7f3053779a60>,3
130,0.33620691299438477,0.31226053833961487,cone,0.5,1024,1.0,16,<function dropout at 0x7f3053779a60>,3
131,0.3362068831920624,0.3122605264186859,cone,0.5,1024,1.0,32,<function dropout at 0x7f3053779a60>,3
132,0.6360153555870056,0.6275862157344818,cone,0.5,1024,0.1,2,<function dropout at 0x7f3053779a60>,3
133,0.6388888955116272,0.6134099781513215,cone,0.5,1024,0.1,3,<function dropout at 0x7f3053779a60>,3
134,0.6302682161331177,0.6055555701255799,cone,0.5,1024,0.1,4,<function dropout at 0x7f3053779a60>,3
135,0.6024904251098633,0.5599617004394531,cone,0.5,1024,0.1,8,<function dropout at 0x7f3053779a60>,3
136,0.3362068831920624,0.31226053833961487,cone,0.5,1024,0.1,16,<function dropout at 0x7f3053779a60>,3
137,0.33620691299438477,0.31226053833961487,cone,0.5,1024,0.1,32,<function dropout at 0x7f3053779a60>,3
138,0.6436781287193298,0.619348692893982,cone,0.5,1024,0.01,2,<function dropout at 0x7f3053779a60>,3
139,0.6388888955116272,0.6185823619365693,cone,0.5,1024,0.01,3,<function dropout at 0x7f3053779a60>,3
140,0.6293103694915771,0.5984674274921418,cone,0.5,1024,0.01,4,<function dropout at 0x7f3053779a60>,3
141,0.5545976758003235,0.523754781484604,cone,0.5,1024,0.01,8,<function dropout at 0x7f3053779a60>,3
142,0.2931034564971924,0.3917624443769455,cone,0.5,1024,0.01,16,<function dropout at 0x7f3053779a60>,3
143,0.3362068831920624,0.31226053833961487,cone,0.5,1024,0.01,32,<function dropout at 0x7f3053779a60>,3
