,nlayers,nstart,dropoutFn,testAccuracy,layerForm,dR,valAccuracy,learningrate,activationFn
19,2,1024,<function dropout at 0x7f8858f41a60>,0.8222222328186035,cone,0.0,0.7804877758026122,0.01,3
20,2,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
21,2,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
22,2,1024,<function dropout at 0x7f8858f41a60>,0.7777777910232544,cone,0.5,0.8121950864791871,0.1,3
23,2,1024,<function dropout at 0x7f8858f41a60>,0.7777777910232544,cone,0.5,0.7536584913730621,0.01,3
24,3,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
25,3,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07560975328087809,1.0,3
26,3,256,<function dropout at 0x7f8858f41a60>,0.8333333730697632,cone,0.0,0.8975609064102175,0.1,3
27,3,256,<function dropout at 0x7f8858f41a60>,0.7333333492279053,cone,0.0,0.604878056049347,0.01,3
28,3,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
29,3,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
30,3,256,<function dropout at 0x7f8858f41a60>,0.7333333492279053,cone,0.5,0.726829218864441,0.1,3
31,3,256,<function dropout at 0x7f8858f41a60>,0.5333333611488342,cone,0.5,0.5682926774024964,0.01,3
32,3,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
33,3,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
34,3,512,<function dropout at 0x7f8858f41a60>,0.8333333730697632,cone,0.0,0.7902438640594481,0.1,3
35,3,512,<function dropout at 0x7f8858f41a60>,0.7777777910232544,cone,0.0,0.8292682766914369,0.01,3
36,3,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
37,3,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
38,3,512,<function dropout at 0x7f8858f41a60>,0.7777777910232544,cone,0.5,0.7634145855903625,0.1,3
39,3,512,<function dropout at 0x7f8858f41a60>,0.644444465637207,cone,0.5,0.6487804651260376,0.01,3
40,3,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
41,3,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
42,3,1024,<function dropout at 0x7f8858f41a60>,0.8222222328186035,cone,0.0,0.7902438521385192,0.1,3
43,3,1024,<function dropout at 0x7f8858f41a60>,0.8888888955116272,cone,0.0,0.7975609302520751,0.01,3
44,3,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
45,3,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
46,3,1024,<function dropout at 0x7f8858f41a60>,0.8555556535720825,cone,0.5,0.8609755635261538,0.1,3
47,3,1024,<function dropout at 0x7f8858f41a60>,0.6000000238418579,cone,0.5,0.6097560644149782,0.01,3
48,4,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
49,4,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
50,4,256,<function dropout at 0x7f8858f41a60>,0.8444445133209229,cone,0.0,0.8731706261634825,0.1,3
51,4,256,<function dropout at 0x7f8858f41a60>,0.8333333730697632,cone,0.0,0.804877996444702,0.01,3
52,4,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
53,4,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
54,4,256,<function dropout at 0x7f8858f41a60>,0.6888889074325562,cone,0.5,0.5853658318519592,0.1,3
55,4,256,<function dropout at 0x7f8858f41a60>,0.4333333969116211,cone,0.5,0.463414615392685,0.01,3
56,4,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
57,4,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
58,4,512,<function dropout at 0x7f8858f41a60>,0.855555534362793,cone,0.0,0.831707286834717,0.1,3
59,4,512,<function dropout at 0x7f8858f41a60>,0.8000000715255737,cone,0.0,0.7780487537384032,0.01,3
60,4,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
61,4,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
62,4,512,<function dropout at 0x7f8858f41a60>,0.7000000476837158,cone,0.5,0.7170731484889983,0.1,3
63,4,512,<function dropout at 0x7f8858f41a60>,0.5444444417953491,cone,0.5,0.5341463088989258,0.01,3
64,4,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
65,4,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
66,4,1024,<function dropout at 0x7f8858f41a60>,0.8777778148651123,cone,0.0,0.7902438640594481,0.1,3
67,4,1024,<function dropout at 0x7f8858f41a60>,0.8444444537162781,cone,0.0,0.8292682170867919,0.01,3
68,4,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
69,4,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
70,4,1024,<function dropout at 0x7f8858f41a60>,0.6666667461395264,cone,0.5,0.6268292546272278,0.1,3
71,4,1024,<function dropout at 0x7f8858f41a60>,0.6222223043441772,cone,0.5,0.7000000059604644,0.01,3
72,8,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
73,8,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
74,8,256,<function dropout at 0x7f8858f41a60>,0.7888889312744141,cone,0.0,0.8341462910175325,0.1,3
75,8,256,<function dropout at 0x7f8858f41a60>,0.8555556535720825,cone,0.0,0.8292682766914369,0.01,3
76,8,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
77,8,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
78,8,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.03414634019136429,0.1,3
79,8,256,<function dropout at 0x7f8858f41a60>,0.14444446563720703,cone,0.5,0.1268292635679245,0.01,3
80,8,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
81,8,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
82,8,512,<function dropout at 0x7f8858f41a60>,0.7888889312744141,cone,0.0,0.802438974380493,0.1,3
83,8,512,<function dropout at 0x7f8858f41a60>,0.8666667342185974,cone,0.0,0.8121950805187226,0.01,3
84,8,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
85,8,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
86,8,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.0268292672932148,0.1,3
87,8,512,<function dropout at 0x7f8858f41a60>,0.055555559694767,cone,0.5,0.15853657722473147,0.01,3
88,8,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
89,8,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
90,8,1024,<function dropout at 0x7f8858f41a60>,0.8666666746139526,cone,0.0,0.7975609302520751,0.1,3
91,8,1024,<function dropout at 0x7f8858f41a60>,0.8666666746139526,cone,0.0,0.7780487596988678,0.01,3
92,8,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
93,8,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
94,8,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.05609755888581276,0.1,3
95,8,1024,<function dropout at 0x7f8858f41a60>,0.111111119389534,cone,0.5,0.1878048673272133,0.01,3
96,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
97,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
98,16,256,<function dropout at 0x7f8858f41a60>,0.9222222566604614,cone,0.0,0.8170731127262115,0.1,3
99,16,256,<function dropout at 0x7f8858f41a60>,0.8333333730697632,cone,0.0,0.7975609242916106,0.01,3
100,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
101,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
102,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
103,16,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.13170731216669085,0.01,3
104,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
105,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
106,16,512,<function dropout at 0x7f8858f41a60>,0.8333333730697632,cone,0.0,0.8024389922618866,0.1,3
107,16,512,<function dropout at 0x7f8858f41a60>,0.8444445133209229,cone,0.0,0.8487803936004638,0.01,3
108,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
109,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
110,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
111,16,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07804877758026124,0.01,3
112,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
113,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
114,16,1024,<function dropout at 0x7f8858f41a60>,0.8555555939674377,cone,0.0,0.8268292486667634,0.1,3
115,16,1024,<function dropout at 0x7f8858f41a60>,0.7888889312744141,cone,0.0,0.7780487477779388,0.01,3
116,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
117,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
118,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
119,16,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07560975328087807,0.01,3
120,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
121,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
122,32,256,<function dropout at 0x7f8858f41a60>,0.17777778208255768,cone,0.0,0.19512194171547892,0.1,3
123,32,256,<function dropout at 0x7f8858f41a60>,0.7000000476837158,cone,0.0,0.6780487298965454,0.01,3
124,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
125,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
126,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
127,32,256,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.01,3
128,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
129,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
130,32,512,<function dropout at 0x7f8858f41a60>,0.10000000149011612,cone,0.0,0.14146340936422347,0.1,3
131,32,512,<function dropout at 0x7f8858f41a60>,0.7777778506278992,cone,0.0,0.6878048181533813,0.01,3
132,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
133,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
134,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
135,32,512,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.01,3
136,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,10.0,3
137,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.0,0.07317072898149492,1.0,3
138,32,1024,<function dropout at 0x7f8858f41a60>,0.18888889253139496,cone,0.0,0.20487804263830187,0.1,3
139,32,1024,<function dropout at 0x7f8858f41a60>,0.7777777910232544,cone,0.0,0.680487757921219,0.01,3
140,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,10.0,3
141,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,1.0,3
142,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.1,3
143,32,1024,<function dropout at 0x7f8858f41a60>,0.06666667014360428,cone,0.5,0.07317072898149492,0.01,3
