,valAccuracy,activationFn,testAccuracy,learningrate,nstart,dropoutFn,dR,layerForm,nlayers
26,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,4
27,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,8
28,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,16
29,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,32
30,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,2
31,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,3
32,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,4
33,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,8
34,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,16
35,0.0,3,0.06451612710952759,10.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,32
36,0.05,3,0.19354838132858276,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,2
37,0.04166666865348816,3,0.22580644488334656,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,3
38,0.025,3,0.22580644488334656,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,4
39,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,8
40,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,16
41,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.0,rect,32
42,0.00833333358168602,3,0.25806450843811035,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,2
43,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,3
44,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,4
45,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,8
46,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,16
47,0.0,3,0.06451612710952759,1.0,256,<function dropout at 0x7fe8124eea60>,0.5,rect,32
48,0.00833333358168602,3,0.25806450843811035,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,2
49,0.00833333358168602,3,0.25806450843811035,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,3
50,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,4
51,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,8
52,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,16
53,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.0,rect,32
54,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,2
55,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,3
56,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,4
57,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,8
58,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,16
59,0.0,3,0.06451612710952759,1.0,512,<function dropout at 0x7fe8124eea60>,0.5,rect,32
60,0.00833333358168602,3,0.16129031777381897,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,2
61,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,3
62,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,4
63,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,8
64,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,16
65,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,32
66,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,2
67,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,3
68,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,4
69,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,8
70,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,16
71,0.0,3,0.06451612710952759,1.0,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,32
72,0.25833333730697633,3,0.4516128897666931,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,2
73,0.25000000447034837,3,0.4516128897666931,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,3
74,0.2500000029802322,3,0.5483870506286621,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,4
75,0.20833333656191824,3,0.35483869910240173,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,8
76,0.00833333358168602,3,0.25806450843811035,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,16
77,0.0,3,0.06451612710952759,0.1,256,<function dropout at 0x7fe8124eea60>,0.0,rect,32
78,0.2916666761040687,3,0.4516128897666931,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,2
79,0.24166667312383652,3,0.4838709533214569,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,3
80,0.19166667237877844,3,0.29032257199287415,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,4
81,0.0,3,0.06451612710952759,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,8
82,0.0,3,0.06451612710952759,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,16
83,0.0,3,0.06451612710952759,0.1,256,<function dropout at 0x7fe8124eea60>,0.5,rect,32
84,0.2500000029802322,3,0.4193548262119293,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,2
85,0.2500000044703483,3,0.4838709533214569,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,3
86,0.30833334028720855,3,0.5483870506286621,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,4
87,0.06666666865348816,3,0.29032257199287415,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,8
88,0.0,3,0.06451612710952759,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,16
89,0.0,3,0.06451612710952759,0.1,512,<function dropout at 0x7fe8124eea60>,0.0,rect,32
90,0.3166666761040688,3,0.4193548262119293,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,2
91,0.24166667088866237,3,0.29032257199287415,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,3
92,0.06666666865348816,3,0.22580644488334656,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,4
93,0.0,3,0.06451612710952759,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,8
94,0.0,3,0.06451612710952759,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,16
95,0.0,3,0.06451612710952759,0.1,512,<function dropout at 0x7fe8124eea60>,0.5,rect,32
96,0.2500000044703483,3,0.3870967626571655,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,2
97,0.25000000596046446,3,0.4516128897666931,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,3
98,0.3916666835546494,3,0.4516128897666931,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,4
99,0.05,3,0.4193548262119293,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,8
100,0.0,3,0.06451612710952759,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,16
101,0.0,3,0.06451612710952759,0.1,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,32
102,0.23333334028720853,3,0.09677419066429138,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,2
103,0.1000000037252903,3,0.5161290168762207,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,3
104,0.04166666865348816,3,0.22580644488334656,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,4
105,0.0,3,0.06451612710952759,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,8
106,0.0,3,0.06451612710952759,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,16
107,0.0,3,0.06451612710952759,0.1,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,32
108,0.24999999999999997,3,0.4838709533214569,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,2
109,0.2500000029802322,3,0.35483869910240173,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,3
110,0.26666666865348815,3,0.5161290168762207,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,4
111,0.3000000059604645,3,0.5161290168762207,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,8
112,0.1666666693985462,3,0.5806451439857483,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,16
113,0.20833333656191824,3,0.4838709533214569,0.01,256,<function dropout at 0x7fe8124eea60>,0.0,rect,32
114,0.22500000447034837,3,0.3870967626571655,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,2
115,0.2250000014901161,3,0.4516128897666931,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,3
116,0.09166666865348816,3,0.4838709533214569,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,4
117,0.21666667163372041,3,0.35483869910240173,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,8
118,0.0,3,0.06451612710952759,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,16
119,0.0,3,0.06451612710952759,0.01,256,<function dropout at 0x7fe8124eea60>,0.5,rect,32
120,0.3166666746139527,3,0.3870967626571655,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,2
121,0.21666667014360425,3,0.4193548262119293,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,3
122,0.19166667163372036,3,0.3870967626571655,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,4
123,0.34166667759418484,3,0.5483870506286621,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,8
124,0.26666667535901073,3,0.5806451439857483,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,16
125,0.2500000037252903,3,0.5161290168762207,0.01,512,<function dropout at 0x7fe8124eea60>,0.0,rect,32
126,0.24999999999999997,3,0.4838709533214569,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,2
127,0.2250000029802322,3,0.4516128897666931,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,3
128,0.29166667312383654,3,0.3870967626571655,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,4
129,0.1500000037252903,3,0.29032257199287415,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,8
130,0.0,3,0.06451612710952759,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,16
131,0.0,3,0.06451612710952759,0.01,512,<function dropout at 0x7fe8124eea60>,0.5,rect,32
132,0.2250000014901161,3,0.4516128897666931,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,2
133,0.22500000447034832,3,0.35483869910240173,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,3
134,0.2583333373069763,3,0.5161290168762207,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,4
135,0.22500000596046443,3,0.5161290168762207,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,8
136,0.33333334326744074,3,0.4838709533214569,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,16
137,0.2583333417773247,3,0.25806450843811035,0.01,1024,<function dropout at 0x7fe8124eea60>,0.0,rect,32
138,0.2166666716337204,3,0.32258063554763794,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,2
139,0.22500000447034835,3,0.4838709533214569,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,3
140,0.2500000029802322,3,0.35483869910240173,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,4
141,0.2000000037252903,3,0.4838709533214569,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,8
142,0.0,3,0.06451612710952759,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,16
143,0.0,3,0.06451612710952759,0.01,1024,<function dropout at 0x7fe8124eea60>,0.5,rect,32
