,dR,valAccuracy,nlayers,layerForm,dropoutFn,nstart,activationFn,testAccuracy,learningrate
23,0.0,0.8125000000000001,3,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7272727489471436,0.01
24,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
25,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
26,0.0,0.8000000000000002,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.6666666269302368,0.1
27,0.0,0.7624999999999998,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7272727489471436,0.01
28,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
29,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
30,0.0,0.8750000000000001,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.6666666269302368,0.1
31,0.0,0.7499999999999999,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7575757503509521,0.01
32,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
33,0.0,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
34,0.0,0.7687499999999999,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7575757503509521,0.1
35,0.0,0.8125000000000001,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7272727489471436,0.01
36,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
37,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
38,0.0,0.8,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.1
39,0.0,0.8062500000000001,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.01
40,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
41,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
42,0.0,0.8062500000000001,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7878787517547607,0.1
43,0.0,0.8125000000000001,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7878787517547607,0.01
44,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
45,0.0,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
46,0.0,0.8625000000000002,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7272727489471436,0.1
47,0.0,0.78125,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7272727489471436,0.01
48,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
49,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
50,0.0,0.7625000000000001,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.1
51,0.0,0.7499999999999999,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.8181818723678589,0.01
52,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
53,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
54,0.0,0.7937500000000002,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.6666666269302368,0.1
55,0.0,0.8187500000000001,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7272727489471436,0.01
56,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
57,0.0,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
58,0.0,0.7687499999999999,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7878787517547607,0.1
59,0.0,0.8187500000000002,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7878787517547607,0.01
60,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
61,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.3030303120613098,1.0
62,0.0,0.8187500000000001,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.1
63,0.0,0.8000000000000002,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.01
64,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
65,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
66,0.0,0.8250000000000002,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7878787517547607,0.1
67,0.0,0.5375,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.01
68,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
69,0.0,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
70,0.0,0.7124999999999999,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7575757503509521,0.1
71,0.0,0.7624999999999998,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7575757503509521,0.01
72,0.5,0.50625,2,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
73,0.5,0.49999999999999994,2,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
74,0.5,0.7875000000000001,2,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.1
75,0.5,0.7812499999999999,2,cone,<function dropout at 0x7f6c34655a60>,256,3,0.8181818723678589,0.01
76,0.5,0.49999999999999994,2,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
77,0.5,0.49999999999999994,2,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
78,0.5,0.7874999999999999,2,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7575757503509521,0.1
79,0.5,0.7499999999999999,2,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7272727489471436,0.01
80,0.5,0.49999999999999994,2,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
81,0.5,0.49999999999999994,2,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
82,0.5,0.7812500000000001,2,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7575757503509521,0.1
83,0.5,0.7812500000000001,2,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.01
84,0.5,0.49999999999999994,3,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
85,0.5,0.49999999999999994,3,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
86,0.5,0.8125000000000001,3,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7878787517547607,0.1
87,0.5,0.7499999999999999,3,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.01
88,0.5,0.49999999999999994,3,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
89,0.5,0.5187499999999999,3,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
90,0.5,0.7562499999999999,3,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.1
91,0.5,0.7624999999999998,3,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7575757503509521,0.01
92,0.5,0.49999999999999994,3,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
93,0.5,0.49999999999999994,3,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
94,0.5,0.8437500000000001,3,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7878787517547607,0.1
95,0.5,0.775,3,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.7575757503509521,0.01
96,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
97,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
98,0.5,0.7875000000000002,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7575757503509521,0.1
99,0.5,0.66875,4,cone,<function dropout at 0x7f6c34655a60>,256,3,0.7272727489471436,0.01
100,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
101,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
102,0.5,0.8187500000000002,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7272727489471436,0.1
103,0.5,0.8125000000000001,4,cone,<function dropout at 0x7f6c34655a60>,512,3,0.7272727489471436,0.01
104,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
105,0.5,0.49999999999999994,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
106,0.5,0.7562499999999999,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.8484848737716675,0.1
107,0.5,0.8562500000000002,4,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.6363636255264282,0.01
108,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
109,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
110,0.5,0.5187499999999999,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.1
111,0.5,0.75625,8,cone,<function dropout at 0x7f6c34655a60>,256,3,0.6666666269302368,0.01
112,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
113,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
114,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.1
115,0.5,0.5750000000000002,8,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.01
116,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
117,0.5,0.49999999999999994,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
118,0.5,0.5125,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.1
119,0.5,0.525,8,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.01
120,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,10.0
121,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
122,0.5,0.5125,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.1
123,0.5,0.5562500000000001,16,cone,<function dropout at 0x7f6c34655a60>,256,3,0.6060606241226196,0.01
124,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
125,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
126,0.5,0.525,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.1
127,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.01
128,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
129,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
130,0.5,0.49999999999999994,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.1
131,0.5,0.6000000000000001,16,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.5454545617103577,0.01
132,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.3030303120613098,10.0
133,0.5,0.5125,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,1.0
134,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.1
135,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,256,3,0.696969747543335,0.01
136,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,10.0
137,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,1.0
138,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.1
139,0.5,0.5249999999999999,32,cone,<function dropout at 0x7f6c34655a60>,512,3,0.696969747543335,0.01
140,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,10.0
141,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,1.0
142,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.1
143,0.5,0.49999999999999994,32,cone,<function dropout at 0x7f6c34655a60>,1024,3,0.696969747543335,0.01
