,nstart,learningrate,valAccuracy,layerForm,nlayers,dR,activationFn,dropoutFn,testAccuracy
61,512,1.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
62,512,1.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
63,512,1.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
64,512,1.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
65,512,1.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
66,512,1.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
67,512,1.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
68,512,1.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
69,512,1.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
70,512,1.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
71,512,1.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
72,512,0.1,0.754285728931427,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.6973683834075928
73,512,0.1,0.731428587436676,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7631579041481018
74,512,0.1,0.7428571581840516,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
75,512,0.1,0.7314285874366762,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7236841917037964
76,512,0.1,0.7571428716182709,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.684210479259491
77,512,0.1,0.7057143032550812,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.5131579041481018
78,512,0.1,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
79,512,0.1,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
80,512,0.1,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
81,512,0.1,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
82,512,0.1,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
83,512,0.1,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
84,512,0.01,0.7257143020629883,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.75
85,512,0.01,0.7142857313156127,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.8026315569877625
86,512,0.01,0.7428571581840515,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
87,512,0.01,0.7171428740024566,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.763157844543457
88,512,0.01,0.7228571593761444,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420362472534
89,512,0.01,0.7142857313156127,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7894736528396606
90,512,0.01,0.757142871618271,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7105262875556946
91,512,0.01,0.6914285898208617,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.6973683834075928
92,512,0.01,0.7400000154972077,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7105262875556946
93,512,0.01,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
94,512,0.01,0.7228571593761444,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.6973684430122375
95,512,0.01,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
96,1024,10.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
97,1024,10.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
98,1024,10.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
99,1024,10.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
100,1024,10.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
101,1024,10.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
102,1024,10.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
103,1024,10.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
104,1024,10.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
105,1024,10.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
106,1024,10.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
107,1024,10.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
108,1024,1.0,0.8000000119209291,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
109,1024,1.0,0.8000000119209291,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
110,1024,1.0,0.8000000119209291,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
111,1024,1.0,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
112,1024,1.0,0.8000000119209291,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
113,1024,1.0,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
114,1024,1.0,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
115,1024,1.0,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
116,1024,1.0,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
117,1024,1.0,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
118,1024,1.0,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
119,1024,1.0,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
120,1024,0.1,0.7342857301235199,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.763157844543457
121,1024,0.1,0.754285728931427,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
122,1024,0.1,0.7571428716182709,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.6973684430122375
123,1024,0.1,0.8000000119209291,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
124,1024,0.1,0.6942857295274736,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420362472534
125,1024,0.1,0.8000000119209291,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
126,1024,0.1,0.8000000119209291,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
127,1024,0.1,0.8000000119209291,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
128,1024,0.1,0.8000000119209291,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
129,1024,0.1,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
130,1024,0.1,0.8000000119209291,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
131,1024,0.1,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
132,1024,0.01,0.7171428740024567,rect,2,0.0,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
133,1024,0.01,0.7171428740024566,rect,2,0.5,3,<function dropout at 0x7f023fef5a60>,0.763157844543457
134,1024,0.01,0.7114285886287689,rect,3,0.0,3,<function dropout at 0x7f023fef5a60>,0.6973684430122375
135,1024,0.01,0.7142857313156127,rect,3,0.5,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
136,1024,0.01,0.7457143008708954,rect,4,0.0,3,<function dropout at 0x7f023fef5a60>,0.763157844543457
137,1024,0.01,0.7114285886287689,rect,4,0.5,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
138,1024,0.01,0.7342857301235199,rect,8,0.0,3,<function dropout at 0x7f023fef5a60>,0.5921052694320679
139,1024,0.01,0.7057143032550811,rect,8,0.5,3,<function dropout at 0x7f023fef5a60>,0.7763157486915588
140,1024,0.01,0.7400000154972077,rect,16,0.0,3,<function dropout at 0x7f023fef5a60>,0.5789473652839661
141,1024,0.01,0.8000000119209291,rect,16,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
142,1024,0.01,0.7257143020629884,rect,32,0.0,3,<function dropout at 0x7f023fef5a60>,0.6842105388641357
143,1024,0.01,0.8000000119209291,rect,32,0.5,3,<function dropout at 0x7f023fef5a60>,0.7368420958518982
