,valAccuracy,activationFn,dR,dropoutFn,testAccuracy,layerForm,nlayers,learningrate,nstart
54,0.7722513437271118,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7575000524520874,cone,16,0.1,256
55,0.7445026397705079,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7775000333786011,cone,16,0.1,512
56,0.802094280719757,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7625000476837158,cone,16,0.1,1024
57,0.6507853746414185,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7000000476837158,cone,16,0.01,256
58,0.7277486920356749,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7425000071525574,cone,16,0.01,512
59,0.7403141796588898,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7849999666213989,cone,16,0.01,1024
60,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,256
61,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,512
62,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,1024
63,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,256
64,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,512
65,0.010471204295754433,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,1024
66,0.7633508145809175,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.75,cone,32,0.1,256
67,0.6926701843738555,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7274999618530273,cone,32,0.1,512
68,0.7900523900985719,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.7699999809265137,cone,32,0.1,1024
69,0.5450262010097504,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.5600000023841858,cone,32,0.01,256
70,0.5931937336921693,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.6674999594688416,cone,32,0.01,512
71,0.6984293222427369,3,0.0,<function dropout at 0x7fde6dc7ea60>,0.6800000071525574,cone,32,0.01,1024
72,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,256
73,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,512
74,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,2,10.0,1024
75,0.7649214684963226,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7724999785423279,cone,2,1.0,256
76,0.7314136385917664,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.6899999380111694,cone,2,1.0,512
77,0.6193717598915099,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.6424999237060547,cone,2,1.0,1024
78,0.859685891866684,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8249999284744263,cone,2,0.1,256
79,0.8382199347019196,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7925000190734863,cone,2,0.1,512
80,0.8471204698085784,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8274999856948853,cone,2,0.1,1024
81,0.6062827587127685,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.67249995470047,cone,2,0.01,256
82,0.7361256897449494,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7549999952316284,cone,2,0.01,512
83,0.8010471522808076,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7699999809265137,cone,2,0.01,1024
84,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,256
85,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,512
86,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,10.0,1024
87,0.25287959277629857,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.375,cone,3,1.0,256
88,0.11361256986856462,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.13249999284744263,cone,3,1.0,512
89,0.014136126078665257,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,3,1.0,1024
90,0.8287958204746246,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7900000214576721,cone,3,0.1,256
91,0.8408377468585969,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8075000047683716,cone,3,0.1,512
92,0.8445026636123657,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8300000429153442,cone,3,0.1,1024
93,0.576963371038437,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.6175000071525574,cone,3,0.01,256
94,0.6308900773525239,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.6749998927116394,cone,3,0.01,512
95,0.7497382462024689,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7425000071525574,cone,3,0.01,1024
96,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,256
97,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,512
98,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,10.0,1024
99,0.019895288720726968,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.019999999552965164,cone,4,1.0,256
100,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,1.0,512
101,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,4,1.0,1024
102,0.7900523781776428,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7749999761581421,cone,4,0.1,256
103,0.8183246493339539,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8224999904632568,cone,4,0.1,512
104,0.8434555411338807,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.8199999928474426,cone,4,0.1,1024
105,0.35445027649402616,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.4925000071525574,cone,4,0.01,256
106,0.5298429727554321,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.5950000286102295,cone,4,0.01,512
107,0.6722513377666474,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.7099999189376831,cone,4,0.01,1024
108,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,256
109,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,512
110,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,10.0,1024
111,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,256
112,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,512
113,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,1.0,1024
114,0.003664921596646309,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,0.1,256
115,0.00314136128872633,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,8,0.1,512
116,0.0015706807374954225,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.022499999031424522,cone,8,0.1,1024
117,0.012565445620566608,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.0024999999441206455,cone,8,0.01,256
118,0.024083770811557777,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.03500000014901161,cone,8,0.01,512
119,0.023036649823188787,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.027499999850988388,cone,8,0.01,1024
120,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,256
121,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,512
122,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,10.0,1024
123,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,256
124,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,512
125,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,1.0,1024
126,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,0.1,256
127,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,0.1,512
128,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,16,0.1,1024
129,0.018324608169496062,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.019999999552965164,cone,16,0.01,256
130,0.014659686386585236,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.007499999832361937,cone,16,0.01,512
131,0.012565445434302092,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.017500000074505806,cone,16,0.01,1024
132,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,256
133,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,512
134,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,10.0,1024
135,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,256
136,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,512
137,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,1.0,1024
138,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.1,256
139,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.1,512
140,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.1,1024
141,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.01,256
142,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.01,512
143,0.010471204295754433,3,0.5,<function dropout at 0x7fde6dc7ea60>,0.009999999776482582,cone,32,0.01,1024
