,nlayers,dR,activationFn,dropoutFn,testAccuracy,nstart,learningrate,layerForm,valAccuracy
48,4,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5349838137626649
49,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,1.0,cone,0.9999999999999999
50,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0,256,0.1,cone,0.9999999999999999
51,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.01,cone,0.9989235758781432
52,4,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838137626649
53,4,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5349838137626649
54,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.1,cone,0.9999999999999999
55,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.01,cone,0.9989235997200011
56,4,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,10.0,cone,0.5349838137626649
57,4,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.49999996721744544
58,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.1,cone,0.9999999999999999
59,4,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.01,cone,0.9999999999999999
60,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5349838137626649
61,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.517971396446228,256,1.0,cone,0.5349838137626649
62,4,0.5,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.1,cone,0.9977394998073577
63,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9778435230255127,256,0.01,cone,0.9659848928451539
64,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838078022005
65,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.534983801841736
66,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9995076656341553,512,0.1,cone,0.9981700718402863
67,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9906450510025024,512,0.01,cone,0.9885898232460021
68,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,10.0,cone,0.5349838137626649
69,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5349838137626649
70,4,0.5,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.1,cone,0.9988159537315368
71,4,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9945839643478394,1024,0.01,cone,0.9892356991767882
72,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5349838137626649
73,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0,256,1.0,cone,0.9999999999999999
74,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.1,cone,0.9999999999999999
75,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.01,cone,0.999892359972
76,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838137626649
77,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5349838137626649
78,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.1,cone,0.9999999999999999
79,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.9945839643478394,512,0.01,cone,0.9913885593414307
80,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.4820285737514496,1024,10.0,cone,0.4650161206722259
81,8,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5349838137626649
82,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.1,cone,0.9999999999999999
83,8,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.01,cone,0.9995694339275359
84,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.517971396446228,256,10.0,cone,0.5349838137626649
85,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,1.0,cone,0.5349838137626649
86,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9729197025299072,256,0.1,cone,0.9665230989456178
87,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.8990646004676819,256,0.01,cone,0.8940795838832856
88,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838137626649
89,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5349838137626649
90,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9990152716636658,512,0.1,cone,0.998600661754608
91,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9714426398277283,512,0.01,cone,0.9644779086112977
92,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,10.0,cone,0.5349838137626649
93,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179715156555176,1024,1.0,cone,0.5349838137626649
94,8,0.5,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.1,cone,0.998277723789215
95,8,0.5,3,<function dropout at 0x7f7528c2aa60>,0.9788281917572021,1024,0.01,cone,0.9670612812042235
96,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5209902822971345
97,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.4820285737514496,256,1.0,cone,0.5209902793169022
98,16,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.1,cone,0.9999999999999999
99,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.9995077252388,256,0.01,cone,0.9999999999999999
100,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.4930032134056092
101,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5279870420694351
102,16,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.1,cone,0.9999999999999999
103,16,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.01,cone,0.9999999999999999
104,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.4820285439491272,1024,10.0,cone,0.5069967418909073
105,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5349838137626649
106,16,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.1,cone,0.9999999999999999
107,16,0.0,3,<function dropout at 0x7f7528c2aa60>,0.9995077252388,1024,0.01,cone,0.9999999999999999
108,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5349838078022003
109,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,1.0,cone,0.535737305879593
110,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179715156555176,256,0.1,cone,0.5349838137626649
111,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,0.01,cone,0.5349838137626649
112,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838137626649
113,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5349838137626649
114,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,0.1,cone,0.5349838137626649
115,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179715156555176,512,0.01,cone,0.5349838137626649
116,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.517971396446228,1024,10.0,cone,0.5349838137626649
117,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5349838137626649
118,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5253569483757019,1024,0.1,cone,0.5355220258235932
119,16,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,0.01,cone,0.5349838137626649
120,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5069967418909073
121,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,1.0,cone,0.5209902763366699
122,32,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,256,0.1,cone,0.9999999999999999
123,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.9995076656341553,256,0.01,cone,0.9999999999999999
124,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179715156555176,512,10.0,cone,0.5349838137626649
125,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,1.0,cone,0.5209902822971345
126,32,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.1,cone,0.9999999999999999
127,32,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,512,0.01,cone,0.9999999999999999
128,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,10.0,cone,0.5349838137626649
129,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5069967359304428
130,32,0.0,3,<function dropout at 0x7f7528c2aa60>,0.9926145076751709,1024,0.1,cone,0.8580193459987642
131,32,0.0,3,<function dropout at 0x7f7528c2aa60>,1.0000001192092896,1024,0.01,cone,0.9999999999999999
132,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,10.0,cone,0.5349838137626649
133,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,1.0,cone,0.486006435751915
134,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179715156555176,256,0.1,cone,0.5391818702220917
135,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,256,0.01,cone,0.5349838137626649
136,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,10.0,cone,0.5349838137626649
137,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.4820285737514496,512,1.0,cone,0.5139935165643693
138,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,0.1,cone,0.5349838137626649
139,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,512,0.01,cone,0.5349838137626649
140,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,10.0,cone,0.5349838137626649
141,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,1.0,cone,0.5349838137626649
142,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5179714560508728,1024,0.1,cone,0.5349838137626649
143,32,0.5,3,<function dropout at 0x7f7528c2aa60>,0.5603151321411133,1024,0.01,cone,0.5720128834247589
