,layerForm,nlayers,dR,testAccuracy,activationFn,learningrate,valAccuracy,dropoutFn,nstart
22,rect,2,0.5,0.9358751773834229,3,0.01,0.9204081296920776,<function dropout at 0x7f87a0772a60>,512
23,rect,2,0.5,0.942807674407959,3,0.01,0.9461224138736726,<function dropout at 0x7f87a0772a60>,1024
24,rect,3,0.0,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
25,rect,3,0.0,0.1473136991262436,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,512
26,rect,3,0.0,0.1473136842250824,3,10.0,0.13469386249780654,<function dropout at 0x7f87a0772a60>,1024
27,rect,3,0.0,0.1473136842250824,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
28,rect,3,0.0,0.1473136991262436,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
29,rect,3,0.0,0.1473136991262436,3,1.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
30,rect,3,0.0,0.9618717432022095,3,0.1,0.9567346572875977,<function dropout at 0x7f87a0772a60>,256
31,rect,3,0.0,0.9722702503204346,3,0.1,0.9726529896259308,<function dropout at 0x7f87a0772a60>,512
32,rect,3,0.0,0.9636048078536987,3,0.1,0.9734693288803101,<function dropout at 0x7f87a0772a60>,1024
33,rect,3,0.0,0.9480069875717163,3,0.01,0.9424489498138426,<function dropout at 0x7f87a0772a60>,256
34,rect,3,0.0,0.9549393653869629,3,0.01,0.9575510323047637,<function dropout at 0x7f87a0772a60>,512
35,rect,3,0.0,0.9601386785507202,3,0.01,0.9616326153278352,<function dropout at 0x7f87a0772a60>,1024
36,rect,3,0.5,0.1473136842250824,3,10.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
37,rect,3,0.5,0.1473136991262436,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,512
38,rect,3,0.5,0.1473136842250824,3,10.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,1024
39,rect,3,0.5,0.1473136842250824,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
40,rect,3,0.5,0.1473136991262436,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
41,rect,3,0.5,0.1473136842250824,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
42,rect,3,0.5,0.9480069279670715,3,0.1,0.948163241147995,<function dropout at 0x7f87a0772a60>,256
43,rect,3,0.5,0.9549393057823181,3,0.1,0.9448979377746581,<function dropout at 0x7f87a0772a60>,512
44,rect,3,0.5,0.9532061219215393,3,0.1,0.9538775026798249,<function dropout at 0x7f87a0772a60>,1024
45,rect,3,0.5,0.9220103025436401,3,0.01,0.8951020240783693,<function dropout at 0x7f87a0772a60>,256
46,rect,3,0.5,0.908145546913147,3,0.01,0.8844897329807282,<function dropout at 0x7f87a0772a60>,512
47,rect,3,0.5,0.9428075551986694,3,0.01,0.9338775217533111,<function dropout at 0x7f87a0772a60>,1024
48,rect,4,0.0,0.1473136991262436,3,10.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
49,rect,4,0.0,0.1473136842250824,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,512
50,rect,4,0.0,0.1473136842250824,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
51,rect,4,0.0,0.1473136842250824,3,1.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,256
52,rect,4,0.0,0.1473136991262436,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
53,rect,4,0.0,0.1473136842250824,3,1.0,0.13469385951757432,<function dropout at 0x7f87a0772a60>,1024
54,rect,4,0.0,0.9670710563659668,3,0.1,0.9608162522315978,<function dropout at 0x7f87a0772a60>,256
55,rect,4,0.0,0.9722703099250793,3,0.1,0.9681632041931153,<function dropout at 0x7f87a0772a60>,512
56,rect,4,0.0,0.9722704291343689,3,0.1,0.9767346322536468,<function dropout at 0x7f87a0772a60>,1024
57,rect,4,0.0,0.9636048078536987,3,0.01,0.9469387590885161,<function dropout at 0x7f87a0772a60>,256
58,rect,4,0.0,0.9549393057823181,3,0.01,0.9563265025615693,<function dropout at 0x7f87a0772a60>,512
59,rect,4,0.0,0.9670710563659668,3,0.01,0.969387710094452,<function dropout at 0x7f87a0772a60>,1024
60,rect,4,0.5,0.1473136842250824,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,256
61,rect,4,0.5,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,512
62,rect,4,0.5,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
63,rect,4,0.5,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
64,rect,4,0.5,0.1473136842250824,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
65,rect,4,0.5,0.1473136842250824,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
66,rect,4,0.5,0.9566724300384521,3,0.1,0.9493877291679382,<function dropout at 0x7f87a0772a60>,256
67,rect,4,0.5,0.9636048674583435,3,0.1,0.9391836225986482,<function dropout at 0x7f87a0772a60>,512
68,rect,4,0.5,0.9618717432022095,3,0.1,0.9461223721504212,<function dropout at 0x7f87a0772a60>,1024
69,rect,4,0.5,0.9029462933540344,3,0.01,0.8889795303344726,<function dropout at 0x7f87a0772a60>,256
70,rect,4,0.5,0.8960138559341431,3,0.01,0.8808162689208984,<function dropout at 0x7f87a0772a60>,512
71,rect,4,0.5,0.9220104217529297,3,0.01,0.9040815353393554,<function dropout at 0x7f87a0772a60>,1024
72,rect,8,0.0,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
73,rect,8,0.0,0.1473136991262436,3,10.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
74,rect,8,0.0,0.1473136842250824,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
75,rect,8,0.0,0.1473136842250824,3,1.0,0.1346938580274582,<function dropout at 0x7f87a0772a60>,256
76,rect,8,0.0,0.1473136991262436,3,1.0,0.13469386994838717,<function dropout at 0x7f87a0772a60>,512
77,rect,8,0.0,0.1473136842250824,3,1.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,1024
78,rect,8,0.0,0.9792028069496155,3,0.1,0.9685713410377502,<function dropout at 0x7f87a0772a60>,256
79,rect,8,0.0,0.9653379321098328,3,0.1,0.9677550256252289,<function dropout at 0x7f87a0772a60>,512
80,rect,8,0.0,0.1473136842250824,3,0.1,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
81,rect,8,0.0,0.968804121017456,3,0.01,0.9812244653701783,<function dropout at 0x7f87a0772a60>,256
82,rect,8,0.0,0.965337872505188,3,0.01,0.9718366980552675,<function dropout at 0x7f87a0772a60>,512
83,rect,8,0.0,0.9705372452735901,3,0.01,0.9693876981735229,<function dropout at 0x7f87a0772a60>,1024
84,rect,8,0.5,0.1473136842250824,3,10.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
85,rect,8,0.5,0.1473136842250824,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,512
86,rect,8,0.5,0.1473136842250824,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
87,rect,8,0.5,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
88,rect,8,0.5,0.1473136842250824,3,1.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,512
89,rect,8,0.5,0.1473136991262436,3,1.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
90,rect,8,0.5,0.9341421127319336,3,0.1,0.9265305876731873,<function dropout at 0x7f87a0772a60>,256
91,rect,8,0.5,0.9549393057823181,3,0.1,0.9420407831668854,<function dropout at 0x7f87a0772a60>,512
92,rect,8,0.5,0.1473136842250824,3,0.1,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
93,rect,8,0.5,0.6083189249038696,3,0.01,0.6542856693267822,<function dropout at 0x7f87a0772a60>,256
94,rect,8,0.5,0.731369137763977,3,0.01,0.642040765285492,<function dropout at 0x7f87a0772a60>,512
95,rect,8,0.5,0.909878671169281,3,0.01,0.8836733996868134,<function dropout at 0x7f87a0772a60>,1024
96,rect,16,0.0,0.1473136991262436,3,10.0,0.1346938669681549,<function dropout at 0x7f87a0772a60>,256
97,rect,16,0.0,0.1473136991262436,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,512
98,rect,16,0.0,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
99,rect,16,0.0,0.1473136991262436,3,1.0,0.13469385951757432,<function dropout at 0x7f87a0772a60>,256
100,rect,16,0.0,0.1473136842250824,3,1.0,0.13469386845827103,<function dropout at 0x7f87a0772a60>,512
101,rect,16,0.0,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
102,rect,16,0.0,0.1473136842250824,3,0.1,0.13469386994838717,<function dropout at 0x7f87a0772a60>,256
103,rect,16,0.0,0.1473136842250824,3,0.1,0.13469386398792269,<function dropout at 0x7f87a0772a60>,512
104,rect,16,0.0,0.1473136842250824,3,0.1,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
105,rect,16,0.0,0.9722703695297241,3,0.01,0.984897917509079,<function dropout at 0x7f87a0772a60>,256
106,rect,16,0.0,0.9653379321098328,3,0.01,0.9693877160549164,<function dropout at 0x7f87a0772a60>,512
107,rect,16,0.0,0.9757365584373474,3,0.01,0.9759182870388031,<function dropout at 0x7f87a0772a60>,1024
108,rect,16,0.5,0.1473136842250824,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,256
109,rect,16,0.5,0.1473136991262436,3,10.0,0.1346938669681549,<function dropout at 0x7f87a0772a60>,512
110,rect,16,0.5,0.1473136842250824,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
111,rect,16,0.5,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
112,rect,16,0.5,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,512
113,rect,16,0.5,0.1473136991262436,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
114,rect,16,0.5,0.1473136842250824,3,0.1,0.13469386994838717,<function dropout at 0x7f87a0772a60>,256
115,rect,16,0.5,0.1473136991262436,3,0.1,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
116,rect,16,0.5,0.1473136842250824,3,0.1,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
117,rect,16,0.5,0.15077988803386688,3,0.01,0.138367335870862,<function dropout at 0x7f87a0772a60>,256
118,rect,16,0.5,0.1923743486404419,3,0.01,0.2318367227911949,<function dropout at 0x7f87a0772a60>,512
119,rect,16,0.5,0.14211438596248627,3,0.01,0.138775497674942,<function dropout at 0x7f87a0772a60>,1024
120,rect,32,0.0,0.1473136842250824,3,10.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,256
121,rect,32,0.0,0.1473136842250824,3,10.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,512
122,rect,32,0.0,0.1473136991262436,3,10.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,1024
123,rect,32,0.0,0.1473136842250824,3,1.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,256
124,rect,32,0.0,0.1473136991262436,3,1.0,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
125,rect,32,0.0,0.1473136991262436,3,1.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,1024
126,rect,32,0.0,0.1473136991262436,3,0.1,0.1346938580274582,<function dropout at 0x7f87a0772a60>,256
127,rect,32,0.0,0.1473136991262436,3,0.1,0.1346938654780388,<function dropout at 0x7f87a0772a60>,512
128,rect,32,0.0,0.1473136842250824,3,0.1,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
129,rect,32,0.0,0.9774695634841919,3,0.01,0.9653060853481292,<function dropout at 0x7f87a0772a60>,256
130,rect,32,0.0,0.967070996761322,3,0.01,0.9624489188194275,<function dropout at 0x7f87a0772a60>,512
131,rect,32,0.0,0.9757365584373474,3,0.01,0.964897871017456,<function dropout at 0x7f87a0772a60>,1024
132,rect,32,0.5,0.1473136842250824,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,256
133,rect,32,0.5,0.1473136991262436,3,10.0,0.13469387143850328,<function dropout at 0x7f87a0772a60>,512
134,rect,32,0.5,0.1473136991262436,3,10.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
135,rect,32,0.5,0.1473136842250824,3,1.0,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
136,rect,32,0.5,0.1473136991262436,3,1.0,0.1346938654780388,<function dropout at 0x7f87a0772a60>,512
137,rect,32,0.5,0.1473136991262436,3,1.0,0.13469386398792269,<function dropout at 0x7f87a0772a60>,1024
138,rect,32,0.5,0.1473136991262436,3,0.1,0.13469386398792269,<function dropout at 0x7f87a0772a60>,256
139,rect,32,0.5,0.1473136842250824,3,0.1,0.13469386249780657,<function dropout at 0x7f87a0772a60>,512
140,rect,32,0.5,0.1473136842250824,3,0.1,0.13469386249780657,<function dropout at 0x7f87a0772a60>,1024
141,rect,32,0.5,0.1473136842250824,3,0.01,0.13469386100769043,<function dropout at 0x7f87a0772a60>,256
142,rect,32,0.5,0.1473136991262436,3,0.01,0.13469386100769043,<function dropout at 0x7f87a0772a60>,512
143,rect,32,0.5,0.1473136991262436,3,0.01,0.13469386994838717,<function dropout at 0x7f87a0772a60>,1024
