,valAccuracy,layerForm,activationFn,testAccuracy,nstart,dropoutFn,dR,nlayers,learningrate
27,0.5544303834438324,rect,3,0.5163043737411499,256,<function dropout at 0x7fb785ac1a60>,0.5,2,0.01
28,0.48101265430450435,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,3,10.0
29,0.48101265430450435,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,3,1.0
30,0.4905063360929489,rect,3,0.5054348111152649,256,<function dropout at 0x7fb785ac1a60>,0.5,3,0.1
31,0.5018987447023391,rect,3,0.5000000596046448,256,<function dropout at 0x7fb785ac1a60>,0.5,3,0.01
32,0.48101264834403984,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,4,10.0
33,0.4810126423835754,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,4,1.0
34,0.49683545231819154,rect,3,0.4728260636329651,256,<function dropout at 0x7fb785ac1a60>,0.5,4,0.1
35,0.49240507185459137,rect,3,0.47826087474823,256,<function dropout at 0x7fb785ac1a60>,0.5,4,0.01
36,0.4810126423835754,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,8,10.0
37,0.4810126602649688,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,8,1.0
38,0.47405064702033994,rect,3,0.448369562625885,256,<function dropout at 0x7fb785ac1a60>,0.5,8,0.1
39,0.4569620311260224,rect,3,0.44021737575531006,256,<function dropout at 0x7fb785ac1a60>,0.5,8,0.01
40,0.48101265430450435,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,16,10.0
41,0.4810126423835754,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,16,1.0
42,0.48101266324520103,rect,3,0.42934784293174744,256,<function dropout at 0x7fb785ac1a60>,0.5,16,0.1
43,0.46139241456985475,rect,3,0.44565218687057495,256,<function dropout at 0x7fb785ac1a60>,0.5,16,0.01
44,0.4810126632452011,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,32,10.0
45,0.48101264834403984,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,32,1.0
46,0.48101267218589777,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,32,0.1
47,0.48101266622543326,rect,3,0.4293478727340698,256,<function dropout at 0x7fb785ac1a60>,0.5,32,0.01
48,0.4810126602649688,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,2,10.0
49,0.4810126423835754,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.0,2,1.0
50,0.5360759556293487,rect,3,0.5027174353599548,512,<function dropout at 0x7fb785ac1a60>,0.0,2,0.1
51,0.5455696225166321,rect,3,0.5244565606117249,512,<function dropout at 0x7fb785ac1a60>,0.0,2,0.01
52,0.48101266324520103,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,3,10.0
53,0.48101266324520103,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.0,3,1.0
54,0.5512658298015595,rect,3,0.5190216898918152,512,<function dropout at 0x7fb785ac1a60>,0.0,3,0.1
55,0.5531645894050599,rect,3,0.4945652186870575,512,<function dropout at 0x7fb785ac1a60>,0.0,3,0.01
56,0.4810126423835754,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.0,4,10.0
57,0.48101264834403984,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,4,1.0
58,0.5329113960266113,rect,3,0.48641306161880493,512,<function dropout at 0x7fb785ac1a60>,0.0,4,0.1
59,0.5303797483444214,rect,3,0.5163043737411499,512,<function dropout at 0x7fb785ac1a60>,0.0,4,0.01
60,0.4810126453638076,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,8,10.0
61,0.48101267218589777,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,8,1.0
62,0.5386076152324677,rect,3,0.448369562625885,512,<function dropout at 0x7fb785ac1a60>,0.0,8,0.1
63,0.5531645655632019,rect,3,0.47282612323760986,512,<function dropout at 0x7fb785ac1a60>,0.0,8,0.01
64,0.4810126423835754,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.0,16,10.0
65,0.48101267218589777,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.0,16,1.0
66,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,16,0.1
67,0.5626582384109496,rect,3,0.4565217196941376,512,<function dropout at 0x7fb785ac1a60>,0.0,16,0.01
68,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,32,10.0
69,0.48101264834403984,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,32,1.0
70,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.0,32,0.1
71,0.543670904636383,rect,3,0.45652174949645996,512,<function dropout at 0x7fb785ac1a60>,0.0,32,0.01
72,0.48101264834403984,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,2,10.0
73,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,2,1.0
74,0.5196202605962754,rect,3,0.489130437374115,512,<function dropout at 0x7fb785ac1a60>,0.5,2,0.1
75,0.549999988079071,rect,3,0.54347825050354,512,<function dropout at 0x7fb785ac1a60>,0.5,2,0.01
76,0.48101264834403984,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,3,10.0
77,0.4810126423835754,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,3,1.0
78,0.5132911562919618,rect,3,0.448369562625885,512,<function dropout at 0x7fb785ac1a60>,0.5,3,0.1
79,0.5430379867553711,rect,3,0.51902174949646,512,<function dropout at 0x7fb785ac1a60>,0.5,3,0.01
80,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,4,10.0
81,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,4,1.0
82,0.5310126513242722,rect,3,0.5054348111152649,512,<function dropout at 0x7fb785ac1a60>,0.5,4,0.1
83,0.5101265937089919,rect,3,0.5054347515106201,512,<function dropout at 0x7fb785ac1a60>,0.5,4,0.01
84,0.4810126423835754,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,8,10.0
85,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,8,1.0
86,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,8,0.1
87,0.44367089569568635,rect,3,0.46739131212234497,512,<function dropout at 0x7fb785ac1a60>,0.5,8,0.01
88,0.48101267218589777,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,16,10.0
89,0.4810126423835754,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,16,1.0
90,0.48101264834403984,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,16,0.1
91,0.47278481125831606,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,16,0.01
92,0.48101264834403984,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,32,10.0
93,0.4810126483440399,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,32,1.0
94,0.4810126692056655,rect,3,0.42934784293174744,512,<function dropout at 0x7fb785ac1a60>,0.5,32,0.1
95,0.4810126453638076,rect,3,0.4293478727340698,512,<function dropout at 0x7fb785ac1a60>,0.5,32,0.01
96,0.48101264834403984,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,2,10.0
97,0.4810126572847366,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.0,2,1.0
98,0.5284810155630112,rect,3,0.4809782803058624,1024,<function dropout at 0x7fb785ac1a60>,0.0,2,0.1
99,0.5379746794700623,rect,3,0.5298913717269897,1024,<function dropout at 0x7fb785ac1a60>,0.0,2,0.01
100,0.48101266324520103,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.0,3,10.0
101,0.4810126572847366,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,3,1.0
102,0.5354430377483368,rect,3,0.5271739959716797,1024,<function dropout at 0x7fb785ac1a60>,0.0,3,0.1
103,0.5537974834442139,rect,3,0.51902174949646,1024,<function dropout at 0x7fb785ac1a60>,0.0,3,0.01
104,0.4810126513242721,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,4,10.0
105,0.48101265132427207,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,4,1.0
106,0.5430379867553712,rect,3,0.49184784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,4,0.1
107,0.551898741722107,rect,3,0.5054348111152649,1024,<function dropout at 0x7fb785ac1a60>,0.0,4,0.01
108,0.4810126572847366,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,8,10.0
109,0.4810126453638076,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,8,1.0
110,0.4810126572847366,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,8,0.1
111,0.5145569741725922,rect,3,0.49728262424468994,1024,<function dropout at 0x7fb785ac1a60>,0.0,8,0.01
112,0.4810126572847366,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,16,10.0
113,0.4810126483440399,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.0,16,1.0
114,0.4810126513242721,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,16,0.1
115,0.5398734211921692,rect,3,0.4538043439388275,1024,<function dropout at 0x7fb785ac1a60>,0.0,16,0.01
116,0.48101265430450435,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.0,32,10.0
117,0.4810126602649688,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,32,1.0
118,0.4810126513242721,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.0,32,0.1
119,0.5424050807952882,rect,3,0.45108699798583984,1024,<function dropout at 0x7fb785ac1a60>,0.0,32,0.01
120,0.4810126513242721,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,2,10.0
121,0.48101265430450435,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,2,1.0
122,0.5272151976823807,rect,3,0.4701087176799774,1024,<function dropout at 0x7fb785ac1a60>,0.5,2,0.1
123,0.5386075913906098,rect,3,0.5271739363670349,1024,<function dropout at 0x7fb785ac1a60>,0.5,2,0.01
124,0.4810126572847366,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,3,10.0
125,0.4810126572847366,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,3,1.0
126,0.5215190023183823,rect,3,0.48097825050354004,1024,<function dropout at 0x7fb785ac1a60>,0.5,3,0.1
127,0.5613924086093902,rect,3,0.5135869979858398,1024,<function dropout at 0x7fb785ac1a60>,0.5,3,0.01
128,0.48101266324520103,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,4,10.0
129,0.48101265430450435,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,4,1.0
130,0.501265823841095,rect,3,0.48097825050354004,1024,<function dropout at 0x7fb785ac1a60>,0.5,4,0.1
131,0.5025316536426544,rect,3,0.49728262424468994,1024,<function dropout at 0x7fb785ac1a60>,0.5,4,0.01
132,0.48101265430450435,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,8,10.0
133,0.4810126483440399,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,8,1.0
134,0.4810126513242721,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,8,0.1
135,0.4810126811265946,rect,3,0.4429347515106201,1024,<function dropout at 0x7fb785ac1a60>,0.5,8,0.01
136,0.48101265430450435,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,16,10.0
137,0.48101264834403984,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,16,1.0
138,0.4810126423835754,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,16,0.1
139,0.4113924115896224,rect,3,0.41576090455055237,1024,<function dropout at 0x7fb785ac1a60>,0.5,16,0.01
140,0.4810126483440399,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,32,10.0
141,0.4810126572847366,rect,3,0.4293478727340698,1024,<function dropout at 0x7fb785ac1a60>,0.5,32,1.0
142,0.48101265430450435,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,32,0.1
143,0.48101265430450435,rect,3,0.42934784293174744,1024,<function dropout at 0x7fb785ac1a60>,0.5,32,0.01
