,activationFn,learningrate,nstart,valAccuracy,dR,nlayers,layerForm,testAccuracy,dropoutFn
66,3,1.0,1024,0.6860215216875075,0.5,2,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
67,3,1.0,1024,0.28709678351879125,0.5,3,cone,0.29999998211860657,<function dropout at 0x7f14dcb86a60>
68,3,1.0,1024,0.7311828136444091,0.5,4,cone,0.6999999284744263,<function dropout at 0x7f14dcb86a60>
69,3,1.0,1024,0.7311828136444091,0.5,8,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
70,3,1.0,1024,0.7311828136444091,0.5,16,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
71,3,1.0,1024,0.7311828136444091,0.5,32,cone,0.6999999284744263,<function dropout at 0x7f14dcb86a60>
72,3,0.1,256,0.7591397821903227,0.0,2,cone,0.7599999904632568,<function dropout at 0x7f14dcb86a60>
73,3,0.1,256,0.7795698642730712,0.0,3,cone,0.7120000123977661,<function dropout at 0x7f14dcb86a60>
74,3,0.1,256,0.7139784991741178,0.0,4,cone,0.7559999823570251,<function dropout at 0x7f14dcb86a60>
75,3,0.1,256,0.7698924541473388,0.0,8,cone,0.7680000066757202,<function dropout at 0x7f14dcb86a60>
76,3,0.1,256,0.7354838848114013,0.0,16,cone,0.6839999556541443,<function dropout at 0x7f14dcb86a60>
77,3,0.1,256,0.7645161151885985,0.0,32,cone,0.7520000338554382,<function dropout at 0x7f14dcb86a60>
78,3,0.1,256,0.8021504878997802,0.5,2,cone,0.7559999823570251,<function dropout at 0x7f14dcb86a60>
79,3,0.1,256,0.7215053975582122,0.5,3,cone,0.7560000419616699,<function dropout at 0x7f14dcb86a60>
80,3,0.1,256,0.7344086170196532,0.5,4,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
81,3,0.1,256,0.7311828136444091,0.5,8,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
82,3,0.1,256,0.6849462538957595,0.5,16,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
83,3,0.1,256,0.7311828136444091,0.5,32,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
84,3,0.1,512,0.7666666448116302,0.0,2,cone,0.7800000309944153,<function dropout at 0x7f14dcb86a60>
85,3,0.1,512,0.7526881635189056,0.0,3,cone,0.7880000472068787,<function dropout at 0x7f14dcb86a60>
86,3,0.1,512,0.751612901687622,0.0,4,cone,0.7599999904632568,<function dropout at 0x7f14dcb86a60>
87,3,0.1,512,0.7698924541473388,0.0,8,cone,0.7719999551773071,<function dropout at 0x7f14dcb86a60>
88,3,0.1,512,0.7236559212207793,0.0,16,cone,0.752000093460083,<function dropout at 0x7f14dcb86a60>
89,3,0.1,512,0.7258064568042755,0.0,32,cone,0.6800000071525574,<function dropout at 0x7f14dcb86a60>
90,3,0.1,512,0.7956989049911499,0.5,2,cone,0.7599999904632568,<function dropout at 0x7f14dcb86a60>
91,3,0.1,512,0.7430107593536376,0.5,3,cone,0.7800000309944153,<function dropout at 0x7f14dcb86a60>
92,3,0.1,512,0.7526881575584411,0.5,4,cone,0.7879999876022339,<function dropout at 0x7f14dcb86a60>
93,3,0.1,512,0.7311828136444091,0.5,8,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
94,3,0.1,512,0.7311828136444091,0.5,16,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
95,3,0.1,512,0.7311828136444091,0.5,32,cone,0.6999999284744263,<function dropout at 0x7f14dcb86a60>
96,3,0.1,1024,0.78602152466774,0.0,2,cone,0.7479999661445618,<function dropout at 0x7f14dcb86a60>
97,3,0.1,1024,0.7666666507720946,0.0,3,cone,0.7239999771118164,<function dropout at 0x7f14dcb86a60>
98,3,0.1,1024,0.7666666567325592,0.0,4,cone,0.7720000147819519,<function dropout at 0x7f14dcb86a60>
99,3,0.1,1024,0.7924731016159058,0.0,8,cone,0.7520000338554382,<function dropout at 0x7f14dcb86a60>
100,3,0.1,1024,0.7602150440216063,0.0,16,cone,0.7479999661445618,<function dropout at 0x7f14dcb86a60>
101,3,0.1,1024,0.7311828136444091,0.0,32,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
102,3,0.1,1024,0.7612903177738188,0.5,2,cone,0.784000039100647,<function dropout at 0x7f14dcb86a60>
103,3,0.1,1024,0.7666666507720946,0.5,3,cone,0.7879999876022339,<function dropout at 0x7f14dcb86a60>
104,3,0.1,1024,0.7623655796051024,0.5,4,cone,0.7719999551773071,<function dropout at 0x7f14dcb86a60>
105,3,0.1,1024,0.7311828136444091,0.5,8,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
106,3,0.1,1024,0.7311828136444091,0.5,16,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
107,3,0.1,1024,0.7311828136444091,0.5,32,cone,0.6999999284744263,<function dropout at 0x7f14dcb86a60>
108,3,0.01,256,0.7258064746856688,0.0,2,cone,0.7759999632835388,<function dropout at 0x7f14dcb86a60>
109,3,0.01,256,0.7591397762298583,0.0,3,cone,0.7560000419616699,<function dropout at 0x7f14dcb86a60>
110,3,0.01,256,0.7473118305206298,0.0,4,cone,0.7599999308586121,<function dropout at 0x7f14dcb86a60>
111,3,0.01,256,0.7849462032318114,0.0,8,cone,0.768000066280365,<function dropout at 0x7f14dcb86a60>
112,3,0.01,256,0.7430107593536376,0.0,16,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
113,3,0.01,256,0.7311828136444091,0.0,32,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
114,3,0.01,256,0.7935483455657958,0.5,2,cone,0.7959999442100525,<function dropout at 0x7f14dcb86a60>
115,3,0.01,256,0.7032258212566375,0.5,3,cone,0.6960000395774841,<function dropout at 0x7f14dcb86a60>
116,3,0.01,256,0.7397849559783934,0.5,4,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
117,3,0.01,256,0.7311828136444091,0.5,8,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
118,3,0.01,256,0.650537621974945,0.5,16,cone,0.612000048160553,<function dropout at 0x7f14dcb86a60>
119,3,0.01,256,0.7311828136444091,0.5,32,cone,0.7000000476837158,<function dropout at 0x7f14dcb86a60>
120,3,0.01,512,0.7591397762298583,0.0,2,cone,0.7720000147819519,<function dropout at 0x7f14dcb86a60>
121,3,0.01,512,0.7376344203948973,0.0,3,cone,0.7839999794960022,<function dropout at 0x7f14dcb86a60>
122,3,0.01,512,0.7677419185638427,0.0,4,cone,0.7559999227523804,<function dropout at 0x7f14dcb86a60>
123,3,0.01,512,0.730107545852661,0.0,8,cone,0.7039999961853027,<function dropout at 0x7f14dcb86a60>
124,3,0.01,512,0.7215054035186766,0.0,16,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
125,3,0.01,512,0.7462365627288817,0.0,32,cone,0.7680000066757202,<function dropout at 0x7f14dcb86a60>
126,3,0.01,512,0.753763437271118,0.5,2,cone,0.7879999876022339,<function dropout at 0x7f14dcb86a60>
127,3,0.01,512,0.7204301178455352,0.5,3,cone,0.7480000257492065,<function dropout at 0x7f14dcb86a60>
128,3,0.01,512,0.7301075398921966,0.5,4,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
129,3,0.01,512,0.7387096881866454,0.5,8,cone,0.7039999961853027,<function dropout at 0x7f14dcb86a60>
130,3,0.01,512,0.7322580814361571,0.5,16,cone,0.6999999284744263,<function dropout at 0x7f14dcb86a60>
131,3,0.01,512,0.7311828136444091,0.5,32,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
132,3,0.01,1024,0.776344060897827,0.0,2,cone,0.7839999794960022,<function dropout at 0x7f14dcb86a60>
133,3,0.01,1024,0.7333333492279052,0.0,3,cone,0.7839999794960022,<function dropout at 0x7f14dcb86a60>
134,3,0.01,1024,0.7688171863555907,0.0,4,cone,0.7759999632835388,<function dropout at 0x7f14dcb86a60>
135,3,0.01,1024,0.7623655796051024,0.0,8,cone,0.7919999957084656,<function dropout at 0x7f14dcb86a60>
136,3,0.01,1024,0.7161290168762207,0.0,16,cone,0.7599999904632568,<function dropout at 0x7f14dcb86a60>
137,3,0.01,1024,0.730107533931732,0.0,32,cone,0.7360000610351562,<function dropout at 0x7f14dcb86a60>
138,3,0.01,1024,0.7806451320648192,0.5,2,cone,0.7360000610351562,<function dropout at 0x7f14dcb86a60>
139,3,0.01,1024,0.7548387050628661,0.5,3,cone,0.7760000228881836,<function dropout at 0x7f14dcb86a60>
140,3,0.01,1024,0.7204301357269286,0.5,4,cone,0.7160000205039978,<function dropout at 0x7f14dcb86a60>
141,3,0.01,1024,0.7440860271453856,0.5,8,cone,0.7080000638961792,<function dropout at 0x7f14dcb86a60>
142,3,0.01,1024,0.7311828136444091,0.5,16,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
143,3,0.01,1024,0.7311828136444091,0.5,32,cone,0.699999988079071,<function dropout at 0x7f14dcb86a60>
