,testAccuracy,nstart,learningrate,valAccuracy,activationFn,layerForm,nlayers,dropoutFn,dR
39,0.7440000772476196,256,0.01,0.7247524380683897,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
40,0.7560000419616699,256,0.01,0.7237623393535614,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
41,0.7120000123977661,256,0.01,0.7069306612014771,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
42,0.7599999904632568,256,0.01,0.7306930303573609,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
43,0.7080000042915344,256,0.01,0.6891088843345643,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
44,0.7599999904632568,256,0.01,0.7267326354980468,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
45,0.4880000054836273,256,0.01,0.662376219034195,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
46,0.7519999742507935,256,0.01,0.6851484894752503,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
47,0.7000000476837158,256,0.01,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
48,0.699999988079071,512,10.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
49,0.7000000476837158,512,10.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
50,0.699999988079071,512,10.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
51,0.699999988079071,512,10.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
52,0.6999999284744263,512,10.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
53,0.7000000476837158,512,10.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
54,0.6999999284744263,512,10.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
55,0.699999988079071,512,10.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
56,0.699999988079071,512,10.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
57,0.6999999284744263,512,10.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
58,0.6999999284744263,512,10.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
59,0.699999988079071,512,10.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
60,0.6999999284744263,512,1.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
61,0.7000000476837158,512,1.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
62,0.6999999284744263,512,1.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
63,0.7000000476837158,512,1.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
64,0.699999988079071,512,1.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
65,0.7000000476837158,512,1.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
66,0.699999988079071,512,1.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
67,0.6999999284744263,512,1.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
68,0.7000000476837158,512,1.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
69,0.6999999284744263,512,1.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
70,0.6999999284744263,512,1.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
71,0.6999999284744263,512,1.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
72,0.7319999933242798,512,0.1,0.7386138200759887,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
73,0.7919999957084656,512,0.1,0.7099009573459625,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
74,0.7440000176429749,512,0.1,0.7376237213611603,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
75,0.7280000448226929,512,0.1,0.7178217470645905,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
76,0.7360000610351562,512,0.1,0.7386138200759889,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
77,0.715999960899353,512,0.1,0.7009900689125061,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
78,0.7479999661445618,512,0.1,0.7168316483497619,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
79,0.699999988079071,512,0.1,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
80,0.699999988079071,512,0.1,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
81,0.699999988079071,512,0.1,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
82,0.699999988079071,512,0.1,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
83,0.699999988079071,512,0.1,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
84,0.7760000228881836,512,0.01,0.7227722406387328,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
85,0.7879999876022339,512,0.01,0.708910858631134,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
86,0.7720000147819519,512,0.01,0.7316831290721894,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
87,0.7599999904632568,512,0.01,0.7306930303573609,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
88,0.7760000228881836,512,0.01,0.7534653007984163,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
89,0.7360000610351562,512,0.01,0.7227722406387329,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
90,0.7680000066757202,512,0.01,0.7584157943725586,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
91,0.7639999985694885,512,0.01,0.7346534252166749,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
92,0.7279999256134033,512,0.01,0.7405940175056458,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
93,0.6439999938011169,512,0.01,0.5663366168737413,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
94,0.7560001015663147,512,0.01,0.7425742149353028,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
95,0.699999988079071,512,0.01,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
96,0.699999988079071,1024,10.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
97,0.6999999284744263,1024,10.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
98,0.7000000476837158,1024,10.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
99,0.699999988079071,1024,10.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
100,0.6999999284744263,1024,10.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
101,0.699999988079071,1024,10.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
102,0.6999999284744263,1024,10.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
103,0.7000000476837158,1024,10.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
104,0.699999988079071,1024,10.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
105,0.6999999284744263,1024,10.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
106,0.6999999284744263,1024,10.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
107,0.699999988079071,1024,10.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
108,0.699999988079071,1024,1.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
109,0.699999988079071,1024,1.0,0.712871253490448,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
110,0.699999988079071,1024,1.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
111,0.7000000476837158,1024,1.0,0.712871253490448,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
112,0.7000000476837158,1024,1.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
113,0.699999988079071,1024,1.0,0.712871253490448,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
114,0.6999999284744263,1024,1.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
115,0.699999988079071,1024,1.0,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
116,0.6999999284744263,1024,1.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
117,0.6999999284744263,1024,1.0,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
118,0.7000000476837158,1024,1.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
119,0.6999999284744263,1024,1.0,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
120,0.7559999823570251,1024,0.1,0.7356435239315033,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
121,0.7440000772476196,1024,0.1,0.7217821419239044,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
122,0.7239999771118164,1024,0.1,0.7267326354980469,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
123,0.7320000529289246,1024,0.1,0.6950494766235351,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
124,0.7960000038146973,1024,0.1,0.7257425367832184,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
125,0.7720000147819519,1024,0.1,0.7297029316425323,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
126,0.6999999284744263,1024,0.1,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
127,0.7000000476837158,1024,0.1,0.712871253490448,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
128,0.7000000476837158,1024,0.1,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
129,0.699999988079071,1024,0.1,0.712871253490448,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
130,0.6999999284744263,1024,0.1,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
131,0.699999988079071,1024,0.1,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
132,0.7879999876022339,1024,0.01,0.728712832927704,3,rect,2,<function dropout at 0x7f0002571a60>,0.0
133,0.8040000200271606,1024,0.01,0.7445544123649598,3,rect,2,<function dropout at 0x7f0002571a60>,0.5
134,0.7480000853538513,1024,0.01,0.7584157943725587,3,rect,3,<function dropout at 0x7f0002571a60>,0.0
135,0.7839999794960022,1024,0.01,0.7178217470645905,3,rect,3,<function dropout at 0x7f0002571a60>,0.5
136,0.7439999580383301,1024,0.01,0.7534653007984163,3,rect,4,<function dropout at 0x7f0002571a60>,0.0
137,0.7360000610351562,1024,0.01,0.6999999701976777,3,rect,4,<function dropout at 0x7f0002571a60>,0.5
138,0.7600000500679016,1024,0.01,0.7326732277870179,3,rect,8,<function dropout at 0x7f0002571a60>,0.0
139,0.7720000147819519,1024,0.01,0.7049504637718201,3,rect,8,<function dropout at 0x7f0002571a60>,0.5
140,0.7559999823570251,1024,0.01,0.6990098714828492,3,rect,16,<function dropout at 0x7f0002571a60>,0.0
141,0.5039999485015869,1024,0.01,0.5564356356859207,3,rect,16,<function dropout at 0x7f0002571a60>,0.5
142,0.7879999876022339,1024,0.01,0.7306930303573608,3,rect,32,<function dropout at 0x7f0002571a60>,0.0
143,0.7000000476837158,1024,0.01,0.712871253490448,3,rect,32,<function dropout at 0x7f0002571a60>,0.5
