,nlayers,learningrate,valAccuracy,activationFn,testAccuracy,dR,nstart,dropoutFn,layerForm
66,4,0.01,0.757575750350952,3,0.7323943376541138,0.0,256,<function dropout at 0x7f3398212a60>,cone
67,4,0.01,0.7333333492279052,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
68,4,0.01,0.7272727489471434,3,0.7183098196983337,0.0,1024,<function dropout at 0x7f3398212a60>,cone
69,4,0.01,0.7454545676708221,3,0.7183098196983337,0.5,256,<function dropout at 0x7f3398212a60>,cone
70,4,0.01,0.7000000476837157,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
71,4,0.01,0.7030303478240966,3,0.7746478319168091,0.5,1024,<function dropout at 0x7f3398212a60>,cone
72,8,10.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
73,8,10.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
74,8,10.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
75,8,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
76,8,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
77,8,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
78,8,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
79,8,1.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
80,8,1.0,0.6181818604469299,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
81,8,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
82,8,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
83,8,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
84,8,0.1,0.6939394235610962,3,0.7887323498725891,0.0,256,<function dropout at 0x7f3398212a60>,cone
85,8,0.1,0.7303030490875243,3,0.6338027715682983,0.0,512,<function dropout at 0x7f3398212a60>,cone
86,8,0.1,0.7212121248245239,3,0.6056338548660278,0.0,1024,<function dropout at 0x7f3398212a60>,cone
87,8,0.1,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
88,8,0.1,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
89,8,0.1,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
90,8,0.01,0.6969697475433348,3,0.7183098793029785,0.0,256,<function dropout at 0x7f3398212a60>,cone
91,8,0.01,0.6696969926357269,3,0.7887324094772339,0.0,512,<function dropout at 0x7f3398212a60>,cone
92,8,0.01,0.7393939495086669,3,0.6901408433914185,0.0,1024,<function dropout at 0x7f3398212a60>,cone
93,8,0.01,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
94,8,0.01,0.7030303478240966,3,0.6619718074798584,0.5,512,<function dropout at 0x7f3398212a60>,cone
95,8,0.01,0.7000000476837157,3,0.7183098196983337,0.5,1024,<function dropout at 0x7f3398212a60>,cone
96,16,10.0,0.5787879168987274,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
97,16,10.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
98,16,10.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
99,16,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
100,16,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
101,16,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
102,16,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
103,16,1.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
104,16,1.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
105,16,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
106,16,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
107,16,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
108,16,0.1,0.7242424488067626,3,0.6478873491287231,0.0,256,<function dropout at 0x7f3398212a60>,cone
109,16,0.1,0.7242424309253692,3,0.6056337952613831,0.0,512,<function dropout at 0x7f3398212a60>,cone
110,16,0.1,0.7030303239822387,3,0.7746478915214539,0.0,1024,<function dropout at 0x7f3398212a60>,cone
111,16,0.1,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
112,16,0.1,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
113,16,0.1,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
114,16,0.01,0.736363649368286,3,0.6338028311729431,0.0,256,<function dropout at 0x7f3398212a60>,cone
115,16,0.01,0.7000000357627868,3,0.6760563850402832,0.0,512,<function dropout at 0x7f3398212a60>,cone
116,16,0.01,0.7242424488067626,3,0.7323943376541138,0.0,1024,<function dropout at 0x7f3398212a60>,cone
117,16,0.01,0.7030303478240966,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
118,16,0.01,0.7030303478240966,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
119,16,0.01,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
120,32,10.0,0.6575758039951324,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
121,32,10.0,0.6181818604469299,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
122,32,10.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
123,32,10.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
124,32,10.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
125,32,10.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
126,32,1.0,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
127,32,1.0,0.6969697475433348,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
128,32,1.0,0.6969697475433348,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
129,32,1.0,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
130,32,1.0,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
131,32,1.0,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
132,32,0.1,0.6969697475433348,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
133,32,0.1,0.6787879168987274,3,0.7042253017425537,0.0,512,<function dropout at 0x7f3398212a60>,cone
134,32,0.1,0.6909091353416442,3,0.7042253017425537,0.0,1024,<function dropout at 0x7f3398212a60>,cone
135,32,0.1,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
136,32,0.1,0.6969697475433348,3,0.7042253017425537,0.5,512,<function dropout at 0x7f3398212a60>,cone
137,32,0.1,0.6969697475433348,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
138,32,0.01,0.7454545497894286,3,0.7042253017425537,0.0,256,<function dropout at 0x7f3398212a60>,cone
139,32,0.01,0.7090909242630004,3,0.5915493369102478,0.0,512,<function dropout at 0x7f3398212a60>,cone
140,32,0.01,0.7393939495086669,3,0.6478872895240784,0.0,1024,<function dropout at 0x7f3398212a60>,cone
141,32,0.01,0.6969697475433348,3,0.7042253017425537,0.5,256,<function dropout at 0x7f3398212a60>,cone
142,32,0.01,0.5454545617103578,3,0.4507042169570923,0.5,512,<function dropout at 0x7f3398212a60>,cone
143,32,0.01,0.6909091353416442,3,0.7042253017425537,0.5,1024,<function dropout at 0x7f3398212a60>,cone
