,nlayers,testAccuracy,nstart,activationFn,learningrate,layerForm,valAccuracy,dR,dropoutFn
31,3,0.5963302254676819,256,3,0.01,rect,0.6361111164093016,0.5,<function dropout at 0x7fcdcde2ba60>
32,3,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
33,3,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
34,3,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
35,3,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
36,3,0.5779815912246704,512,3,0.1,rect,0.6222222447395325,0.0,<function dropout at 0x7fcdcde2ba60>
37,3,0.5229357481002808,512,3,0.1,rect,0.6166666954755783,0.5,<function dropout at 0x7fcdcde2ba60>
38,3,0.5871558785438538,512,3,0.01,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
39,3,0.5963302254676819,512,3,0.01,rect,0.5833333551883697,0.5,<function dropout at 0x7fcdcde2ba60>
40,3,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
41,3,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
42,3,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
43,3,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
44,3,0.6238532066345215,1024,3,0.1,rect,0.6277777969837188,0.0,<function dropout at 0x7fcdcde2ba60>
45,3,0.5412843823432922,1024,3,0.1,rect,0.6416666984558107,0.5,<function dropout at 0x7fcdcde2ba60>
46,3,0.5412843823432922,1024,3,0.01,rect,0.672222250699997,0.0,<function dropout at 0x7fcdcde2ba60>
47,3,0.5688073039054871,1024,3,0.01,rect,0.5888889014720916,0.5,<function dropout at 0x7fcdcde2ba60>
48,4,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
49,4,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
50,4,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
51,4,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
52,4,0.5871558785438538,256,3,0.1,rect,0.6472222506999971,0.0,<function dropout at 0x7fcdcde2ba60>
53,4,0.5412843823432922,256,3,0.1,rect,0.6388889253139496,0.5,<function dropout at 0x7fcdcde2ba60>
54,4,0.5688073039054871,256,3,0.01,rect,0.675000023841858,0.0,<function dropout at 0x7fcdcde2ba60>
55,4,0.5596330165863037,256,3,0.01,rect,0.6444445013999941,0.5,<function dropout at 0x7fcdcde2ba60>
56,4,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
57,4,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
58,4,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
59,4,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
60,4,0.5596330165863037,512,3,0.1,rect,0.6250000119209289,0.0,<function dropout at 0x7fcdcde2ba60>
61,4,0.5963302254676819,512,3,0.1,rect,0.6222222685813904,0.5,<function dropout at 0x7fcdcde2ba60>
62,4,0.5596330165863037,512,3,0.01,rect,0.6250000178813935,0.0,<function dropout at 0x7fcdcde2ba60>
63,4,0.6146788597106934,512,3,0.01,rect,0.6277777969837189,0.5,<function dropout at 0x7fcdcde2ba60>
64,4,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
65,4,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
66,4,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
67,4,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
68,4,0.5229357481002808,1024,3,0.1,rect,0.6333333551883698,0.0,<function dropout at 0x7fcdcde2ba60>
69,4,0.6146788597106934,1024,3,0.1,rect,0.6250000268220902,0.5,<function dropout at 0x7fcdcde2ba60>
70,4,0.5688073039054871,1024,3,0.01,rect,0.6472222566604615,0.0,<function dropout at 0x7fcdcde2ba60>
71,4,0.6055045127868652,1024,3,0.01,rect,0.5972222447395326,0.5,<function dropout at 0x7fcdcde2ba60>
72,8,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
73,8,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
74,8,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
75,8,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
76,8,0.5963302254676819,256,3,0.1,rect,0.6444444775581359,0.0,<function dropout at 0x7fcdcde2ba60>
77,8,0.38532108068466187,256,3,0.1,rect,0.613888919353485,0.5,<function dropout at 0x7fcdcde2ba60>
78,8,0.5963302254676819,256,3,0.01,rect,0.6750000238418579,0.0,<function dropout at 0x7fcdcde2ba60>
79,8,0.5412843823432922,256,3,0.01,rect,0.6250000476837158,0.5,<function dropout at 0x7fcdcde2ba60>
80,8,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
81,8,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
82,8,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
83,8,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
84,8,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
85,8,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
86,8,0.5779816508293152,512,3,0.01,rect,0.6444444835186005,0.0,<function dropout at 0x7fcdcde2ba60>
87,8,0.5596330165863037,512,3,0.01,rect,0.6361111700534822,0.5,<function dropout at 0x7fcdcde2ba60>
88,8,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
89,8,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
90,8,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
91,8,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
92,8,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
93,8,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
94,8,0.5779816508293152,1024,3,0.01,rect,0.6805555880069734,0.0,<function dropout at 0x7fcdcde2ba60>
95,8,0.5596330165863037,1024,3,0.01,rect,0.6416667342185975,0.5,<function dropout at 0x7fcdcde2ba60>
96,16,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
97,16,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
98,16,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
99,16,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
100,16,0.6146788597106934,256,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
101,16,0.6146788597106934,256,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
102,16,0.5963302254676819,256,3,0.01,rect,0.6333333611488342,0.0,<function dropout at 0x7fcdcde2ba60>
103,16,0.4587155878543854,256,3,0.01,rect,0.4750000089406967,0.5,<function dropout at 0x7fcdcde2ba60>
104,16,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
105,16,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
106,16,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
107,16,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
108,16,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
109,16,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
110,16,0.5504586696624756,512,3,0.01,rect,0.6305555701255798,0.0,<function dropout at 0x7fcdcde2ba60>
111,16,0.4128440022468567,512,3,0.01,rect,0.43055557906627656,0.5,<function dropout at 0x7fcdcde2ba60>
112,16,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
113,16,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
114,16,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
115,16,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
116,16,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
117,16,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
118,16,0.5688073039054871,1024,3,0.01,rect,0.6555555939674377,0.0,<function dropout at 0x7fcdcde2ba60>
119,16,0.6146788597106934,1024,3,0.01,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
120,32,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
121,32,0.6146788597106934,256,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
122,32,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
123,32,0.6146788597106934,256,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
124,32,0.6146788597106934,256,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
125,32,0.6146788597106934,256,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
126,32,0.5779815912246704,256,3,0.01,rect,0.6472222387790679,0.0,<function dropout at 0x7fcdcde2ba60>
127,32,0.6146788597106934,256,3,0.01,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
128,32,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
129,32,0.6146788597106934,512,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
130,32,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
131,32,0.6146788597106934,512,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
132,32,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
133,32,0.6146788597106934,512,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
134,32,0.5688073039054871,512,3,0.01,rect,0.666666704416275,0.0,<function dropout at 0x7fcdcde2ba60>
135,32,0.6146788597106934,512,3,0.01,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
136,32,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
137,32,0.6146788597106934,1024,3,10.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
138,32,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
139,32,0.6146788597106934,1024,3,1.0,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
140,32,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.0,<function dropout at 0x7fcdcde2ba60>
141,32,0.6146788597106934,1024,3,0.1,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
142,32,0.5871558785438538,1024,3,0.01,rect,0.6361111283302306,0.0,<function dropout at 0x7fcdcde2ba60>
143,32,0.6146788597106934,1024,3,0.01,rect,0.6666666865348815,0.5,<function dropout at 0x7fcdcde2ba60>
