,dR,dropoutFn,layerForm,nstart,learningrate,testAccuracy,valAccuracy,activationFn,nlayers
35,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,32
36,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.4210526645183563,0.44375,3,2
37,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.6052631735801697,0.41250000000000003,3,3
38,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.42105263471603394,0.42500000000000004,3,4
39,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,8
40,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,16
41,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,32
42,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5526316165924072,0.50625,3,2
43,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.44736841320991516,0.45,3,3
44,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5263158082962036,0.41875000000000007,3,4
45,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5526315569877625,0.3875,3,8
46,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5526316165924072,0.3875,3,16
47,0.0,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5263157486915588,0.39375,3,32
48,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,2
49,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,3
50,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,4
51,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,8
52,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,16
53,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,32
54,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,2
55,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,3
56,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,4
57,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,8
58,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,16
59,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,32
60,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.42105263471603394,0.36875,3,2
61,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.3947368562221527,0.41250000000000003,3,3
62,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,4
63,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.4437500000000001,3,8
64,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,16
65,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,32
66,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.5,0.425,3,2
67,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.5263157486915588,0.46249999999999997,3,3
68,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.4736841917037964,0.425,3,4
69,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.44736841320991516,0.40624999999999994,3,8
70,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.5526315569877625,0.325,3,16
71,0.0,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.5526316165924072,0.4124999999999999,3,32
72,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,2
73,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,3
74,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,4
75,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,8
76,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,16
77,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,10.0,0.31578946113586426,0.43750000000000006,3,32
78,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,2
79,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,3
80,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,4
81,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,8
82,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,16
83,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,1.0,0.31578946113586426,0.43750000000000006,3,32
84,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.5,0.48125000000000007,3,2
85,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.4736842215061188,0.48125,3,3
86,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.31578946113586426,0.4437500000000001,3,4
87,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.31578946113586426,0.43750000000000006,3,8
88,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.31578946113586426,0.43750000000000006,3,16
89,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.1,0.31578946113586426,0.43750000000000006,3,32
90,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.42105263471603394,0.50625,3,2
91,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.42105263471603394,0.5687500000000001,3,3
92,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.44736841320991516,0.5562500000000001,3,4
93,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.42105263471603394,0.5375000000000001,3,8
94,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.31578946113586426,0.43750000000000006,3,16
95,0.5,<function dropout at 0x7f6c08e91a60>,rect,256,0.01,0.31578946113586426,0.43750000000000006,3,32
96,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,2
97,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,3
98,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,4
99,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,8
100,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,16
101,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,10.0,0.31578946113586426,0.43750000000000006,3,32
102,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,2
103,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,3
104,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,4
105,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,8
106,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,16
107,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,1.0,0.31578946113586426,0.43750000000000006,3,32
108,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.34210526943206787,0.49375,3,2
109,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,3
110,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,4
111,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,8
112,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,16
113,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.1,0.31578946113586426,0.43750000000000006,3,32
114,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.42105263471603394,0.5125,3,2
115,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.3947368264198303,0.5625000000000001,3,3
116,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.5,0.5562500000000001,3,4
117,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.44736841320991516,0.50625,3,8
118,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.31578946113586426,0.43750000000000006,3,16
119,0.5,<function dropout at 0x7f6c08e91a60>,rect,512,0.01,0.31578946113586426,0.43750000000000006,3,32
120,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,2
121,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,3
122,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,4
123,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,8
124,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,16
125,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,10.0,0.31578946113586426,0.43750000000000006,3,32
126,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,2
127,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,3
128,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,4
129,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,8
130,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,16
131,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,1.0,0.31578946113586426,0.43750000000000006,3,32
132,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.21052631735801697,0.5000000000000001,3,2
133,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.4437500000000001,3,3
134,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,4
135,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,8
136,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,16
137,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.1,0.31578946113586426,0.43750000000000006,3,32
138,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.42105260491371155,0.5,3,2
139,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.5789474248886108,0.4875,3,3
140,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.31578949093818665,0.5125,3,4
141,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.3684210479259491,0.51875,3,8
142,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.31578946113586426,0.43750000000000006,3,16
143,0.5,<function dropout at 0x7f6c08e91a60>,rect,1024,0.01,0.31578946113586426,0.43750000000000006,3,32
