,valAccuracy,dropoutFn,nstart,dR,testAccuracy,nlayers,activationFn,layerForm,learningrate
54,0.9281818866729736,<function dropout at 0x7f28fb998a60>,512,0.0,0.9408696889877319,3,3,rect,0.1
55,0.9185454726219179,<function dropout at 0x7f28fb998a60>,512,0.0,0.9243478178977966,3,3,rect,0.01
56,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,4,3,rect,10.0
57,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,4,3,rect,1.0
58,0.9332727909088135,<function dropout at 0x7f28fb998a60>,512,0.0,0.9313044548034668,4,3,rect,0.1
59,0.930363702774048,<function dropout at 0x7f28fb998a60>,512,0.0,0.9373913407325745,4,3,rect,0.01
60,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,8,3,rect,10.0
61,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,8,3,rect,1.0
62,0.9329091548919679,<function dropout at 0x7f28fb998a60>,512,0.0,0.9295651912689209,8,3,rect,0.1
63,0.932545518875122,<function dropout at 0x7f28fb998a60>,512,0.0,0.9356521964073181,8,3,rect,0.01
64,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,16,3,rect,10.0
65,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,16,3,rect,1.0
66,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,16,3,rect,0.1
67,0.9354546070098877,<function dropout at 0x7f28fb998a60>,512,0.0,0.9373913407325745,16,3,rect,0.01
68,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,32,3,rect,10.0
69,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,32,3,rect,1.0
70,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.0,0.6060869693756104,32,3,rect,0.1
71,0.9352727413177491,<function dropout at 0x7f28fb998a60>,512,0.0,0.9382609128952026,32,3,rect,0.01
72,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,2,3,rect,10.0
73,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,2,3,rect,1.0
74,0.9183637022972106,<function dropout at 0x7f28fb998a60>,512,0.5,0.931304395198822,2,3,rect,0.1
75,0.9174546241760253,<function dropout at 0x7f28fb998a60>,512,0.5,0.9234783053398132,2,3,rect,0.01
76,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,3,3,rect,10.0
77,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,3,3,rect,1.0
78,0.9227273225784302,<function dropout at 0x7f28fb998a60>,512,0.5,0.9313043355941772,3,3,rect,0.1
79,0.9236363649368287,<function dropout at 0x7f28fb998a60>,512,0.5,0.9182608723640442,3,3,rect,0.01
80,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,4,3,rect,10.0
81,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,4,3,rect,1.0
82,0.9232727766036989,<function dropout at 0x7f28fb998a60>,512,0.5,0.9200000762939453,4,3,rect,0.1
83,0.9165455102920532,<function dropout at 0x7f28fb998a60>,512,0.5,0.9130434989929199,4,3,rect,0.01
84,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,8,3,rect,10.0
85,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,8,3,rect,1.0
86,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,8,3,rect,0.1
87,0.921818244457245,<function dropout at 0x7f28fb998a60>,512,0.5,0.9147825837135315,8,3,rect,0.01
88,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,16,3,rect,10.0
89,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,16,3,rect,1.0
90,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,16,3,rect,0.1
91,0.5819999814033509,<function dropout at 0x7f28fb998a60>,512,0.5,0.6200000047683716,16,3,rect,0.01
92,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,32,3,rect,10.0
93,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,32,3,rect,1.0
94,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,32,3,rect,0.1
95,0.5763636231422424,<function dropout at 0x7f28fb998a60>,512,0.5,0.6060869693756104,32,3,rect,0.01
96,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,2,3,rect,10.0
97,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,2,3,rect,1.0
98,0.9358182430267334,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9356521964073181,2,3,rect,0.1
99,0.915999972820282,<function dropout at 0x7f28fb998a60>,1024,0.0,0.931304395198822,2,3,rect,0.01
100,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,3,3,rect,10.0
101,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,3,3,rect,1.0
102,0.9363636970520021,<function dropout at 0x7f28fb998a60>,1024,0.0,0.945217490196228,3,3,rect,0.1
103,0.9350909709930421,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9365217685699463,3,3,rect,0.01
104,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,4,3,rect,10.0
105,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,4,3,rect,1.0
106,0.9309091567993163,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9434783458709717,4,3,rect,0.1
107,0.9176364064216614,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9356522560119629,4,3,rect,0.01
108,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,8,3,rect,10.0
109,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,8,3,rect,1.0
110,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,8,3,rect,0.1
111,0.936363697052002,<function dropout at 0x7f28fb998a60>,1024,0.0,0.945217490196228,8,3,rect,0.01
112,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,16,3,rect,10.0
113,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,16,3,rect,1.0
114,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,16,3,rect,0.1
115,0.9345455169677735,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9243479371070862,16,3,rect,0.01
116,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,32,3,rect,10.0
117,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,32,3,rect,1.0
118,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.0,0.6060869693756104,32,3,rect,0.1
119,0.9274546146392821,<function dropout at 0x7f28fb998a60>,1024,0.0,0.9339131116867065,32,3,rect,0.01
120,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,2,3,rect,10.0
121,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,2,3,rect,1.0
122,0.9205455183982849,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9339131712913513,2,3,rect,0.1
123,0.9156363725662232,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9217391610145569,2,3,rect,0.01
124,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,3,3,rect,10.0
125,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,3,3,rect,1.0
126,0.923090946674347,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9426087141036987,3,3,rect,0.1
127,0.9161818504333497,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9217392206192017,3,3,rect,0.01
128,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,4,3,rect,10.0
129,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,4,3,rect,1.0
130,0.9192727148532868,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9191305041313171,4,3,rect,0.1
131,0.9176363706588746,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9217391014099121,4,3,rect,0.01
132,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,8,3,rect,10.0
133,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,8,3,rect,1.0
134,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,8,3,rect,0.1
135,0.9223636746406556,<function dropout at 0x7f28fb998a60>,1024,0.5,0.9139130711555481,8,3,rect,0.01
136,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,16,3,rect,10.0
137,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,16,3,rect,1.0
138,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,16,3,rect,0.1
139,0.419454562664032,<function dropout at 0x7f28fb998a60>,1024,0.5,0.38608697056770325,16,3,rect,0.01
140,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,32,3,rect,10.0
141,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,32,3,rect,1.0
142,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,32,3,rect,0.1
143,0.5763636231422424,<function dropout at 0x7f28fb998a60>,1024,0.5,0.6060869693756104,32,3,rect,0.01
