,valAccuracy,nstart,dropoutFn,testAccuracy,activationFn,learningrate,nlayers,dR,layerForm
99,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,3,0.5,cone
100,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,4,0.0,cone
101,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,10.0,4,0.5,cone
102,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,8,0.0,cone
103,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,8,0.5,cone
104,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,16,0.0,cone
105,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,10.0,16,0.5,cone
106,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,32,0.0,cone
107,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,10.0,32,0.5,cone
108,0.46210271120071417,1024,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,1.0,2,0.0,cone
109,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,2,0.5,cone
110,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,1.0,3,0.0,cone
111,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,3,0.5,cone
112,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,4,0.0,cone
113,0.4924205660820008,1024,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,1.0,4,0.5,cone
114,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.0,cone
115,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,8,0.5,cone
116,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351284980774,3,1.0,16,0.0,cone
117,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,1.0,16,0.5,cone
118,0.5000000298023225,1024,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,1.0,32,0.0,cone
119,0.5000000298023225,1024,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,1.0,32,0.5,cone
120,0.9781173467636108,1024,<function dropout at 0x7f9c339bea60>,0.9854053854942322,3,0.1,2,0.0,cone
121,0.9853300452232361,1024,<function dropout at 0x7f9c339bea60>,0.9870270490646362,3,0.1,2,0.5,cone
122,0.9775061011314392,1024,<function dropout at 0x7f9c339bea60>,0.9827027320861816,3,0.1,3,0.0,cone
123,0.986430287361145,1024,<function dropout at 0x7f9c339bea60>,0.9886486530303955,3,0.1,3,0.5,cone
124,0.9770171046257019,1024,<function dropout at 0x7f9c339bea60>,0.9778379201889038,3,0.1,4,0.0,cone
125,0.9874082803726196,1024,<function dropout at 0x7f9c339bea60>,0.9854055047035217,3,0.1,4,0.5,cone
126,0.9847187995910645,1024,<function dropout at 0x7f9c339bea60>,0.9810811281204224,3,0.1,8,0.0,cone
127,0.9800733327865601,1024,<function dropout at 0x7f9c339bea60>,0.9783784747123718,3,0.1,8,0.5,cone
128,0.974205368757248,1024,<function dropout at 0x7f9c339bea60>,0.9794595241546631,3,0.1,16,0.0,cone
129,0.4782396316528321,1024,<function dropout at 0x7f9c339bea60>,0.6286486387252808,3,0.1,16,0.5,cone
130,0.980806827545166,1024,<function dropout at 0x7f9c339bea60>,0.9821622371673584,3,0.1,32,0.0,cone
131,0.5075794935226441,1024,<function dropout at 0x7f9c339bea60>,0.5048649311065674,3,0.1,32,0.5,cone
132,0.9817848205566406,1024,<function dropout at 0x7f9c339bea60>,0.9843243360519409,3,0.01,2,0.0,cone
133,0.9766503572463989,1024,<function dropout at 0x7f9c339bea60>,0.9778378009796143,3,0.01,2,0.5,cone
134,0.9844743013381958,1024,<function dropout at 0x7f9c339bea60>,0.985405445098877,3,0.01,3,0.0,cone
135,0.9618581771850587,1024,<function dropout at 0x7f9c339bea60>,0.9610810875892639,3,0.01,3,0.5,cone
136,0.9837408065795898,1024,<function dropout at 0x7f9c339bea60>,0.9816216826438904,3,0.01,4,0.0,cone
137,0.9542787075042726,1024,<function dropout at 0x7f9c339bea60>,0.9378378391265869,3,0.01,4,0.5,cone
138,0.9810513257980347,1024,<function dropout at 0x7f9c339bea60>,0.9816216826438904,3,0.01,8,0.0,cone
139,0.4855745911598206,1024,<function dropout at 0x7f9c339bea60>,0.5054054260253906,3,0.01,8,0.5,cone
140,0.9728606343269348,1024,<function dropout at 0x7f9c339bea60>,0.9762163162231445,3,0.01,16,0.0,cone
141,0.46210271120071417,1024,<function dropout at 0x7f9c339bea60>,0.5048648715019226,3,0.01,16,0.5,cone
142,0.9790953397750854,1024,<function dropout at 0x7f9c339bea60>,0.978378415107727,3,0.01,32,0.0,cone
143,0.5378973484039307,1024,<function dropout at 0x7f9c339bea60>,0.4951351583003998,3,0.01,32,0.5,cone
