,valAccuracy,testAccuracy,dropoutFn,learningrate,nstart,dR,activationFn,layerForm,nlayers
32,0.1772151812911034,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,10.0,1024,0.5,3,cone,4
33,0.17721517980098728,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,10.0,1024,0.5,3,cone,8
34,0.17721518427133562,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,10.0,1024,0.5,3,cone,16
35,0.17721518427133562,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,10.0,1024,0.5,3,cone,32
36,0.786075896024704,0.8248586654663086,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,2
37,0.1772151827812195,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,3
38,0.1772151827812195,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,4
39,0.17721518427133562,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,8
40,0.17721518874168396,0.180790975689888,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,16
41,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.0,3,cone,32
42,0.7670885801315308,0.7080979347229004,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,2
43,0.2506328988820314,0.024482108652591705,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,3
44,0.17721517831087116,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,4
45,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,8
46,0.1772151842713356,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,16
47,0.17721518874168396,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,256,0.5,3,cone,32
48,0.08354429900646208,0.09227871894836426,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,2
49,0.17721517980098725,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,3
50,0.17721518725156787,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,4
51,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,8
52,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,16
53,0.1772151812911034,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.0,3,cone,32
54,0.1772151827812195,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,2
55,0.17721518427133562,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,3
56,0.17721518874168396,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,4
57,0.177215188741684,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,8
58,0.17721517831087116,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,16
59,0.1772151812911034,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,512,0.5,3,cone,32
60,0.1864978849887848,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,2
61,0.17721518725156785,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,3
62,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,4
63,0.17721518129110336,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,8
64,0.17721518725156785,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,16
65,0.17721518129110336,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.0,3,cone,32
66,0.17721518725156785,0.180790975689888,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,2
67,0.17721518725156785,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,3
68,0.17721517831087114,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,4
69,0.1772151827812195,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,8
70,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,16
71,0.1772151812911034,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,1.0,1024,0.5,3,cone,32
72,0.788185614347458,0.811676025390625,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,2
73,0.7999999523162843,0.8380414247512817,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,3
74,0.8118142783641816,0.83427494764328,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,4
75,0.8042193710803986,0.8418078422546387,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,8
76,0.7734176635742189,0.8041430711746216,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,16
77,0.5004219174385071,0.5329567193984985,<function dropout at 0x7f6b44b92a60>,0.1,256,0.0,3,cone,32
78,0.7886075437068941,0.8003766536712646,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,2
79,0.7691982924938203,0.7664783000946045,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,3
80,0.7649788439273836,0.7758945226669312,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,4
81,0.29957804977893826,0.2749529182910919,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,8
82,0.2873417571187019,0.180790975689888,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,16
83,0.17721518129110336,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.1,256,0.5,3,cone,32
84,0.8012657940387727,0.8305085301399231,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,2
85,0.7966244041919709,0.8097928166389465,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,3
86,0.7924050152301789,0.8493407964706421,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,4
87,0.8059071063995362,0.8154425621032715,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,8
88,0.7932488918304444,0.8267419338226318,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,16
89,0.5637130618095397,0.3239171504974365,<function dropout at 0x7f6b44b92a60>,0.1,512,0.0,3,cone,32
90,0.8029535293579102,0.8154425024986267,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,2
91,0.7978902518749239,0.8003766536712646,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,3
92,0.7430379688739778,0.768361508846283,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,4
93,0.5805907011032104,0.5555555820465088,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,8
94,0.17721518725156785,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,16
95,0.1772151812911034,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.1,512,0.5,3,cone,32
96,0.7848100543022156,0.8097928762435913,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,2
97,0.7957805335521699,0.8116760849952698,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,3
98,0.814345920085907,0.839924693107605,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,4
99,0.8059071123600007,0.8361582159996033,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,8
100,0.7970463573932648,0.8286252617835999,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,16
101,0.5708860576152801,0.5706214904785156,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.0,3,cone,32
102,0.797890228033066,0.811676025390625,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,2
103,0.7915611028671263,0.8060263395309448,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,3
104,0.7502109289169312,0.7664783596992493,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,4
105,0.5848100841045379,0.5574387907981873,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,8
106,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,16
107,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.1,1024,0.5,3,cone,32
108,0.7898733496665955,0.7834274768829346,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,2
109,0.7919830799102784,0.8229755163192749,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,3
110,0.7856539607048036,0.7815442085266113,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,4
111,0.8063290536403656,0.7966101169586182,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,8
112,0.809282648563385,0.8248586654663086,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,16
113,0.7691982805728914,0.7984934449195862,<function dropout at 0x7f6b44b92a60>,0.01,256,0.0,3,cone,32
114,0.7341771423816682,0.7683615684509277,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,2
115,0.6822784662246705,0.7118644714355469,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,3
116,0.6713079929351807,0.7080979347229004,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,4
117,0.46329112350940693,0.42184561491012573,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,8
118,0.2995780438184738,0.2749529182910919,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,16
119,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.01,256,0.5,3,cone,32
120,0.7827003479003908,0.7966101169586182,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,2
121,0.81054847240448,0.7928436398506165,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,3
122,0.8059071183204651,0.8097928762435913,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,4
123,0.8025315999984742,0.8229754567146301,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,8
124,0.7936708331108094,0.83427494764328,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,16
125,0.7919830799102785,0.81732577085495,<function dropout at 0x7f6b44b92a60>,0.01,512,0.0,3,cone,32
126,0.7556961596012117,0.7928436994552612,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,2
127,0.702953577041626,0.7570621967315674,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,3
128,0.6945147156715394,0.7099812030792236,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,4
129,0.407172966003418,0.36346516013145447,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,8
130,0.2995780557394027,0.27306967973709106,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,16
131,0.17721518576145173,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.01,512,0.5,3,cone,32
132,0.790295308828354,0.7984933853149414,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,2
133,0.7886075556278229,0.811676025390625,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,3
134,0.8164556086063386,0.8286252617835999,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,4
135,0.8004218935966493,0.8323916792869568,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,8
136,0.7873417615890503,0.838041365146637,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,16
137,0.767510509490967,0.7928436994552612,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.0,3,cone,32
138,0.7784809708595276,0.787194013595581,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,2
139,0.7434599041938782,0.7363465428352356,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,3
140,0.6911392092704773,0.7062146663665771,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,4
141,0.44556960463523865,0.4802260100841522,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,8
142,0.31645567715168,0.2919020652770996,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,16
143,0.17721518874168396,0.1807909607887268,<function dropout at 0x7f6b44b92a60>,0.01,1024,0.5,3,cone,32
