,activationFn,layerForm,nstart,dropoutFn,learningrate,testAccuracy,nlayers,valAccuracy,dR
20,3,cone,256,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,16,0.704878032207489,0.0
21,3,cone,256,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,16,0.695121943950653,0.5
22,3,cone,256,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.0
23,3,cone,256,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.5
24,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7395833730697632,2,0.7317072510719299,0.0
25,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7343750596046448,2,0.7512193977832794,0.5
26,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7343751192092896,3,0.7219511568546295,0.0
27,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7447916865348816,3,0.7243901491165161,0.5
28,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.6822917461395264,4,0.7195121467113494,0.0
29,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7187500596046448,4,0.7524389922618865,0.5
30,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7239583730697632,8,0.7024389743804932,0.0
31,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,8,0.697560966014862,0.5
32,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.6458333730697632,16,0.7195121407508849,0.0
33,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,16,0.695121943950653,0.5
34,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.7291666865348816,32,0.7487804353237151,0.0
35,3,cone,256,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,32,0.695121943950653,0.5
36,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.7500000596046448,2,0.7073170542716979,0.0
37,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.71875,2,0.7548780441284179,0.5
38,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.7187500596046448,3,0.7414633393287658,0.0
39,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.6927083730697632,3,0.7109755635261534,0.5
40,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.75,4,0.743902325630188,0.0
41,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.7552083730697632,4,0.7682926774024963,0.5
42,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.7552083134651184,8,0.73048774600029,0.0
43,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,8,0.695121943950653,0.5
44,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.7135416865348816,16,0.7475608944892883,0.0
45,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,16,0.695121943950653,0.5
46,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.6875,32,0.7463414072990416,0.0
47,3,cone,256,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,32,0.7097560703754424,0.5
48,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,2,0.695121943950653,0.0
49,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,2,0.695121943950653,0.5
50,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,3,0.695121943950653,0.0
51,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,3,0.695121943950653,0.5
52,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,4,0.695121943950653,0.0
53,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,4,0.695121943950653,0.5
54,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,8,0.695121943950653,0.0
55,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,8,0.695121943950653,0.5
56,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,16,0.5780487686395646,0.0
57,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,16,0.695121943950653,0.5
58,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,32,0.5780487686395644,0.0
59,3,cone,512,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,32,0.695121943950653,0.5
60,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,2,0.695121943950653,0.0
61,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,2,0.695121943950653,0.5
62,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,3,0.6170731604099273,0.0
63,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,3,0.695121943950653,0.5
64,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,4,0.6170731604099273,0.0
65,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,4,0.695121943950653,0.5
66,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.3489583730697632,8,0.6231707215309142,0.0
67,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,8,0.695121943950653,0.5
68,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6822916865348816,16,0.7329267859458923,0.0
69,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,16,0.695121943950653,0.5
70,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.0
71,3,cone,512,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.5
72,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7239583730697632,2,0.7414633631706237,0.0
73,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7395833730697632,2,0.724390172958374,0.5
74,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7031250596046448,3,0.741463392972946,0.0
75,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.739583432674408,3,0.7414633274078368,0.5
76,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7135416865348816,4,0.7378048121929168,0.0
77,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7656250596046448,4,0.7597560763359069,0.5
78,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.71875,8,0.728048723936081,0.0
79,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,8,0.695121943950653,0.5
80,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.6979167461395264,16,0.7109755575656891,0.0
81,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,16,0.695121943950653,0.5
82,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.7343751192092896,32,0.7231706738471985,0.0
83,3,cone,512,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,32,0.695121943950653,0.5
84,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7604167461395264,2,0.7195121049880981,0.0
85,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7291667461395264,2,0.736585259437561,0.5
86,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7291667461395264,3,0.7634145617485045,0.0
87,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7447916865348816,3,0.7548779845237731,0.5
88,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7239583730697632,4,0.7499999225139619,0.0
89,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.770833432674408,4,0.8036585450172425,0.5
90,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7239583730697632,8,0.7146340847015381,0.0
91,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,8,0.6987804770469664,0.5
92,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.7239583730697632,16,0.7012194514274598,0.0
93,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,16,0.695121943950653,0.5
94,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.703125,32,0.7182926535606383,0.0
95,3,cone,512,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,32,0.695121943950653,0.5
96,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,2,0.695121943950653,0.0
97,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,2,0.695121943950653,0.5
98,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,3,0.695121943950653,0.0
99,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,3,0.695121943950653,0.5
100,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,4,0.695121943950653,0.0
101,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,4,0.695121943950653,0.5
102,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,8,0.695121943950653,0.0
103,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,8,0.695121943950653,0.5
104,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,16,0.6170731604099273,0.0
105,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,16,0.695121943950653,0.5
106,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,32,0.695121943950653,0.0
107,3,cone,1024,<function dropout at 0x7f91d8547a60>,10.0,0.6510416865348816,32,0.695121943950653,0.5
108,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,2,0.695121943950653,0.0
109,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,2,0.695121943950653,0.5
110,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,3,0.695121943950653,0.0
111,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,3,0.695121943950653,0.5
112,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,4,0.6170731604099273,0.0
113,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,4,0.695121943950653,0.5
114,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,8,0.695121943950653,0.0
115,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,8,0.695121943950653,0.5
116,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,16,0.695121943950653,0.0
117,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,16,0.695121943950653,0.5
118,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.0
119,3,cone,1024,<function dropout at 0x7f91d8547a60>,1.0,0.6510416865348816,32,0.695121943950653,0.5
120,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7083333730697632,2,0.748780459165573,0.0
121,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7447917461395264,2,0.7463414013385772,0.5
122,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7031250596046448,3,0.7256097197532654,0.0
123,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7291666865348816,3,0.7524389624595641,0.5
124,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.6666666865348816,4,0.7560975551605223,0.0
125,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7500000596046448,4,0.7280487418174743,0.5
126,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7291667461395264,8,0.7146340668201446,0.0
127,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,8,0.695121943950653,0.5
128,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.6770833730697632,16,0.7097560346126556,0.0
129,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,16,0.695121943950653,0.5
130,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.7395833730697632,32,0.7109755516052246,0.0
131,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.1,0.6510416865348816,32,0.695121943950653,0.5
132,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7604166865348816,2,0.7268292069435119,0.0
133,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7031250596046448,2,0.7243901848793031,0.5
134,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7447917461395264,3,0.7536584734916686,0.0
135,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.8020833730697632,3,0.7621950507164,0.5
136,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.765625,4,0.7268292188644409,0.0
137,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7395833730697632,4,0.7463414072990416,0.5
138,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7447916865348816,8,0.7536584913730622,0.0
139,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.6510416269302368,8,0.7231707155704498,0.5
140,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7291666865348816,16,0.7621950566768646,0.0
141,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.6510416865348816,16,0.7012194991111754,0.5
142,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.7187500596046448,32,0.7219511687755584,0.0
143,3,cone,1024,<function dropout at 0x7f91d8547a60>,0.01,0.6354166865348816,32,0.695121943950653,0.5
