,nstart,nlayers,dropoutFn,learningrate,testAccuracy,activationFn,valAccuracy,dR,layerForm
41,256,32,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
42,256,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
43,256,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
44,256,32,<function dropout at 0x7fe444a28a60>,0.1,0.9788732528686523,3,0.9589286088943482,0.0,cone
45,256,32,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5535714626312256,0.5,cone
46,256,32,<function dropout at 0x7fe444a28a60>,0.01,0.9647887349128723,3,0.9464286565780642,0.0,cone
47,256,32,<function dropout at 0x7fe444a28a60>,0.01,0.6267606019973755,3,0.5982143223285675,0.5,cone
48,512,2,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
49,512,2,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
50,512,2,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
51,512,2,<function dropout at 0x7fe444a28a60>,1.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
52,512,2,<function dropout at 0x7fe444a28a60>,0.1,0.9788732528686523,3,0.9642857313156128,0.0,cone
53,512,2,<function dropout at 0x7fe444a28a60>,0.1,0.9788731336593628,3,0.9696429014205934,0.5,cone
54,512,2,<function dropout at 0x7fe444a28a60>,0.01,0.9507042169570923,3,0.9464286565780642,0.0,cone
55,512,2,<function dropout at 0x7fe444a28a60>,0.01,0.9859155416488647,3,0.9732143282890321,0.5,cone
56,512,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
57,512,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
58,512,3,<function dropout at 0x7fe444a28a60>,1.0,0.6267605423927307,3,0.5696428894996644,0.0,cone
59,512,3,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5553571701049805,0.5,cone
60,512,3,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.9642857313156128,0.0,cone
61,512,3,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.9642857313156128,0.5,cone
62,512,3,<function dropout at 0x7fe444a28a60>,0.01,0.98591548204422,3,0.9642857313156128,0.0,cone
63,512,3,<function dropout at 0x7fe444a28a60>,0.01,0.9718309640884399,3,0.9642857313156128,0.5,cone
64,512,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
65,512,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
66,512,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267604827880859,3,0.5214286029338837,0.0,cone
67,512,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
68,512,4,<function dropout at 0x7fe444a28a60>,0.1,0.9788732528686523,3,0.9785714566707612,0.0,cone
69,512,4,<function dropout at 0x7fe444a28a60>,0.1,0.98591548204422,3,0.9678571701049805,0.5,cone
70,512,4,<function dropout at 0x7fe444a28a60>,0.01,0.98591548204422,3,0.9642857313156128,0.0,cone
71,512,4,<function dropout at 0x7fe444a28a60>,0.01,0.9647886753082275,3,0.9482143282890318,0.5,cone
72,512,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
73,512,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
74,512,8,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5321428894996644,0.0,cone
75,512,8,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
76,512,8,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.975000047683716,0.0,cone
77,512,8,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5714286029338838,0.5,cone
78,512,8,<function dropout at 0x7fe444a28a60>,0.01,0.9647886753082275,3,0.9642857313156128,0.0,cone
79,512,8,<function dropout at 0x7fe444a28a60>,0.01,0.9295774698257446,3,0.9607143402099612,0.5,cone
80,512,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
81,512,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
82,512,16,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5696428894996644,0.0,cone
83,512,16,<function dropout at 0x7fe444a28a60>,1.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
84,512,16,<function dropout at 0x7fe444a28a60>,0.1,0.9718309640884399,3,0.9625000298023224,0.0,cone
85,512,16,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5642857432365418,0.5,cone
86,512,16,<function dropout at 0x7fe444a28a60>,0.01,0.9718309640884399,3,0.9785714864730837,0.0,cone
87,512,16,<function dropout at 0x7fe444a28a60>,0.01,0.8661972284317017,3,0.8000000178813934,0.5,cone
88,512,32,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
89,512,32,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
90,512,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
91,512,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
92,512,32,<function dropout at 0x7fe444a28a60>,0.1,0.9577465057373047,3,0.9285714745521546,0.0,cone
93,512,32,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5535714626312256,0.5,cone
94,512,32,<function dropout at 0x7fe444a28a60>,0.01,0.9788732528686523,3,0.978571492433548,0.0,cone
95,512,32,<function dropout at 0x7fe444a28a60>,0.01,0.6267606019973755,3,0.5803571701049806,0.5,cone
96,1024,2,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
97,1024,2,<function dropout at 0x7fe444a28a60>,10.0,0.6267604827880859,3,0.5535714626312256,0.5,cone
98,1024,2,<function dropout at 0x7fe444a28a60>,1.0,0.6267604827880859,3,0.5535714626312256,0.0,cone
99,1024,2,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
100,1024,2,<function dropout at 0x7fe444a28a60>,0.1,0.98591548204422,3,0.9821429252624513,0.0,cone
101,1024,2,<function dropout at 0x7fe444a28a60>,0.1,0.9788731932640076,3,0.9625000178813935,0.5,cone
102,1024,2,<function dropout at 0x7fe444a28a60>,0.01,0.9788732528686523,3,0.9642857313156128,0.0,cone
103,1024,2,<function dropout at 0x7fe444a28a60>,0.01,0.9788731932640076,3,0.9696428894996644,0.5,cone
104,1024,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
105,1024,3,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
106,1024,3,<function dropout at 0x7fe444a28a60>,1.0,0.3732394278049469,3,0.4464285969734193,0.0,cone
107,1024,3,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
108,1024,3,<function dropout at 0x7fe444a28a60>,0.1,0.98591548204422,3,0.9767857670783998,0.0,cone
109,1024,3,<function dropout at 0x7fe444a28a60>,0.1,0.9788732528686523,3,0.9803572058677674,0.5,cone
110,1024,3,<function dropout at 0x7fe444a28a60>,0.01,0.9788732528686523,3,0.9767857789993287,0.0,cone
111,1024,3,<function dropout at 0x7fe444a28a60>,0.01,0.98591548204422,3,0.9642857313156128,0.5,cone
112,1024,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
113,1024,4,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
114,1024,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
115,1024,4,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.562500035762787,0.5,cone
116,1024,4,<function dropout at 0x7fe444a28a60>,0.1,0.9788731336593628,3,0.9821429252624513,0.0,cone
117,1024,4,<function dropout at 0x7fe444a28a60>,0.1,0.9859155416488647,3,0.9785714864730836,0.5,cone
118,1024,4,<function dropout at 0x7fe444a28a60>,0.01,0.9788732528686523,3,0.9821429252624513,0.0,cone
119,1024,4,<function dropout at 0x7fe444a28a60>,0.01,0.9718309640884399,3,0.9767857670783997,0.5,cone
120,1024,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
121,1024,8,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
122,1024,8,<function dropout at 0x7fe444a28a60>,1.0,0.6267604827880859,3,0.5535714626312256,0.0,cone
123,1024,8,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
124,1024,8,<function dropout at 0x7fe444a28a60>,0.1,0.9859154224395752,3,0.9767857670783998,0.0,cone
125,1024,8,<function dropout at 0x7fe444a28a60>,0.1,0.9859154224395752,3,0.9678571820259095,0.5,cone
126,1024,8,<function dropout at 0x7fe444a28a60>,0.01,0.9859154224395752,3,0.9821429252624513,0.0,cone
127,1024,8,<function dropout at 0x7fe444a28a60>,0.01,0.9507042169570923,3,0.9089286684989929,0.5,cone
128,1024,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
129,1024,16,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
130,1024,16,<function dropout at 0x7fe444a28a60>,1.0,0.6267605423927307,3,0.5535714626312256,0.0,cone
131,1024,16,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
132,1024,16,<function dropout at 0x7fe444a28a60>,0.1,0.9718309640884399,3,0.9714286088943482,0.0,cone
133,1024,16,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5535714626312256,0.5,cone
134,1024,16,<function dropout at 0x7fe444a28a60>,0.01,0.9718310236930847,3,0.9767857670783997,0.0,cone
135,1024,16,<function dropout at 0x7fe444a28a60>,0.01,0.6901408433914185,3,0.6107143163681031,0.5,cone
136,1024,32,<function dropout at 0x7fe444a28a60>,10.0,0.6267606019973755,3,0.5214286029338837,0.0,cone
137,1024,32,<function dropout at 0x7fe444a28a60>,10.0,0.6267605423927307,3,0.5535714626312256,0.5,cone
138,1024,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.0,cone
139,1024,32,<function dropout at 0x7fe444a28a60>,1.0,0.6267606019973755,3,0.5535714626312256,0.5,cone
140,1024,32,<function dropout at 0x7fe444a28a60>,0.1,0.98591548204422,3,0.9321429133415222,0.0,cone
141,1024,32,<function dropout at 0x7fe444a28a60>,0.1,0.6267606019973755,3,0.5535714626312256,0.5,cone
142,1024,32,<function dropout at 0x7fe444a28a60>,0.01,0.9647886753082275,3,0.9642857909202575,0.0,cone
143,1024,32,<function dropout at 0x7fe444a28a60>,0.01,0.6267605423927307,3,0.5535714626312256,0.5,cone
