,valAccuracy,learningrate,nstart,dR,testAccuracy,dropoutFn,activationFn,layerForm,nlayers
74,0.9071429014205934,0.1,256,0.0,0.9423077702522278,<function dropout at 0x7fe885fb1a60>,3,cone,4
75,0.8964286208152773,0.1,256,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,8
76,0.8107143223285675,0.1,256,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,16
77,0.6714286029338837,0.1,256,0.0,0.634615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,32
78,0.8892857670783998,0.1,256,0.5,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,2
79,0.8857143342494966,0.1,256,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,3
80,0.8428571581840515,0.1,256,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,4
81,0.43571429848670956,0.1,256,0.5,0.46153849363327026,<function dropout at 0x7fe885fb1a60>,3,cone,8
82,0.35714286565780634,0.1,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
83,0.2642857164144516,0.1,256,0.5,0.32692307233810425,<function dropout at 0x7fe885fb1a60>,3,cone,32
84,0.925000035762787,0.1,512,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,2
85,0.9178571820259096,0.1,512,0.0,0.9423077702522278,<function dropout at 0x7fe885fb1a60>,3,cone,3
86,0.9214286088943483,0.1,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,4
87,0.9142857551574709,0.1,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,8
88,0.9035714745521547,0.1,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,16
89,0.8392857611179351,0.1,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,32
90,0.8857143342494965,0.1,512,0.5,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,2
91,0.8857143282890322,0.1,512,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,3
92,0.8678571879863739,0.1,512,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,4
93,0.38214287459850316,0.1,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
94,0.35714286565780634,0.1,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
95,0.35714286565780634,0.1,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
96,0.9071429014205934,0.1,1024,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,2
97,0.9107143223285676,0.1,1024,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,3
98,0.9285714626312257,0.1,1024,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,4
99,0.35714286565780634,0.1,1024,0.0,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
100,0.8571428775787353,0.1,1024,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,16
101,0.8321428954601289,0.1,1024,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,32
102,0.9142857551574709,0.1,1024,0.5,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,2
103,0.8857143402099611,0.1,1024,0.5,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,3
104,0.8821428954601289,0.1,1024,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,4
105,0.3892857283353805,0.1,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,8
106,0.35714286565780634,0.1,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,16
107,0.3607142955064773,0.1,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
108,0.8571428656578063,0.01,256,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,2
109,0.8571428656578063,0.01,256,0.0,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,3
110,0.8928571939468386,0.01,256,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,4
111,0.8571428656578063,0.01,256,0.0,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,8
112,0.9285714626312257,0.01,256,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,16
113,0.925000035762787,0.01,256,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,32
114,0.8571428656578063,0.01,256,0.5,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,2
115,0.8071428894996644,0.01,256,0.5,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,3
116,0.7857143282890321,0.01,256,0.5,0.8653846979141235,<function dropout at 0x7fe885fb1a60>,3,cone,4
117,0.6321428835391999,0.01,256,0.5,0.6153846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,8
118,0.378571429848671,0.01,256,0.5,0.38461539149284363,<function dropout at 0x7fe885fb1a60>,3,cone,16
119,0.35714286565780634,0.01,256,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
120,0.8571428656578063,0.01,512,0.0,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,2
121,0.8928571939468386,0.01,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,3
122,0.8928571939468386,0.01,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,4
123,0.925000035762787,0.01,512,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,8
124,0.917857176065445,0.01,512,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,16
125,0.8821429073810578,0.01,512,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,32
126,0.8571428656578063,0.01,512,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,2
127,0.8571428656578063,0.01,512,0.5,0.8461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,3
128,0.7714286208152773,0.01,512,0.5,0.8653846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,4
129,0.7142857313156127,0.01,512,0.5,0.6153846383094788,<function dropout at 0x7fe885fb1a60>,3,cone,8
130,0.38928573429584507,0.01,512,0.5,0.32692307233810425,<function dropout at 0x7fe885fb1a60>,3,cone,16
131,0.35714286565780634,0.01,512,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
132,0.8928571939468386,0.01,1024,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,2
133,0.9285714626312257,0.01,1024,0.0,0.9230769872665405,<function dropout at 0x7fe885fb1a60>,3,cone,3
134,0.925000035762787,0.01,1024,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,4
135,0.925000035762787,0.01,1024,0.0,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,8
136,0.9071429014205933,0.01,1024,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,16
137,0.9071429014205934,0.01,1024,0.0,0.9038462042808533,<function dropout at 0x7fe885fb1a60>,3,cone,32
138,0.8857143282890322,0.01,1024,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,2
139,0.8785714626312257,0.01,1024,0.5,0.884615421295166,<function dropout at 0x7fe885fb1a60>,3,cone,3
140,0.8571428656578063,0.01,1024,0.5,0.8461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,4
141,0.4535714417695999,0.01,1024,0.5,0.5576923489570618,<function dropout at 0x7fe885fb1a60>,3,cone,8
142,0.43571430444717413,0.01,1024,0.5,0.32692310214042664,<function dropout at 0x7fe885fb1a60>,3,cone,16
143,0.35714286565780634,0.01,1024,0.5,0.3461538553237915,<function dropout at 0x7fe885fb1a60>,3,cone,32
