,valAccuracy,activationFn,testAccuracy,nstart,dropoutFn,learningrate,nlayers,dR,layerForm
79,0.5884316027164459,3,0.5915999412536621,512,<function dropout at 0x7f632fa4aa60>,0.1,8,0.5,cone
80,0.9638773083686829,3,0.9693996906280518,512,<function dropout at 0x7f632fa4aa60>,0.1,16,0.0,cone
81,0.040237769484519965,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,0.1,16,0.5,cone
82,0.9628256618976593,3,0.9725997447967529,512,<function dropout at 0x7f632fa4aa60>,0.1,32,0.0,cone
83,0.040237767621874816,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,0.1,32,0.5,cone
84,0.908321785926819,3,0.924199640750885,512,<function dropout at 0x7f632fa4aa60>,0.01,2,0.0,cone
85,0.8529491245746612,3,0.8609998226165771,512,<function dropout at 0x7f632fa4aa60>,0.01,2,0.5,cone
86,0.9322815418243409,3,0.9435997009277344,512,<function dropout at 0x7f632fa4aa60>,0.01,3,0.0,cone
87,0.826474517583847,3,0.8251998424530029,512,<function dropout at 0x7f632fa4aa60>,0.01,3,0.5,cone
88,0.9438041806221008,3,0.9533997178077698,512,<function dropout at 0x7f632fa4aa60>,0.01,4,0.0,cone
89,0.773022323846817,3,0.7719997763633728,512,<function dropout at 0x7f632fa4aa60>,0.01,4,0.5,cone
90,0.9557840526103973,3,0.9551997184753418,512,<function dropout at 0x7f632fa4aa60>,0.01,8,0.0,cone
91,0.15377229154109956,3,0.1671999990940094,512,<function dropout at 0x7f632fa4aa60>,0.01,8,0.5,cone
92,0.9554639339447023,3,0.9605997800827026,512,<function dropout at 0x7f632fa4aa60>,0.01,16,0.0,cone
93,0.03850022833794356,3,0.03739999979734421,512,<function dropout at 0x7f632fa4aa60>,0.01,16,0.5,cone
94,0.9495197892189027,3,0.9543997049331665,512,<function dropout at 0x7f632fa4aa60>,0.01,32,0.0,cone
95,0.04023776799440385,3,0.039399996399879456,512,<function dropout at 0x7f632fa4aa60>,0.01,32,0.5,cone
96,0.04023776873946191,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,10.0,2,0.0,cone
97,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,2,0.5,cone
98,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,10.0,3,0.0,cone
99,0.04023776911199094,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,3,0.5,cone
100,0.04023776873946191,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,10.0,4,0.0,cone
101,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,4,0.5,cone
102,0.04023776911199094,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,8,0.0,cone
103,0.04023776911199094,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,8,0.5,cone
104,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,16,0.0,cone
105,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,10.0,16,0.5,cone
106,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,10.0,32,0.0,cone
107,0.040237767621874816,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,10.0,32,0.5,cone
108,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,1.0,2,0.0,cone
109,0.16739826053380966,3,0.14419998228549957,1024,<function dropout at 0x7f632fa4aa60>,1.0,2,0.5,cone
110,0.040237767621874816,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,3,0.0,cone
111,0.04023776911199094,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,1.0,3,0.5,cone
112,0.0402377687394619,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,4,0.0,cone
113,0.04023776836693287,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,4,0.5,cone
114,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,1.0,8,0.0,cone
115,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,8,0.5,cone
116,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,1.0,16,0.0,cone
117,0.04023776762187482,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,16,0.5,cone
118,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,1.0,32,0.0,cone
119,0.040237769484519965,3,0.039400000125169754,1024,<function dropout at 0x7f632fa4aa60>,1.0,32,0.5,cone
120,0.9534063398838043,3,0.9597997665405273,1024,<function dropout at 0x7f632fa4aa60>,0.1,2,0.0,cone
121,0.9385915458202362,3,0.9441996812820435,1024,<function dropout at 0x7f632fa4aa60>,0.1,2,0.5,cone
122,0.9579330980777742,3,0.9669997692108154,1024,<function dropout at 0x7f632fa4aa60>,0.1,3,0.0,cone
123,0.9365339338779449,3,0.9403996467590332,1024,<function dropout at 0x7f632fa4aa60>,0.1,3,0.5,cone
124,0.9631457209587097,3,0.9665997624397278,1024,<function dropout at 0x7f632fa4aa60>,0.1,4,0.0,cone
125,0.9314127624034881,3,0.9381996393203735,1024,<function dropout at 0x7f632fa4aa60>,0.1,4,0.5,cone
126,0.9641516506671907,3,0.9709997177124023,1024,<function dropout at 0x7f632fa4aa60>,0.1,8,0.0,cone
127,0.7223593473434448,3,0.7121998071670532,1024,<function dropout at 0x7f632fa4aa60>,0.1,8,0.5,cone
128,0.9724735736846924,3,0.9757997989654541,1024,<function dropout at 0x7f632fa4aa60>,0.1,16,0.0,cone
129,0.040237769484519965,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,0.1,16,0.5,cone
130,0.9647003650665282,3,0.9715996980667114,1024,<function dropout at 0x7f632fa4aa60>,0.1,32,0.0,cone
131,0.04023776836693288,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,0.1,32,0.5,cone
132,0.9293094456195832,3,0.9383996725082397,1024,<function dropout at 0x7f632fa4aa60>,0.01,2,0.0,cone
133,0.8862824857234956,3,0.8941997289657593,1024,<function dropout at 0x7f632fa4aa60>,0.01,2,0.5,cone
134,0.93909450173378,3,0.9533997178077698,1024,<function dropout at 0x7f632fa4aa60>,0.01,3,0.0,cone
135,0.8577959537506104,3,0.8649997711181641,1024,<function dropout at 0x7f632fa4aa60>,0.01,3,0.5,cone
136,0.9505256712436676,3,0.9583996534347534,1024,<function dropout at 0x7f632fa4aa60>,0.01,4,0.0,cone
137,0.8216734409332276,3,0.8193997740745544,1024,<function dropout at 0x7f632fa4aa60>,0.01,4,0.5,cone
138,0.9488796055316926,3,0.9585996866226196,1024,<function dropout at 0x7f632fa4aa60>,0.01,8,0.0,cone
139,0.1516232267022133,3,0.1770000010728836,1024,<function dropout at 0x7f632fa4aa60>,0.01,8,0.5,cone
140,0.9549610078334809,3,0.9585996866226196,1024,<function dropout at 0x7f632fa4aa60>,0.01,16,0.0,cone
141,0.029949703440070155,3,0.022199997678399086,1024,<function dropout at 0x7f632fa4aa60>,0.01,16,0.5,cone
142,0.9550524771213533,3,0.959999680519104,1024,<function dropout at 0x7f632fa4aa60>,0.01,32,0.0,cone
143,0.04023776911199094,3,0.039399996399879456,1024,<function dropout at 0x7f632fa4aa60>,0.01,32,0.5,cone
