,nstart,valAccuracy,dR,nlayers,testAccuracy,layerForm,activationFn,learningrate,dropoutFn
47,256,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,0.01,<function dropout at 0x7f17eb106a60>
48,512,0.6464880108833314,0.0,2,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
49,512,0.6464880108833314,0.0,2,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
50,512,0.8703788936138153,0.0,2,0.8677182793617249,rect,3,0.1,<function dropout at 0x7f17eb106a60>
51,512,0.8606746375560761,0.0,2,0.8609885573387146,rect,3,0.01,<function dropout at 0x7f17eb106a60>
52,512,0.6464880108833314,0.0,3,0.6483702063560486,rect,3,10.0,<function dropout at 0x7f17eb106a60>
53,512,0.6464880108833314,0.0,3,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
54,512,0.8695932865142822,0.0,3,0.8696110248565674,rect,3,0.1,<function dropout at 0x7f17eb106a60>
55,512,0.8622458279132844,0.0,3,0.861409068107605,rect,3,0.01,<function dropout at 0x7f17eb106a60>
56,512,0.6464880108833314,0.0,4,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
57,512,0.6464880108833314,0.0,4,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
58,512,0.87190380692482,0.0,4,0.8616195321083069,rect,3,0.1,<function dropout at 0x7f17eb106a60>
59,512,0.8661737143993378,0.0,4,0.8708727955818176,rect,3,0.01,<function dropout at 0x7f17eb106a60>
60,512,0.6464880108833314,0.0,8,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
61,512,0.6464880108833314,0.0,8,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
62,512,0.6464880108833314,0.0,8,0.6483702063560486,rect,3,0.1,<function dropout at 0x7f17eb106a60>
63,512,0.8676524579524993,0.0,8,0.8675079345703125,rect,3,0.01,<function dropout at 0x7f17eb106a60>
64,512,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
65,512,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
66,512,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
67,512,0.8671441495418549,0.0,16,0.8567823767662048,rect,3,0.01,<function dropout at 0x7f17eb106a60>
68,512,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
69,512,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
70,512,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
71,512,0.8563308417797089,0.0,32,0.8546793460845947,rect,3,0.01,<function dropout at 0x7f17eb106a60>
72,512,0.6464880108833314,0.5,2,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
73,512,0.6464880108833314,0.5,2,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
74,512,0.8555452644824983,0.5,2,0.8561515212059021,rect,3,0.1,<function dropout at 0x7f17eb106a60>
75,512,0.8441774249076842,0.5,2,0.848580539226532,rect,3,0.01,<function dropout at 0x7f17eb106a60>
76,512,0.6464880108833314,0.5,3,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
77,512,0.6464880108833314,0.5,3,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
78,512,0.8582254946231843,0.5,3,0.8635121583938599,rect,3,0.1,<function dropout at 0x7f17eb106a60>
79,512,0.8379389464855195,0.5,3,0.8382755517959595,rect,3,0.01,<function dropout at 0x7f17eb106a60>
80,512,0.6464880108833314,0.5,4,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
81,512,0.6464880108833314,0.5,4,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
82,512,0.8597966551780702,0.5,4,0.8605679273605347,rect,3,0.1,<function dropout at 0x7f17eb106a60>
83,512,0.8369685530662537,0.5,4,0.8426920175552368,rect,3,0.01,<function dropout at 0x7f17eb106a60>
84,512,0.6464880108833314,0.5,8,0.6483702063560486,rect,3,10.0,<function dropout at 0x7f17eb106a60>
85,512,0.6464880108833314,0.5,8,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
86,512,0.6464880108833314,0.5,8,0.6483702063560486,rect,3,0.1,<function dropout at 0x7f17eb106a60>
87,512,0.8365988850593566,0.5,8,0.8393270969390869,rect,3,0.01,<function dropout at 0x7f17eb106a60>
88,512,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
89,512,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
90,512,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
91,512,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,0.01,<function dropout at 0x7f17eb106a60>
92,512,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
93,512,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
94,512,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
95,512,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,0.01,<function dropout at 0x7f17eb106a60>
96,1024,0.6464880108833314,0.0,2,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
97,1024,0.6464880108833314,0.0,2,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
98,1024,0.8634472846984863,0.0,2,0.8574132919311523,rect,3,0.1,<function dropout at 0x7f17eb106a60>
99,1024,0.8589648604393005,0.0,2,0.8614091277122498,rect,3,0.01,<function dropout at 0x7f17eb106a60>
100,1024,0.6464880108833314,0.0,3,0.6483702063560486,rect,3,10.0,<function dropout at 0x7f17eb106a60>
101,1024,0.6464880108833314,0.0,3,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
102,1024,0.8705637454986572,0.0,3,0.8702419400215149,rect,3,0.1,<function dropout at 0x7f17eb106a60>
103,1024,0.8673289477825165,0.0,3,0.8721346855163574,rect,3,0.01,<function dropout at 0x7f17eb106a60>
104,1024,0.6464880108833314,0.0,4,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
105,1024,0.6464880108833314,0.0,4,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
106,1024,0.8712568759918212,0.0,4,0.8696109652519226,rect,3,0.1,<function dropout at 0x7f17eb106a60>
107,1024,0.8683918118476868,0.0,4,0.8675079941749573,rect,3,0.01,<function dropout at 0x7f17eb106a60>
108,1024,0.6464880108833314,0.0,8,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
109,1024,0.6464880108833314,0.0,8,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
110,1024,0.6464880108833314,0.0,8,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
111,1024,0.8716728031635285,0.0,8,0.861409068107605,rect,3,0.01,<function dropout at 0x7f17eb106a60>
112,1024,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
113,1024,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
114,1024,0.6464880108833314,0.0,16,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
115,1024,0.8632624506950379,0.0,16,0.8555206060409546,rect,3,0.01,<function dropout at 0x7f17eb106a60>
116,1024,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
117,1024,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
118,1024,0.6464880108833314,0.0,32,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
119,1024,0.8532809257507324,0.0,32,0.85425865650177,rect,3,0.01,<function dropout at 0x7f17eb106a60>
120,1024,0.6464880108833314,0.5,2,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
121,1024,0.6464880108833314,0.5,2,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
122,1024,0.8492143571376801,0.5,2,0.8492114543914795,rect,3,0.1,<function dropout at 0x7f17eb106a60>
123,1024,0.8550831615924835,0.5,2,0.8536278009414673,rect,3,0.01,<function dropout at 0x7f17eb106a60>
124,1024,0.6464880108833314,0.5,3,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
125,1024,0.6464880108833314,0.5,3,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
126,1024,0.8555452585220337,0.5,3,0.8607781529426575,rect,3,0.1,<function dropout at 0x7f17eb106a60>
127,1024,0.8527726292610168,0.5,3,0.856572151184082,rect,3,0.01,<function dropout at 0x7f17eb106a60>
128,1024,0.6464880108833314,0.5,4,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
129,1024,0.6464880108833314,0.5,4,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
130,1024,0.8518946051597596,0.5,4,0.8384858965873718,rect,3,0.1,<function dropout at 0x7f17eb106a60>
131,1024,0.8520332396030427,0.5,4,0.8557308912277222,rect,3,0.01,<function dropout at 0x7f17eb106a60>
132,1024,0.6464880108833314,0.5,8,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
133,1024,0.6464880108833314,0.5,8,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
134,1024,0.6464880108833314,0.5,8,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
135,1024,0.8482901811599731,0.5,8,0.8490010499954224,rect,3,0.01,<function dropout at 0x7f17eb106a60>
136,1024,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
137,1024,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
138,1024,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
139,1024,0.6464880108833314,0.5,16,0.6483701467514038,rect,3,0.01,<function dropout at 0x7f17eb106a60>
140,1024,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,10.0,<function dropout at 0x7f17eb106a60>
141,1024,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,1.0,<function dropout at 0x7f17eb106a60>
142,1024,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,0.1,<function dropout at 0x7f17eb106a60>
143,1024,0.6464880108833314,0.5,32,0.6483701467514038,rect,3,0.01,<function dropout at 0x7f17eb106a60>
