,nlayers,testAccuracy,learningrate,layerForm,nstart,dropoutFn,valAccuracy,dR,activationFn
41,3,0.2933333218097687,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8925926029682159,0.5,3
42,3,0.26999998092651367,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.8592592358589172,0.0,3
43,3,0.15190476179122925,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.6962963461875916,0.5,3
44,3,0.2809523642063141,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.8592592358589172,0.0,3
45,3,0.28904762864112854,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.8851851880550383,0.5,3
46,3,0.2985714077949524,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8518518209457396,0.0,3
47,3,0.29428571462631226,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8888888955116271,0.5,3
48,4,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
49,4,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
50,4,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
51,4,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
52,4,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
53,4,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
54,4,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
55,4,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
56,4,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
57,4,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
58,4,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
59,4,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
60,4,0.2638095021247864,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.9074074327945709,0.0,3
61,4,0.2861904799938202,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.8185185074806213,0.5,3
62,4,0.3742857277393341,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.8851851880550383,0.0,3
63,4,0.29523810744285583,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.7740740895271302,0.5,3
64,4,0.29380953311920166,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8888888955116271,0.0,3
65,4,0.28333333134651184,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8703703701496123,0.5,3
66,4,0.28285714983940125,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.8148148059844972,0.0,3
67,4,0.42666661739349365,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.6555555641651153,0.5,3
68,4,0.3376190662384033,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.8666666507720945,0.0,3
69,4,0.28952378034591675,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.7555555820465089,0.5,3
70,4,0.2933333218097687,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8666666507720946,0.0,3
71,4,0.28999999165534973,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8666666507720947,0.5,3
72,8,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
73,8,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
74,8,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
75,8,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
76,8,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
77,8,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
78,8,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
79,8,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
80,8,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
81,8,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
82,8,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
83,8,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
84,8,0.29571425914764404,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.8851851880550383,0.0,3
85,8,0.1428571343421936,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.11481481790542601,0.5,3
86,8,0.261428564786911,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.8925926029682159,0.0,3
87,8,0.1428571492433548,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.13333333432674407,0.5,3
88,8,0.29523807764053345,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8888888955116271,0.0,3
89,8,0.1428571343421936,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
90,8,0.13904762268066406,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.8148148059844972,0.0,3
91,8,0.15999998152256012,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.4111111164093018,0.5,3
92,8,0.2261904776096344,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.8074074029922487,0.0,3
93,8,0.1428571492433548,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.3518518596887589,0.5,3
94,8,0.1433333456516266,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8518518388271331,0.0,3
95,8,0.1428571343421936,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.44444447755813593,0.5,3
96,16,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
97,16,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
98,16,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
99,16,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
100,16,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
101,16,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
102,16,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
103,16,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
104,16,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
105,16,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
106,16,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
107,16,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
108,16,0.1904761791229248,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.8777777791023254,0.0,3
109,16,0.1428571343421936,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
110,16,0.27666670083999634,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.8740740656852721,0.0,3
111,16,0.1428571343421936,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
112,16,0.27761906385421753,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8888888955116271,0.0,3
113,16,0.1428571343421936,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
114,16,0.14190475642681122,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.8962963104248046,0.0,3
115,16,0.14095237851142883,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.10000000074505805,0.5,3
116,16,0.1195238009095192,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.8888888955116271,0.0,3
117,16,0.1014285683631897,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.1740740776062012,0.5,3
118,16,0.1371428519487381,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8962963104248046,0.0,3
119,16,0.1428571343421936,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
120,32,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
121,32,0.1428571343421936,10.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
122,32,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
123,32,0.1428571343421936,10.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
124,32,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
125,32,0.1428571343421936,10.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
126,32,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
127,32,0.1428571343421936,1.0,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
128,32,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
129,32,0.1428571343421936,1.0,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
130,32,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.0,3
131,32,0.1428571343421936,1.0,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
132,32,0.14380952715873718,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.40370370447635656,0.0,3
133,32,0.1428571343421936,0.1,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
134,32,0.14571428298950195,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.3814814865589143,0.0,3
135,32,0.1428571343421936,0.1,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
136,32,0.15714286267757416,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.42222222983837127,0.0,3
137,32,0.1428571343421936,0.1,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
138,32,0.15619048476219177,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.8518518209457396,0.0,3
139,32,0.1428571343421936,0.01,cone,256,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
140,32,0.1433333456516266,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.7925925970077515,0.0,3
141,32,0.1428571343421936,0.01,cone,512,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
142,32,0.16190476715564728,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.8296296119689941,0.0,3
143,32,0.1428571343421936,0.01,cone,1024,<function dropout at 0x7f8b13d10a60>,0.18518519401550296,0.5,3
