,nlayers,dropoutFn,valAccuracy,learningrate,nstart,dR,activationFn,testAccuracy,layerForm
20,2,<function dropout at 0x7f9a7b199a60>,0.9009009361267091,0.01,512,0.0,3,0.9215686321258545,rect
21,2,<function dropout at 0x7f9a7b199a60>,0.8945946276187898,0.01,512,0.5,3,0.886274516582489,rect
22,2,<function dropout at 0x7f9a7b199a60>,0.9126126587390899,0.01,1024,0.0,3,0.9333333373069763,rect
23,2,<function dropout at 0x7f9a7b199a60>,0.9045045375823975,0.01,1024,0.5,3,0.9176470637321472,rect
24,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.0,3,0.2509804368019104,rect
25,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.5,3,0.250980406999588,rect
26,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.0,3,0.250980406999588,rect
27,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.5,3,0.250980406999588,rect
28,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.0,3,0.250980406999588,rect
29,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.5,3,0.250980406999588,rect
30,3,<function dropout at 0x7f9a7b199a60>,0.3315315634012223,1.0,256,0.0,3,0.2509804368019104,rect
31,3,<function dropout at 0x7f9a7b199a60>,0.3315315634012223,1.0,256,0.5,3,0.250980406999588,rect
32,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.0,3,0.250980406999588,rect
33,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.5,3,0.250980406999588,rect
34,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.0,3,0.250980406999588,rect
35,3,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.5,3,0.250980406999588,rect
36,3,<function dropout at 0x7f9a7b199a60>,0.9225225627422333,0.1,256,0.0,3,0.9254902005195618,rect
37,3,<function dropout at 0x7f9a7b199a60>,0.9009009361267091,0.1,256,0.5,3,0.8980392217636108,rect
38,3,<function dropout at 0x7f9a7b199a60>,0.9153153598308564,0.1,512,0.0,3,0.929411768913269,rect
39,3,<function dropout at 0x7f9a7b199a60>,0.8981982171535494,0.1,512,0.5,3,0.9019607901573181,rect
40,3,<function dropout at 0x7f9a7b199a60>,0.9180180609226227,0.1,1024,0.0,3,0.9490196108818054,rect
41,3,<function dropout at 0x7f9a7b199a60>,0.9018018484115601,0.1,1024,0.5,3,0.9137254953384399,rect
42,3,<function dropout at 0x7f9a7b199a60>,0.9279279708862307,0.01,256,0.0,3,0.9254902005195618,rect
43,3,<function dropout at 0x7f9a7b199a60>,0.9009009540081024,0.01,256,0.5,3,0.8666666746139526,rect
44,3,<function dropout at 0x7f9a7b199a60>,0.9234234690666199,0.01,512,0.0,3,0.9254902005195618,rect
45,3,<function dropout at 0x7f9a7b199a60>,0.891891932487488,0.01,512,0.5,3,0.8705882430076599,rect
46,3,<function dropout at 0x7f9a7b199a60>,0.9261261582374575,0.01,1024,0.0,3,0.9529411792755127,rect
47,3,<function dropout at 0x7f9a7b199a60>,0.8936937391757966,0.01,1024,0.5,3,0.8941176533699036,rect
48,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.0,3,0.250980406999588,rect
49,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.5,3,0.250980406999588,rect
50,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.0,3,0.2509804368019104,rect
51,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.5,3,0.250980406999588,rect
52,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.0,3,0.250980406999588,rect
53,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.5,3,0.250980406999588,rect
54,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.0,3,0.250980406999588,rect
55,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.5,3,0.250980406999588,rect
56,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.0,3,0.2509804368019104,rect
57,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.5,3,0.250980406999588,rect
58,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.0,3,0.250980406999588,rect
59,4,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.5,3,0.250980406999588,rect
60,4,<function dropout at 0x7f9a7b199a60>,0.9099099516868591,0.1,256,0.0,3,0.9333333373069763,rect
61,4,<function dropout at 0x7f9a7b199a60>,0.8963964223861696,0.1,256,0.5,3,0.886274516582489,rect
62,4,<function dropout at 0x7f9a7b199a60>,0.9207207679748536,0.1,512,0.0,3,0.9333333373069763,rect
63,4,<function dropout at 0x7f9a7b199a60>,0.8837838292121888,0.1,512,0.5,3,0.8666666746139526,rect
64,4,<function dropout at 0x7f9a7b199a60>,0.9063063442707061,0.1,1024,0.0,3,0.9333333373069763,rect
65,4,<function dropout at 0x7f9a7b199a60>,0.8990991473197938,0.1,1024,0.5,3,0.9215686321258545,rect
66,4,<function dropout at 0x7f9a7b199a60>,0.9225225687026979,0.01,256,0.0,3,0.9058823585510254,rect
67,4,<function dropout at 0x7f9a7b199a60>,0.8828829288482666,0.01,256,0.5,3,0.8549019694328308,rect
68,4,<function dropout at 0x7f9a7b199a60>,0.9135135650634765,0.01,512,0.0,3,0.9372549057006836,rect
69,4,<function dropout at 0x7f9a7b199a60>,0.8684684872627257,0.01,512,0.5,3,0.8549019694328308,rect
70,4,<function dropout at 0x7f9a7b199a60>,0.9252252697944642,0.01,1024,0.0,3,0.9411764740943909,rect
71,4,<function dropout at 0x7f9a7b199a60>,0.8918919503688814,0.01,1024,0.5,3,0.8666666746139526,rect
72,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.0,3,0.250980406999588,rect
73,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.5,3,0.250980406999588,rect
74,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.0,3,0.2509804368019104,rect
75,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.5,3,0.250980406999588,rect
76,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.0,3,0.250980406999588,rect
77,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.5,3,0.250980406999588,rect
78,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.0,3,0.250980406999588,rect
79,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.5,3,0.250980406999588,rect
80,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.0,3,0.250980406999588,rect
81,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.5,3,0.250980406999588,rect
82,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.0,3,0.250980406999588,rect
83,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.5,3,0.250980406999588,rect
84,8,<function dropout at 0x7f9a7b199a60>,0.913513559103012,0.1,256,0.0,3,0.9372549057006836,rect
85,8,<function dropout at 0x7f9a7b199a60>,0.8702702939510346,0.1,256,0.5,3,0.8588235378265381,rect
86,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,512,0.0,3,0.2509804368019104,rect
87,8,<function dropout at 0x7f9a7b199a60>,0.8621622145175933,0.1,512,0.5,3,0.8823529481887817,rect
88,8,<function dropout at 0x7f9a7b199a60>,0.31081084012985233,0.1,1024,0.0,3,0.250980406999588,rect
89,8,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,1024,0.5,3,0.250980406999588,rect
90,8,<function dropout at 0x7f9a7b199a60>,0.9153153598308562,0.01,256,0.0,3,0.9372549057006836,rect
91,8,<function dropout at 0x7f9a7b199a60>,0.869369387626648,0.01,256,0.5,3,0.8509804010391235,rect
92,8,<function dropout at 0x7f9a7b199a60>,0.9117117583751677,0.01,512,0.0,3,0.9372549057006836,rect
93,8,<function dropout at 0x7f9a7b199a60>,0.8288288712501525,0.01,512,0.5,3,0.8156862854957581,rect
94,8,<function dropout at 0x7f9a7b199a60>,0.92342346906662,0.01,1024,0.0,3,0.9450980424880981,rect
95,8,<function dropout at 0x7f9a7b199a60>,0.8441441774368286,0.01,1024,0.5,3,0.8588235378265381,rect
96,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.0,3,0.250980406999588,rect
97,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.5,3,0.250980406999588,rect
98,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.0,3,0.250980406999588,rect
99,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.5,3,0.250980406999588,rect
100,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.0,3,0.250980406999588,rect
101,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.5,3,0.250980406999588,rect
102,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.0,3,0.250980406999588,rect
103,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.5,3,0.250980406999588,rect
104,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.0,3,0.250980406999588,rect
105,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.5,3,0.2509804368019104,rect
106,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.0,3,0.2509804368019104,rect
107,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.5,3,0.250980406999588,rect
108,16,<function dropout at 0x7f9a7b199a60>,0.33063066303730015,0.1,256,0.0,3,0.250980406999588,rect
109,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,256,0.5,3,0.250980406999588,rect
110,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,512,0.0,3,0.250980406999588,rect
111,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,512,0.5,3,0.250980406999588,rect
112,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,1024,0.0,3,0.250980406999588,rect
113,16,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,1024,0.5,3,0.250980406999588,rect
114,16,<function dropout at 0x7f9a7b199a60>,0.9099099576473235,0.01,256,0.0,3,0.9450980424880981,rect
115,16,<function dropout at 0x7f9a7b199a60>,0.1837837889790535,0.01,256,0.5,3,0.16470588743686676,rect
116,16,<function dropout at 0x7f9a7b199a60>,0.9108108580112456,0.01,512,0.0,3,0.9490196108818054,rect
117,16,<function dropout at 0x7f9a7b199a60>,0.21981983035802843,0.01,512,0.5,3,0.125490203499794,rect
118,16,<function dropout at 0x7f9a7b199a60>,0.9117117524147033,0.01,1024,0.0,3,0.929411768913269,rect
119,16,<function dropout at 0x7f9a7b199a60>,0.6396396756172181,0.01,1024,0.5,3,0.6901960968971252,rect
120,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.0,3,0.2509804368019104,rect
121,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,256,0.5,3,0.250980406999588,rect
122,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.0,3,0.250980406999588,rect
123,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,512,0.5,3,0.250980406999588,rect
124,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.0,3,0.250980406999588,rect
125,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,10.0,1024,0.5,3,0.2509804368019104,rect
126,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.0,3,0.250980406999588,rect
127,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,256,0.5,3,0.250980406999588,rect
128,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.0,3,0.250980406999588,rect
129,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,512,0.5,3,0.250980406999588,rect
130,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.0,3,0.250980406999588,rect
131,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,1.0,1024,0.5,3,0.250980406999588,rect
132,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,256,0.0,3,0.250980406999588,rect
133,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,256,0.5,3,0.250980406999588,rect
134,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,512,0.0,3,0.2509804368019104,rect
135,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,512,0.5,3,0.250980406999588,rect
136,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,1024,0.0,3,0.250980406999588,rect
137,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.1,1024,0.5,3,0.250980406999588,rect
138,32,<function dropout at 0x7f9a7b199a60>,0.9234234690666199,0.01,256,0.0,3,0.9058823585510254,rect
139,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.01,256,0.5,3,0.250980406999588,rect
140,32,<function dropout at 0x7f9a7b199a60>,0.9027027368545532,0.01,512,0.0,3,0.9098039269447327,rect
141,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.01,512,0.5,3,0.250980406999588,rect
142,32,<function dropout at 0x7f9a7b199a60>,0.9054054379463196,0.01,1024,0.0,3,0.9254902005195618,rect
143,32,<function dropout at 0x7f9a7b199a60>,0.2972973287105561,0.01,1024,0.5,3,0.250980406999588,rect
