,dR,learningrate,dropoutFn,layerForm,valAccuracy,nstart,activationFn,nlayers,testAccuracy
26,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.3777777820825577,512,3,4,0.3684210777282715
27,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,8,0.31578946113586426
28,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,16,0.31578946113586426
29,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,32,0.31578946113586426
30,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,1024,3,2,0.31578946113586426
31,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.23333333581686017,1024,3,3,0.31578946113586426
32,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,4,0.31578946113586426
33,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,8,0.31578946113586426
34,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,16,0.31578946113586426
35,0.0,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.3666666746139526,1024,3,32,0.31578946113586426
36,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6333333522081375,256,3,2,0.5789474248886108
37,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.688888907432556,256,3,3,0.5
38,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.766666680574417,256,3,4,0.6052631735801697
39,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.7444444596767424,256,3,8,0.5789473652839661
40,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6111111283302306,256,3,16,0.6052631735801697
41,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6333333522081375,256,3,32,0.4736842215061188
42,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.688888907432556,512,3,2,0.5789473652839661
43,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.688888907432556,512,3,3,0.5526315569877625
44,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.7333333492279052,512,3,4,0.42105260491371155
45,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6111111313104629,512,3,8,0.5
46,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6333333522081375,512,3,16,0.3947368562221527
47,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.4111111223697662,512,3,32,0.18421052396297455
48,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.7000000178813933,1024,3,2,0.5
49,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.7222222387790679,1024,3,3,0.5526316165924072
50,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,1024,3,4,0.44736841320991516
51,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6333333522081375,1024,3,8,0.5526316165924072
52,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.7222222387790679,1024,3,16,0.5526316165924072
53,0.0,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6111111313104629,1024,3,32,0.2631579041481018
54,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6555555760860442,256,3,2,0.44736841320991516
55,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7777777910232543,256,3,3,0.5
56,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7333333492279052,256,3,4,0.5
57,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.766666680574417,256,3,8,0.5263158082962036
58,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,256,3,16,0.42105263471603394
59,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.5444444656372069,256,3,32,0.6052631735801697
60,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7000000178813933,512,3,2,0.4999999701976776
61,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.766666680574417,512,3,3,0.5
62,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7777777910232543,512,3,4,0.5263158082962036
63,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,512,3,8,0.4736842215061188
64,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6333333551883696,512,3,16,0.5263158082962036
65,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.555555573105812,512,3,32,0.5263158082962036
66,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7555555701255797,1024,3,2,0.4736842215061188
67,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7444444596767424,1024,3,3,0.5
68,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7333333492279052,1024,3,4,0.5789473652839661
69,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.7111111283302306,1024,3,8,0.5
70,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6555555760860442,1024,3,16,0.5
71,0.0,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.688888907432556,1024,3,32,0.4736841917037964
72,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,2,0.31578946113586426
73,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,3,0.31578946113586426
74,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,4,0.31578946113586426
75,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,8,0.31578946113586426
76,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,16,0.31578946113586426
77,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,32,0.31578946113586426
78,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.23333333581686017,512,3,2,0.31578946113586426
79,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,3,0.31578946113586426
80,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,4,0.31578946113586426
81,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,8,0.31578946113586426
82,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,16,0.31578946113586426
83,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,32,0.31578946113586426
84,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,1024,3,2,0.31578946113586426
85,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,3,0.31578946113586426
86,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,4,0.31578946113586426
87,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,8,0.31578946113586426
88,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,16,0.31578946113586426
89,0.5,10.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,32,0.31578946113586426
90,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,2,0.31578946113586426
91,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,3,0.31578946113586426
92,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,4,0.31578946113586426
93,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,8,0.31578946113586426
94,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,16,0.31578946113586426
95,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,32,0.31578946113586426
96,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.23333333581686017,512,3,2,0.31578946113586426
97,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.23333333581686017,512,3,3,0.31578946113586426
98,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,512,3,4,0.31578946113586426
99,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,8,0.31578946113586426
100,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,16,0.31578946113586426
101,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,32,0.31578946113586426
102,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,2,0.31578946113586426
103,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.25555555969476695,1024,3,3,0.31578946113586426
104,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,4,0.31578946113586426
105,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,8,0.31578946113586426
106,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,16,0.31578946113586426
107,0.5,1.0,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,32,0.31578946113586426
108,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6444444656372069,256,3,2,0.4736841917037964
109,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.46666668057441707,256,3,3,0.5
110,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.4333333477377891,256,3,4,0.31578949093818665
111,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.36666667312383644,256,3,8,0.2368420958518982
112,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,256,3,16,0.31578946113586426
113,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.355555559694767,256,3,32,0.3684210777282715
114,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,512,3,2,0.3947368562221527
115,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6222222447395324,512,3,3,0.3947368264198303
116,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.5222222387790679,512,3,4,0.3947368562221527
117,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.37777778506278986,512,3,8,0.3684210777282715
118,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,16,0.31578946113586426
119,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.25555555820465087,512,3,32,0.31578946113586426
120,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.6000000208616256,1024,3,2,0.44736841320991516
121,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.5777777969837188,1024,3,3,0.5
122,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.4111111208796501,1024,3,4,0.31578946113586426
123,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.23333333581686017,1024,3,8,0.31578946113586426
124,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,1024,3,16,0.31578946113586426
125,0.5,0.1,<function dropout at 0x7f0692bb6a60>,cone,0.25555555969476695,1024,3,32,0.31578946113586426
126,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,256,3,2,0.3947368264198303
127,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6666666865348815,256,3,3,0.44736841320991516
128,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.44444444775581354,256,3,4,0.4210526645183563
129,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.4777777910232543,256,3,8,0.2368420958518982
130,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.46666667461395256,256,3,16,0.3684210777282715
131,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.344444453716278,256,3,32,0.31578946113586426
132,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.555555573105812,512,3,2,0.42105263471603394
133,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.5555555820465087,512,3,3,0.42105263471603394
134,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6222222417593002,512,3,4,0.44736841320991516
135,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.37777778953313823,512,3,8,0.31578946113586426
136,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.22222222387790677,512,3,16,0.31578946113586426
137,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,512,3,32,0.31578946113586426
138,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6111111342906951,1024,3,2,0.4736841917037964
139,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.6444444656372069,1024,3,3,0.42105263471603394
140,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.5111111283302306,1024,3,4,0.5263158082962036
141,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.28888889551162716,1024,3,8,0.3947368264198303
142,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,1024,3,16,0.31578946113586426
143,0.5,0.01,<function dropout at 0x7f0692bb6a60>,cone,0.24444444626569745,1024,3,32,0.31578946113586426
