,nstart,dR,testAccuracy,dropoutFn,valAccuracy,learningrate,nlayers,activationFn,layerForm
23,256,0.0,0.25,<function dropout at 0x7f4824587a60>,0.5000000149011612,0.01,32,3,rect
24,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,2,3,rect
25,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,3,3,rect
26,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,4,3,rect
27,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,8,3,rect
28,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,16,3,rect
29,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,32,3,rect
30,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,2,3,rect
31,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,3,3,rect
32,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,4,3,rect
33,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,8,3,rect
34,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,16,3,rect
35,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,32,3,rect
36,256,0.5,0.5,<function dropout at 0x7f4824587a60>,0.5000000149011612,0.1,2,3,rect
37,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,3,3,rect
38,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,4,3,rect
39,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,8,3,rect
40,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,16,3,rect
41,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,32,3,rect
42,256,0.5,0.625,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,2,3,rect
43,256,0.5,0.375,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,3,3,rect
44,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,4,3,rect
45,256,0.5,0.125,<function dropout at 0x7f4824587a60>,0.3333333432674408,0.01,8,3,rect
46,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,16,3,rect
47,256,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,32,3,rect
48,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,2,3,rect
49,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,3,3,rect
50,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,4,3,rect
51,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,8,3,rect
52,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,16,3,rect
53,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,32,3,rect
54,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,2,3,rect
55,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,3,3,rect
56,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,4,3,rect
57,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,8,3,rect
58,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,16,3,rect
59,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,32,3,rect
60,512,0.0,0.5,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,2,3,rect
61,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.433333346247673,0.1,3,3,rect
62,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,4,3,rect
63,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,8,3,rect
64,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,16,3,rect
65,512,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,32,3,rect
66,512,0.0,0.5,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,2,3,rect
67,512,0.0,0.375,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,3,3,rect
68,512,0.0,0.5,<function dropout at 0x7f4824587a60>,0.9999999999999999,0.01,4,3,rect
69,512,0.0,0.5,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,8,3,rect
70,512,0.0,0.5,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,16,3,rect
71,512,0.0,0.375,<function dropout at 0x7f4824587a60>,0.3666666775941848,0.01,32,3,rect
72,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,2,3,rect
73,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,3,3,rect
74,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,4,3,rect
75,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,8,3,rect
76,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,16,3,rect
77,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,32,3,rect
78,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.3666666775941848,1.0,2,3,rect
79,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,3,3,rect
80,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,4,3,rect
81,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,8,3,rect
82,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,16,3,rect
83,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,32,3,rect
84,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.40000001192092893,0.1,2,3,rect
85,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,3,3,rect
86,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,4,3,rect
87,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,8,3,rect
88,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,16,3,rect
89,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,32,3,rect
90,512,0.5,0.5,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,2,3,rect
91,512,0.5,0.5,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,3,3,rect
92,512,0.5,0.375,<function dropout at 0x7f4824587a60>,0.433333346247673,0.01,4,3,rect
93,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,8,3,rect
94,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,16,3,rect
95,512,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,32,3,rect
96,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,2,3,rect
97,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,3,3,rect
98,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,4,3,rect
99,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,8,3,rect
100,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,16,3,rect
101,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,32,3,rect
102,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,2,3,rect
103,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,3,3,rect
104,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,4,3,rect
105,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,8,3,rect
106,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,16,3,rect
107,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,32,3,rect
108,1024,0.0,0.5,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.1,2,3,rect
109,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,3,3,rect
110,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,4,3,rect
111,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,8,3,rect
112,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,16,3,rect
113,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,32,3,rect
114,1024,0.0,0.5,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,2,3,rect
115,1024,0.0,0.5,<function dropout at 0x7f4824587a60>,0.3666666775941848,0.01,3,3,rect
116,1024,0.0,0.5,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,4,3,rect
117,1024,0.0,0.625,<function dropout at 0x7f4824587a60>,0.03333333432674408,0.01,8,3,rect
118,1024,0.0,0.5,<function dropout at 0x7f4824587a60>,0.9999999999999999,0.01,16,3,rect
119,1024,0.0,0.25,<function dropout at 0x7f4824587a60>,0.6666666865348815,0.01,32,3,rect
120,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,2,3,rect
121,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,3,3,rect
122,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,4,3,rect
123,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,8,3,rect
124,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,16,3,rect
125,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,10.0,32,3,rect
126,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,2,3,rect
127,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,3,3,rect
128,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,4,3,rect
129,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,8,3,rect
130,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,16,3,rect
131,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,1.0,32,3,rect
132,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,2,3,rect
133,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,3,3,rect
134,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,4,3,rect
135,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,8,3,rect
136,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,16,3,rect
137,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.1,32,3,rect
138,1024,0.5,0.5,<function dropout at 0x7f4824587a60>,0.6000000178813933,0.01,2,3,rect
139,1024,0.5,0.5,<function dropout at 0x7f4824587a60>,0.40000001192092893,0.01,3,3,rect
140,1024,0.5,0.375,<function dropout at 0x7f4824587a60>,0.5333333492279053,0.01,4,3,rect
141,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,8,3,rect
142,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,16,3,rect
143,1024,0.5,0.25,<function dropout at 0x7f4824587a60>,0.33333334326744074,0.01,32,3,rect
