,testAccuracy,learningrate,activationFn,valAccuracy,nlayers,dR,nstart,layerForm,dropoutFn
84,0.8854167461395264,0.1,3,0.8688889265060427,4,0.0,256,rect,<function dropout at 0x7f583abe1a60>
85,0.9375000596046448,0.1,3,0.9566666901111603,4,0.0,512,rect,<function dropout at 0x7f583abe1a60>
86,0.4739583730697632,0.1,3,0.5666667222976685,4,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
87,0.8541667461395264,0.1,3,0.8855556011199951,4,0.5,256,rect,<function dropout at 0x7f583abe1a60>
88,0.8541667461395264,0.1,3,0.8644444882869721,4,0.5,512,rect,<function dropout at 0x7f583abe1a60>
89,0.7395833730697632,0.1,3,0.8311111450195313,4,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
90,0.9427083730697632,0.1,3,0.9577778041362762,8,0.0,256,rect,<function dropout at 0x7f583abe1a60>
91,0.4739583730697632,0.1,3,0.5666667222976685,8,0.0,512,rect,<function dropout at 0x7f583abe1a60>
92,0.4739583730697632,0.1,3,0.5666667222976685,8,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
93,0.859375,0.1,3,0.8577778160572053,8,0.5,256,rect,<function dropout at 0x7f583abe1a60>
94,0.4739583432674408,0.1,3,0.5666667222976685,8,0.5,512,rect,<function dropout at 0x7f583abe1a60>
95,0.4739583730697632,0.1,3,0.5666667222976685,8,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
96,0.4739583730697632,0.1,3,0.5666667222976685,16,0.0,256,rect,<function dropout at 0x7f583abe1a60>
97,0.4739583432674408,0.1,3,0.5666667222976685,16,0.0,512,rect,<function dropout at 0x7f583abe1a60>
98,0.4739583730697632,0.1,3,0.5666667222976685,16,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
99,0.4739583730697632,0.1,3,0.5666667222976685,16,0.5,256,rect,<function dropout at 0x7f583abe1a60>
100,0.4739583730697632,0.1,3,0.5666667222976685,16,0.5,512,rect,<function dropout at 0x7f583abe1a60>
101,0.4739583730697632,0.1,3,0.5666667222976685,16,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
102,0.47395840287208557,0.1,3,0.5666667222976685,32,0.0,256,rect,<function dropout at 0x7f583abe1a60>
103,0.4739583730697632,0.1,3,0.5666667222976685,32,0.0,512,rect,<function dropout at 0x7f583abe1a60>
104,0.4739583730697632,0.1,3,0.5666667222976685,32,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
105,0.4739583730697632,0.1,3,0.5666667222976685,32,0.5,256,rect,<function dropout at 0x7f583abe1a60>
106,0.4739583432674408,0.1,3,0.5666667222976685,32,0.5,512,rect,<function dropout at 0x7f583abe1a60>
107,0.4739583432674408,0.1,3,0.5666667222976685,32,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
108,0.8750001192092896,0.01,3,0.8822222709655763,2,0.0,256,rect,<function dropout at 0x7f583abe1a60>
109,0.8854167461395264,0.01,3,0.8855555951595308,2,0.0,512,rect,<function dropout at 0x7f583abe1a60>
110,0.8802083730697632,0.01,3,0.873333364725113,2,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
111,0.8802083730697632,0.01,3,0.89666668176651,2,0.5,256,rect,<function dropout at 0x7f583abe1a60>
112,0.875,0.01,3,0.894444465637207,2,0.5,512,rect,<function dropout at 0x7f583abe1a60>
113,0.8802083730697632,0.01,3,0.8822222650051118,2,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
114,0.8750001192092896,0.01,3,0.8844444870948792,3,0.0,256,rect,<function dropout at 0x7f583abe1a60>
115,0.8802083730697632,0.01,3,0.8733333826065064,3,0.0,512,rect,<function dropout at 0x7f583abe1a60>
116,0.8697917461395264,0.01,3,0.8611111640930177,3,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
117,0.8489583730697632,0.01,3,0.89000004529953,3,0.5,256,rect,<function dropout at 0x7f583abe1a60>
118,0.859375,0.01,3,0.8911111593246458,3,0.5,512,rect,<function dropout at 0x7f583abe1a60>
119,0.8906250596046448,0.01,3,0.8655556082725526,3,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
120,0.8802084922790527,0.01,3,0.877777820825577,4,0.0,256,rect,<function dropout at 0x7f583abe1a60>
121,0.8958333730697632,0.01,3,0.8688889205455781,4,0.0,512,rect,<function dropout at 0x7f583abe1a60>
122,0.8593750596046448,0.01,3,0.8600000381469728,4,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
123,0.8593750596046448,0.01,3,0.8933333635330201,4,0.5,256,rect,<function dropout at 0x7f583abe1a60>
124,0.880208432674408,0.01,3,0.897777795791626,4,0.5,512,rect,<function dropout at 0x7f583abe1a60>
125,0.8541666865348816,0.01,3,0.8866667091846466,4,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
126,0.8802083730697632,0.01,3,0.8644444882869721,8,0.0,256,rect,<function dropout at 0x7f583abe1a60>
127,0.9062500596046448,0.01,3,0.9177778124809264,8,0.0,512,rect,<function dropout at 0x7f583abe1a60>
128,0.8906251192092896,0.01,3,0.9166667103767395,8,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
129,0.8125,0.01,3,0.855555534362793,8,0.5,256,rect,<function dropout at 0x7f583abe1a60>
130,0.8125,0.01,3,0.857777762413025,8,0.5,512,rect,<function dropout at 0x7f583abe1a60>
131,0.8125,0.01,3,0.8655555605888369,8,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
132,0.9218750596046448,0.01,3,0.9477778136730196,16,0.0,256,rect,<function dropout at 0x7f583abe1a60>
133,0.9322917461395264,0.01,3,0.9544444739818573,16,0.0,512,rect,<function dropout at 0x7f583abe1a60>
134,0.9010417461395264,0.01,3,0.9522222399711611,16,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
135,0.53125,0.01,3,0.5855555891990663,16,0.5,256,rect,<function dropout at 0x7f583abe1a60>
136,0.4739583730697632,0.01,3,0.5811111569404602,16,0.5,512,rect,<function dropout at 0x7f583abe1a60>
137,0.390625,0.01,3,0.5788889408111573,16,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
138,0.9166666865348816,0.01,3,0.9666666984558104,32,0.0,256,rect,<function dropout at 0x7f583abe1a60>
139,0.9322917461395264,0.01,3,0.9477777600288392,32,0.0,512,rect,<function dropout at 0x7f583abe1a60>
140,0.9270833730697632,0.01,3,0.9655555844306946,32,0.0,1024,rect,<function dropout at 0x7f583abe1a60>
141,0.4739583730697632,0.01,3,0.5666667222976685,32,0.5,256,rect,<function dropout at 0x7f583abe1a60>
142,0.47395840287208557,0.01,3,0.5666667222976685,32,0.5,512,rect,<function dropout at 0x7f583abe1a60>
143,0.47395840287208557,0.01,3,0.5666667222976685,32,0.5,1024,rect,<function dropout at 0x7f583abe1a60>
