,nlayers,dR,valAccuracy,nstart,learningrate,testAccuracy,dropoutFn,layerForm,activationFn
30,3,0.0,0.7735849022865295,512,0.1,0.6991150379180908,<function dropout at 0x7f5280969a60>,cone,3
31,3,0.0,0.8207547366619111,512,0.01,0.6194690465927124,<function dropout at 0x7f5280969a60>,cone,3
32,3,0.0,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
33,3,0.0,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
34,3,0.0,0.7924528121948241,1024,0.1,0.6460176706314087,<function dropout at 0x7f5280969a60>,cone,3
35,3,0.0,0.8169811546802521,1024,0.01,0.6725663542747498,<function dropout at 0x7f5280969a60>,cone,3
36,3,0.5,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
37,3,0.5,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
38,3,0.5,0.8528302013874054,256,0.1,0.7079645991325378,<function dropout at 0x7f5280969a60>,cone,3
39,3,0.5,0.8113207817077638,256,0.01,0.6283185482025146,<function dropout at 0x7f5280969a60>,cone,3
40,3,0.5,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
41,3,0.5,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
42,3,0.5,0.8415094554424287,512,0.1,0.6637167930603027,<function dropout at 0x7f5280969a60>,cone,3
43,3,0.5,0.8396226465702057,512,0.01,0.6637168526649475,<function dropout at 0x7f5280969a60>,cone,3
44,3,0.5,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
45,3,0.5,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
46,3,0.5,0.8339622795581818,1024,0.1,0.6814159154891968,<function dropout at 0x7f5280969a60>,cone,3
47,3,0.5,0.8679245710372927,1024,0.01,0.6991150379180908,<function dropout at 0x7f5280969a60>,cone,3
48,4,0.0,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
49,4,0.0,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
50,4,0.0,0.7773584842681884,256,0.1,0.6637167930603027,<function dropout at 0x7f5280969a60>,cone,3
51,4,0.0,0.7547169923782349,256,0.01,0.6460176706314087,<function dropout at 0x7f5280969a60>,cone,3
52,4,0.0,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
53,4,0.0,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
54,4,0.0,0.7924528300762176,512,0.1,0.6637167930603027,<function dropout at 0x7f5280969a60>,cone,3
55,4,0.0,0.7735849618911742,512,0.01,0.6283185482025146,<function dropout at 0x7f5280969a60>,cone,3
56,4,0.0,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
57,4,0.0,0.37169811874628067,1024,1.0,0.02654867246747017,<function dropout at 0x7f5280969a60>,cone,3
58,4,0.0,0.7754716992378234,1024,0.1,0.6637167930603027,<function dropout at 0x7f5280969a60>,cone,3
59,4,0.0,0.8000000178813935,1024,0.01,0.6548672318458557,<function dropout at 0x7f5280969a60>,cone,3
60,4,0.5,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
61,4,0.5,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
62,4,0.5,0.845283019542694,256,0.1,0.6637167930603027,<function dropout at 0x7f5280969a60>,cone,3
63,4,0.5,0.7735849022865294,256,0.01,0.6106194257736206,<function dropout at 0x7f5280969a60>,cone,3
64,4,0.5,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
65,4,0.5,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
66,4,0.5,0.8264151096343995,512,0.1,0.6371681690216064,<function dropout at 0x7f5280969a60>,cone,3
67,4,0.5,0.7905660271644591,512,0.01,0.6017699241638184,<function dropout at 0x7f5280969a60>,cone,3
68,4,0.5,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
69,4,0.5,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
70,4,0.5,0.8641509771347047,1024,0.1,0.7168141603469849,<function dropout at 0x7f5280969a60>,cone,3
71,4,0.5,0.796226453781128,1024,0.01,0.6194689869880676,<function dropout at 0x7f5280969a60>,cone,3
72,8,0.0,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
73,8,0.0,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
74,8,0.0,0.8132075667381286,256,0.1,0.5929203629493713,<function dropout at 0x7f5280969a60>,cone,3
75,8,0.0,0.7207547247409822,256,0.01,0.6106194853782654,<function dropout at 0x7f5280969a60>,cone,3
76,8,0.0,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
77,8,0.0,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
78,8,0.0,0.8264151573181152,512,0.1,0.6371681094169617,<function dropout at 0x7f5280969a60>,cone,3
79,8,0.0,0.7226415038108825,512,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
80,8,0.0,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
81,8,0.0,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
82,8,0.0,0.7924528121948241,1024,0.1,0.6991150379180908,<function dropout at 0x7f5280969a60>,cone,3
83,8,0.0,0.750943410396576,1024,0.01,0.6283185482025146,<function dropout at 0x7f5280969a60>,cone,3
84,8,0.5,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
85,8,0.5,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
86,8,0.5,0.6792452931404114,256,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
87,8,0.5,0.6037735939025879,256,0.01,0.5752212405204773,<function dropout at 0x7f5280969a60>,cone,3
88,8,0.5,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
89,8,0.5,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
90,8,0.5,0.6792452931404114,512,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
91,8,0.5,0.6792452931404114,512,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
92,8,0.5,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
93,8,0.5,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
94,8,0.5,0.6792452931404114,1024,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
95,8,0.5,0.6735849618911743,1024,0.01,0.5398229956626892,<function dropout at 0x7f5280969a60>,cone,3
96,16,0.0,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
97,16,0.0,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
98,16,0.0,0.7150943517684938,256,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
99,16,0.0,0.6811320841312409,256,0.01,0.5663716793060303,<function dropout at 0x7f5280969a60>,cone,3
100,16,0.0,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
101,16,0.0,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
102,16,0.0,0.7584905803203583,512,0.1,0.6017698645591736,<function dropout at 0x7f5280969a60>,cone,3
103,16,0.0,0.7660377383232116,512,0.01,0.5309734344482422,<function dropout at 0x7f5280969a60>,cone,3
104,16,0.0,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
105,16,0.0,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
106,16,0.0,0.7283019185066225,1024,0.1,0.5929203629493713,<function dropout at 0x7f5280969a60>,cone,3
107,16,0.0,0.6773585021495819,1024,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
108,16,0.5,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
109,16,0.5,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
110,16,0.5,0.6792452931404114,256,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
111,16,0.5,0.6830188751220704,256,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
112,16,0.5,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
113,16,0.5,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
114,16,0.5,0.6792452931404114,512,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
115,16,0.5,0.6792452931404114,512,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
116,16,0.5,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
117,16,0.5,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
118,16,0.5,0.6792452931404114,1024,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
119,16,0.5,0.6792452931404114,1024,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
120,32,0.0,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
121,32,0.0,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
122,32,0.0,0.6773585021495819,256,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
123,32,0.0,0.6301886916160584,256,0.01,0.5398229956626892,<function dropout at 0x7f5280969a60>,cone,3
124,32,0.0,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
125,32,0.0,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
126,32,0.0,0.6792452931404114,512,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
127,32,0.0,0.6660377562046053,512,0.01,0.5752212405204773,<function dropout at 0x7f5280969a60>,cone,3
128,32,0.0,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
129,32,0.0,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
130,32,0.0,0.6792452931404114,1024,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
131,32,0.0,0.6150943398475648,1024,0.01,0.5309734344482422,<function dropout at 0x7f5280969a60>,cone,3
132,32,0.5,0.6792452931404114,256,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
133,32,0.5,0.6792452931404114,256,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
134,32,0.5,0.6792452931404114,256,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
135,32,0.5,0.6792452931404114,256,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
136,32,0.5,0.6792452931404114,512,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
137,32,0.5,0.6792452931404114,512,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
138,32,0.5,0.6792452931404114,512,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
139,32,0.5,0.6792452931404114,512,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
140,32,0.5,0.6792452931404114,1024,10.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
141,32,0.5,0.6792452931404114,1024,1.0,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
142,32,0.5,0.6792452931404114,1024,0.1,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
143,32,0.5,0.6792452931404114,1024,0.01,0.5840708017349243,<function dropout at 0x7f5280969a60>,cone,3
