,valAccuracy,layerForm,nstart,testAccuracy,dropoutFn,dR,nlayers,learningrate,activationFn
58,0.8582417905330657,rect,512,0.8383999466896057,<function dropout at 0x7f475c427a60>,0.0,4,0.1,3
59,0.8609890639781953,rect,512,0.8543999791145325,<function dropout at 0x7f475c427a60>,0.0,4,0.01,3
60,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,8,10.0,3
61,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,8,1.0,3
62,0.8690476417541505,rect,512,0.843999981880188,<function dropout at 0x7f475c427a60>,0.0,8,0.1,3
63,0.8498168885707854,rect,512,0.8359999656677246,<function dropout at 0x7f475c427a60>,0.0,8,0.01,3
64,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,16,10.0,3
65,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,1.0,3
66,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,0.1,3
67,0.857142871618271,rect,512,0.8375999331474304,<function dropout at 0x7f475c427a60>,0.0,16,0.01,3
68,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,32,10.0,3
69,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,32,1.0,3
70,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,32,0.1,3
71,0.8560439884662628,rect,512,0.8359999656677246,<function dropout at 0x7f475c427a60>,0.0,32,0.01,3
72,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,2,10.0,3
73,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,2,1.0,3
74,0.8595238566398622,rect,512,0.8655999898910522,<function dropout at 0x7f475c427a60>,0.5,2,0.1,3
75,0.865018343925476,rect,512,0.8616000413894653,<function dropout at 0x7f475c427a60>,0.5,2,0.01,3
76,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,3,10.0,3
77,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,3,1.0,3
78,0.863003706932068,rect,512,0.8511999845504761,<function dropout at 0x7f475c427a60>,0.5,3,0.1,3
79,0.8611721813678742,rect,512,0.8479999303817749,<function dropout at 0x7f475c427a60>,0.5,3,0.01,3
80,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,4,10.0,3
81,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,4,1.0,3
82,0.8600732982158662,rect,512,0.855199933052063,<function dropout at 0x7f475c427a60>,0.5,4,0.1,3
83,0.8604396045207977,rect,512,0.8623999357223511,<function dropout at 0x7f475c427a60>,0.5,4,0.01,3
84,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,8,10.0,3
85,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,8,1.0,3
86,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,0.1,3
87,0.637912106513977,rect,512,0.683199942111969,<function dropout at 0x7f475c427a60>,0.5,8,0.01,3
88,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,16,10.0,3
89,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,16,1.0,3
90,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,16,0.1,3
91,0.31172162145376203,rect,512,0.2831999957561493,<function dropout at 0x7f475c427a60>,0.5,16,0.01,3
92,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,10.0,3
93,0.3644688725471496,rect,512,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,1.0,3
94,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,0.1,3
95,0.3644688725471496,rect,512,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,0.01,3
96,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,2,10.0,3
97,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,2,1.0,3
98,0.848351663351059,rect,1024,0.8511998653411865,<function dropout at 0x7f475c427a60>,0.0,2,0.1,3
99,0.8628205537796019,rect,1024,0.8600000143051147,<function dropout at 0x7f475c427a60>,0.0,2,0.01,3
100,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,3,10.0,3
101,0.3644688725471496,rect,1024,0.3392000198364258,<function dropout at 0x7f475c427a60>,0.0,3,1.0,3
102,0.8463370382785798,rect,1024,0.83760005235672,<function dropout at 0x7f475c427a60>,0.0,3,0.1,3
103,0.8670329868793488,rect,1024,0.8575999140739441,<function dropout at 0x7f475c427a60>,0.0,3,0.01,3
104,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,4,10.0,3
105,0.3644688725471496,rect,1024,0.3392000198364258,<function dropout at 0x7f475c427a60>,0.0,4,1.0,3
106,0.8547619462013243,rect,1024,0.8448000550270081,<function dropout at 0x7f475c427a60>,0.0,4,0.1,3
107,0.8637362897396088,rect,1024,0.8575999736785889,<function dropout at 0x7f475c427a60>,0.0,4,0.01,3
108,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,8,10.0,3
109,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,8,1.0,3
110,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,8,0.1,3
111,0.861172205209732,rect,1024,0.8528000116348267,<function dropout at 0x7f475c427a60>,0.0,8,0.01,3
112,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,10.0,3
113,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,16,1.0,3
114,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,16,0.1,3
115,0.8459707379341126,rect,1024,0.8503999710083008,<function dropout at 0x7f475c427a60>,0.0,16,0.01,3
116,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,32,10.0,3
117,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.0,32,1.0,3
118,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.0,32,0.1,3
119,0.8697802662849428,rect,1024,0.8479999303817749,<function dropout at 0x7f475c427a60>,0.0,32,0.01,3
120,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,2,10.0,3
121,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,2,1.0,3
122,0.8580586433410644,rect,1024,0.8551999926567078,<function dropout at 0x7f475c427a60>,0.5,2,0.1,3
123,0.8661172688007355,rect,1024,0.8695998787879944,<function dropout at 0x7f475c427a60>,0.5,2,0.01,3
124,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,3,10.0,3
125,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,3,1.0,3
126,0.8417582631111145,rect,1024,0.8191999197006226,<function dropout at 0x7f475c427a60>,0.5,3,0.1,3
127,0.8666666865348818,rect,1024,0.8575999140739441,<function dropout at 0x7f475c427a60>,0.5,3,0.01,3
128,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,4,10.0,3
129,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,4,1.0,3
130,0.8386447131633761,rect,1024,0.8511999845504761,<function dropout at 0x7f475c427a60>,0.5,4,0.1,3
131,0.8771062552928925,rect,1024,0.8664000034332275,<function dropout at 0x7f475c427a60>,0.5,4,0.01,3
132,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,10.0,3
133,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,1.0,3
134,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,8,0.1,3
135,0.8699634194374085,rect,1024,0.8487998843193054,<function dropout at 0x7f475c427a60>,0.5,8,0.01,3
136,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,16,10.0,3
137,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,16,1.0,3
138,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,16,0.1,3
139,0.23278389051556586,rect,1024,0.15520000457763672,<function dropout at 0x7f475c427a60>,0.5,16,0.01,3
140,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,10.0,3
141,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,1.0,3
142,0.3644688725471496,rect,1024,0.3391999900341034,<function dropout at 0x7f475c427a60>,0.5,32,0.1,3
143,0.3644688725471496,rect,1024,0.339199960231781,<function dropout at 0x7f475c427a60>,0.5,32,0.01,3
