,activationFn,nstart,valAccuracy,dR,dropoutFn,nlayers,layerForm,testAccuracy,learningrate
18,3,256,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
19,3,256,0.8000000715255738,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.8108108639717102,0.01
20,3,256,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
21,3,256,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
22,3,256,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
23,3,256,0.8000000715255738,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.8378378748893738,0.01
24,3,256,0.08000000491738321,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,10.0
25,3,256,0.14000000953674316,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,1.0
26,3,256,0.8800000607967378,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7297297716140747,0.1
27,3,256,0.8666667342185974,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7837838530540466,0.01
28,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,10.0
29,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,1.0
30,3,256,0.8733334004878998,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.7027027010917664,0.1
31,3,256,0.8266667306423188,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.7837838530540466,0.01
32,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,10.0
33,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,1.0
34,3,256,0.4933333776891231,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.7567567825317383,0.1
35,3,256,0.7800000548362732,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.7837837934494019,0.01
36,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,10.0
37,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,1.0
38,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,0.1
39,3,256,0.8866667330265046,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.810810923576355,0.01
40,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,10.0
41,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,1.0
42,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
43,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.01
44,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
45,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
46,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
47,3,256,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.01
48,3,512,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.0,10.0
49,3,512,0.1466666758060455,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.0,1.0
50,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.8108108043670654,0.1
51,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.810810923576355,0.01
52,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.0,10.0
53,3,512,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.0,1.0
54,3,512,0.8066667377948762,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.7567567825317383,0.1
55,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.8378378748893738,0.01
56,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.0,10.0
57,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.0,1.0
58,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.7837838530540466,0.1
59,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.8108108639717102,0.01
60,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,10.0
61,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,1.0
62,3,512,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,0.1
63,3,512,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.7837838530540466,0.01
64,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,10.0
65,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,1.0
66,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
67,3,512,0.8000000715255738,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.7297297120094299,0.01
68,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
69,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
70,3,512,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
71,3,512,0.8066667377948762,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.7297297716140747,0.01
72,3,512,0.10666667297482493,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,10.0
73,3,512,0.10666667297482493,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,1.0
74,3,512,0.8533333957195282,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7027027606964111,0.1
75,3,512,0.8466667294502258,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7837838530540466,0.01
76,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,10.0
77,3,512,0.09333334043622019,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,1.0
78,3,512,0.8600000619888307,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.7027027010917664,0.1
79,3,512,0.8000000655651094,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.7567567825317383,0.01
80,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,10.0
81,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,1.0
82,3,512,0.16666668057441705,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,0.1
83,3,512,0.9000000655651093,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.7567568421363831,0.01
84,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,10.0
85,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,1.0
86,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,0.1
87,3,512,0.8533334016799927,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.8378378748893738,0.01
88,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,10.0
89,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,1.0
90,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
91,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.01
92,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
93,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
94,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
95,3,512,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.01
96,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.0,10.0
97,3,1024,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.0,1.0
98,3,1024,0.8266667366027833,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.7027027010917664,0.1
99,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,2,rect,0.8108108043670654,0.01
100,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.0,10.0
101,3,1024,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.0,1.0
102,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.8378378748893738,0.1
103,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,3,rect,0.7837837934494019,0.01
104,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.0,10.0
105,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.0,1.0
106,3,1024,0.8000000715255738,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.8108108639717102,0.1
107,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,4,rect,0.8108108639717102,0.01
108,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,10.0
109,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,1.0
110,3,1024,0.10666667297482493,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.0,0.1
111,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,8,rect,0.7297297716140747,0.01
112,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,10.0
113,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,1.0
114,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
115,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,16,rect,0.7297297120094299,0.01
116,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
117,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
118,3,1024,0.06666667014360429,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
119,3,1024,0.8666667342185974,0.0,<function dropout at 0x7f515fd1da60>,32,rect,0.8108108639717102,0.01
120,3,1024,0.10000000670552256,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,10.0
121,3,1024,0.10666667297482493,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.0,1.0
122,3,1024,0.8600000679492951,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7297297120094299,0.1
123,3,1024,0.8666667342185974,0.5,<function dropout at 0x7f515fd1da60>,2,rect,0.7567567825317383,0.01
124,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,10.0
125,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,1.0
126,3,1024,0.3733333624899387,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.0,0.1
127,3,1024,0.840000069141388,0.5,<function dropout at 0x7f515fd1da60>,3,rect,0.7837838530540466,0.01
128,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,10.0
129,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,1.0
130,3,1024,0.11333334520459178,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.0,0.1
131,3,1024,0.8333334028720857,0.5,<function dropout at 0x7f515fd1da60>,4,rect,0.7837838530540466,0.01
132,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,10.0
133,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,1.0
134,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.0,0.1
135,3,1024,0.8933333992958069,0.5,<function dropout at 0x7f515fd1da60>,8,rect,0.8108108043670654,0.01
136,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,10.0
137,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,1.0
138,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.1
139,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,16,rect,0.0,0.01
140,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,10.0
141,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,1.0
142,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.1
143,3,1024,0.06666667014360429,0.5,<function dropout at 0x7f515fd1da60>,32,rect,0.0,0.01
