,layerForm,learningrate,activationFn,dropoutFn,testAccuracy,dR,nstart,valAccuracy,nlayers
55,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,3
56,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,4
57,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,8
58,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,16
59,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,32
60,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.21333335340023044,2
61,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,3
62,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,4
63,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,8
64,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,16
65,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,32
66,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.21333335340023044,2
67,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,3
68,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,4
69,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,8
70,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,16
71,rect,1.0,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,32
72,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,256,0.4933333635330201,2
73,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.0,256,0.44666669964790345,3
74,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,256,0.4666666984558105,4
75,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.0,256,0.5333333611488343,8
76,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.20000001788139346,16
77,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,256,0.21333335340023044,32
78,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,512,0.4333333671092987,2
79,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,512,0.4666666984558105,3
80,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,512,0.4666666984558105,4
81,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.21333335340023044,8
82,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,16
83,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,512,0.20000001788139346,32
84,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,1024,0.3933333694934845,2
85,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4375,0.0,1024,0.4866666972637176,3
86,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,1024,0.4333333671092987,4
87,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,8
88,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,16
89,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.0,1024,0.20000001788139346,32
90,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.5,0.5,256,0.4666666984558106,2
91,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,256,0.54000004529953,3
92,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.5,0.5,256,0.48666670322418215,4
93,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,8
94,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,16
95,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,32
96,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333730697632,0.5,512,0.43333336710929876,2
97,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.5,512,0.42666670083999636,3
98,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,512,0.39333336353302,4
99,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,8
100,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,16
101,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,32
102,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.5,1024,0.43333336412906653,2
103,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,1024,0.4000000327825546,3
104,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.22000001668930058,4
105,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,8
106,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,16
107,rect,0.1,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,32
108,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.0,256,0.4666666984558105,2
109,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5,0.0,256,0.4066667020320893,3
110,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,256,0.5266667127609252,4
111,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5208333730697632,0.0,256,0.4533333659172058,8
112,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.0,256,0.5333333611488343,16
113,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.0,256,0.4666666984558105,32
114,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5,0.0,512,0.44666669964790345,2
115,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5208333730697632,0.0,512,0.4866666972637176,3
116,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333730697632,0.0,512,0.3800000369548797,4
117,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,512,0.6000000238418579,8
118,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333730697632,0.0,512,0.4666666984558105,16
119,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.3958333432674408,0.0,512,0.43333336710929876,32
120,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,1024,0.43333336710929876,2
121,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,1024,0.4866666972637176,3
122,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.0,1024,0.49333336353302,4
123,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5,0.0,1024,0.4733333647251129,8
124,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,1024,0.6000000238418579,16
125,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.0,1024,0.6000000238418579,32
126,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333730697632,0.5,256,0.5000000298023224,2
127,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,256,0.44000003337860105,3
128,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.5,256,0.5600000321865083,4
129,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.3333333432674408,0.5,256,0.420000034570694,8
130,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2916666865348816,0.5,256,0.2800000220537186,16
131,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,256,0.20000001788139346,32
132,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5,0.5,512,0.46666669845581055,2
133,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.5,512,0.5733333706855775,3
134,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,512,0.526666694879532,4
135,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2916666567325592,0.5,512,0.48000003993511203,8
136,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,16
137,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,512,0.20000001788139346,32
138,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4791666865348816,0.5,1024,0.4866667032241821,2
139,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.5,0.5,1024,0.500000035762787,3
140,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4166666865348816,0.5,1024,0.49333336353302,4
141,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.4583333432674408,0.5,1024,0.45333336591720574,8
142,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,16
143,rect,0.01,3,<function dropout at 0x7f4321166a60>,0.2083333432674408,0.5,1024,0.20000001788139346,32
