,dR,testAccuracy,learningrate,nstart,activationFn,layerForm,valAccuracy,dropoutFn,nlayers
36,0.0,0.972287118434906,0.1,256,3,cone,0.9772328972816469,<function dropout at 0x7f1dd6c89a60>,2
37,0.0,0.9772463440895081,0.1,256,3,cone,0.9782837092876434,<function dropout at 0x7f1dd6c89a60>,3
38,0.0,0.9757877588272095,0.1,256,3,cone,0.9772329032421113,<function dropout at 0x7f1dd6c89a60>,4
39,0.0,0.9772462844848633,0.1,256,3,cone,0.9774080574512483,<function dropout at 0x7f1dd6c89a60>,8
40,0.0,0.9696616530418396,0.1,256,3,cone,0.972854608297348,<function dropout at 0x7f1dd6c89a60>,16
41,0.0,0.9772462844848633,0.1,256,3,cone,0.9760069668293,<function dropout at 0x7f1dd6c89a60>,32
42,0.0,0.9807468056678772,0.1,512,3,cone,0.9782837212085724,<function dropout at 0x7f1dd6c89a60>,2
43,0.0,0.9702452421188354,0.1,512,3,cone,0.9763572514057159,<function dropout at 0x7f1dd6c89a60>,3
44,0.0,0.9734539985656738,0.1,512,3,cone,0.976707524061203,<function dropout at 0x7f1dd6c89a60>,4
45,0.0,0.9781214594841003,0.1,512,3,cone,0.9756567537784577,<function dropout at 0x7f1dd6c89a60>,8
46,0.0,0.9428239464759827,0.1,512,3,cone,0.9704027593135834,<function dropout at 0x7f1dd6c89a60>,16
47,0.0,0.9673280119895935,0.1,512,3,cone,0.9674255430698395,<function dropout at 0x7f1dd6c89a60>,32
48,0.0,0.9781213998794556,0.1,1024,3,cone,0.9788091123104098,<function dropout at 0x7f1dd6c89a60>,2
49,0.0,0.9787049293518066,0.1,1024,3,cone,0.9765323996543884,<function dropout at 0x7f1dd6c89a60>,3
50,0.0,0.9734539985656738,0.1,1024,3,cone,0.9765323877334594,<function dropout at 0x7f1dd6c89a60>,4
51,0.0,0.9784131646156311,0.1,1024,3,cone,0.9758318543434145,<function dropout at 0x7f1dd6c89a60>,8
52,0.0,0.9743291735649109,0.1,1024,3,cone,0.9744307994842528,<function dropout at 0x7f1dd6c89a60>,16
53,0.0,0.9731622934341431,0.1,1024,3,cone,0.9693519949913026,<function dropout at 0x7f1dd6c89a60>,32
54,0.0,0.9603268504142761,0.01,256,3,cone,0.9649737119674683,<function dropout at 0x7f1dd6c89a60>,2
55,0.0,0.9719954133033752,0.01,256,3,cone,0.9719789505004882,<function dropout at 0x7f1dd6c89a60>,3
56,0.0,0.9652859568595886,0.01,256,3,cone,0.971628713607788,<function dropout at 0x7f1dd6c89a60>,4
57,0.0,0.9676197171211243,0.01,256,3,cone,0.9756567358970643,<function dropout at 0x7f1dd6c89a60>,8
58,0.0,0.9740374088287354,0.01,256,3,cone,0.9732049107551576,<function dropout at 0x7f1dd6c89a60>,16
59,0.0,0.9682031273841858,0.01,256,3,cone,0.9723292231559751,<function dropout at 0x7f1dd6c89a60>,32
60,0.0,0.9597433805465698,0.01,512,3,cone,0.9623467266559602,<function dropout at 0x7f1dd6c89a60>,2
61,0.0,0.9579931497573853,0.01,512,3,cone,0.9658493399620056,<function dropout at 0x7f1dd6c89a60>,3
62,0.0,0.9781215190887451,0.01,512,3,cone,0.9700525045394899,<function dropout at 0x7f1dd6c89a60>,4
63,0.0,0.9719954133033752,0.01,512,3,cone,0.9784588456153871,<function dropout at 0x7f1dd6c89a60>,8
64,0.0,0.9731623530387878,0.01,512,3,cone,0.9735551238059998,<function dropout at 0x7f1dd6c89a60>,16
65,0.0,0.9737457036972046,0.01,512,3,cone,0.9684763848781586,<function dropout at 0x7f1dd6c89a60>,32
66,0.0,0.9579931497573853,0.01,1024,3,cone,0.9616462111473083,<function dropout at 0x7f1dd6c89a60>,2
67,0.0,0.9766628742218018,0.01,1024,3,cone,0.9742557168006897,<function dropout at 0x7f1dd6c89a60>,3
68,0.0,0.9731623530387878,0.01,1024,3,cone,0.9789842247962951,<function dropout at 0x7f1dd6c89a60>,4
69,0.0,0.9725788831710815,0.01,1024,3,cone,0.9709281444549561,<function dropout at 0x7f1dd6c89a60>,8
70,0.0,0.975204348564148,0.01,1024,3,cone,0.9786339938640595,<function dropout at 0x7f1dd6c89a60>,16
71,0.0,0.9708285331726074,0.01,1024,3,cone,0.9688265860080718,<function dropout at 0x7f1dd6c89a60>,32
72,0.5,0.02129521779716015,10.0,256,3,cone,0.02451838739216328,<function dropout at 0x7f1dd6c89a60>,2
73,0.5,0.021295215934515,10.0,256,3,cone,0.024518387950956826,<function dropout at 0x7f1dd6c89a60>,3
74,0.5,0.021295215934515,10.0,256,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,4
75,0.5,0.021295215934515,10.0,256,3,cone,0.02451838906854391,<function dropout at 0x7f1dd6c89a60>,8
76,0.5,0.021295215934515,10.0,256,3,cone,0.02451838906854391,<function dropout at 0x7f1dd6c89a60>,16
77,0.5,0.021295215934515,10.0,256,3,cone,0.024518389254808426,<function dropout at 0x7f1dd6c89a60>,32
78,0.5,0.021295215934515,10.0,512,3,cone,0.024518387578427794,<function dropout at 0x7f1dd6c89a60>,2
79,0.5,0.021295215934515,10.0,512,3,cone,0.024518389254808426,<function dropout at 0x7f1dd6c89a60>,3
80,0.5,0.021295215934515,10.0,512,3,cone,0.02451838906854391,<function dropout at 0x7f1dd6c89a60>,4
81,0.5,0.021295215934515,10.0,512,3,cone,0.02451838813722134,<function dropout at 0x7f1dd6c89a60>,8
82,0.5,0.021295215934515,10.0,512,3,cone,0.024518387578427794,<function dropout at 0x7f1dd6c89a60>,16
83,0.5,0.021295215934515,10.0,512,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,32
84,0.5,0.02129521779716015,10.0,1024,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,2
85,0.5,0.021295215934515,10.0,1024,3,cone,0.024518387950956823,<function dropout at 0x7f1dd6c89a60>,3
86,0.5,0.021295215934515,10.0,1024,3,cone,0.024518389254808426,<function dropout at 0x7f1dd6c89a60>,4
87,0.5,0.02129521779716015,10.0,1024,3,cone,0.024518388696014883,<function dropout at 0x7f1dd6c89a60>,8
88,0.5,0.021295215934515,10.0,1024,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,16
89,0.5,0.021295215934515,10.0,1024,3,cone,0.02451838850975037,<function dropout at 0x7f1dd6c89a60>,32
90,0.5,0.9746208190917969,1.0,256,3,cone,0.9784588277339935,<function dropout at 0x7f1dd6c89a60>,2
91,0.5,0.05163360387086868,1.0,256,3,cone,0.47898424100130804,<function dropout at 0x7f1dd6c89a60>,3
92,0.5,0.9270712733268738,1.0,256,3,cone,0.9264448165893555,<function dropout at 0x7f1dd6c89a60>,4
93,0.5,0.021295215934515,1.0,256,3,cone,0.024518387578427794,<function dropout at 0x7f1dd6c89a60>,8
94,0.5,0.9270713329315186,1.0,256,3,cone,0.9264447927474977,<function dropout at 0x7f1dd6c89a60>,16
95,0.5,0.021295215934515,1.0,256,3,cone,0.02451838850975037,<function dropout at 0x7f1dd6c89a60>,32
96,0.5,0.9778296947479248,1.0,512,3,cone,0.9746059298515319,<function dropout at 0x7f1dd6c89a60>,2
97,0.5,0.021295215934515,1.0,512,3,cone,0.024518389254808426,<function dropout at 0x7f1dd6c89a60>,3
98,0.5,0.021295215934515,1.0,512,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,4
99,0.5,0.02129521779716015,1.0,512,3,cone,0.024518388696014883,<function dropout at 0x7f1dd6c89a60>,8
100,0.5,0.021295215934515,1.0,512,3,cone,0.024518389254808426,<function dropout at 0x7f1dd6c89a60>,16
101,0.5,0.021295215934515,1.0,512,3,cone,0.024518388696014883,<function dropout at 0x7f1dd6c89a60>,32
102,0.5,0.021295215934515,1.0,1024,3,cone,0.36900176927447315,<function dropout at 0x7f1dd6c89a60>,2
103,0.5,0.021295215934515,1.0,1024,3,cone,0.02451838813722134,<function dropout at 0x7f1dd6c89a60>,3
104,0.5,0.021295215934515,1.0,1024,3,cone,0.02451838776469231,<function dropout at 0x7f1dd6c89a60>,4
105,0.5,0.021295215934515,1.0,1024,3,cone,0.02451838850975037,<function dropout at 0x7f1dd6c89a60>,8
106,0.5,0.021295215934515,1.0,1024,3,cone,0.02451838906854391,<function dropout at 0x7f1dd6c89a60>,16
107,0.5,0.021295215934515,1.0,1024,3,cone,0.02451838776469231,<function dropout at 0x7f1dd6c89a60>,32
108,0.5,0.9684947729110718,0.1,256,3,cone,0.9628721237182618,<function dropout at 0x7f1dd6c89a60>,2
109,0.5,0.9559512138366699,0.1,256,3,cone,0.9581435978412629,<function dropout at 0x7f1dd6c89a60>,3
110,0.5,0.9620771408081055,0.1,256,3,cone,0.9628721237182618,<function dropout at 0x7f1dd6c89a60>,4
111,0.5,0.9270713329315186,0.1,256,3,cone,0.9264447808265688,<function dropout at 0x7f1dd6c89a60>,8
112,0.5,0.9270712733268738,0.1,256,3,cone,0.9264447808265688,<function dropout at 0x7f1dd6c89a60>,16
113,0.5,0.021295215934515,0.1,256,3,cone,0.4754815900698305,<function dropout at 0x7f1dd6c89a60>,32
114,0.5,0.9606185555458069,0.1,512,3,cone,0.9593695163726808,<function dropout at 0x7f1dd6c89a60>,2
115,0.5,0.9684947729110718,0.1,512,3,cone,0.9639229118824005,<function dropout at 0x7f1dd6c89a60>,3
116,0.5,0.9664527773857117,0.1,512,3,cone,0.9677757740020752,<function dropout at 0x7f1dd6c89a60>,4
117,0.5,0.9270713329315186,0.1,512,3,cone,0.9264447927474977,<function dropout at 0x7f1dd6c89a60>,8
118,0.5,0.9270713329315186,0.1,512,3,cone,0.9264448165893556,<function dropout at 0x7f1dd6c89a60>,16
119,0.5,0.021295215934515,0.1,512,3,cone,0.024518388882279397,<function dropout at 0x7f1dd6c89a60>,32
120,0.5,0.9722871780395508,0.1,1024,3,cone,0.9709281325340272,<function dropout at 0x7f1dd6c89a60>,2
121,0.5,0.97199547290802,0.1,1024,3,cone,0.9740805149078369,<function dropout at 0x7f1dd6c89a60>,3
122,0.5,0.9717036485671997,0.1,1024,3,cone,0.9733799934387206,<function dropout at 0x7f1dd6c89a60>,4
123,0.5,0.9270713329315186,0.1,1024,3,cone,0.9264448285102844,<function dropout at 0x7f1dd6c89a60>,8
124,0.5,0.9270712733268738,0.1,1024,3,cone,0.9264447689056398,<function dropout at 0x7f1dd6c89a60>,16
125,0.5,0.021295215934515,0.1,1024,3,cone,0.02451838850975037,<function dropout at 0x7f1dd6c89a60>,32
126,0.5,0.9442824125289917,0.01,256,3,cone,0.9457092881202699,<function dropout at 0x7f1dd6c89a60>,2
127,0.5,0.9419487714767456,0.01,256,3,cone,0.9404553771018984,<function dropout at 0x7f1dd6c89a60>,3
128,0.5,0.9422404766082764,0.01,256,3,cone,0.9422066628932954,<function dropout at 0x7f1dd6c89a60>,4
129,0.5,0.9270713329315186,0.01,256,3,cone,0.9264448642730713,<function dropout at 0x7f1dd6c89a60>,8
130,0.5,0.9270713329315186,0.01,256,3,cone,0.9264448285102844,<function dropout at 0x7f1dd6c89a60>,16
131,0.5,0.021295215934515,0.01,256,3,cone,0.02451838813722134,<function dropout at 0x7f1dd6c89a60>,32
132,0.5,0.9451576471328735,0.01,512,3,cone,0.9457092821598054,<function dropout at 0x7f1dd6c89a60>,2
133,0.5,0.9401983618736267,0.01,512,3,cone,0.9404553592205049,<function dropout at 0x7f1dd6c89a60>,3
134,0.5,0.9404901266098022,0.01,512,3,cone,0.9472854614257812,<function dropout at 0x7f1dd6c89a60>,4
135,0.5,0.9270713329315186,0.01,512,3,cone,0.9264447808265688,<function dropout at 0x7f1dd6c89a60>,8
136,0.5,0.9270713329315186,0.01,512,3,cone,0.9264448165893555,<function dropout at 0x7f1dd6c89a60>,16
137,0.5,0.9270713329315186,0.01,512,3,cone,0.9264448046684266,<function dropout at 0x7f1dd6c89a60>,32
138,0.5,0.954200804233551,0.01,1024,3,cone,0.9588440954685212,<function dropout at 0x7f1dd6c89a60>,2
139,0.5,0.9471996426582336,0.01,1024,3,cone,0.9530647635459898,<function dropout at 0x7f1dd6c89a60>,3
140,0.5,0.9422404766082764,0.01,1024,3,cone,0.9439579784870147,<function dropout at 0x7f1dd6c89a60>,4
141,0.5,0.9270713329315186,0.01,1024,3,cone,0.9264448285102845,<function dropout at 0x7f1dd6c89a60>,8
142,0.5,0.9270712733268738,0.01,1024,3,cone,0.9264448523521424,<function dropout at 0x7f1dd6c89a60>,16
143,0.5,0.021295215934515,0.01,1024,3,cone,0.02451838850975037,<function dropout at 0x7f1dd6c89a60>,32
