,valAccuracy,dR,activationFn,nlayers,dropoutFn,nstart,testAccuracy,learningrate,layerForm
61,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
62,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,0.1,rect
63,0.7383333981037139,0.0,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,0.01,rect
64,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,10.0,rect
65,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
66,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,0.1,rect
67,0.7550000727176667,0.0,3,32,<function dropout at 0x7fdfed57ea60>,512,0.6780821681022644,0.01,rect
68,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,10.0,rect
69,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
70,0.6500000953674315,0.0,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.1,rect
71,0.743333399295807,0.0,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.6575342416763306,0.01,rect
72,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
73,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
74,0.6966667234897613,0.5,3,2,<function dropout at 0x7fdfed57ea60>,256,0.6849315166473389,0.1,rect
75,0.6966667175292968,0.5,3,2,<function dropout at 0x7fdfed57ea60>,256,0.664383590221405,0.01,rect
76,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,10.0,rect
77,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
78,0.6933333873748778,0.5,3,2,<function dropout at 0x7fdfed57ea60>,512,0.6438356041908264,0.1,rect
79,0.7000000536441803,0.5,3,2,<function dropout at 0x7fdfed57ea60>,512,0.7260274291038513,0.01,rect
80,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
81,0.6500000953674315,0.5,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
82,0.685000079870224,0.5,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.636986255645752,0.1,rect
83,0.6766667306423186,0.5,3,2,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.01,rect
84,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,10.0,rect
85,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
86,0.7233333826065064,0.5,3,3,<function dropout at 0x7fdfed57ea60>,256,0.6506848931312561,0.1,rect
87,0.6966667175292968,0.5,3,3,<function dropout at 0x7fdfed57ea60>,256,0.6780821681022644,0.01,rect
88,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,10.0,rect
89,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,1.0,rect
90,0.7383333861827851,0.5,3,3,<function dropout at 0x7fdfed57ea60>,512,0.6438356041908264,0.1,rect
91,0.7033333837985991,0.5,3,3,<function dropout at 0x7fdfed57ea60>,512,0.636986255645752,0.01,rect
92,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
93,0.6500000953674315,0.5,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
94,0.6433333992958068,0.5,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.602739691734314,0.1,rect
95,0.7100000560283659,0.5,3,3,<function dropout at 0x7fdfed57ea60>,1024,0.6506849527359009,0.01,rect
96,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,10.0,rect
97,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,1.0,rect
98,0.6950000643730163,0.5,3,4,<function dropout at 0x7fdfed57ea60>,256,0.6301369667053223,0.1,rect
99,0.6933333992958068,0.5,3,4,<function dropout at 0x7fdfed57ea60>,256,0.6301369667053223,0.01,rect
100,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
101,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,1.0,rect
102,0.6933334052562714,0.5,3,4,<function dropout at 0x7fdfed57ea60>,512,0.636986255645752,0.1,rect
103,0.6750000715255736,0.5,3,4,<function dropout at 0x7fdfed57ea60>,512,0.6164383888244629,0.01,rect
104,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
105,0.6500000953674315,0.5,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
106,0.6433333933353425,0.5,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.6780822277069092,0.1,rect
107,0.6966667234897613,0.5,3,4,<function dropout at 0x7fdfed57ea60>,1024,0.6369863152503967,0.01,rect
108,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,10.0,rect
109,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,1.0,rect
110,0.656666725873947,0.5,3,8,<function dropout at 0x7fdfed57ea60>,256,0.698630154132843,0.1,rect
111,0.6816667318344116,0.5,3,8,<function dropout at 0x7fdfed57ea60>,256,0.602739691734314,0.01,rect
112,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
113,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
114,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,0.1,rect
115,0.685000067949295,0.5,3,8,<function dropout at 0x7fdfed57ea60>,512,0.5821918249130249,0.01,rect
116,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
117,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
118,0.6500000953674315,0.5,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.1,rect
119,0.6700000762939452,0.5,3,8,<function dropout at 0x7fdfed57ea60>,1024,0.5821917653083801,0.01,rect
120,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,10.0,rect
121,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,1.0,rect
122,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,0.1,rect
123,0.7000000655651093,0.5,3,16,<function dropout at 0x7fdfed57ea60>,256,0.636986255645752,0.01,rect
124,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
125,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
126,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,0.1,rect
127,0.6033334076404572,0.5,3,16,<function dropout at 0x7fdfed57ea60>,512,0.6643835306167603,0.01,rect
128,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
129,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,1.0,rect
130,0.6500000953674315,0.5,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.7191780209541321,0.1,rect
131,0.43500004410743703,0.5,3,16,<function dropout at 0x7fdfed57ea60>,1024,0.28082191944122314,0.01,rect
132,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,10.0,rect
133,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,1.0,rect
134,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780805587769,0.1,rect
135,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,256,0.7191780209541321,0.01,rect
136,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,10.0,rect
137,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,1.0,rect
138,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780805587769,0.1,rect
139,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,512,0.7191780209541321,0.01,rect
140,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,10.0,rect
141,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,1.0,rect
142,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.1,rect
143,0.6500000953674315,0.5,3,32,<function dropout at 0x7fdfed57ea60>,1024,0.7191780805587769,0.01,rect
