,activationFn,learningrate,layerForm,dR,nstart,testAccuracy,valAccuracy,dropoutFn,nlayers
48,3,1.0,cone,0.0,1024,0.3207547068595886,0.31794874966144565,<function dropout at 0x7f1e11838a60>,2
49,3,1.0,cone,0.0,1024,0.1644204705953598,0.14871795475482943,<function dropout at 0x7f1e11838a60>,3
50,3,1.0,cone,0.0,1024,0.320754736661911,0.31794874966144565,<function dropout at 0x7f1e11838a60>,4
51,3,1.0,cone,0.0,1024,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,8
52,3,1.0,cone,0.0,1024,0.320754736661911,0.3179487556219101,<function dropout at 0x7f1e11838a60>,16
53,3,1.0,cone,0.0,1024,0.320754736661911,0.31794874966144565,<function dropout at 0x7f1e11838a60>,32
54,3,1.0,cone,0.5,256,0.5417790412902832,0.4764102876186371,<function dropout at 0x7f1e11838a60>,2
55,3,1.0,cone,0.5,256,0.320754736661911,0.2517948932945729,<function dropout at 0x7f1e11838a60>,3
56,3,1.0,cone,0.5,256,0.3207547068595886,0.31794874072074897,<function dropout at 0x7f1e11838a60>,4
57,3,1.0,cone,0.5,256,0.3207547068595886,0.3179487526416779,<function dropout at 0x7f1e11838a60>,8
58,3,1.0,cone,0.5,256,0.3207547068595886,0.3179487347602845,<function dropout at 0x7f1e11838a60>,16
59,3,1.0,cone,0.5,256,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
60,3,1.0,cone,0.5,512,0.31536388397216797,0.3107692483812571,<function dropout at 0x7f1e11838a60>,2
61,3,1.0,cone,0.5,512,0.1644204705953598,0.1825641103088856,<function dropout at 0x7f1e11838a60>,3
62,3,1.0,cone,0.5,512,0.320754736661911,0.31794875860214233,<function dropout at 0x7f1e11838a60>,4
63,3,1.0,cone,0.5,512,0.320754736661911,0.31794875860214233,<function dropout at 0x7f1e11838a60>,8
64,3,1.0,cone,0.5,512,0.320754736661911,0.31794874966144565,<function dropout at 0x7f1e11838a60>,16
65,3,1.0,cone,0.5,512,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
66,3,1.0,cone,0.5,1024,0.320754736661911,0.3179487526416779,<function dropout at 0x7f1e11838a60>,2
67,3,1.0,cone,0.5,1024,0.02964959666132927,0.1292307743802667,<function dropout at 0x7f1e11838a60>,3
68,3,1.0,cone,0.5,1024,0.320754736661911,0.31794875860214233,<function dropout at 0x7f1e11838a60>,4
69,3,1.0,cone,0.5,1024,0.320754736661911,0.31794875860214233,<function dropout at 0x7f1e11838a60>,8
70,3,1.0,cone,0.5,1024,0.3207547068595886,0.3179487556219101,<function dropout at 0x7f1e11838a60>,16
71,3,1.0,cone,0.5,1024,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
72,3,0.1,cone,0.0,256,0.5902965068817139,0.546666693687439,<function dropout at 0x7f1e11838a60>,2
73,3,0.1,cone,0.0,256,0.6199460625648499,0.5620513081550599,<function dropout at 0x7f1e11838a60>,3
74,3,0.1,cone,0.0,256,0.6010781526565552,0.5297436177730561,<function dropout at 0x7f1e11838a60>,4
75,3,0.1,cone,0.0,256,0.5929919481277466,0.5266666948795319,<function dropout at 0x7f1e11838a60>,8
76,3,0.1,cone,0.0,256,0.5525606274604797,0.511794900894165,<function dropout at 0x7f1e11838a60>,16
77,3,0.1,cone,0.0,256,0.5552560687065125,0.49743592739105236,<function dropout at 0x7f1e11838a60>,32
78,3,0.1,cone,0.0,512,0.6037735939025879,0.5446154117584229,<function dropout at 0x7f1e11838a60>,2
79,3,0.1,cone,0.0,512,0.606468915939331,0.5548718214035034,<function dropout at 0x7f1e11838a60>,3
80,3,0.1,cone,0.0,512,0.5983827114105225,0.5482051551342011,<function dropout at 0x7f1e11838a60>,4
81,3,0.1,cone,0.0,512,0.5822102427482605,0.5225641310214997,<function dropout at 0x7f1e11838a60>,8
82,3,0.1,cone,0.0,512,0.522911012172699,0.5256410539150238,<function dropout at 0x7f1e11838a60>,16
83,3,0.1,cone,0.0,512,0.4905660152435303,0.4892307996749878,<function dropout at 0x7f1e11838a60>,32
84,3,0.1,cone,0.0,1024,0.6118597984313965,0.547179514169693,<function dropout at 0x7f1e11838a60>,2
85,3,0.1,cone,0.0,1024,0.6145552396774292,0.5528205394744874,<function dropout at 0x7f1e11838a60>,3
86,3,0.1,cone,0.0,1024,0.5849056243896484,0.5430769503116608,<function dropout at 0x7f1e11838a60>,4
87,3,0.1,cone,0.0,1024,0.6118597984313965,0.5179487466812135,<function dropout at 0x7f1e11838a60>,8
88,3,0.1,cone,0.0,1024,0.5336927175521851,0.49897438883781436,<function dropout at 0x7f1e11838a60>,16
89,3,0.1,cone,0.0,1024,0.4690026640892029,0.4923077225685119,<function dropout at 0x7f1e11838a60>,32
90,3,0.1,cone,0.5,256,0.5983827710151672,0.5846154093742371,<function dropout at 0x7f1e11838a60>,2
91,3,0.1,cone,0.5,256,0.5902964472770691,0.5533333599567413,<function dropout at 0x7f1e11838a60>,3
92,3,0.1,cone,0.5,256,0.5148247480392456,0.4861538767814636,<function dropout at 0x7f1e11838a60>,4
93,3,0.1,cone,0.5,256,0.3207547068595886,0.3200000405311585,<function dropout at 0x7f1e11838a60>,8
94,3,0.1,cone,0.5,256,0.320754736661911,0.3179487526416779,<function dropout at 0x7f1e11838a60>,16
95,3,0.1,cone,0.5,256,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
96,3,0.1,cone,0.5,512,0.6064690351486206,0.565641051530838,<function dropout at 0x7f1e11838a60>,2
97,3,0.1,cone,0.5,512,0.5956872701644897,0.5610256671905518,<function dropout at 0x7f1e11838a60>,3
98,3,0.1,cone,0.5,512,0.5714285373687744,0.49538464546203614,<function dropout at 0x7f1e11838a60>,4
99,3,0.1,cone,0.5,512,0.320754736661911,0.32051284313201905,<function dropout at 0x7f1e11838a60>,8
100,3,0.1,cone,0.5,512,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,16
101,3,0.1,cone,0.5,512,0.3207547068595886,0.3179487317800523,<function dropout at 0x7f1e11838a60>,32
102,3,0.1,cone,0.5,1024,0.6064690351486206,0.5605128467082977,<function dropout at 0x7f1e11838a60>,2
103,3,0.1,cone,0.5,1024,0.6118597984313965,0.5615384876728058,<function dropout at 0x7f1e11838a60>,3
104,3,0.1,cone,0.5,1024,0.5417789220809937,0.492820543050766,<function dropout at 0x7f1e11838a60>,4
105,3,0.1,cone,0.5,1024,0.336927205324173,0.32358976602554324,<function dropout at 0x7f1e11838a60>,8
106,3,0.1,cone,0.5,1024,0.3207547068595886,0.31794874966144565,<function dropout at 0x7f1e11838a60>,16
107,3,0.1,cone,0.5,1024,0.320754736661911,0.3179487556219101,<function dropout at 0x7f1e11838a60>,32
108,3,0.01,cone,0.0,256,0.5741239786148071,0.5707692563533784,<function dropout at 0x7f1e11838a60>,2
109,3,0.01,cone,0.0,256,0.6118597984313965,0.5589743852615356,<function dropout at 0x7f1e11838a60>,3
110,3,0.01,cone,0.0,256,0.6037735939025879,0.5738461792469025,<function dropout at 0x7f1e11838a60>,4
111,3,0.01,cone,0.0,256,0.5714285373687744,0.5358974635601044,<function dropout at 0x7f1e11838a60>,8
112,3,0.01,cone,0.0,256,0.5849056243896484,0.5507692575454712,<function dropout at 0x7f1e11838a60>,16
113,3,0.01,cone,0.0,256,0.5471698045730591,0.4984615683555603,<function dropout at 0x7f1e11838a60>,32
114,3,0.01,cone,0.0,512,0.592991828918457,0.5620513081550599,<function dropout at 0x7f1e11838a60>,2
115,3,0.01,cone,0.0,512,0.6091643571853638,0.5523077189922334,<function dropout at 0x7f1e11838a60>,3
116,3,0.01,cone,0.0,512,0.5768194198608398,0.5420513093471527,<function dropout at 0x7f1e11838a60>,4
117,3,0.01,cone,0.0,512,0.6037735939025879,0.5256410539150239,<function dropout at 0x7f1e11838a60>,8
118,3,0.01,cone,0.0,512,0.6037735342979431,0.5220513105392456,<function dropout at 0x7f1e11838a60>,16
119,3,0.01,cone,0.0,512,0.6010781526565552,0.5041025936603546,<function dropout at 0x7f1e11838a60>,32
120,3,0.01,cone,0.0,1024,0.5902963876724243,0.547692334651947,<function dropout at 0x7f1e11838a60>,2
121,3,0.01,cone,0.0,1024,0.5876010656356812,0.563076949119568,<function dropout at 0x7f1e11838a60>,3
122,3,0.01,cone,0.0,1024,0.5822102427482605,0.5528205394744873,<function dropout at 0x7f1e11838a60>,4
123,3,0.01,cone,0.0,1024,0.5876010656356812,0.5492307960987092,<function dropout at 0x7f1e11838a60>,8
124,3,0.01,cone,0.0,1024,0.5929918885231018,0.5451282322406769,<function dropout at 0x7f1e11838a60>,16
125,3,0.01,cone,0.0,1024,0.5525606274604797,0.4984615683555603,<function dropout at 0x7f1e11838a60>,32
126,3,0.01,cone,0.5,256,0.5956873297691345,0.5251282334327699,<function dropout at 0x7f1e11838a60>,2
127,3,0.01,cone,0.5,256,0.5336927175521851,0.48153849244117736,<function dropout at 0x7f1e11838a60>,3
128,3,0.01,cone,0.5,256,0.5121293663978577,0.44512823820114134,<function dropout at 0x7f1e11838a60>,4
129,3,0.01,cone,0.5,256,0.3261455297470093,0.3528205245733262,<function dropout at 0x7f1e11838a60>,8
130,3,0.01,cone,0.5,256,0.2749325931072235,0.32923079431056973,<function dropout at 0x7f1e11838a60>,16
131,3,0.01,cone,0.5,256,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
132,3,0.01,cone,0.5,512,0.5768193602561951,0.5671795129776002,<function dropout at 0x7f1e11838a60>,2
133,3,0.01,cone,0.5,512,0.5579514503479004,0.4830769538879395,<function dropout at 0x7f1e11838a60>,3
134,3,0.01,cone,0.5,512,0.5390835404396057,0.529230797290802,<function dropout at 0x7f1e11838a60>,4
135,3,0.01,cone,0.5,512,0.39083561301231384,0.34153848588466645,<function dropout at 0x7f1e11838a60>,8
136,3,0.01,cone,0.5,512,0.3180592954158783,0.32102567255496983,<function dropout at 0x7f1e11838a60>,16
137,3,0.01,cone,0.5,512,0.3207547068595886,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
138,3,0.01,cone,0.5,1024,0.5876010656356812,0.5441025912761689,<function dropout at 0x7f1e11838a60>,2
139,3,0.01,cone,0.5,1024,0.5256064534187317,0.4923077225685119,<function dropout at 0x7f1e11838a60>,3
140,3,0.01,cone,0.5,1024,0.5417789220809937,0.5420513093471527,<function dropout at 0x7f1e11838a60>,4
141,3,0.01,cone,0.5,1024,0.3692722022533417,0.37128207683563236,<function dropout at 0x7f1e11838a60>,8
142,3,0.01,cone,0.5,1024,0.2964959740638733,0.29948720037937165,<function dropout at 0x7f1e11838a60>,16
143,3,0.01,cone,0.5,1024,0.320754736661911,0.31794875860214233,<function dropout at 0x7f1e11838a60>,32
