,testAccuracy,dR,learningrate,valAccuracy,activationFn,dropoutFn,nstart,layerForm,nlayers
85,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
86,0.6483702063560486,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
87,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
88,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
89,0.6483701467514038,0.5,10.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
90,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
91,0.6483701467514038,0.5,1.0,0.5886706054210663,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
92,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
93,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
94,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
95,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
96,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
97,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
98,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
99,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
100,0.6483702063560486,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
101,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
102,0.6483702063560486,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
103,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
104,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
105,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
106,0.6483702063560486,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
107,0.6483701467514038,0.5,1.0,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
108,0.8569927215576172,0.5,0.1,0.8539972484111786,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
109,0.8624606132507324,0.5,0.1,0.8562357306480408,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
110,0.8603576421737671,0.5,0.1,0.8561900019645691,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
111,0.8475289344787598,0.5,0.1,0.848012787103653,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
112,0.6483702063560486,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
113,0.6483701467514038,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
114,0.8593060970306396,0.5,0.1,0.8568295717239379,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
115,0.8658255338668823,0.5,0.1,0.8597075939178468,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
116,0.8647739887237549,0.5,0.1,0.8624942541122438,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
117,0.8460568189620972,0.5,0.1,0.8468250095844269,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
118,0.6483701467514038,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
119,0.6483701467514038,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
120,0.8597267270088196,0.5,0.1,0.8561443328857422,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
121,0.8628813028335571,0.5,0.1,0.8604842126369477,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
122,0.8649842739105225,0.5,0.1,0.8618547081947326,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
123,0.8532072305679321,0.5,0.1,0.8518044531345368,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
124,0.6483701467514038,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
125,0.6483701467514038,0.5,0.1,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
126,0.8351210355758667,0.5,0.01,0.837688422203064,3,<function dropout at 0x7fbf02de1a60>,256,cone,2
127,0.826077938079834,0.5,0.01,0.8260392546653746,3,<function dropout at 0x7fbf02de1a60>,256,cone,3
128,0.8172450661659241,0.5,0.01,0.8198264181613921,3,<function dropout at 0x7fbf02de1a60>,256,cone,4
129,0.6483701467514038,0.5,0.01,0.6485152781009675,3,<function dropout at 0x7fbf02de1a60>,256,cone,8
130,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,16
131,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,256,cone,32
132,0.844374418258667,0.5,0.01,0.848195481300354,3,<function dropout at 0x7fbf02de1a60>,512,cone,2
133,0.8382756114006042,0.5,0.01,0.8435815513134004,3,<function dropout at 0x7fbf02de1a60>,512,cone,3
134,0.8309149146080017,0.5,0.01,0.8297395944595336,3,<function dropout at 0x7fbf02de1a60>,512,cone,4
135,0.6483701467514038,0.5,0.01,0.6599817156791687,3,<function dropout at 0x7fbf02de1a60>,512,cone,8
136,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,16
137,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,512,cone,32
138,0.8500526547431946,0.5,0.01,0.8506167173385619,3,<function dropout at 0x7fbf02de1a60>,1024,cone,2
139,0.8458465337753296,0.5,0.01,0.8492461860179901,3,<function dropout at 0x7fbf02de1a60>,1024,cone,3
140,0.8483702540397644,0.5,0.01,0.8490178167819976,3,<function dropout at 0x7fbf02de1a60>,1024,cone,4
141,0.6483701467514038,0.5,0.01,0.6536317765712739,3,<function dropout at 0x7fbf02de1a60>,1024,cone,8
142,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,16
143,0.6483701467514038,0.5,0.01,0.6477843523025514,3,<function dropout at 0x7fbf02de1a60>,1024,cone,32
