,valAccuracy,learningrate,dR,testAccuracy,layerForm,nlayers,nstart,dropoutFn,activationFn
113,0.8400763154029846,0.01,0.0,0.8462006449699402,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
114,0.8391906440258027,0.01,0.0,0.8503772020339966,cone,4,256,<function dropout at 0x7fd46a219a60>,3
115,0.8406802058219908,0.01,0.0,0.848964512348175,cone,4,512,<function dropout at 0x7fd46a219a60>,3
116,0.8395529747009277,0.01,0.0,0.8528954982757568,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
117,0.8410626471042633,0.01,0.0,0.8512985706329346,cone,8,256,<function dropout at 0x7fd46a219a60>,3
118,0.8401165604591371,0.01,0.0,0.8500087857246399,cone,8,512,<function dropout at 0x7fd46a219a60>,3
119,0.8414853274822236,0.01,0.0,0.8448494076728821,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
120,0.8360907912254333,0.01,0.0,0.8473676443099976,cone,16,256,<function dropout at 0x7fd46a219a60>,3
121,0.8405795395374298,0.01,0.0,0.8499473333358765,cone,16,512,<function dropout at 0x7fd46a219a60>,3
122,0.8406600415706635,0.01,0.0,0.8470605611801147,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
123,0.838304978609085,0.01,0.0,0.8449108004570007,cone,32,256,<function dropout at 0x7fd46a219a60>,3
124,0.8383049964904786,0.01,0.0,0.8441736698150635,cone,32,512,<function dropout at 0x7fd46a219a60>,3
125,0.838063430786133,0.01,0.0,0.8478590250015259,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
126,0.8379225850105286,0.01,0.5,0.8466920256614685,cone,2,256,<function dropout at 0x7fd46a219a60>,3
127,0.8378823041915895,0.01,0.5,0.8454021215438843,cone,2,512,<function dropout at 0x7fd46a219a60>,3
128,0.8355071067810059,0.01,0.5,0.8476133346557617,cone,2,1024,<function dropout at 0x7fd46a219a60>,3
129,0.8357083678245544,0.01,0.5,0.8446650505065918,cone,3,256,<function dropout at 0x7fd46a219a60>,3
130,0.834822678565979,0.01,0.5,0.8400585055351257,cone,3,512,<function dropout at 0x7fd46a219a60>,3
131,0.8367751836776733,0.01,0.5,0.841655433177948,cone,3,1024,<function dropout at 0x7fd46a219a60>,3
132,0.8347421586513519,0.01,0.5,0.8411639928817749,cone,4,256,<function dropout at 0x7fd46a219a60>,3
133,0.8347824454307556,0.01,0.5,0.8468148708343506,cone,4,512,<function dropout at 0x7fd46a219a60>,3
134,0.8359901547431946,0.01,0.5,0.8433139324188232,cone,4,1024,<function dropout at 0x7fd46a219a60>,3
135,0.7495973050594329,0.01,0.5,0.7637733817100525,cone,8,256,<function dropout at 0x7fd46a219a60>,3
136,0.7495972514152527,0.01,0.5,0.7637733817100525,cone,8,512,<function dropout at 0x7fd46a219a60>,3
137,0.7495972871780395,0.01,0.5,0.7637733221054077,cone,8,1024,<function dropout at 0x7fd46a219a60>,3
138,0.7495972692966462,0.01,0.5,0.7637733817100525,cone,16,256,<function dropout at 0x7fd46a219a60>,3
139,0.7495972692966462,0.01,0.5,0.7637733817100525,cone,16,512,<function dropout at 0x7fd46a219a60>,3
140,0.7495972633361817,0.01,0.5,0.7637733817100525,cone,16,1024,<function dropout at 0x7fd46a219a60>,3
141,0.7495972514152527,0.01,0.5,0.7637733817100525,cone,32,256,<function dropout at 0x7fd46a219a60>,3
142,0.7495972514152527,0.01,0.5,0.7637733221054077,cone,32,512,<function dropout at 0x7fd46a219a60>,3
143,0.7495972990989684,0.01,0.5,0.7637733817100525,cone,32,1024,<function dropout at 0x7fd46a219a60>,3
