,learningrate,activationFn,dR,testAccuracy,dropoutFn,valAccuracy,nlayers,nstart,layerForm
24,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,256,rect
25,10.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,512,rect
26,10.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,1024,rect
27,10.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,256,rect
28,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,512,rect
29,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,1024,rect
30,10.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,16,256,rect
31,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,512,rect
32,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111694335939,16,1024,rect
33,10.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,32,256,rect
34,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
35,10.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,1024,rect
36,1.0,3,0.0,0.9800000190734863,<function dropout at 0x7f129a8eda60>,0.9743494808673859,2,256,rect
37,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5584882378578188,2,512,rect
38,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,2,1024,rect
39,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,3,256,rect
40,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,3,512,rect
41,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,3,1024,rect
42,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,256,rect
43,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,512,rect
44,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,1024,rect
45,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,256,rect
46,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,512,rect
47,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,1024,rect
48,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,256,rect
49,1.0,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,16,512,rect
50,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,1024,rect
51,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,256,rect
52,1.0,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
53,1.0,3,0.0,0.5005404949188232,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,1024,rect
54,1.0,3,0.5,0.9659459590911865,<function dropout at 0x7f129a8eda60>,0.9752168655395509,2,256,rect
55,1.0,3,0.5,0.5005404949188232,<function dropout at 0x7f129a8eda60>,0.5130111753940584,2,512,rect
56,1.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,2,1024,rect
57,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,3,256,rect
58,1.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,3,512,rect
59,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111694335938,3,1024,rect
60,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,256,rect
61,1.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111634731294,4,512,rect
62,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,4,1024,rect
63,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,256,rect
64,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,512,rect
65,1.0,3,0.5,0.5005404949188232,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,1024,rect
66,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,256,rect
67,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,16,512,rect
68,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,1024,rect
69,1.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,256,rect
70,1.0,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
71,1.0,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,1024,rect
72,0.1,3,0.0,0.9751351475715637,<function dropout at 0x7f129a8eda60>,0.9796778857707977,2,256,rect
73,0.1,3,0.0,0.9740540981292725,<function dropout at 0x7f129a8eda60>,0.979553908109665,2,512,rect
74,0.1,3,0.0,0.9772973656654358,<function dropout at 0x7f129a8eda60>,0.9768277943134308,2,1024,rect
75,0.1,3,0.0,0.976756751537323,<function dropout at 0x7f129a8eda60>,0.9783148050308229,3,256,rect
76,0.1,3,0.0,0.9735135436058044,<function dropout at 0x7f129a8eda60>,0.9778191089630127,3,512,rect
77,0.1,3,0.0,0.9686486721038818,<function dropout at 0x7f129a8eda60>,0.9744733810424805,3,1024,rect
78,0.1,3,0.0,0.9756757020950317,<function dropout at 0x7f129a8eda60>,0.9758364617824555,4,256,rect
79,0.1,3,0.0,0.9724324941635132,<function dropout at 0x7f129a8eda60>,0.9762082278728487,4,512,rect
80,0.1,3,0.0,0.9702702760696411,<function dropout at 0x7f129a8eda60>,0.9758364558219912,4,1024,rect
81,0.1,3,0.0,0.9659460186958313,<function dropout at 0x7f129a8eda60>,0.9713754773139954,8,256,rect
82,0.1,3,0.0,0.9735135436058044,<function dropout at 0x7f129a8eda60>,0.9780669987201692,8,512,rect
83,0.1,3,0.0,0.5005404949188232,<function dropout at 0x7f129a8eda60>,0.5130111575126649,8,1024,rect
84,0.1,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,256,rect
85,0.1,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,512,rect
86,0.1,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,1024,rect
87,0.1,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111634731294,32,256,rect
88,0.1,3,0.0,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
89,0.1,3,0.0,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,1024,rect
90,0.1,3,0.5,0.9800000786781311,<function dropout at 0x7f129a8eda60>,0.9800495624542237,2,256,rect
91,0.1,3,0.5,0.9745946526527405,<function dropout at 0x7f129a8eda60>,0.9774473488330843,2,512,rect
92,0.1,3,0.5,0.9767568111419678,<function dropout at 0x7f129a8eda60>,0.9796778559684755,2,1024,rect
93,0.1,3,0.5,0.9740540981292725,<function dropout at 0x7f129a8eda60>,0.9762081861495974,3,256,rect
94,0.1,3,0.5,0.9800000786781311,<function dropout at 0x7f129a8eda60>,0.9789343416690828,3,512,rect
95,0.1,3,0.5,0.9762163162231445,<function dropout at 0x7f129a8eda60>,0.9774473845958711,3,1024,rect
96,0.1,3,0.5,0.9794595241546631,<function dropout at 0x7f129a8eda60>,0.9799256742000582,4,256,rect
97,0.1,3,0.5,0.9810811281204224,<function dropout at 0x7f129a8eda60>,0.9790582776069643,4,512,rect
98,0.1,3,0.5,0.9772973656654358,<function dropout at 0x7f129a8eda60>,0.9773234486579896,4,1024,rect
99,0.1,3,0.5,0.9805406332015991,<function dropout at 0x7f129a8eda60>,0.978314793109894,8,256,rect
100,0.1,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111813545228,8,512,rect
101,0.1,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111694335938,8,1024,rect
102,0.1,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,256,rect
103,0.1,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111575126649,16,512,rect
104,0.1,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111634731294,16,1024,rect
105,0.1,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,256,rect
106,0.1,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
107,0.1,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111694335938,32,1024,rect
108,0.01,3,0.0,0.9740541577339172,<function dropout at 0x7f129a8eda60>,0.9760842919349672,2,256,rect
109,0.01,3,0.0,0.9794594645500183,<function dropout at 0x7f129a8eda60>,0.9789343595504763,2,512,rect
110,0.01,3,0.0,0.9767568111419678,<function dropout at 0x7f129a8eda60>,0.978190851211548,2,1024,rect
111,0.01,3,0.0,0.9751352071762085,<function dropout at 0x7f129a8eda60>,0.9727385759353637,3,256,rect
112,0.01,3,0.0,0.9756757020950317,<function dropout at 0x7f129a8eda60>,0.975712537765503,3,512,rect
113,0.01,3,0.0,0.9756757020950317,<function dropout at 0x7f129a8eda60>,0.9778191447257997,3,1024,rect
114,0.01,3,0.0,0.9772973656654358,<function dropout at 0x7f129a8eda60>,0.9758364558219911,4,256,rect
115,0.01,3,0.0,0.9756757616996765,<function dropout at 0x7f129a8eda60>,0.978438699245453,4,512,rect
116,0.01,3,0.0,0.976216197013855,<function dropout at 0x7f129a8eda60>,0.9764560461044313,4,1024,rect
117,0.01,3,0.0,0.9740540981292725,<function dropout at 0x7f129a8eda60>,0.9748451232910158,8,256,rect
118,0.01,3,0.0,0.9735134840011597,<function dropout at 0x7f129a8eda60>,0.9755886018276216,8,512,rect
119,0.01,3,0.0,0.976756751537323,<function dropout at 0x7f129a8eda60>,0.9750929534435272,8,1024,rect
120,0.01,3,0.0,0.9702703356742859,<function dropout at 0x7f129a8eda60>,0.9774473488330843,16,256,rect
121,0.01,3,0.0,0.9697297811508179,<function dropout at 0x7f129a8eda60>,0.9770756602287293,16,512,rect
122,0.01,3,0.0,0.9745945930480957,<function dropout at 0x7f129a8eda60>,0.9770756363868714,16,1024,rect
123,0.01,3,0.0,0.9691892862319946,<function dropout at 0x7f129a8eda60>,0.96926891207695,32,256,rect
124,0.01,3,0.0,0.9762163162231445,<function dropout at 0x7f129a8eda60>,0.9726146459579468,32,512,rect
125,0.01,3,0.0,0.9762162566184998,<function dropout at 0x7f129a8eda60>,0.9742255568504334,32,1024,rect
126,0.01,3,0.5,0.978378415107727,<function dropout at 0x7f129a8eda60>,0.9791821956634523,2,256,rect
127,0.01,3,0.5,0.9794594645500183,<function dropout at 0x7f129a8eda60>,0.9781908988952638,2,512,rect
128,0.01,3,0.5,0.9778379201889038,<function dropout at 0x7f129a8eda60>,0.9791821837425234,2,1024,rect
129,0.01,3,0.5,0.977297306060791,<function dropout at 0x7f129a8eda60>,0.9771995067596437,3,256,rect
130,0.01,3,0.5,0.9772973656654358,<function dropout at 0x7f129a8eda60>,0.9769516825675966,3,512,rect
131,0.01,3,0.5,0.9789189100265503,<function dropout at 0x7f129a8eda60>,0.9752168893814088,3,1024,rect
132,0.01,3,0.5,0.9762162566184998,<function dropout at 0x7f129a8eda60>,0.9770755767822268,4,256,rect
133,0.01,3,0.5,0.9772974252700806,<function dropout at 0x7f129a8eda60>,0.9768278002738954,4,512,rect
134,0.01,3,0.5,0.978378415107727,<function dropout at 0x7f129a8eda60>,0.9786865174770357,4,1024,rect
135,0.01,3,0.5,0.977297306060791,<function dropout at 0x7f129a8eda60>,0.9806691944599153,8,256,rect
136,0.01,3,0.5,0.978378415107727,<function dropout at 0x7f129a8eda60>,0.9764560461044313,8,512,rect
137,0.01,3,0.5,0.978378415107727,<function dropout at 0x7f129a8eda60>,0.9798017621040346,8,1024,rect
138,0.01,3,0.5,0.4448648691177368,<function dropout at 0x7f129a8eda60>,0.5659231930971145,16,256,rect
139,0.01,3,0.5,0.5362162590026855,<function dropout at 0x7f129a8eda60>,0.520941773056984,16,512,rect
140,0.01,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5142503142356873,16,1024,rect
141,0.01,3,0.5,0.5005406141281128,<function dropout at 0x7f129a8eda60>,0.5130111634731294,32,256,rect
142,0.01,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,512,rect
143,0.01,3,0.5,0.500540554523468,<function dropout at 0x7f129a8eda60>,0.5130111575126649,32,1024,rect
