,valAccuracy,dropoutFn,nlayers,testAccuracy,nstart,dR,learningrate,activationFn,layerForm
82,0.8430434465408325,<function dropout at 0x7fbd6e565a60>,8,0.8399245738983154,512,0.0,0.1,3,rect
83,0.8252173781394959,<function dropout at 0x7fbd6e565a60>,8,0.8286252021789551,512,0.0,0.01,3,rect
84,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,512,0.5,10.0,3,rect
85,0.1434782549738884,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,512,0.5,1.0,3,rect
86,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,512,0.5,0.1,3,rect
87,0.4395652025938034,<function dropout at 0x7fbd6e565a60>,8,0.43126174807548523,512,0.5,0.01,3,rect
88,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.0,10.0,3,rect
89,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.0,1.0,3,rect
90,0.1447826012969017,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.0,0.1,3,rect
91,0.8330434501171112,<function dropout at 0x7fbd6e565a60>,8,0.8493409156799316,1024,0.0,0.01,3,rect
92,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.5,10.0,3,rect
93,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.5,1.0,3,rect
94,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,8,0.1807909607887268,1024,0.5,0.1,3,rect
95,0.6721738874912263,<function dropout at 0x7fbd6e565a60>,8,0.6459510326385498,1024,0.5,0.01,3,rect
96,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.0,10.0,3,rect
97,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.0,1.0,3,rect
98,0.15739130079746247,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.0,0.1,3,rect
99,0.829999989271164,<function dropout at 0x7fbd6e565a60>,16,0.8342748880386353,256,0.0,0.01,3,rect
100,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.5,10.0,3,rect
101,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.5,1.0,3,rect
102,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,256,0.5,0.1,3,rect
103,0.28478260040283204,<function dropout at 0x7fbd6e565a60>,16,0.2674199640750885,256,0.5,0.01,3,rect
104,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,512,0.0,10.0,3,rect
105,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,512,0.0,1.0,3,rect
106,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909458875656,512,0.0,0.1,3,rect
107,0.8413043379783629,<function dropout at 0x7fbd6e565a60>,16,0.8135592937469482,512,0.0,0.01,3,rect
108,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,512,0.5,10.0,3,rect
109,0.1434782549738884,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,512,0.5,1.0,3,rect
110,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,512,0.5,0.1,3,rect
111,0.2847826004028321,<function dropout at 0x7fbd6e565a60>,16,0.26553672552108765,512,0.5,0.01,3,rect
112,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.0,10.0,3,rect
113,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.0,1.0,3,rect
114,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.0,0.1,3,rect
115,0.8369565188884734,<function dropout at 0x7fbd6e565a60>,16,0.8342750072479248,1024,0.0,0.01,3,rect
116,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.5,10.0,3,rect
117,0.1434782549738884,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.5,1.0,3,rect
118,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,16,0.1807909607887268,1024,0.5,0.1,3,rect
119,0.2821739047765732,<function dropout at 0x7fbd6e565a60>,16,0.2749529182910919,1024,0.5,0.01,3,rect
120,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.0,10.0,3,rect
121,0.14347825646400453,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.0,1.0,3,rect
122,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.0,0.1,3,rect
123,0.8321739137172699,<function dropout at 0x7fbd6e565a60>,32,0.8267419934272766,256,0.0,0.01,3,rect
124,0.14347825646400456,<function dropout at 0x7fbd6e565a60>,32,0.1807909458875656,256,0.5,10.0,3,rect
125,0.14347825646400456,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.5,1.0,3,rect
126,0.14347825795412067,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.5,0.1,3,rect
127,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,256,0.5,0.01,3,rect
128,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,512,0.0,10.0,3,rect
129,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.180790975689888,512,0.0,1.0,3,rect
130,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,512,0.0,0.1,3,rect
131,0.7952173709869385,<function dropout at 0x7fbd6e565a60>,32,0.8286252021789551,512,0.0,0.01,3,rect
132,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,512,0.5,10.0,3,rect
133,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909458875656,512,0.5,1.0,3,rect
134,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,512,0.5,0.1,3,rect
135,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,512,0.5,0.01,3,rect
136,0.14347825646400456,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.0,10.0,3,rect
137,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.0,1.0,3,rect
138,0.14347825646400456,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.0,0.1,3,rect
139,0.8395652055740357,<function dropout at 0x7fbd6e565a60>,32,0.8512240648269653,1024,0.0,0.01,3,rect
140,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.5,10.0,3,rect
141,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.5,1.0,3,rect
142,0.14347825944423678,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.5,0.1,3,rect
143,0.14347825795412064,<function dropout at 0x7fbd6e565a60>,32,0.1807909607887268,1024,0.5,0.01,3,rect
