,nstart,nlayers,testAccuracy,dropoutFn,learningrate,valAccuracy,activationFn,layerForm,dR
32,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
33,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140215694904325,3,cone,0.5
34,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021390676499,3,cone,0.0
35,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
36,256,16,0.8790323138237,<function dropout at 0x7fb226ac9a60>,0.1,0.897534692287445,3,cone,0.0
37,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.41171030700206757,3,cone,0.5
38,256,16,0.9054252505302429,<function dropout at 0x7fb226ac9a60>,0.01,0.8885978579521179,3,cone,0.0
39,256,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.01,0.40893681049346925,3,cone,0.5
40,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214502811434,3,cone,0.0
41,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214502811434,3,cone,0.5
42,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4360554516315461,3,cone,0.0
43,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021420478821,3,cone,0.5
44,256,32,0.8922287821769714,<function dropout at 0x7fb226ac9a60>,0.1,0.8936825752258301,3,cone,0.0
45,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.41140214502811434,3,cone,0.5
46,256,32,0.8782991766929626,<function dropout at 0x7fb226ac9a60>,0.01,0.8519260525703432,3,cone,0.0
47,256,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.01,0.4114021360874176,3,cone,0.5
48,512,2,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
49,512,2,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
50,512,2,0.3841642439365387,<function dropout at 0x7fb226ac9a60>,1.0,0.38366718292236335,3,cone,0.0
51,512,2,0.40542519092559814,<function dropout at 0x7fb226ac9a60>,1.0,0.38721108436584467,3,cone,0.5
52,512,2,0.9120234847068787,<function dropout at 0x7fb226ac9a60>,0.1,0.9067796707153322,3,cone,0.0
53,512,2,0.8746334910392761,<function dropout at 0x7fb226ac9a60>,0.1,0.874884432554245,3,cone,0.5
54,512,2,0.8819648623466492,<function dropout at 0x7fb226ac9a60>,0.01,0.8842835128307344,3,cone,0.0
55,512,2,0.7338709831237793,<function dropout at 0x7fb226ac9a60>,0.01,0.7725731611251831,3,cone,0.5
56,512,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
57,512,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
58,512,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021390676499,3,cone,0.0
59,512,3,0.3841642439365387,<function dropout at 0x7fb226ac9a60>,1.0,0.38921417295932775,3,cone,0.5
60,512,3,0.910557210445404,<function dropout at 0x7fb226ac9a60>,0.1,0.8963020205497744,3,cone,0.0
61,512,3,0.8614369630813599,<function dropout at 0x7fb226ac9a60>,0.1,0.8873651921749115,3,cone,0.5
62,512,3,0.8995601534843445,<function dropout at 0x7fb226ac9a60>,0.01,0.8966101884841919,3,cone,0.0
63,512,3,0.6942815780639648,<function dropout at 0x7fb226ac9a60>,0.01,0.7355932056903839,3,cone,0.5
64,512,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214800834657,3,cone,0.0
65,512,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214204788206,3,cone,0.5
66,512,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021390676499,3,cone,0.0
67,512,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
68,512,4,0.9039589166641235,<function dropout at 0x7fb226ac9a60>,0.1,0.9070878446102143,3,cone,0.0
69,512,4,0.8709678053855896,<function dropout at 0x7fb226ac9a60>,0.1,0.8773497581481933,3,cone,0.5
70,512,4,0.9024927020072937,<function dropout at 0x7fb226ac9a60>,0.01,0.901540845632553,3,cone,0.0
71,512,4,0.6876833438873291,<function dropout at 0x7fb226ac9a60>,0.01,0.72234206199646,3,cone,0.5
72,512,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021509885788,3,cone,0.0
73,512,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
74,512,8,0.4046921133995056,<function dropout at 0x7fb226ac9a60>,1.0,0.41140215694904325,3,cone,0.0
75,512,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
76,512,8,0.9076246619224548,<function dropout at 0x7fb226ac9a60>,0.1,0.8930662572383882,3,cone,0.0
77,512,8,0.42521995306015015,<function dropout at 0x7fb226ac9a60>,0.1,0.49075500965118407,3,cone,0.5
78,512,8,0.9208211302757263,<function dropout at 0x7fb226ac9a60>,0.01,0.9007704555988312,3,cone,0.0
79,512,8,0.5351905822753906,<function dropout at 0x7fb226ac9a60>,0.01,0.5565485328435897,3,cone,0.5
80,512,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021599292755,3,cone,0.0
81,512,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214502811434,3,cone,0.5
82,512,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4058551460504532,3,cone,0.0
83,512,16,0.4046921133995056,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
84,512,16,0.8973607420921326,<function dropout at 0x7fb226ac9a60>,0.1,0.8815100312232971,3,cone,0.0
85,512,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.4114021390676499,3,cone,0.5
86,512,16,0.9054252505302429,<function dropout at 0x7fb226ac9a60>,0.01,0.8901386678218841,3,cone,0.0
87,512,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.01,0.4114021390676499,3,cone,0.5
88,512,32,0.06011730059981346,<function dropout at 0x7fb226ac9a60>,10.0,0.35839753895998,3,cone,0.0
89,512,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
90,512,32,0.5366568565368652,<function dropout at 0x7fb226ac9a60>,1.0,0.559630173444748,3,cone,0.0
91,512,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.41140216588973993,3,cone,0.5
92,512,32,0.8614370226860046,<function dropout at 0x7fb226ac9a60>,0.1,0.879969173669815,3,cone,0.0
93,512,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.4114021360874176,3,cone,0.5
94,512,32,0.886363685131073,<function dropout at 0x7fb226ac9a60>,0.01,0.8867488622665407,3,cone,0.0
95,512,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.01,0.4114021420478821,3,cone,0.5
96,1024,2,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
97,1024,2,0.4046921133995056,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
98,1024,2,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.0
99,1024,2,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
100,1024,2,0.910557210445404,<function dropout at 0x7fb226ac9a60>,0.1,0.9126348555088043,3,cone,0.0
101,1024,2,0.8812317252159119,<function dropout at 0x7fb226ac9a60>,0.1,0.8710323631763459,3,cone,0.5
102,1024,2,0.8988270163536072,<function dropout at 0x7fb226ac9a60>,0.01,0.8936826050281526,3,cone,0.0
103,1024,2,0.8394428491592407,<function dropout at 0x7fb226ac9a60>,0.01,0.8351309597492219,3,cone,0.5
104,1024,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140214800834657,3,cone,0.0
105,1024,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021509885788,3,cone,0.5
106,1024,3,0.3841642439365387,<function dropout at 0x7fb226ac9a60>,1.0,0.38366719484329226,3,cone,0.0
107,1024,3,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
108,1024,3,0.9046921133995056,<function dropout at 0x7fb226ac9a60>,0.1,0.8993836641311646,3,cone,0.0
109,1024,3,0.8819648623466492,<function dropout at 0x7fb226ac9a60>,0.1,0.8861324906349183,3,cone,0.5
110,1024,3,0.9112903475761414,<function dropout at 0x7fb226ac9a60>,0.01,0.9036980330944061,3,cone,0.0
111,1024,3,0.7507331967353821,<function dropout at 0x7fb226ac9a60>,0.01,0.7751925885677338,3,cone,0.5
112,1024,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140215694904325,3,cone,0.0
113,1024,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
114,1024,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.0
115,1024,4,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.41140214800834657,3,cone,0.5
116,1024,4,0.8951613306999207,<function dropout at 0x7fb226ac9a60>,0.1,0.8964560985565184,3,cone,0.0
117,1024,4,0.8790323138237,<function dropout at 0x7fb226ac9a60>,0.1,0.8882896721363068,3,cone,0.5
118,1024,4,0.9134897589683533,<function dropout at 0x7fb226ac9a60>,0.01,0.9033897936344147,3,cone,0.0
119,1024,4,0.7419354915618896,<function dropout at 0x7fb226ac9a60>,0.01,0.7696455657482149,3,cone,0.5
120,1024,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.41140216588973993,3,cone,0.0
121,1024,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
122,1024,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.0
123,1024,8,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.41140214502811434,3,cone,0.5
124,1024,8,0.9046921133995056,<function dropout at 0x7fb226ac9a60>,0.1,0.8958397388458251,3,cone,0.0
125,1024,8,0.42521995306015015,<function dropout at 0x7fb226ac9a60>,0.1,0.4402157008647919,3,cone,0.5
126,1024,8,0.9156891703605652,<function dropout at 0x7fb226ac9a60>,0.01,0.8950693249702455,3,cone,0.0
127,1024,8,0.5080645084381104,<function dropout at 0x7fb226ac9a60>,0.01,0.47796608805656426,3,cone,0.5
128,1024,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
129,1024,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.5
130,1024,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021599292755,3,cone,0.0
131,1024,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.5
132,1024,16,0.9010263681411743,<function dropout at 0x7fb226ac9a60>,0.1,0.8926040172576906,3,cone,0.0
133,1024,16,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.4114021420478821,3,cone,0.5
134,1024,16,0.9120234847068787,<function dropout at 0x7fb226ac9a60>,0.01,0.8944530129432677,3,cone,0.0
135,1024,16,0.3980938196182251,<function dropout at 0x7fb226ac9a60>,0.01,0.38520801067352295,3,cone,0.5
136,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021360874176,3,cone,0.0
137,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,10.0,0.4114021390676499,3,cone,0.5
138,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021360874176,3,cone,0.0
139,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,1.0,0.4114021390676499,3,cone,0.5
140,1024,32,0.8269795179367065,<function dropout at 0x7fb226ac9a60>,0.1,0.8429892122745515,3,cone,0.0
141,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.1,0.4114021360874176,3,cone,0.5
142,1024,32,0.8980938792228699,<function dropout at 0x7fb226ac9a60>,0.01,0.8807395815849306,3,cone,0.0
143,1024,32,0.40469205379486084,<function dropout at 0x7fb226ac9a60>,0.01,0.4114021390676499,3,cone,0.5
