,learningrate,layerForm,dropoutFn,activationFn,valAccuracy,nstart,nlayers,dR,testAccuracy
42,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,8,0.0,0.5384615659713745
43,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,8,0.5,0.5384615659713745
44,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,16,0.0,0.5384615659713745
45,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,16,0.5,0.5384615659713745
46,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,32,0.0,0.5384615659713745
47,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,32,0.5,0.5384615659713745
48,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,2,0.0,0.5384615659713745
49,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,2,0.5,0.5384615659713745
50,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,3,0.0,0.5384615659713745
51,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.5090909123420715,512,3,0.5,0.5384615659713745
52,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,4,0.0,0.5384615659713745
53,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,4,0.5,0.5384615659713745
54,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,8,0.0,0.5384615659713745
55,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,8,0.5,0.5384615659713745
56,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,16,0.0,0.5384615659713745
57,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,16,0.5,0.5384615659713745
58,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,32,0.0,0.5384615659713745
59,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,32,0.5,0.5384615659713745
60,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,2,0.0,0.5384615659713745
61,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,2,0.5,0.5384615659713745
62,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,3,0.0,0.5384615659713745
63,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,3,0.5,0.5384615659713745
64,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,4,0.0,0.5384615659713745
65,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,4,0.5,0.5384615659713745
66,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,8,0.0,0.5384615659713745
67,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,8,0.5,0.5384615659713745
68,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,16,0.0,0.5384615659713745
69,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,16,0.5,0.5384615659713745
70,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,32,0.0,0.5384615659713745
71,1.0,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,32,0.5,0.5384615659713745
72,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.6636363804340363,256,2,0.0,0.769230842590332
73,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7318182051181793,256,2,0.5,0.8653846979141235
74,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.8636363744735719,256,3,0.0,0.9038462042808533
75,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7681818366050721,256,3,0.5,0.846153974533081
76,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7090909242630004,256,4,0.0,0.846153974533081
77,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7454545676708221,256,4,0.5,0.903846263885498
78,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.818181872367859,256,8,0.0,0.8653846383094788
79,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,8,0.5,0.5384615659713745
80,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,16,0.0,0.5384615659713745
81,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,16,0.5,0.5384615659713745
82,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,32,0.0,0.5384615659713745
83,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,32,0.5,0.5384615659713745
84,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.8227273225784303,512,2,0.0,0.8461538553237915
85,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.8181818485260011,512,2,0.5,0.8461539149284363
86,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7772727668285372,512,3,0.0,0.826923131942749
87,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7181818366050718,512,3,0.5,0.826923131942749
88,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.818181872367859,512,4,0.0,0.8653846979141235
89,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.5181818187236785,512,4,0.5,0.5384615659713745
90,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,8,0.0,0.5384615659713745
91,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,8,0.5,0.5384615659713745
92,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,16,0.0,0.5384615659713745
93,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,16,0.5,0.5384615659713745
94,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,32,0.0,0.5384615659713745
95,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,32,0.5,0.5384615659713745
96,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.7727272510528563,1024,2,0.0,0.8653846979141235
97,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.840909117460251,1024,2,0.5,0.8653846979141235
98,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.8681818306446077,1024,3,0.0,0.8653846979141235
99,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.5181818306446075,1024,3,0.5,0.5384615659713745
100,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.818181872367859,1024,4,0.0,0.8076923489570618
101,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,4,0.5,0.5384615659713745
102,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,8,0.0,0.5384615659713745
103,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,8,0.5,0.5384615659713745
104,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,16,0.0,0.5384615659713745
105,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,16,0.5,0.5384615659713745
106,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,32,0.0,0.5384615659713745
107,0.1,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,32,0.5,0.5384615659713745
108,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7363636553287506,256,2,0.0,0.769230842590332
109,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7318182110786436,256,2,0.5,0.7307692766189575
110,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.736363649368286,256,3,0.0,0.8461538553237915
111,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7227272987365723,256,3,0.5,0.769230842590332
112,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8454545795917512,256,4,0.0,0.8269231915473938
113,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8272727727890016,256,4,0.5,0.826923131942749
114,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6409091293811798,256,8,0.0,0.8461538553237915
115,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6363636434078217,256,8,0.5,0.7115384936332703
116,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8772727429866792,256,16,0.0,0.884615421295166
117,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,16,0.5,0.5384615659713745
118,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7727273106575013,256,32,0.0,0.8461538553237915
119,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,256,32,0.5,0.5384615659713745
120,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7636363923549653,512,2,0.0,0.8269230723381042
121,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.713636404275894,512,2,0.5,0.8076923489570618
122,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7318182051181792,512,3,0.0,0.846153974533081
123,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7045454859733581,512,3,0.5,0.846153974533081
124,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8590909242630006,512,4,0.0,0.8076923489570618
125,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.700000011920929,512,4,0.5,0.7115384936332703
126,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8727272868156434,512,8,0.0,0.884615421295166
127,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6863636612892151,512,8,0.5,0.711538553237915
128,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7272727489471434,512,16,0.0,0.884615421295166
129,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,16,0.5,0.5384615659713745
130,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.704545497894287,512,32,0.0,0.7884615659713745
131,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,512,32,0.5,0.5384615659713745
132,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7590909004211425,1024,2,0.0,0.826923131942749
133,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7636363983154297,1024,2,0.5,0.826923131942749
134,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8318182229995729,1024,3,0.0,0.826923131942749
135,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.8363636612892152,1024,3,0.5,0.8653846979141235
136,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7636363983154298,1024,4,0.0,0.884615421295166
137,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.7590909421443941,1024,4,0.5,0.8076923489570618
138,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6954545617103576,1024,8,0.0,0.826923131942749
139,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6636364102363586,1024,8,0.5,0.7307692766189575
140,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6363636434078217,1024,16,0.0,0.8461538553237915
141,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,16,0.5,0.5384615659713745
142,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.6363636255264282,1024,32,0.0,0.8653846979141235
143,0.01,rect,<function dropout at 0x7f94da3dea60>,3,0.49999999999999994,1024,32,0.5,0.5384615659713745
