,valAccuracy,testAccuracy,dropoutFn,layerForm,activationFn,nlayers,dR,learningrate,nstart
50,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,10.0,1024
51,0.31000001132488253,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,1.0,256
52,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,1.0,512
53,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,1.0,1024
54,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.1,256
55,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.1,512
56,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.1,1024
57,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.01,256
58,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.01,512
59,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.0,0.01,1024
60,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,10.0,256
61,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,10.0,512
62,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,10.0,1024
63,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,1.0,256
64,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,1.0,512
65,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,1.0,1024
66,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.1,256
67,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.1,512
68,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.1,1024
69,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.01,256
70,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.01,512
71,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,4,0.5,0.01,1024
72,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,10.0,256
73,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,10.0,512
74,0.5400000333786011,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,10.0,1024
75,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,1.0,256
76,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,1.0,512
77,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,1.0,1024
78,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.1,256
79,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.1,512
80,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.1,1024
81,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.01,256
82,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.01,512
83,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.0,0.01,1024
84,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,10.0,256
85,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,10.0,512
86,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,10.0,1024
87,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,1.0,256
88,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,1.0,512
89,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,1.0,1024
90,0.6200000405311584,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.1,256
91,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.1,512
92,0.3600000143051148,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.1,1024
93,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.01,256
94,0.9199999809265138,0.7000000476837158,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.01,512
95,0.8999999761581422,0.7666667699813843,<function dropout at 0x7fca150bba60>,cone,3,8,0.5,0.01,1024
96,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,10.0,256
97,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,10.0,512
98,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,10.0,1024
99,0.5400000333786011,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,1.0,256
100,0.640000033378601,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,1.0,512
101,0.5400000333786011,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,1.0,1024
102,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.1,256
103,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.1,512
104,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.1,1024
105,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.01,256
106,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.01,512
107,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,16,0.0,0.01,1024
108,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,10.0,256
109,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,10.0,512
110,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,10.0,1024
111,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,1.0,256
112,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,1.0,512
113,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,1.0,1024
114,0.44000001251697546,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.1,256
115,0.5400000333786011,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.1,512
116,0.5200000107288361,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.1,1024
117,0.7000000476837157,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.01,256
118,0.35000001788139345,0.3333333730697632,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.01,512
119,0.6500000059604645,0.6000000238418579,<function dropout at 0x7fca150bba60>,cone,3,16,0.5,0.01,1024
120,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,10.0,256
121,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,10.0,512
122,0.5800000369548798,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,10.0,1024
123,0.46000002622604375,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,1.0,256
124,0.540000033378601,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,1.0,512
125,0.5000000298023225,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,1.0,1024
126,0.7000000476837157,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.1,256
127,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.1,512
128,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.1,1024
129,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.01,256
130,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.01,512
131,0.9999999999999999,1.0,<function dropout at 0x7fca150bba60>,cone,3,32,0.0,0.01,1024
132,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,10.0,256
133,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,10.0,512
134,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,10.0,1024
135,0.3700000181794167,0.3333333730697632,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,1.0,256
136,0.7000000476837157,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,1.0,512
137,0.34000001549720765,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,1.0,1024
138,0.44000002145767214,0.5666667222976685,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.1,256
139,0.5000000298023225,0.46666669845581055,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.1,512
140,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.1,1024
141,0.8200000047683716,0.4333333373069763,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.01,256
142,0.30000001192092896,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.01,512
143,0.4400000154972077,0.533333420753479,<function dropout at 0x7fca150bba60>,cone,3,32,0.5,0.01,1024
