,nlayers,valAccuracy,layerForm,dropoutFn,nstart,dR,learningrate,activationFn,testAccuracy
40,3,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,10.0,3,0.03703703731298447
41,3,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,1.0,3,0.03703703731298447
42,3,0.9758426904678345,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.1,3,0.9722222685813904
43,3,0.9404493331909181,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.01,3,0.9467592835426331
44,3,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,10.0,3,0.03703703731298447
45,3,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,1.0,3,0.03703703731298447
46,3,0.953370714187622,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.1,3,0.9259259104728699
47,3,0.9179774522781373,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.01,3,0.8981481790542603
48,4,0.19662920236587525,cone,<function dropout at 0x7f4715061a60>,256,0.0,10.0,3,0.2222222089767456
49,4,0.19662920087575914,cone,<function dropout at 0x7f4715061a60>,256,0.0,1.0,3,0.2222222089767456
50,4,0.9741572856903076,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.1,3,0.9513888955116272
51,4,0.9494381070137026,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.01,3,0.9375
52,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,10.0,3,0.03703703731298447
53,4,0.11629213243722916,cone,<function dropout at 0x7f4715061a60>,256,0.5,1.0,3,0.03703703731298447
54,4,0.8994381189346314,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.1,3,0.8819445371627808
55,4,0.8235954284667969,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.01,3,0.828703761100769
56,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,10.0,3,0.03703703731298447
57,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,1.0,3,0.03703703731298447
58,4,0.9814606845378877,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.1,3,0.9814814925193787
59,4,0.9488762974739077,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.01,3,0.9490740895271301
60,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,10.0,3,0.03703703731298447
61,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,1.0,3,0.03703703731298447
62,4,0.9410111844539643,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.1,3,0.9328703880310059
63,4,0.8241572260856629,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.01,3,0.8287037014961243
64,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,10.0,3,0.03703703731298447
65,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,1.0,3,0.03703703731298447
66,4,0.9741572976112366,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.1,3,0.9768519997596741
67,4,0.971910125017166,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.01,3,0.9675925374031067
68,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,10.0,3,0.03703703731298447
69,4,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,1.0,3,0.03703703731298447
70,4,0.9230336785316468,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.1,3,0.888888955116272
71,4,0.8629212617874148,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.01,3,0.8495370149612427
72,8,0.7078651189804076,cone,<function dropout at 0x7f4715061a60>,256,0.0,10.0,3,0.701388955116272
73,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.0,1.0,3,0.03703703731298447
74,8,0.9713482856750488,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.1,3,0.9699074625968933
75,8,0.9325841665267944,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.01,3,0.9166666865348816
76,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,10.0,3,0.03703703731298447
77,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,1.0,3,0.03703703731298447
78,8,0.8612358808517456,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.1,3,0.8425925970077515
79,8,0.7117977023124694,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.01,3,0.7106481790542603
80,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,10.0,3,0.03703703731298447
81,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,1.0,3,0.03703703731298447
82,8,0.9842696666717531,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.1,3,0.9768519401550293
83,8,0.985955059528351,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.01,3,0.9722222685813904
84,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,10.0,3,0.03703703731298447
85,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,1.0,3,0.03703703731298447
86,8,0.7089887142181396,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.1,3,0.701388955116272
87,8,0.7235954523086547,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.01,3,0.7222222685813904
88,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,10.0,3,0.03703703731298447
89,8,0.6056179374456405,cone,<function dropout at 0x7f4715061a60>,1024,0.0,1.0,3,0.2222222089767456
90,8,0.9831460833549501,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.1,3,0.9814814925193787
91,8,0.9719101190567017,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.01,3,0.9745370745658875
92,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,10.0,3,0.03703703731298447
93,8,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,1.0,3,0.03703703731298447
94,8,0.8803370118141175,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.1,3,0.8703703284263611
95,8,0.7382021903991699,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.01,3,0.7245370149612427
96,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.0,10.0,3,0.03703703731298447
97,16,0.7078651189804076,cone,<function dropout at 0x7f4715061a60>,256,0.0,1.0,3,0.701388955116272
98,16,0.9758426487445833,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.1,3,0.9768518805503845
99,16,0.9837078332901001,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.01,3,0.9699074625968933
100,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,10.0,3,0.03703703731298447
101,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,1.0,3,0.03703703731298447
102,16,0.4112359315156936,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.1,3,0.7013888359069824
103,16,0.7078651189804076,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.01,3,0.7013888359069824
104,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,10.0,3,0.03703703731298447
105,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,1.0,3,0.03703703731298447
106,16,0.9702246785163879,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.1,3,0.9768518805503845
107,16,0.9775280356407167,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.01,3,0.9768519401550293
108,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,10.0,3,0.03703703731298447
109,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,1.0,3,0.03703703731298447
110,16,0.11629213243722916,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.1,3,0.03703703731298447
111,16,0.7078651189804076,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.01,3,0.701388955116272
112,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,10.0,3,0.03703703731298447
113,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,1.0,3,0.03703703731298447
114,16,0.9814606726169588,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.1,3,0.9837964177131653
115,16,0.9943820297718047,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.01,3,0.9814814925193787
116,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,10.0,3,0.03703703731298447
117,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,1.0,3,0.03703703731298447
118,16,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.1,3,0.03703703731298447
119,16,0.7095505118370055,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.01,3,0.701388955116272
120,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.0,10.0,3,0.03703703731298447
121,32,0.05168539583683014,cone,<function dropout at 0x7f4715061a60>,256,0.0,1.0,3,0.03703703731298447
122,32,0.8662920713424683,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.1,3,0.8958333134651184
123,32,0.9308988630771637,cone,<function dropout at 0x7f4715061a60>,256,0.0,0.01,3,0.9351851940155029
124,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,10.0,3,0.03703703731298447
125,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,1.0,3,0.03703703731298447
126,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.1,3,0.03703703731298447
127,32,0.7078651189804076,cone,<function dropout at 0x7f4715061a60>,256,0.5,0.01,3,0.701388955116272
128,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,10.0,3,0.03703703731298447
129,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.0,1.0,3,0.03703703731298447
130,32,0.9617977380752565,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.1,3,0.9675926566123962
131,32,0.9646067321300507,cone,<function dropout at 0x7f4715061a60>,512,0.0,0.01,3,0.9629629254341125
132,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,10.0,3,0.03703703731298447
133,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,1.0,3,0.03703703731298447
134,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.1,3,0.03703703731298447
135,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,512,0.5,0.01,3,0.03703703731298447
136,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,10.0,3,0.03703703731298447
137,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.0,1.0,3,0.03703703731298447
138,32,0.9556179463863373,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.1,3,0.9583333730697632
139,32,0.9168538987636566,cone,<function dropout at 0x7f4715061a60>,1024,0.0,0.01,3,0.9375
140,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,10.0,3,0.03703703731298447
141,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,1.0,3,0.03703703731298447
142,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.1,3,0.03703703731298447
143,32,0.050561800599098206,cone,<function dropout at 0x7f4715061a60>,1024,0.5,0.01,3,0.03703703731298447
