,nstart,activationFn,dR,learningrate,testAccuracy,dropoutFn,layerForm,nlayers,valAccuracy
104,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
105,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
106,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
107,1024,3,0.0,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
108,1024,3,0.0,0.1,0.8831169009208679,<function dropout at 0x7f3f92ab9a60>,rect,2,0.8170731246471404
109,1024,3,0.0,0.1,0.8311688899993896,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7902438521385192
110,1024,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
111,1024,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
112,1024,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
113,1024,3,0.0,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
114,1024,3,0.0,0.01,0.8311688303947449,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7804877638816832
115,1024,3,0.0,0.01,0.8961039185523987,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7780487537384032
116,1024,3,0.0,0.01,0.8311688899993896,<function dropout at 0x7f3f92ab9a60>,rect,4,0.7780487358570097
117,1024,3,0.0,0.01,0.8441558480262756,<function dropout at 0x7f3f92ab9a60>,rect,8,0.8292682170867919
118,1024,3,0.0,0.01,0.8181818127632141,<function dropout at 0x7f3f92ab9a60>,rect,16,0.8268292069435119
119,1024,3,0.0,0.01,0.7792208194732666,<function dropout at 0x7f3f92ab9a60>,rect,32,0.8219511449337005
120,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
121,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
122,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
123,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
124,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
125,1024,3,0.5,10.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
126,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,2,0.6585365533828735
127,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,3,0.6585365533828735
128,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
129,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
130,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
131,1024,3,0.5,1.0,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
132,1024,3,0.5,0.1,0.7532467842102051,<function dropout at 0x7f3f92ab9a60>,rect,2,0.7780487418174742
133,1024,3,0.5,0.1,0.8051947951316833,<function dropout at 0x7f3f92ab9a60>,rect,3,0.7560975193977355
134,1024,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,4,0.6585365533828735
135,1024,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,8,0.6585365533828735
136,1024,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
137,1024,3,0.5,0.1,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
138,1024,3,0.5,0.01,0.8961039185523987,<function dropout at 0x7f3f92ab9a60>,rect,2,0.758536547422409
139,1024,3,0.5,0.01,0.7922077775001526,<function dropout at 0x7f3f92ab9a60>,rect,3,0.751219493150711
140,1024,3,0.5,0.01,0.7532467246055603,<function dropout at 0x7f3f92ab9a60>,rect,4,0.746341460943222
141,1024,3,0.5,0.01,0.7402597069740295,<function dropout at 0x7f3f92ab9a60>,rect,8,0.72926829457283
142,1024,3,0.5,0.01,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,16,0.6585365533828735
143,1024,3,0.5,0.01,0.6753246784210205,<function dropout at 0x7f3f92ab9a60>,rect,32,0.6585365533828735
