,activationFn,learningrate,valAccuracy,layerForm,dR,nstart,dropoutFn,nlayers,testAccuracy
40,3,1.0,0.5233644247055054,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
41,3,1.0,0.5186915338039398,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,32,0.46250003576278687
42,3,1.0,0.5233644247055054,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,2,0.5375000834465027
43,3,1.0,0.5448597609996796,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,3,0.5375000834465027
44,3,1.0,0.5233644247055054,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,4,0.5375000238418579
45,3,1.0,0.5233644247055054,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,8,0.5375000834465027
46,3,1.0,0.5233644247055054,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,16,0.5375000834465027
47,3,1.0,0.5233644247055054,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
48,3,1.0,0.5233644247055054,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,2,0.5375000834465027
49,3,1.0,0.4766355067491532,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,3,0.46250003576278687
50,3,1.0,0.5233644247055054,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,4,0.5375000834465027
51,3,1.0,0.4766355067491532,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,8,0.46250003576278687
52,3,1.0,0.5233644247055054,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,16,0.5375000834465027
53,3,1.0,0.5186915338039398,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,32,0.5375000834465027
54,3,1.0,0.4822429716587067,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,2,0.46250003576278687
55,3,1.0,0.5140186429023743,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,3,0.5375000238418579
56,3,1.0,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,4,0.5375000238418579
57,3,1.0,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,8,0.5375000834465027
58,3,1.0,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
59,3,1.0,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
60,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,2,0.5375000834465027
61,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,3,0.5375000238418579
62,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,4,0.5375000834465027
63,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,8,0.5375000238418579
64,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
65,3,1.0,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,32,0.5375000834465027
66,3,1.0,0.47663549184799203,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,2,0.46250003576278687
67,3,1.0,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,3,0.5375000238418579
68,3,1.0,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,4,0.5375000238418579
69,3,1.0,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,8,0.5375000238418579
70,3,1.0,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
71,3,1.0,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,32,0.5375000834465027
72,3,0.1,0.8682242870330811,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,2,0.8166667222976685
73,3,0.1,0.8710280776023864,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,3,0.8375000953674316
74,3,0.1,0.8682242691516877,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,4,0.8000000715255737
75,3,0.1,0.8495326578617097,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,8,0.8125000596046448
76,3,0.1,0.8663550794124604,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,16,0.8083333969116211
77,3,0.1,0.8691588699817658,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,32,0.8166667222976685
78,3,0.1,0.8532709896564483,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,2,0.833333432674408
79,3,0.1,0.8700934410095217,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,3,0.8208334445953369
80,3,0.1,0.8635513961315154,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,4,0.8208333849906921
81,3,0.1,0.8710279703140258,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,8,0.8083333969116211
82,3,0.1,0.864485937356949,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,16,0.8041667342185974
83,3,0.1,0.871962606906891,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,32,0.8125000596046448
84,3,0.1,0.8626167833805085,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,2,0.8250001072883606
85,3,0.1,0.863551390171051,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,3,0.8041667342185974
86,3,0.1,0.8850467324256899,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,4,0.8250000476837158
87,3,0.1,0.8663551211357118,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,8,0.8083334565162659
88,3,0.1,0.8785046756267547,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,16,0.8083334565162659
89,3,0.1,0.8654205441474915,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,32,0.8250001072883606
90,3,0.1,0.8439251840114593,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,2,0.8166667222976685
91,3,0.1,0.8280373334884644,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,3,0.833333432674408
92,3,0.1,0.8233644187450411,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,4,0.8291667103767395
93,3,0.1,0.8317756652832031,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,8,0.8250001072883606
94,3,0.1,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
95,3,0.1,0.7327102661132814,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,32,0.7791667580604553
96,3,0.1,0.8345794022083283,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,2,0.8208333849906921
97,3,0.1,0.8392523050308227,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,3,0.8125001192092896
98,3,0.1,0.8345794141292572,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,4,0.8208333849906921
99,3,0.1,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,8,0.5375000238418579
100,3,0.1,0.5439251899719239,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
101,3,0.1,0.52429900765419,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
102,3,0.1,0.8439251959323884,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,2,0.8166667222976685
103,3,0.1,0.8336448490619659,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,3,0.8208333849906921
104,3,0.1,0.8728971660137177,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,4,0.8208333849906921
105,3,0.1,0.7981307864189148,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,8,0.8041667342185974
106,3,0.1,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,16,0.5375000834465027
107,3,0.1,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
108,3,0.01,0.8373831868171691,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,2,0.8041667342185974
109,3,0.01,0.8130840659141539,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,3,0.8208334445953369
110,3,0.01,0.8831775665283205,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,4,0.833333432674408
111,3,0.01,0.8252335846424104,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,8,0.8083333969116211
112,3,0.01,0.8130840659141539,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,16,0.8166667222976685
113,3,0.01,0.8373831450939179,cone,0.0,256,<function dropout at 0x7fa218fd5a60>,32,0.7958334684371948
114,3,0.01,0.8560747385025025,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,2,0.8125000596046448
115,3,0.01,0.8411214649677276,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,3,0.8083333969116211
116,3,0.01,0.8710280418395995,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,4,0.8250001072883606
117,3,0.01,0.8523364007472992,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,8,0.833333432674408
118,3,0.01,0.8616821825504304,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,16,0.8000001311302185
119,3,0.01,0.8588784575462343,cone,0.0,512,<function dropout at 0x7fa218fd5a60>,32,0.8000000715255737
120,3,0.01,0.8485980868339538,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,2,0.8166667222976685
121,3,0.01,0.8654205262660979,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,3,0.8208333849906921
122,3,0.01,0.84579439163208,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,4,0.8208333849906921
123,3,0.01,0.8663550734519959,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,8,0.8208334445953369
124,3,0.01,0.8682242512702942,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,16,0.8208334445953369
125,3,0.01,0.8560747444629669,cone,0.0,1024,<function dropout at 0x7fa218fd5a60>,32,0.8000001311302185
126,3,0.01,0.8224298954010011,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,2,0.8250000476837158
127,3,0.01,0.8289719223976137,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,3,0.833333432674408
128,3,0.01,0.8345794022083283,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,4,0.833333432674408
129,3,0.01,0.6280373573303223,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,8,0.6000000238418579
130,3,0.01,0.5915887415409089,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,16,0.6250000596046448
131,3,0.01,0.5233644247055054,cone,0.5,256,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
132,3,0.01,0.8280373573303224,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,2,0.8208334445953369
133,3,0.01,0.8616821825504304,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,3,0.8291667699813843
134,3,0.01,0.8224298357963563,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,4,0.8291667103767395
135,3,0.01,0.797196251153946,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,8,0.7625001072883606
136,3,0.01,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,16,0.5375000238418579
137,3,0.01,0.5233644247055054,cone,0.5,512,<function dropout at 0x7fa218fd5a60>,32,0.5375000238418579
138,3,0.01,0.8196261167526244,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,2,0.8166667222976685
139,3,0.01,0.8383177161216735,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,3,0.8250001072883606
140,3,0.01,0.8299064993858338,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,4,0.8291667699813843
141,3,0.01,0.7242990493774413,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,8,0.7208334803581238
142,3,0.01,0.7719626188278198,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,16,0.7916667461395264
143,3,0.01,0.5233644247055054,cone,0.5,1024,<function dropout at 0x7fa218fd5a60>,32,0.5375000834465027
