,learningrate,dR,layerForm,valAccuracy,activationFn,dropoutFn,testAccuracy,nstart,nlayers
26,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,4
27,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,8
28,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,16
29,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,32
30,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,2
31,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,3
32,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,4
33,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,8
34,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,16
35,10.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,32
36,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,2
37,1.0,0.0,cone,0.5428571462631226,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,3
38,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,4
39,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,8
40,1.0,0.0,cone,0.6035714447498322,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,16
41,1.0,0.0,cone,0.5428571462631226,3,<function dropout at 0x7efefb706a60>,0.447761207818985,256,32
42,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,2
43,1.0,0.0,cone,0.5428571462631226,3,<function dropout at 0x7efefb706a60>,0.447761207818985,512,3
44,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,4
45,1.0,0.0,cone,0.5857142925262451,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,8
46,1.0,0.0,cone,0.5857142925262451,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,16
47,1.0,0.0,cone,0.5428571462631225,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,32
48,1.0,0.0,cone,0.39285713434219366,3,<function dropout at 0x7efefb706a60>,0.447761207818985,1024,2
49,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,3
50,1.0,0.0,cone,0.4035714209079743,3,<function dropout at 0x7efefb706a60>,0.447761207818985,1024,4
51,1.0,0.0,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,8
52,1.0,0.0,cone,0.5428571462631226,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,16
53,1.0,0.0,cone,0.5857142925262451,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,32
54,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,2
55,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,3
56,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,4
57,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,8
58,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,16
59,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,32
60,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,2
61,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,3
62,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,4
63,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,8
64,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,16
65,1.0,0.5,cone,0.5428571462631225,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,32
66,1.0,0.5,cone,0.6107142984867096,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,2
67,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,3
68,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,4
69,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,8
70,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,16
71,1.0,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,32
72,0.1,0.0,cone,0.8785714864730836,3,<function dropout at 0x7efefb706a60>,0.8805969953536987,256,2
73,0.1,0.0,cone,0.8428571939468384,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,256,3
74,0.1,0.0,cone,0.8678571879863739,3,<function dropout at 0x7efefb706a60>,0.8208954930305481,256,4
75,0.1,0.0,cone,0.8321428835392,3,<function dropout at 0x7efefb706a60>,0.7761194109916687,256,8
76,0.1,0.0,cone,0.8321428894996643,3,<function dropout at 0x7efefb706a60>,0.8955223560333252,256,16
77,0.1,0.0,cone,0.8821428894996645,3,<function dropout at 0x7efefb706a60>,0.7164179086685181,256,32
78,0.1,0.0,cone,0.8750000596046449,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,512,2
79,0.1,0.0,cone,0.875000059604645,3,<function dropout at 0x7efefb706a60>,0.8805969953536987,512,3
80,0.1,0.0,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8358208537101746,512,4
81,0.1,0.0,cone,0.8892857611179353,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,512,8
82,0.1,0.0,cone,0.8357143402099608,3,<function dropout at 0x7efefb706a60>,0.8208955526351929,512,16
83,0.1,0.0,cone,0.8642857670783995,3,<function dropout at 0x7efefb706a60>,0.8208954930305481,512,32
84,0.1,0.0,cone,0.8750000536441804,3,<function dropout at 0x7efefb706a60>,0.8208954930305481,1024,2
85,0.1,0.0,cone,0.8500000596046446,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,3
86,0.1,0.0,cone,0.864285773038864,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,1024,4
87,0.1,0.0,cone,0.8392857611179352,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,8
88,0.1,0.0,cone,0.8642857551574705,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,16
89,0.1,0.0,cone,0.8571429193019866,3,<function dropout at 0x7efefb706a60>,0.7910447120666504,1024,32
90,0.1,0.5,cone,0.8642857789993285,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,256,2
91,0.1,0.5,cone,0.8678572058677672,3,<function dropout at 0x7efefb706a60>,0.8208954930305481,256,3
92,0.1,0.5,cone,0.8678572058677672,3,<function dropout at 0x7efefb706a60>,0.8358208537101746,256,4
93,0.1,0.5,cone,0.6142857253551484,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,8
94,0.1,0.5,cone,0.6107142984867096,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,16
95,0.1,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,256,32
96,0.1,0.5,cone,0.8607143521308898,3,<function dropout at 0x7efefb706a60>,0.8208954930305481,512,2
97,0.1,0.5,cone,0.8821429133415222,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,512,3
98,0.1,0.5,cone,0.875000059604645,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,512,4
99,0.1,0.5,cone,0.6571428775787354,3,<function dropout at 0x7efefb706a60>,0.6716417074203491,512,8
100,0.1,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,16
101,0.1,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,512,32
102,0.1,0.5,cone,0.8607143521308898,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,2
103,0.1,0.5,cone,0.8821429133415224,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,1024,3
104,0.1,0.5,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,4
105,0.1,0.5,cone,0.6678571701049805,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,8
106,0.1,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,16
107,0.1,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,32
108,0.01,0.0,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8805969953536987,256,2
109,0.01,0.0,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,256,3
110,0.01,0.0,cone,0.8714286327362063,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,256,4
111,0.01,0.0,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.746268630027771,256,8
112,0.01,0.0,cone,0.7714286088943481,3,<function dropout at 0x7efefb706a60>,0.7910447120666504,256,16
113,0.01,0.0,cone,0.8392857849597929,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,256,32
114,0.01,0.0,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,512,2
115,0.01,0.0,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8208955526351929,512,3
116,0.01,0.0,cone,0.8857143282890321,3,<function dropout at 0x7efefb706a60>,0.8059701323509216,512,4
117,0.01,0.0,cone,0.7857142746448519,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,512,8
118,0.01,0.0,cone,0.8750000596046448,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,512,16
119,0.01,0.0,cone,0.8357143521308897,3,<function dropout at 0x7efefb706a60>,0.7761193513870239,512,32
120,0.01,0.0,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,1024,2
121,0.01,0.0,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,3
122,0.01,0.0,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8805969953536987,1024,4
123,0.01,0.0,cone,0.8464286446571349,3,<function dropout at 0x7efefb706a60>,0.8805969953536987,1024,8
124,0.01,0.0,cone,0.8857143402099611,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,16
125,0.01,0.0,cone,0.8214285969734192,3,<function dropout at 0x7efefb706a60>,0.8358208537101746,1024,32
126,0.01,0.5,cone,0.8607143521308898,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,256,2
127,0.01,0.5,cone,0.8642857670783994,3,<function dropout at 0x7efefb706a60>,0.8059701323509216,256,3
128,0.01,0.5,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,256,4
129,0.01,0.5,cone,0.6750000357627869,3,<function dropout at 0x7efefb706a60>,0.6268656253814697,256,8
130,0.01,0.5,cone,0.6321429014205933,3,<function dropout at 0x7efefb706a60>,0.5671641826629639,256,16
131,0.01,0.5,cone,0.4928571403026582,3,<function dropout at 0x7efefb706a60>,0.5223880410194397,256,32
132,0.01,0.5,cone,0.8857143402099611,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,512,2
133,0.01,0.5,cone,0.8571429252624511,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,512,3
134,0.01,0.5,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8358208537101746,512,4
135,0.01,0.5,cone,0.6392857551574708,3,<function dropout at 0x7efefb706a60>,0.5671641230583191,512,8
136,0.01,0.5,cone,0.8142857372760774,3,<function dropout at 0x7efefb706a60>,0.5970149636268616,512,16
137,0.01,0.5,cone,0.7142857491970063,3,<function dropout at 0x7efefb706a60>,0.6567164063453674,512,32
138,0.01,0.5,cone,0.8892857670783999,3,<function dropout at 0x7efefb706a60>,0.8507462739944458,1024,2
139,0.01,0.5,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8656716346740723,1024,3
140,0.01,0.5,cone,0.8928571939468386,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,1024,4
141,0.01,0.5,cone,0.8535714983940124,3,<function dropout at 0x7efefb706a60>,0.8358209133148193,1024,8
142,0.01,0.5,cone,0.685714316368103,3,<function dropout at 0x7efefb706a60>,0.641791045665741,1024,16
143,0.01,0.5,cone,0.6071428656578064,3,<function dropout at 0x7efefb706a60>,0.5522388219833374,1024,32
