,learningrate,nlayers,layerForm,dR,nstart,valAccuracy,dropoutFn,activationFn,testAccuracy
44,1.0,3,cone,0.0,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
45,1.0,3,cone,0.5,256,0.061999998614191996,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
46,1.0,3,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
47,1.0,3,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
48,1.0,4,cone,0.0,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
49,1.0,4,cone,0.0,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
50,1.0,4,cone,0.0,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
51,1.0,4,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
52,1.0,4,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
53,1.0,4,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
54,1.0,8,cone,0.0,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
55,1.0,8,cone,0.0,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
56,1.0,8,cone,0.0,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
57,1.0,8,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
58,1.0,8,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
59,1.0,8,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
60,1.0,16,cone,0.0,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
61,1.0,16,cone,0.0,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
62,1.0,16,cone,0.0,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
63,1.0,16,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
64,1.0,16,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
65,1.0,16,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
66,1.0,32,cone,0.0,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
67,1.0,32,cone,0.0,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
68,1.0,32,cone,0.0,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
69,1.0,32,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
70,1.0,32,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
71,1.0,32,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
72,0.1,2,cone,0.0,256,0.8440000295639036,<function dropout at 0x7f57a239ba60>,3,0.48138296604156494
73,0.1,2,cone,0.0,512,0.862000012397766,<function dropout at 0x7f57a239ba60>,3,0.38031914830207825
74,0.1,2,cone,0.0,1024,0.8500000238418578,<function dropout at 0x7f57a239ba60>,3,0.2952127754688263
75,0.1,2,cone,0.5,256,0.872000002861023,<function dropout at 0x7f57a239ba60>,3,0.5372340083122253
76,0.1,2,cone,0.5,512,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.4335106313228607
77,0.1,2,cone,0.5,1024,0.8759999990463256,<function dropout at 0x7f57a239ba60>,3,0.3164893686771393
78,0.1,3,cone,0.0,256,0.8420000314712522,<function dropout at 0x7f57a239ba60>,3,0.36968085169792175
79,0.1,3,cone,0.0,512,0.8260000467300417,<function dropout at 0x7f57a239ba60>,3,0.3617021441459656
80,0.1,3,cone,0.0,1024,0.8520000219345091,<function dropout at 0x7f57a239ba60>,3,0.3191489577293396
81,0.1,3,cone,0.5,256,0.8680000066757202,<function dropout at 0x7f57a239ba60>,3,0.40691491961479187
82,0.1,3,cone,0.5,512,0.8879999816417695,<function dropout at 0x7f57a239ba60>,3,0.6409574747085571
83,0.1,3,cone,0.5,1024,0.8959999799728395,<function dropout at 0x7f57a239ba60>,3,0.4441489577293396
84,0.1,4,cone,0.0,256,0.8160000562667847,<function dropout at 0x7f57a239ba60>,3,0.32446807622909546
85,0.1,4,cone,0.0,512,0.8640000104904174,<function dropout at 0x7f57a239ba60>,3,0.32712769508361816
86,0.1,4,cone,0.0,1024,0.8460000216960906,<function dropout at 0x7f57a239ba60>,3,0.3617021441459656
87,0.1,4,cone,0.5,256,0.8620000064373016,<function dropout at 0x7f57a239ba60>,3,0.41489365696907043
88,0.1,4,cone,0.5,512,0.8660000085830688,<function dropout at 0x7f57a239ba60>,3,0.5026595592498779
89,0.1,4,cone,0.5,1024,0.8620000123977661,<function dropout at 0x7f57a239ba60>,3,0.40691494941711426
90,0.1,8,cone,0.0,256,0.8160000145435334,<function dropout at 0x7f57a239ba60>,3,0.23404255509376526
91,0.1,8,cone,0.0,512,0.8320000290870666,<function dropout at 0x7f57a239ba60>,3,0.32180851697921753
92,0.1,8,cone,0.0,1024,0.8380000352859496,<function dropout at 0x7f57a239ba60>,3,0.34574469923973083
93,0.1,8,cone,0.5,256,0.0919999986886978,<function dropout at 0x7f57a239ba60>,3,0.2047872394323349
94,0.1,8,cone,0.5,512,0.14399999752640727,<function dropout at 0x7f57a239ba60>,3,0.25265955924987793
95,0.1,8,cone,0.5,1024,0.09999999776482581,<function dropout at 0x7f57a239ba60>,3,0.12765957415103912
96,0.1,16,cone,0.0,256,0.8760000050067902,<function dropout at 0x7f57a239ba60>,3,0.36170217394828796
97,0.1,16,cone,0.0,512,0.8680000007152557,<function dropout at 0x7f57a239ba60>,3,0.4627659320831299
98,0.1,16,cone,0.0,1024,0.8759999990463258,<function dropout at 0x7f57a239ba60>,3,0.2739362120628357
99,0.1,16,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
100,0.1,16,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
101,0.1,16,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
102,0.1,32,cone,0.0,256,0.20399999767541888,<function dropout at 0x7f57a239ba60>,3,0.1702127605676651
103,0.1,32,cone,0.0,512,0.3479999899864197,<function dropout at 0x7f57a239ba60>,3,0.42553192377090454
104,0.1,32,cone,0.0,1024,0.48399998843669895,<function dropout at 0x7f57a239ba60>,3,0.292553186416626
105,0.1,32,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
106,0.1,32,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
107,0.1,32,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
108,0.01,2,cone,0.0,256,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.44148939847946167
109,0.01,2,cone,0.0,512,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.457446813583374
110,0.01,2,cone,0.0,1024,0.8799999952316284,<function dropout at 0x7f57a239ba60>,3,0.5558510422706604
111,0.01,2,cone,0.5,256,0.840000033378601,<function dropout at 0x7f57a239ba60>,3,0.4202127456665039
112,0.01,2,cone,0.5,512,0.840000033378601,<function dropout at 0x7f57a239ba60>,3,0.46276596188545227
113,0.01,2,cone,0.5,1024,0.8799999952316284,<function dropout at 0x7f57a239ba60>,3,0.4335106313228607
114,0.01,3,cone,0.0,256,0.840000033378601,<function dropout at 0x7f57a239ba60>,3,0.42819151282310486
115,0.01,3,cone,0.0,512,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.4308510720729828
116,0.01,3,cone,0.0,1024,0.8959999799728395,<function dropout at 0x7f57a239ba60>,3,0.457446813583374
117,0.01,3,cone,0.5,256,0.8240000009536742,<function dropout at 0x7f57a239ba60>,3,0.3430851101875305
118,0.01,3,cone,0.5,512,0.8240000128746033,<function dropout at 0x7f57a239ba60>,3,0.4414893686771393
119,0.01,3,cone,0.5,1024,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.5239361524581909
120,0.01,4,cone,0.0,256,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.5239362120628357
121,0.01,4,cone,0.0,512,0.8839999914169312,<function dropout at 0x7f57a239ba60>,3,0.3324468433856964
122,0.01,4,cone,0.0,1024,0.8600000143051146,<function dropout at 0x7f57a239ba60>,3,0.3962766230106354
123,0.01,4,cone,0.5,256,0.7779999732971193,<function dropout at 0x7f57a239ba60>,3,0.38297873735427856
124,0.01,4,cone,0.5,512,0.8480000257492065,<function dropout at 0x7f57a239ba60>,3,0.40691491961479187
125,0.01,4,cone,0.5,1024,0.8340000391006471,<function dropout at 0x7f57a239ba60>,3,0.5585106611251831
126,0.01,8,cone,0.0,256,0.8240000486373902,<function dropout at 0x7f57a239ba60>,3,0.39095744490623474
127,0.01,8,cone,0.0,512,0.8580000162124632,<function dropout at 0x7f57a239ba60>,3,0.3882978558540344
128,0.01,8,cone,0.0,1024,0.8220000505447389,<function dropout at 0x7f57a239ba60>,3,0.4813830256462097
129,0.01,8,cone,0.5,256,0.27199998348951343,<function dropout at 0x7f57a239ba60>,3,0.146276593208313
130,0.01,8,cone,0.5,512,0.3119999945163727,<function dropout at 0x7f57a239ba60>,3,0.292553186416626
131,0.01,8,cone,0.5,1024,0.24799999147653579,<function dropout at 0x7f57a239ba60>,3,0.12234042584896088
132,0.01,16,cone,0.0,256,0.759999990463257,<function dropout at 0x7f57a239ba60>,3,0.3297872245311737
133,0.01,16,cone,0.0,512,0.7919999957084657,<function dropout at 0x7f57a239ba60>,3,0.3537234365940094
134,0.01,16,cone,0.0,1024,0.7800000309944154,<function dropout at 0x7f57a239ba60>,3,0.5
135,0.01,16,cone,0.5,256,0.1039999969303608,<function dropout at 0x7f57a239ba60>,3,0.1489361822605133
136,0.01,16,cone,0.5,512,0.04399999901652336,<function dropout at 0x7f57a239ba60>,3,0.0904255360364914
137,0.01,16,cone,0.5,1024,0.10399999469518663,<function dropout at 0x7f57a239ba60>,3,0.09308510273694992
138,0.01,32,cone,0.0,256,0.8199999928474425,<function dropout at 0x7f57a239ba60>,3,0.22872339189052582
139,0.01,32,cone,0.0,512,0.7840000271797182,<function dropout at 0x7f57a239ba60>,3,0.27925533056259155
140,0.01,32,cone,0.0,1024,0.7740000128746034,<function dropout at 0x7f57a239ba60>,3,0.30053192377090454
141,0.01,32,cone,0.5,256,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
142,0.01,32,cone,0.5,512,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
143,0.01,32,cone,0.5,1024,0.059999998658895486,<function dropout at 0x7f57a239ba60>,3,0.06648936122655869
