,layerForm,activationFn,dR,nstart,learningrate,nlayers,dropoutFn,testAccuracy,valAccuracy
115,rect,3,0.5,512,0.01,3,<function dropout at 0x7efe0b03ea60>,0.44680851697921753,0.8837208747863768
116,rect,3,0.5,512,0.01,4,<function dropout at 0x7efe0b03ea60>,0.6382978558540344,0.8604650497436526
117,rect,3,0.5,512,0.01,8,<function dropout at 0x7efe0b03ea60>,0.3058510720729828,0.6720930278301239
118,rect,3,0.5,512,0.01,16,<function dropout at 0x7efe0b03ea60>,0.02393616922199726,0.04883720949292183
119,rect,3,0.5,512,0.01,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
120,rect,3,0.5,1024,10.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
121,rect,3,0.5,1024,10.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
122,rect,3,0.5,1024,10.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
123,rect,3,0.5,1024,10.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
124,rect,3,0.5,1024,10.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
125,rect,3,0.5,1024,10.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
126,rect,3,0.5,1024,1.0,2,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
127,rect,3,0.5,1024,1.0,3,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
128,rect,3,0.5,1024,1.0,4,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
129,rect,3,0.5,1024,1.0,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
130,rect,3,0.5,1024,1.0,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
131,rect,3,0.5,1024,1.0,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
132,rect,3,0.5,1024,0.1,2,<function dropout at 0x7efe0b03ea60>,0.4414893686771393,0.8860464751720429
133,rect,3,0.5,1024,0.1,3,<function dropout at 0x7efe0b03ea60>,0.49734044075012207,0.872092992067337
134,rect,3,0.5,1024,0.1,4,<function dropout at 0x7efe0b03ea60>,0.4441489577293396,0.8720930099487305
135,rect,3,0.5,1024,0.1,8,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
136,rect,3,0.5,1024,0.1,16,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
137,rect,3,0.5,1024,0.1,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
138,rect,3,0.5,1024,0.01,2,<function dropout at 0x7efe0b03ea60>,0.3537234365940094,0.8813952982425689
139,rect,3,0.5,1024,0.01,3,<function dropout at 0x7efe0b03ea60>,0.4441489577293396,0.8837208747863768
140,rect,3,0.5,1024,0.01,4,<function dropout at 0x7efe0b03ea60>,0.44946807622909546,0.9023255407810212
141,rect,3,0.5,1024,0.01,8,<function dropout at 0x7efe0b03ea60>,0.4760638475418091,0.565116310119629
142,rect,3,0.5,1024,0.01,16,<function dropout at 0x7efe0b03ea60>,0.1356382966041565,0.17674418985843662
143,rect,3,0.5,1024,0.01,32,<function dropout at 0x7efe0b03ea60>,0.06648936122655869,0.023255813866853714
