,layerForm,dropoutFn,learningrate,activationFn,nstart,valAccuracy,testAccuracy,nlayers,dR
23,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,512,0.5744681358337401,0.6029412746429443,32,0.5
24,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,2,0.0
25,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,2,0.5
26,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,3,0.0
27,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,3,0.5
28,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,4,0.0
29,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,4,0.5
30,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,8,0.0
31,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,8,0.5
32,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,16,0.0
33,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,16,0.5
34,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5297872722148894,0.6029412746429443,32,0.0
35,cone,<function dropout at 0x7f76c2d6aa60>,10.0,3,1024,0.5744681358337401,0.6029412746429443,32,0.5
36,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5297872722148894,0.6029412746429443,2,0.0
37,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5723404705524444,0.6029412746429443,2,0.5
38,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5702128052711486,0.6029412746429443,3,0.0
39,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,3,0.5
40,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.640425568819046,0.6029412746429443,4,0.0
41,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,4,0.5
42,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.42765958309173574,0.3970588445663452,8,0.0
43,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,8,0.5
44,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.723404288291931,0.6029412746429443,16,0.0
45,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,16,0.5
46,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,32,0.0
47,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,256,0.5744681358337401,0.6029412746429443,32,0.5
48,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,2,0.0
49,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5957447290420531,0.6029412746429443,2,0.5
50,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,3,0.0
51,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,3,0.5
52,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5297872722148894,0.3970588445663452,4,0.0
53,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,4,0.5
54,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5297872722148894,0.6029412746429443,8,0.0
55,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,8,0.5
56,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.6978723764419554,0.6029412746429443,16,0.0
57,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,16,0.5
58,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.629787278175354,0.6029412746429443,32,0.0
59,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,512,0.5744681358337401,0.6029412746429443,32,0.5
60,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,2,0.0
61,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,2,0.5
62,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,3,0.0
63,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,3,0.5
64,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5851064324378966,0.6029412746429443,4,0.0
65,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,4,0.5
66,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.544680893421173,0.6029412746429443,8,0.0
67,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,8,0.5
68,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,16,0.0
69,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,16,0.5
70,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,32,0.0
71,cone,<function dropout at 0x7f76c2d6aa60>,1.0,3,1024,0.5744681358337401,0.6029412746429443,32,0.5
72,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9361702203750611,0.6323529481887817,2,0.0
73,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9063829898834228,0.6029412746429443,2,0.5
74,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.8957446932792662,0.6029412746429443,3,0.0
75,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9212766051292421,0.6029412746429443,3,0.5
76,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9297872424125672,0.617647111415863,4,0.0
77,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.936170220375061,0.6029412746429443,4,0.5
78,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9148936271667483,0.617647111415863,8,0.0
79,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.5829787671566009,0.6029412746429443,8,0.5
80,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.8957446932792663,0.5147058963775635,16,0.0
81,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.5744681358337401,0.6029412746429443,16,0.5
82,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.9127659678459169,0.44117647409439087,32,0.0
83,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,256,0.5744681358337401,0.6029412746429443,32,0.5
84,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9425531983375549,0.6029412746429443,2,0.0
85,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9319149017333985,0.6029412746429443,2,0.5
86,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.936170220375061,0.6470588445663452,3,0.0
87,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9106383085250856,0.617647111415863,3,0.5
88,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9085106492042542,0.617647111415863,4,0.0
89,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9148936271667483,0.6029412746429443,4,0.5
90,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9404255390167235,0.5735294222831726,8,0.0
91,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.5744681358337401,0.6029412746429443,8,0.5
92,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9234042644500733,0.2647058963775635,16,0.0
93,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.5744681358337401,0.6029412746429443,16,0.5
94,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.9340425610542299,0.6911765336990356,32,0.0
95,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,512,0.5744681358337401,0.6029412746429443,32,0.5
96,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9085106492042543,0.6029412746429443,2,0.0
97,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.8978723526000976,0.6029412746429443,2,0.5
98,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9148936271667482,0.6029412746429443,3,0.0
99,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9191489458084108,0.617647111415863,3,0.5
100,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9297872424125672,0.6029412746429443,4,0.0
101,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9234042644500735,0.6029412746429443,4,0.5
102,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9000000119209289,0.6617647409439087,8,0.0
103,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.5765957951545715,0.6029412746429443,8,0.5
104,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.9255319237709047,0.6029412746429443,16,0.0
105,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.5744681358337401,0.6029412746429443,16,0.5
106,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.8851063966751099,0.23529411852359772,32,0.0
107,cone,<function dropout at 0x7f76c2d6aa60>,0.1,3,1024,0.5744681358337401,0.6029412746429443,32,0.5
108,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.8723404407501222,0.6323529481887817,2,0.0
109,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.9042553305625914,0.6029412746429443,2,0.5
110,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.893617033958435,0.6029412746429443,3,0.0
111,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.8638298034667967,0.6029412746429443,3,0.5
112,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.9148936271667483,0.6029412746429443,4,0.0
113,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.7808510899543764,0.6029412150382996,4,0.5
114,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.8851063966751099,0.6029412746429443,8,0.0
115,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.7361702442169189,0.6029412746429443,8,0.5
116,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.9127659678459169,0.6029412746429443,16,0.0
117,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.43404254913330076,0.3970588445663452,16,0.5
118,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.878723418712616,0.5588235259056091,32,0.0
119,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,256,0.5744681358337401,0.6029412746429443,32,0.5
120,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.9148936271667483,0.6029412746429443,2,0.0
121,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.893617033958435,0.6029412746429443,2,0.5
122,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.936170220375061,0.6470588445663452,3,0.0
123,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.9212766051292421,0.6470588445663452,3,0.5
124,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.8723404407501222,0.6029412746429443,4,0.0
125,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.8489361882209777,0.6029412746429443,4,0.5
126,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.9148936271667483,0.7500000596046448,8,0.0
127,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.757446837425232,0.6617647409439087,8,0.5
128,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.8851063966751098,0.38235294818878174,16,0.0
129,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.5765957951545715,0.6029412746429443,16,0.5
130,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.8957446932792663,0.6470588445663452,32,0.0
131,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,512,0.5765957951545715,0.6029412746429443,32,0.5
132,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.9297872424125673,0.6617647409439087,2,0.0
133,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.8957446932792663,0.6029412746429443,2,0.5
134,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.936170220375061,0.6617647409439087,3,0.0
135,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.8723404407501222,0.6029412746429443,3,0.5
136,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.942553198337555,0.6029412746429443,4,0.0
137,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.851063847541809,0.6029412746429443,4,0.5
138,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.9382978796958924,0.6029412746429443,8,0.0
139,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.5744681358337401,0.6029412746429443,8,0.5
140,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.9148936271667482,0.2647058963775635,16,0.0
141,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.5744681358337401,0.6029412746429443,16,0.5
142,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.5744681358337401,0.617647111415863,32,0.0
143,cone,<function dropout at 0x7f76c2d6aa60>,0.01,3,1024,0.5744681358337401,0.6029412746429443,32,0.5
