,nlayers,layerForm,dropoutFn,nstart,learningrate,testAccuracy,dR,valAccuracy,activationFn
30,3,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9981384873390198,0.0,0.9983200311660768,3
31,3,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9956557750701904,0.5,0.995470631122589,3
32,3,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.0,0.7840430021286012,3
33,3,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915865182876587,0.5,0.7840430021286012,3
34,3,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.05579310655593872,0.0,0.055338933318853374,3
35,3,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915865182876587,0.5,0.7840429961681368,3
36,3,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9985522627830505,0.0,0.9988149166107178,3
37,3,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9960695505142212,0.5,0.9959055304527282,3
38,3,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9986901879310608,0.0,0.9991148471832276,3
39,3,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9954488277435303,0.5,0.9947507739067079,3
40,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.0,0.7840430080890657,3
41,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.5,0.7840429782867433,3
42,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.0,0.7840429842472078,3
43,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.5,0.7840429902076723,3
44,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9987591505050659,0.0,0.9987549304962157,3
45,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9973109364509583,0.5,0.9977501332759858,3
46,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9983453750610352,0.0,0.9989198923110965,3
47,3,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9957937002182007,0.5,0.9955306172370911,3
48,4,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915863990783691,0.0,0.7840429961681368,3
49,4,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915863990783691,0.5,0.7840429902076722,3
50,4,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915863990783691,0.0,0.7840430080890657,3
51,4,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915865182876587,0.5,0.7840430021286012,3
52,4,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.9986212253570557,0.0,0.9986349582672118,3
53,4,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.9958627223968506,0.5,0.9957555651664733,3
54,4,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9977936744689941,0.0,0.9988749027252198,3
55,4,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.995448887348175,0.5,0.9954856216907503,3
56,4,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.0,0.7840430021286012,3
57,4,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.5,0.7840430021286012,3
58,4,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915865182876587,0.0,0.7840430140495301,3
59,4,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915864586830139,0.5,0.7840430080890657,3
60,4,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9981384873390198,0.0,0.9988449096679688,3
61,4,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9974488615989685,0.5,0.9980200707912444,3
62,4,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9984833002090454,0.0,0.9988898992538453,3
63,4,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9906901121139526,0.5,0.9925012469291689,3
64,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.0,0.7840429782867433,3
65,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.5,0.7840430140495301,3
66,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915863990783691,0.0,0.7840429961681367,3
67,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.5,0.7840430140495301,3
68,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9986212253570557,0.0,0.9989348888397217,3
69,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9971040487289429,0.5,0.9973452031612395,3
70,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.99827641248703,0.0,0.9989798724651338,3
71,4,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9937937259674072,0.5,0.9951406955718995,3
72,8,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915863990783691,0.0,0.7840430021286012,3
73,8,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915864586830139,0.5,0.7840429782867433,3
74,8,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.0008965518209151924,0.0,0.0005998800043016672,3
75,8,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915864586830139,0.5,0.7840429723262788,3
76,8,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.9984833002090454,0.0,0.9987099409103394,3
77,8,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.9953799247741699,0.5,0.9954706251621248,3
78,8,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9984143376350403,0.0,0.9988599061965943,3
79,8,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9308280348777771,0.5,0.9345828115940094,3
80,8,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.0,0.7840429842472078,3
81,8,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.5,0.7840429723262788,3
82,8,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915863990783691,0.0,0.7840430140495301,3
83,8,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915864586830139,0.5,0.7840429842472078,3
84,8,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9986901879310608,0.0,0.9985449790954589,3
85,8,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.9925522804260254,0.5,0.9955606043338775,3
86,8,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.99827641248703,0.0,0.9989798784255983,3
87,8,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9342762231826782,0.5,0.9360525131225587,3
88,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.0,0.7840430080890657,3
89,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.5,0.7840429961681368,3
90,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.0,0.7840429902076723,3
91,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.5,0.7840429902076722,3
92,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9991039633750916,0.0,0.9987099409103393,3
93,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9953799247741699,0.5,0.9947807669639588,3
94,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9985522627830505,0.0,0.9989648818969729,3
95,8,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9883453845977783,0.5,0.9892918646335601,3
96,16,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915864586830139,0.0,0.7840429842472079,3
97,16,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915864586830139,0.5,0.7840429723262788,3
98,16,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915865182876587,0.0,0.7840430021286012,3
99,16,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915864586830139,0.5,0.7840429902076723,3
100,16,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.9985522627830505,0.0,0.9984549999237061,3
101,16,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.7915864586830139,0.5,0.7840429782867433,3
102,16,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9989660382270813,0.0,0.9991898298263551,3
103,16,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.7915863990783691,0.5,0.7840429782867434,3
104,16,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915865182876587,0.0,0.7840429961681368,3
105,16,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915863990783691,0.5,0.7840430140495301,3
106,16,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915865182876587,0.0,0.7840429961681368,3
107,16,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915863990783691,0.5,0.7840429544448854,3
108,16,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.7915864586830139,0.0,0.8384370863437655,3
109,16,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.7915864586830139,0.5,0.7840429842472078,3
110,16,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9987591505050659,0.0,0.9988449096679688,3
111,16,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.7915863990783691,0.5,0.7840429782867433,3
112,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.0,0.7840429842472078,3
113,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.5,0.7840429961681368,3
114,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.0,0.7840429902076723,3
115,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.5,0.7840429902076723,3
116,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.9988970756530762,0.0,0.9987999200820924,3
117,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.7915864586830139,0.5,0.7840429782867433,3
118,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9986901879310608,0.0,0.9990248680114748,3
119,16,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.7915864586830139,0.5,0.7840429902076722,3
120,32,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915863990783691,0.0,0.7840430021286012,3
121,32,cone,<function dropout at 0x7f40d7dfaa60>,256,10.0,0.7915864586830139,0.5,0.7840430080890657,3
122,32,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915864586830139,0.0,0.7840430021286012,3
123,32,cone,<function dropout at 0x7f40d7dfaa60>,256,1.0,0.7915864586830139,0.5,0.7840430021286012,3
124,32,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.7915864586830139,0.0,0.8645318448543551,3
125,32,cone,<function dropout at 0x7f40d7dfaa60>,256,0.1,0.7915863990783691,0.5,0.7840429842472078,3
126,32,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.9980005621910095,0.0,0.9984400033950807,3
127,32,cone,<function dropout at 0x7f40d7dfaa60>,256,0.01,0.7915864586830139,0.5,0.7840430140495301,3
128,32,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915865182876587,0.0,0.7840430021286012,3
129,32,cone,<function dropout at 0x7f40d7dfaa60>,512,10.0,0.7915864586830139,0.5,0.7840429902076722,3
130,32,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.05579311028122902,0.0,0.05533893443644046,3
131,32,cone,<function dropout at 0x7f40d7dfaa60>,512,1.0,0.7915864586830139,0.5,0.7840430080890657,3
132,32,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.7915865182876587,0.0,0.7978551983833314,3
133,32,cone,<function dropout at 0x7f40d7dfaa60>,512,0.1,0.7915863990783691,0.5,0.7840429604053499,3
134,32,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.9975867867469788,0.0,0.9977651476860048,3
135,32,cone,<function dropout at 0x7f40d7dfaa60>,512,0.01,0.7915864586830139,0.5,0.7840430140495301,3
136,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915863990783691,0.0,0.7840429961681367,3
137,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,10.0,0.7915864586830139,0.5,0.7840429902076723,3
138,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915863990783691,0.0,0.7840429782867433,3
139,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,1.0,0.7915864586830139,0.5,0.7840430021286012,3
140,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.7915864586830139,0.0,0.7840429663658144,3
141,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.1,0.7915863990783691,0.5,0.7840430021286011,3
142,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.9983453750610352,0.0,0.9986199557781219,3
143,32,cone,<function dropout at 0x7f40d7dfaa60>,1024,0.01,0.7915863990783691,0.5,0.7840429782867434,3
