,testAccuracy,activationFn,valAccuracy,dR,learningrate,nlayers,layerForm,nstart,dropoutFn
99,0.6146788597106934,3,0.508474588394165,0.5,1.0,8,cone,256,<function dropout at 0x7f0b37a92a60>
100,0.6146788597106934,3,0.508474588394165,0.5,1.0,8,cone,512,<function dropout at 0x7f0b37a92a60>
101,0.6146788597106934,3,0.508474588394165,0.5,1.0,8,cone,1024,<function dropout at 0x7f0b37a92a60>
102,0.6146788597106934,3,0.508474588394165,0.5,1.0,16,cone,256,<function dropout at 0x7f0b37a92a60>
103,0.6146788597106934,3,0.508474588394165,0.5,1.0,16,cone,512,<function dropout at 0x7f0b37a92a60>
104,0.6146788597106934,3,0.508474588394165,0.5,1.0,16,cone,1024,<function dropout at 0x7f0b37a92a60>
105,0.6146788597106934,3,0.508474588394165,0.5,1.0,32,cone,256,<function dropout at 0x7f0b37a92a60>
106,0.6146788597106934,3,0.508474588394165,0.5,1.0,32,cone,512,<function dropout at 0x7f0b37a92a60>
107,0.6146788597106934,3,0.508474588394165,0.5,1.0,32,cone,1024,<function dropout at 0x7f0b37a92a60>
108,0.6055045127868652,3,0.5559321761131286,0.5,0.1,2,cone,256,<function dropout at 0x7f0b37a92a60>
109,0.5779815912246704,3,0.5677965819835662,0.5,0.1,2,cone,512,<function dropout at 0x7f0b37a92a60>
110,0.5963302254676819,3,0.5711864292621612,0.5,0.1,2,cone,1024,<function dropout at 0x7f0b37a92a60>
111,0.6055045127868652,3,0.5271186619997025,0.5,0.1,3,cone,256,<function dropout at 0x7f0b37a92a60>
112,0.6055045127868652,3,0.549152535200119,0.5,0.1,3,cone,512,<function dropout at 0x7f0b37a92a60>
113,0.5779815912246704,3,0.567796605825424,0.5,0.1,3,cone,1024,<function dropout at 0x7f0b37a92a60>
114,0.6146788597106934,3,0.5169491708278656,0.5,0.1,4,cone,256,<function dropout at 0x7f0b37a92a60>
115,0.6146788597106934,3,0.5118644177913666,0.5,0.1,4,cone,512,<function dropout at 0x7f0b37a92a60>
116,0.5596329569816589,3,0.55593221783638,0.5,0.1,4,cone,1024,<function dropout at 0x7f0b37a92a60>
117,0.6146788597106934,3,0.510169506072998,0.5,0.1,8,cone,256,<function dropout at 0x7f0b37a92a60>
118,0.6146788597106934,3,0.5152542471885682,0.5,0.1,8,cone,512,<function dropout at 0x7f0b37a92a60>
119,0.6146788597106934,3,0.510169506072998,0.5,0.1,8,cone,1024,<function dropout at 0x7f0b37a92a60>
120,0.6146788597106934,3,0.510169506072998,0.5,0.1,16,cone,256,<function dropout at 0x7f0b37a92a60>
121,0.6146788597106934,3,0.508474588394165,0.5,0.1,16,cone,512,<function dropout at 0x7f0b37a92a60>
122,0.6146788597106934,3,0.5288135707378387,0.5,0.1,16,cone,1024,<function dropout at 0x7f0b37a92a60>
123,0.6146788597106934,3,0.5220339059829712,0.5,0.1,32,cone,256,<function dropout at 0x7f0b37a92a60>
124,0.38532108068466187,3,0.505084753036499,0.5,0.1,32,cone,512,<function dropout at 0x7f0b37a92a60>
125,0.6146788597106934,3,0.508474588394165,0.5,0.1,32,cone,1024,<function dropout at 0x7f0b37a92a60>
126,0.5596330165863037,3,0.5559321761131285,0.5,0.01,2,cone,256,<function dropout at 0x7f0b37a92a60>
127,0.6146788597106934,3,0.5593220055103301,0.5,0.01,2,cone,512,<function dropout at 0x7f0b37a92a60>
128,0.5963302850723267,3,0.5711864233016968,0.5,0.01,2,cone,1024,<function dropout at 0x7f0b37a92a60>
129,0.5779815912246704,3,0.5847457706928252,0.5,0.01,3,cone,256,<function dropout at 0x7f0b37a92a60>
130,0.5779816508293152,3,0.6288135588169098,0.5,0.01,3,cone,512,<function dropout at 0x7f0b37a92a60>
131,0.6146788597106934,3,0.5406779825687408,0.5,0.01,3,cone,1024,<function dropout at 0x7f0b37a92a60>
132,0.5596330165863037,3,0.5762711942195892,0.5,0.01,4,cone,256,<function dropout at 0x7f0b37a92a60>
133,0.5412843823432922,3,0.6067796409130097,0.5,0.01,4,cone,512,<function dropout at 0x7f0b37a92a60>
134,0.6055045127868652,3,0.540677958726883,0.5,0.01,4,cone,1024,<function dropout at 0x7f0b37a92a60>
135,0.4862385094165802,3,0.5864406824111937,0.5,0.01,8,cone,256,<function dropout at 0x7f0b37a92a60>
136,0.6146788597106934,3,0.508474588394165,0.5,0.01,8,cone,512,<function dropout at 0x7f0b37a92a60>
137,0.5504587292671204,3,0.5864406883716583,0.5,0.01,8,cone,1024,<function dropout at 0x7f0b37a92a60>
138,0.6146788597106934,3,0.508474588394165,0.5,0.01,16,cone,256,<function dropout at 0x7f0b37a92a60>
139,0.5045871138572693,3,0.5355932116508484,0.5,0.01,16,cone,512,<function dropout at 0x7f0b37a92a60>
140,0.458715558052063,3,0.471186438202858,0.5,0.01,16,cone,1024,<function dropout at 0x7f0b37a92a60>
141,0.5963302254676819,3,0.5355932176113128,0.5,0.01,32,cone,256,<function dropout at 0x7f0b37a92a60>
142,0.5321100950241089,3,0.5593220293521881,0.5,0.01,32,cone,512,<function dropout at 0x7f0b37a92a60>
143,0.6055045127868652,3,0.538983052968979,0.5,0.01,32,cone,1024,<function dropout at 0x7f0b37a92a60>
