,testAccuracy,nstart,layerForm,dropoutFn,learningrate,nlayers,valAccuracy,activationFn,dR
60,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.516853928565979,3,0.0
61,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.516853928565979,3,0.5
62,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.0
63,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.5
64,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.516853928565979,3,0.0
65,0.49339938163757324,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.516853928565979,3,0.5
66,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.516853928565979,3,0.0
67,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.516853928565979,3,0.5
68,0.49339938163757324,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.5224719107151032,3,0.0
69,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.5101123631000519,3,0.5
70,0.4867987036705017,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.5033707976341248,3,0.0
71,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.5067415803670884,3,0.5
72,0.5115512013435364,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5224719107151031,3,0.0
73,0.5181517601013184,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5247191041707993,3,0.5
74,0.48184823989868164,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5460674107074738,3,0.0
75,0.47359734773635864,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5056179761886598,3,0.5
76,0.485148549079895,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.5382022380828858,3,0.0
77,0.47359734773635864,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.5078651666641236,3,0.5
78,0.4884488880634308,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.4955056220293046,3,0.0
79,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.5033707886934281,3,0.5
80,0.5148515105247498,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.5101123571395875,3,0.0
81,0.5165016651153564,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.5213483154773713,3,0.5
82,0.5181518197059631,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.516853928565979,3,0.0
83,0.49339932203292847,512,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.5134831428527833,3,0.5
84,0.4917491674423218,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5528089880943299,3,0.0
85,0.47359734773635864,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5348314583301544,3,0.5
86,0.5033003091812134,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.5516853809356689,3,0.0
87,0.49339938163757324,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.5314606726169586,3,0.5
88,0.48349836468696594,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.5415730237960816,3,0.0
89,0.5247524976730347,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.516853928565979,3,0.5
90,0.5033003687858582,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.5460674136877061,3,0.0
91,0.5066006779670715,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.4977528244256974,3,0.5
92,0.4785478711128235,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.5438202202320098,3,0.0
93,0.46039605140686035,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.50898876786232,3,0.5
94,0.49669966101646423,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.5539325833320617,3,0.0
95,0.4900990128517151,512,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.5213483273983003,3,0.5
96,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.0
97,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,2,0.516853928565979,3,0.5
98,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.0
99,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,3,0.516853928565979,3,0.5
100,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.516853928565979,3,0.0
101,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,4,0.516853928565979,3,0.5
102,0.5066006779670715,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.5033707976341248,3,0.0
103,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,8,0.516853928565979,3,0.5
104,0.48349833488464355,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.4831461012363435,3,0.0
105,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,16,0.516853928565979,3,0.5
106,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.516853928565979,3,0.0
107,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,10.0,32,0.516853928565979,3,0.5
108,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.516853928565979,3,0.0
109,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,2,0.516853928565979,3,0.5
110,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.0
111,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,3,0.516853928565979,3,0.5
112,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.516853928565979,3,0.0
113,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,4,0.516853928565979,3,0.5
114,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.516853928565979,3,0.0
115,0.49339938163757324,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,8,0.516853928565979,3,0.5
116,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.5067415803670884,3,0.0
117,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,16,0.516853928565979,3,0.5
118,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.5134831458330155,3,0.0
119,0.49339938163757324,1024,cone,<function dropout at 0x7f44a0ab4a60>,1.0,32,0.516853928565979,3,0.5
120,0.485148549079895,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5213483184576035,3,0.0
121,0.485148549079895,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,2,0.5303370714187623,3,0.5
122,0.5016501545906067,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5337078601121903,3,0.0
123,0.5066006779670715,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,3,0.5033707946538926,3,0.5
124,0.5,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.5303370893001557,3,0.0
125,0.5115511417388916,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,4,0.4977528095245362,3,0.5
126,0.4983498454093933,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.5483146041631698,3,0.0
127,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,8,0.560674160718918,3,0.5
128,0.485148549079895,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.5415730267763138,3,0.0
129,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,16,0.519101119041443,3,0.5
130,0.5115511417388916,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.5056179761886597,3,0.0
131,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.1,32,0.516853928565979,3,0.5
132,0.5099010467529297,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5449438333511353,3,0.0
133,0.5132013559341431,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,2,0.5235955119132997,3,0.5
134,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.5168539315462113,3,0.0
135,0.5,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,3,0.486516872048378,3,0.5
136,0.5115511417388916,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.5303370714187623,3,0.0
137,0.5313531756401062,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,4,0.5168539285659791,3,0.5
138,0.528052806854248,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.5651685237884522,3,0.0
139,0.4768977165222168,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,8,0.5056179761886597,3,0.5
140,0.5165016651153564,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.5123595476150513,3,0.0
141,0.49174922704696655,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,16,0.5224719047546387,3,0.5
142,0.5,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.5235954999923705,3,0.0
143,0.49339932203292847,1024,cone,<function dropout at 0x7f44a0ab4a60>,0.01,32,0.516853928565979,3,0.5
