,testAccuracy,learningrate,nstart,dR,nlayers,valAccuracy,activationFn,dropoutFn,layerForm
84,0.9591835737228394,0.1,512,0.0,2,0.8894737243652345,3,<function dropout at 0x7fa8699efa60>,cone
85,0.8979591131210327,0.1,512,0.0,3,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
86,0.9183672666549683,0.1,512,0.0,4,0.9473684430122375,3,<function dropout at 0x7fa8699efa60>,cone
87,0.8571428060531616,0.1,512,0.0,8,0.9210526645183564,3,<function dropout at 0x7fa8699efa60>,cone
88,0.9183672666549683,0.1,512,0.0,16,0.9263158082962036,3,<function dropout at 0x7fa8699efa60>,cone
89,0.6326530575752258,0.1,512,0.0,32,0.7578947603702545,3,<function dropout at 0x7fa8699efa60>,cone
90,0.8367346525192261,0.1,512,0.5,2,0.8894737243652344,3,<function dropout at 0x7fa8699efa60>,cone
91,0.8979591131210327,0.1,512,0.5,3,0.8789474010467531,3,<function dropout at 0x7fa8699efa60>,cone
92,0.8979591131210327,0.1,512,0.5,4,0.8368421137332916,3,<function dropout at 0x7fa8699efa60>,cone
93,0.7551020383834839,0.1,512,0.5,8,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
94,0.7551020383834839,0.1,512,0.5,16,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
95,0.7551020383834839,0.1,512,0.5,32,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
96,0.9183672666549683,0.1,1024,0.0,2,0.8894737243652345,3,<function dropout at 0x7fa8699efa60>,cone
97,0.8979591131210327,0.1,1024,0.0,3,0.9421052873134613,3,<function dropout at 0x7fa8699efa60>,cone
98,0.8979591131210327,0.1,1024,0.0,4,0.9052631914615632,3,<function dropout at 0x7fa8699efa60>,cone
99,0.9183672666549683,0.1,1024,0.0,8,0.900000023841858,3,<function dropout at 0x7fa8699efa60>,cone
100,0.9183672666549683,0.1,1024,0.0,16,0.8842105627059939,3,<function dropout at 0x7fa8699efa60>,cone
101,0.7551020383834839,0.1,1024,0.0,32,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
102,0.8571428060531616,0.1,1024,0.5,2,0.9000000417232515,3,<function dropout at 0x7fa8699efa60>,cone
103,0.9183672666549683,0.1,1024,0.5,3,0.8894737243652345,3,<function dropout at 0x7fa8699efa60>,cone
104,0.8367346525192261,0.1,1024,0.5,4,0.8842105627059939,3,<function dropout at 0x7fa8699efa60>,cone
105,0.2448979616165161,0.1,1024,0.5,8,0.18421053141355512,3,<function dropout at 0x7fa8699efa60>,cone
106,0.7551020383834839,0.1,1024,0.5,16,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
107,0.2448979616165161,0.1,1024,0.5,32,0.10526315867900847,3,<function dropout at 0x7fa8699efa60>,cone
108,0.8775509595870972,0.01,256,0.0,2,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
109,0.8367346525192261,0.01,256,0.0,3,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
110,0.8775509595870972,0.01,256,0.0,4,0.9473684430122375,3,<function dropout at 0x7fa8699efa60>,cone
111,0.8775509595870972,0.01,256,0.0,8,0.9210526645183564,3,<function dropout at 0x7fa8699efa60>,cone
112,0.8163264989852905,0.01,256,0.0,16,0.9052631974220278,3,<function dropout at 0x7fa8699efa60>,cone
113,0.8367346525192261,0.01,256,0.0,32,0.9263158202171327,3,<function dropout at 0x7fa8699efa60>,cone
114,0.8367346525192261,0.01,256,0.5,2,0.7894736528396606,3,<function dropout at 0x7fa8699efa60>,cone
115,0.7755101919174194,0.01,256,0.5,3,0.6894736766815186,3,<function dropout at 0x7fa8699efa60>,cone
116,0.7755101919174194,0.01,256,0.5,4,0.7368420958518983,3,<function dropout at 0x7fa8699efa60>,cone
117,0.7551020383834839,0.01,256,0.5,8,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
118,0.7551020383834839,0.01,256,0.5,16,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
119,0.7551020383834839,0.01,256,0.5,32,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
120,0.8979591131210327,0.01,512,0.0,2,0.8631579160690306,3,<function dropout at 0x7fa8699efa60>,cone
121,0.8979591131210327,0.01,512,0.0,3,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
122,0.8979591131210327,0.01,512,0.0,4,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
123,0.8979591131210327,0.01,512,0.0,8,0.9263158202171327,3,<function dropout at 0x7fa8699efa60>,cone
124,0.9183672666549683,0.01,512,0.0,16,0.9052631974220278,3,<function dropout at 0x7fa8699efa60>,cone
125,0.8367346525192261,0.01,512,0.0,32,0.8947368800640106,3,<function dropout at 0x7fa8699efa60>,cone
126,0.8775509595870972,0.01,512,0.5,2,0.7894736647605896,3,<function dropout at 0x7fa8699efa60>,cone
127,0.7755101919174194,0.01,512,0.5,3,0.7315789401531221,3,<function dropout at 0x7fa8699efa60>,cone
128,0.714285671710968,0.01,512,0.5,4,0.5789473652839661,3,<function dropout at 0x7fa8699efa60>,cone
129,0.7551020383834839,0.01,512,0.5,8,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
130,0.7551020383834839,0.01,512,0.5,16,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
131,0.7551020383834839,0.01,512,0.5,32,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
132,0.8571428060531616,0.01,1024,0.0,2,0.8842105627059937,3,<function dropout at 0x7fa8699efa60>,cone
133,0.9183672666549683,0.01,1024,0.0,3,0.8736842393875123,3,<function dropout at 0x7fa8699efa60>,cone
134,0.8775509595870972,0.01,1024,0.0,4,0.9473684430122375,3,<function dropout at 0x7fa8699efa60>,cone
135,0.8979591131210327,0.01,1024,0.0,8,0.9263158202171327,3,<function dropout at 0x7fa8699efa60>,cone
136,0.8979591131210327,0.01,1024,0.0,16,0.9526315987110139,3,<function dropout at 0x7fa8699efa60>,cone
137,0.918367326259613,0.01,1024,0.0,32,0.9473684430122375,3,<function dropout at 0x7fa8699efa60>,cone
138,0.8571428060531616,0.01,1024,0.5,2,0.8684210777282716,3,<function dropout at 0x7fa8699efa60>,cone
139,0.8571428060531616,0.01,1024,0.5,3,0.8157894670963286,3,<function dropout at 0x7fa8699efa60>,cone
140,0.8571428060531616,0.01,1024,0.5,4,0.821052622795105,3,<function dropout at 0x7fa8699efa60>,cone
141,0.795918345451355,0.01,1024,0.5,8,0.8894737243652345,3,<function dropout at 0x7fa8699efa60>,cone
142,0.7551020383834839,0.01,1024,0.5,16,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
143,0.7551020383834839,0.01,1024,0.5,32,0.8947368860244752,3,<function dropout at 0x7fa8699efa60>,cone
