,learningrate,dR,nstart,testAccuracy,valAccuracy,activationFn,layerForm,nlayers,dropoutFn
56,1.0,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
57,1.0,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
58,1.0,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
59,1.0,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
60,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,2,<function dropout at 0x7f35a86eba60>
61,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
62,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
63,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
64,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
65,1.0,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
66,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,2,<function dropout at 0x7f35a86eba60>
67,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
68,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
69,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
70,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
71,1.0,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
72,0.1,0.0,256,0.6363636255264282,0.6749999999999999,3,cone,2,<function dropout at 0x7f35a86eba60>
73,0.1,0.0,256,0.6363636255264282,0.5000000000000001,3,cone,3,<function dropout at 0x7f35a86eba60>
74,0.1,0.0,256,0.5454545617103577,0.5000000000000001,3,cone,4,<function dropout at 0x7f35a86eba60>
75,0.1,0.0,256,0.7272727489471436,0.85,3,cone,8,<function dropout at 0x7f35a86eba60>
76,0.1,0.0,256,0.6818182468414307,0.9749999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
77,0.1,0.0,256,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
78,0.1,0.0,512,0.5909091234207153,0.5000000000000001,3,cone,2,<function dropout at 0x7f35a86eba60>
79,0.1,0.0,512,0.5909091234207153,0.5750000000000001,3,cone,3,<function dropout at 0x7f35a86eba60>
80,0.1,0.0,512,0.7727273106575012,0.5750000000000002,3,cone,4,<function dropout at 0x7f35a86eba60>
81,0.1,0.0,512,0.7272727489471436,0.7,3,cone,8,<function dropout at 0x7f35a86eba60>
82,0.1,0.0,512,0.7727273106575012,0.55,3,cone,16,<function dropout at 0x7f35a86eba60>
83,0.1,0.0,512,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
84,0.1,0.0,1024,0.6363636255264282,0.45,3,cone,2,<function dropout at 0x7f35a86eba60>
85,0.1,0.0,1024,0.5454545617103577,0.5500000000000002,3,cone,3,<function dropout at 0x7f35a86eba60>
86,0.1,0.0,1024,0.636363685131073,0.5,3,cone,4,<function dropout at 0x7f35a86eba60>
87,0.1,0.0,1024,0.7272727489471436,0.7750000000000001,3,cone,8,<function dropout at 0x7f35a86eba60>
88,0.1,0.0,1024,0.6363636255264282,0.8499999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
89,0.1,0.0,1024,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
90,0.1,0.5,256,0.6818182468414307,0.75,3,cone,2,<function dropout at 0x7f35a86eba60>
91,0.1,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
92,0.1,0.5,256,0.7272727489471436,0.975,3,cone,4,<function dropout at 0x7f35a86eba60>
93,0.1,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
94,0.1,0.5,256,0.7272727489471436,0.5,3,cone,16,<function dropout at 0x7f35a86eba60>
95,0.1,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
96,0.1,0.5,512,0.7272727489471436,0.675,3,cone,2,<function dropout at 0x7f35a86eba60>
97,0.1,0.5,512,0.7272727489471436,0.975,3,cone,3,<function dropout at 0x7f35a86eba60>
98,0.1,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
99,0.1,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
100,0.1,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
101,0.1,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
102,0.1,0.5,1024,0.5454545617103577,0.6250000000000001,3,cone,2,<function dropout at 0x7f35a86eba60>
103,0.1,0.5,1024,0.6363636255264282,0.8999999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
104,0.1,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
105,0.1,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
106,0.1,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
107,0.1,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
108,0.01,0.0,256,0.6818182468414307,0.49999999999999994,3,cone,2,<function dropout at 0x7f35a86eba60>
109,0.01,0.0,256,0.7272727489471436,0.44999999999999996,3,cone,3,<function dropout at 0x7f35a86eba60>
110,0.01,0.0,256,0.6363636255264282,0.8499999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
111,0.01,0.0,256,0.6818182468414307,0.7499999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
112,0.01,0.0,256,0.5909091234207153,0.7499999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
113,0.01,0.0,256,0.7272727489471436,0.8000000000000002,3,cone,32,<function dropout at 0x7f35a86eba60>
114,0.01,0.0,512,0.6818181872367859,0.49999999999999994,3,cone,2,<function dropout at 0x7f35a86eba60>
115,0.01,0.0,512,0.7272727489471436,0.55,3,cone,3,<function dropout at 0x7f35a86eba60>
116,0.01,0.0,512,0.6363636255264282,0.5499999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
117,0.01,0.0,512,0.6818181872367859,0.47500000000000014,3,cone,8,<function dropout at 0x7f35a86eba60>
118,0.01,0.0,512,0.7272727489471436,0.6750000000000002,3,cone,16,<function dropout at 0x7f35a86eba60>
119,0.01,0.0,512,0.6818182468414307,0.8,3,cone,32,<function dropout at 0x7f35a86eba60>
120,0.01,0.0,1024,0.6363636255264282,0.55,3,cone,2,<function dropout at 0x7f35a86eba60>
121,0.01,0.0,1024,0.7272727489471436,0.275,3,cone,3,<function dropout at 0x7f35a86eba60>
122,0.01,0.0,1024,0.5909091234207153,0.7250000000000001,3,cone,4,<function dropout at 0x7f35a86eba60>
123,0.01,0.0,1024,0.5909091234207153,0.49999999999999994,3,cone,8,<function dropout at 0x7f35a86eba60>
124,0.01,0.0,1024,0.7272727489471436,0.725,3,cone,16,<function dropout at 0x7f35a86eba60>
125,0.01,0.0,1024,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
126,0.01,0.5,256,0.6363636255264282,0.5750000000000001,3,cone,2,<function dropout at 0x7f35a86eba60>
127,0.01,0.5,256,0.6818182468414307,0.7499999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
128,0.01,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
129,0.01,0.5,256,0.6818181872367859,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
130,0.01,0.5,256,0.6818181872367859,0.525,3,cone,16,<function dropout at 0x7f35a86eba60>
131,0.01,0.5,256,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
132,0.01,0.5,512,0.6818182468414307,0.4750000000000001,3,cone,2,<function dropout at 0x7f35a86eba60>
133,0.01,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,3,<function dropout at 0x7f35a86eba60>
134,0.01,0.5,512,0.6818182468414307,0.975,3,cone,4,<function dropout at 0x7f35a86eba60>
135,0.01,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
136,0.01,0.5,512,0.7272727489471436,0.7999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
137,0.01,0.5,512,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
138,0.01,0.5,1024,0.6818181872367859,0.9999999999999999,3,cone,2,<function dropout at 0x7f35a86eba60>
139,0.01,0.5,1024,0.7272727489471436,0.42500000000000004,3,cone,3,<function dropout at 0x7f35a86eba60>
140,0.01,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,4,<function dropout at 0x7f35a86eba60>
141,0.01,0.5,1024,0.7272727489471436,0.8999999999999999,3,cone,8,<function dropout at 0x7f35a86eba60>
142,0.01,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,16,<function dropout at 0x7f35a86eba60>
143,0.01,0.5,1024,0.7272727489471436,0.9999999999999999,3,cone,32,<function dropout at 0x7f35a86eba60>
