,valAccuracy,nstart,nlayers,learningrate,testAccuracy,dropoutFn,activationFn,dR,layerForm
43,0.3535714447498322,256,32,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
44,0.6458928719162942,256,32,0.1,0.711199939250946,<function dropout at 0x7f41f9177a60>,3,0.0,cone
45,0.3364285945892334,256,32,0.1,0.3303999900817871,<function dropout at 0x7f41f9177a60>,3,0.5,cone
46,0.7976785957813263,256,32,0.01,0.8215999603271484,<function dropout at 0x7f41f9177a60>,3,0.0,cone
47,0.4055357396602631,256,32,0.01,0.41839998960494995,<function dropout at 0x7f41f9177a60>,3,0.5,cone
48,0.3535714477300645,512,2,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
49,0.3535714447498322,512,2,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
50,0.3535714477300645,512,2,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
51,0.3535714447498322,512,2,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
52,0.8275000393390656,512,2,0.1,0.8664000034332275,<function dropout at 0x7f41f9177a60>,3,0.0,cone
53,0.8330357611179352,512,2,0.1,0.8623999357223511,<function dropout at 0x7f41f9177a60>,3,0.5,cone
54,0.8237500250339508,512,2,0.01,0.8687999248504639,<function dropout at 0x7f41f9177a60>,3,0.0,cone
55,0.8296428978443146,512,2,0.01,0.8551999926567078,<function dropout at 0x7f41f9177a60>,3,0.5,cone
56,0.3535714447498322,512,3,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
57,0.3535714447498322,512,3,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
58,0.3535714447498322,512,3,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
59,0.3535714447498322,512,3,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
60,0.8332143068313599,512,3,0.1,0.8559999465942383,<function dropout at 0x7f41f9177a60>,3,0.0,cone
61,0.8289285898208617,512,3,0.1,0.8695998787879944,<function dropout at 0x7f41f9177a60>,3,0.5,cone
62,0.8312500357627868,512,3,0.01,0.853600025177002,<function dropout at 0x7f41f9177a60>,3,0.0,cone
63,0.8364286005496979,512,3,0.01,0.8607999086380005,<function dropout at 0x7f41f9177a60>,3,0.5,cone
64,0.3535714477300645,512,4,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
65,0.3535714447498322,512,4,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
66,0.33678573668003087,512,4,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
67,0.35357145369052895,512,4,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
68,0.8441071867942811,512,4,0.1,0.8543999195098877,<function dropout at 0x7f41f9177a60>,3,0.0,cone
69,0.8326785922050476,512,4,0.1,0.8511999845504761,<function dropout at 0x7f41f9177a60>,3,0.5,cone
70,0.8358928740024567,512,4,0.01,0.8632000088691711,<function dropout at 0x7f41f9177a60>,3,0.0,cone
71,0.8378571510314942,512,4,0.01,0.8439999222755432,<function dropout at 0x7f41f9177a60>,3,0.5,cone
72,0.32857144176959996,512,8,10.0,0.3304000198841095,<function dropout at 0x7f41f9177a60>,3,0.0,cone
73,0.3535714447498322,512,8,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
74,0.338571447134018,512,8,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
75,0.35357145369052895,512,8,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
76,0.813750034570694,512,8,0.1,0.8415999412536621,<function dropout at 0x7f41f9177a60>,3,0.0,cone
77,0.5976785719394684,512,8,0.1,0.6263999938964844,<function dropout at 0x7f41f9177a60>,3,0.5,cone
78,0.8244643092155456,512,8,0.01,0.8495999574661255,<function dropout at 0x7f41f9177a60>,3,0.0,cone
79,0.39571430385112766,512,8,0.01,0.3863999843597412,<function dropout at 0x7f41f9177a60>,3,0.5,cone
80,0.3535714447498322,512,16,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
81,0.3535714447498322,512,16,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
82,0.3535714447498322,512,16,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
83,0.35357145071029666,512,16,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
84,0.813750046491623,512,16,0.1,0.8439999222755432,<function dropout at 0x7f41f9177a60>,3,0.0,cone
85,0.4503571718931198,512,16,0.1,0.30239996314048767,<function dropout at 0x7f41f9177a60>,3,0.5,cone
86,0.8146429002285004,512,16,0.01,0.8375999331474304,<function dropout at 0x7f41f9177a60>,3,0.0,cone
87,0.36946429312229156,512,16,0.01,0.35199999809265137,<function dropout at 0x7f41f9177a60>,3,0.5,cone
88,0.3535714477300645,512,32,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
89,0.35357144773006444,512,32,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
90,0.3535714447498322,512,32,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
91,0.3535714447498322,512,32,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
92,0.6741071730852126,512,32,0.1,0.784000039100647,<function dropout at 0x7f41f9177a60>,3,0.0,cone
93,0.3535714447498322,512,32,0.1,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
94,0.8192857265472413,512,32,0.01,0.8263999819755554,<function dropout at 0x7f41f9177a60>,3,0.0,cone
95,0.35857144296169285,512,32,0.01,0.36000001430511475,<function dropout at 0x7f41f9177a60>,3,0.5,cone
96,0.3535714447498322,1024,2,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
97,0.3535714447498322,1024,2,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
98,0.3535714447498322,1024,2,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
99,0.3535714447498322,1024,2,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
100,0.8307143092155457,1024,2,0.1,0.8655999898910522,<function dropout at 0x7f41f9177a60>,3,0.0,cone
101,0.8364285886287689,1024,2,0.1,0.8623999953269958,<function dropout at 0x7f41f9177a60>,3,0.5,cone
102,0.8450000226497649,1024,2,0.01,0.8543999791145325,<function dropout at 0x7f41f9177a60>,3,0.0,cone
103,0.8314286231994629,1024,2,0.01,0.8583999872207642,<function dropout at 0x7f41f9177a60>,3,0.5,cone
104,0.3535714447498322,1024,3,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
105,0.3535714447498322,1024,3,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
106,0.3535714447498322,1024,3,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
107,0.35357144773006444,1024,3,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
108,0.8246428728103637,1024,3,0.1,0.871999979019165,<function dropout at 0x7f41f9177a60>,3,0.0,cone
109,0.845000022649765,1024,3,0.1,0.8575999736785889,<function dropout at 0x7f41f9177a60>,3,0.5,cone
110,0.826250022649765,1024,3,0.01,0.8615999817848206,<function dropout at 0x7f41f9177a60>,3,0.0,cone
111,0.8364285886287689,1024,3,0.01,0.8511999249458313,<function dropout at 0x7f41f9177a60>,3,0.5,cone
112,0.3535714447498322,1024,4,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.0,cone
113,0.35357144773006444,1024,4,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
114,0.3307143092155457,1024,4,1.0,0.3303999900817871,<function dropout at 0x7f41f9177a60>,3,0.0,cone
115,0.3535714447498322,1024,4,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
116,0.8298214435577393,1024,4,0.1,0.8671999573707581,<function dropout at 0x7f41f9177a60>,3,0.0,cone
117,0.836607176065445,1024,4,0.1,0.8496000170707703,<function dropout at 0x7f41f9177a60>,3,0.5,cone
118,0.8339285790920257,1024,4,0.01,0.8639999032020569,<function dropout at 0x7f41f9177a60>,3,0.0,cone
119,0.8246428966522217,1024,4,0.01,0.8471999168395996,<function dropout at 0x7f41f9177a60>,3,0.5,cone
120,0.3535714447498322,1024,8,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
121,0.3535714447498322,1024,8,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
122,0.3535714447498322,1024,8,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
123,0.3535714507102967,1024,8,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
124,0.8187500417232512,1024,8,0.1,0.864799976348877,<function dropout at 0x7f41f9177a60>,3,0.0,cone
125,0.6128571569919586,1024,8,0.1,0.6208000183105469,<function dropout at 0x7f41f9177a60>,3,0.5,cone
126,0.8191071689128876,1024,8,0.01,0.8511999845504761,<function dropout at 0x7f41f9177a60>,3,0.0,cone
127,0.6191071748733521,1024,8,0.01,0.634399950504303,<function dropout at 0x7f41f9177a60>,3,0.5,cone
128,0.3535714447498322,1024,16,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
129,0.3535714477300645,1024,16,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
130,0.3535714477300645,1024,16,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
131,0.3535714566707612,1024,16,1.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
132,0.8103571474552156,1024,16,0.1,0.8560000061988831,<function dropout at 0x7f41f9177a60>,3,0.0,cone
133,0.3535714447498322,1024,16,0.1,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
134,0.8319643020629883,1024,16,0.01,0.8456000089645386,<function dropout at 0x7f41f9177a60>,3,0.0,cone
135,0.3537500143051148,1024,16,0.01,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
136,0.3428571760654449,1024,32,10.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
137,0.3535714447498322,1024,32,10.0,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
138,0.3535714447498322,1024,32,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.0,cone
139,0.3535714447498322,1024,32,1.0,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
140,0.6516071557998657,1024,32,0.1,0.5815999507904053,<function dropout at 0x7f41f9177a60>,3,0.0,cone
141,0.3535714447498322,1024,32,0.1,0.3391999900341034,<function dropout at 0x7f41f9177a60>,3,0.5,cone
142,0.8101786255836487,1024,32,0.01,0.8416000008583069,<function dropout at 0x7f41f9177a60>,3,0.0,cone
143,0.3535714447498322,1024,32,0.01,0.339199960231781,<function dropout at 0x7f41f9177a60>,3,0.5,cone
