,learningrate,testAccuracy,dropoutFn,nstart,valAccuracy,activationFn,layerForm,dR,nlayers
34,10.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,16
35,10.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,32
36,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.19374999999999998,3,rect,0.0,2
37,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.19374999999999998,3,rect,0.0,3
38,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,4
39,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,8
40,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,16
41,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,32
42,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,2
43,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,3
44,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,4
45,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,8
46,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,16
47,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,32
48,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,2
49,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,3
50,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,4
51,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,8
52,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,16
53,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,32
54,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,2
55,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,3
56,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,4
57,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,8
58,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,16
59,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,32
60,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,2
61,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,3
62,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,4
63,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,8
64,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,16
65,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,32
66,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,2
67,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,3
68,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,4
69,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,8
70,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,16
71,1.0,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,32
72,0.1,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,256,0.6062500000000001,3,rect,0.0,2
73,0.1,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,256,0.6125,3,rect,0.0,3
74,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.5375000000000001,3,rect,0.0,4
75,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,8
76,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,16
77,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.0,32
78,0.1,0.5,<function dropout at 0x7f0700c2ea60>,256,0.6125,3,rect,0.5,2
79,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.61875,3,rect,0.5,3
80,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.19374999999999998,3,rect,0.5,4
81,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,8
82,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,16
83,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,32
84,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.6124999999999999,3,rect,0.0,2
85,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.6000000000000001,3,rect,0.0,3
86,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.63125,3,rect,0.0,4
87,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,8
88,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,16
89,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.0,32
90,0.1,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,512,0.65,3,rect,0.5,2
91,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.22499999999999995,3,rect,0.5,3
92,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.22499999999999995,3,rect,0.5,4
93,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,8
94,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,16
95,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,32
96,0.1,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,1024,0.66875,3,rect,0.0,2
97,0.1,0.6538461446762085,<function dropout at 0x7f0700c2ea60>,1024,0.65625,3,rect,0.0,3
98,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.21249999999999997,3,rect,0.0,4
99,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,8
100,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,16
101,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.0,32
102,0.1,0.576923131942749,<function dropout at 0x7f0700c2ea60>,1024,0.6062500000000001,3,rect,0.5,2
103,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,3
104,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.19374999999999998,3,rect,0.5,4
105,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,8
106,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,16
107,0.1,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,32
108,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.7374999999999998,3,rect,0.0,2
109,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,256,0.6125,3,rect,0.0,3
110,0.01,0.5000000596046448,<function dropout at 0x7f0700c2ea60>,256,0.6000000000000001,3,rect,0.0,4
111,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,256,0.5125000000000001,3,rect,0.0,8
112,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.6499999999999999,3,rect,0.0,16
113,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.5375,3,rect,0.0,32
114,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,256,0.66875,3,rect,0.5,2
115,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,256,0.5937500000000001,3,rect,0.5,3
116,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,256,0.6499999999999999,3,rect,0.5,4
117,0.01,0.384615421295166,<function dropout at 0x7f0700c2ea60>,256,0.34375,3,rect,0.5,8
118,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,16
119,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,256,0.18749999999999997,3,rect,0.5,32
120,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,512,0.5812500000000002,3,rect,0.0,2
121,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,512,0.6250000000000001,3,rect,0.0,3
122,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.625,3,rect,0.0,4
123,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.59375,3,rect,0.0,8
124,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,512,0.5875000000000001,3,rect,0.0,16
125,0.01,0.5,<function dropout at 0x7f0700c2ea60>,512,0.45,3,rect,0.0,32
126,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.6749999999999999,3,rect,0.5,2
127,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,512,0.6875,3,rect,0.5,3
128,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,512,0.69375,3,rect,0.5,4
129,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,512,0.6000000000000001,3,rect,0.5,8
130,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,16
131,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,512,0.18749999999999997,3,rect,0.5,32
132,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,1024,0.5937500000000001,3,rect,0.0,2
133,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,1024,0.5937500000000001,3,rect,0.0,3
134,0.01,0.6153846383094788,<function dropout at 0x7f0700c2ea60>,1024,0.58125,3,rect,0.0,4
135,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,1024,0.59375,3,rect,0.0,8
136,0.01,0.5000000596046448,<function dropout at 0x7f0700c2ea60>,1024,0.5812500000000002,3,rect,0.0,16
137,0.01,0.5384615659713745,<function dropout at 0x7f0700c2ea60>,1024,0.5625000000000001,3,rect,0.0,32
138,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,1024,0.5937500000000001,3,rect,0.5,2
139,0.01,0.576923131942749,<function dropout at 0x7f0700c2ea60>,1024,0.6062500000000001,3,rect,0.5,3
140,0.01,0.6153846979141235,<function dropout at 0x7f0700c2ea60>,1024,0.6125,3,rect,0.5,4
141,0.01,0.7307692766189575,<function dropout at 0x7f0700c2ea60>,1024,0.64375,3,rect,0.5,8
142,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,16
143,0.01,0.192307710647583,<function dropout at 0x7f0700c2ea60>,1024,0.18749999999999997,3,rect,0.5,32
