,dR,learningrate,testAccuracy,nstart,valAccuracy,dropoutFn,nlayers,activationFn,layerForm
59,0.0,0.01,0.7540777921676636,256,0.7336986660957338,<function dropout at 0x7f5df7cd0a60>,32,3,rect
60,0.0,0.01,0.8682559728622437,512,0.8427397787570956,<function dropout at 0x7f5df7cd0a60>,2,3,rect
61,0.0,0.01,0.8519448041915894,512,0.8317808747291566,<function dropout at 0x7f5df7cd0a60>,3,3,rect
62,0.0,0.01,0.8594729900360107,512,0.8402739942073822,<function dropout at 0x7f5df7cd0a60>,4,3,rect
63,0.0,0.01,0.8356335759162903,512,0.8257534682750703,<function dropout at 0x7f5df7cd0a60>,8,3,rect
64,0.0,0.01,0.8306148052215576,512,0.7868493497371675,<function dropout at 0x7f5df7cd0a60>,16,3,rect
65,0.0,0.01,0.8080300688743591,512,0.7632876992225648,<function dropout at 0x7f5df7cd0a60>,32,3,rect
66,0.0,0.01,0.8670012354850769,1024,0.8419178783893586,<function dropout at 0x7f5df7cd0a60>,2,3,rect
67,0.0,0.01,0.8619824647903442,1024,0.8369863629341127,<function dropout at 0x7f5df7cd0a60>,3,3,rect
68,0.0,0.01,0.8745294809341431,1024,0.8468493521213531,<function dropout at 0x7f5df7cd0a60>,4,3,rect
69,0.0,0.01,0.8506901264190674,1024,0.8369863331317904,<function dropout at 0x7f5df7cd0a60>,8,3,rect
70,0.0,0.01,0.8230865597724915,1024,0.8254795312881471,<function dropout at 0x7f5df7cd0a60>,16,3,rect
71,0.0,0.01,0.8281054496765137,1024,0.812876731157303,<function dropout at 0x7f5df7cd0a60>,32,3,rect
72,0.5,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
73,0.5,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
74,0.5,10.0,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
75,0.5,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
76,0.5,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
77,0.5,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
78,0.5,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
79,0.5,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
80,0.5,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
81,0.5,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
82,0.5,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
83,0.5,10.0,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
84,0.5,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
85,0.5,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
86,0.5,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
87,0.5,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
88,0.5,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
89,0.5,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
90,0.5,1.0,0.23964868485927582,256,0.26904110908508294,<function dropout at 0x7f5df7cd0a60>,2,3,rect
91,0.5,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
92,0.5,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
93,0.5,1.0,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
94,0.5,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
95,0.5,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
96,0.5,1.0,0.239648699760437,512,0.23780822753906247,<function dropout at 0x7f5df7cd0a60>,2,3,rect
97,0.5,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
98,0.5,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
99,0.5,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
100,0.5,1.0,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
101,0.5,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
102,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
103,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
104,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
105,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
106,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
107,0.5,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
108,0.5,0.1,0.8318694829940796,256,0.8221918463706972,<function dropout at 0x7f5df7cd0a60>,2,3,rect
109,0.5,0.1,0.8318694829940796,256,0.8112329542636872,<function dropout at 0x7f5df7cd0a60>,3,3,rect
110,0.5,0.1,0.8306146860122681,256,0.8131507575511934,<function dropout at 0x7f5df7cd0a60>,4,3,rect
111,0.5,0.1,0.8005018830299377,256,0.7758904695510865,<function dropout at 0x7f5df7cd0a60>,8,3,rect
112,0.5,0.1,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
113,0.5,0.1,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
114,0.5,0.1,0.8281053304672241,512,0.8216439008712769,<function dropout at 0x7f5df7cd0a60>,2,3,rect
115,0.5,0.1,0.7867001295089722,512,0.7758904695510865,<function dropout at 0x7f5df7cd0a60>,3,3,rect
116,0.5,0.1,0.8456712365150452,512,0.8063014388084413,<function dropout at 0x7f5df7cd0a60>,4,3,rect
117,0.5,0.1,0.8230866193771362,512,0.7753425180912019,<function dropout at 0x7f5df7cd0a60>,8,3,rect
118,0.5,0.1,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
119,0.5,0.1,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
120,0.5,0.1,0.8619824647903442,1024,0.852328771352768,<function dropout at 0x7f5df7cd0a60>,2,3,rect
121,0.5,0.1,0.8782936334609985,1024,0.8410959184169771,<function dropout at 0x7f5df7cd0a60>,3,3,rect
122,0.5,0.1,0.8544541001319885,1024,0.8238356828689576,<function dropout at 0x7f5df7cd0a60>,4,3,rect
123,0.5,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
124,0.5,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
125,0.5,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
126,0.5,0.01,0.818067729473114,256,0.8041096627712251,<function dropout at 0x7f5df7cd0a60>,2,3,rect
127,0.5,0.01,0.7791718244552612,256,0.7490411400794984,<function dropout at 0x7f5df7cd0a60>,3,3,rect
128,0.5,0.01,0.7515683770179749,256,0.7353425025939943,<function dropout at 0x7f5df7cd0a60>,4,3,rect
129,0.5,0.01,0.5319949984550476,256,0.4997260600328445,<function dropout at 0x7f5df7cd0a60>,8,3,rect
130,0.5,0.01,0.519447922706604,256,0.5145205855369567,<function dropout at 0x7f5df7cd0a60>,16,3,rect
131,0.5,0.01,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
132,0.5,0.01,0.8331242799758911,512,0.8063014447689058,<function dropout at 0x7f5df7cd0a60>,2,3,rect
133,0.5,0.01,0.8042659759521484,512,0.7654795050621034,<function dropout at 0x7f5df7cd0a60>,3,3,rect
134,0.5,0.01,0.7703889608383179,512,0.7430137395858766,<function dropout at 0x7f5df7cd0a60>,4,3,rect
135,0.5,0.01,0.5483061075210571,512,0.5158904552459717,<function dropout at 0x7f5df7cd0a60>,8,3,rect
136,0.5,0.01,0.5156837701797485,512,0.5172602951526641,<function dropout at 0x7f5df7cd0a60>,16,3,rect
137,0.5,0.01,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
138,0.5,0.01,0.8356336355209351,1024,0.8161644637584687,<function dropout at 0x7f5df7cd0a60>,2,3,rect
139,0.5,0.01,0.8155583143234253,1024,0.780548006296158,<function dropout at 0x7f5df7cd0a60>,3,3,rect
140,0.5,0.01,0.7553324699401855,1024,0.7139726281166078,<function dropout at 0x7f5df7cd0a60>,4,3,rect
141,0.5,0.01,0.7867001295089722,1024,0.7315068840980531,<function dropout at 0x7f5df7cd0a60>,8,3,rect
142,0.5,0.01,0.520702600479126,1024,0.5142466068267821,<function dropout at 0x7f5df7cd0a60>,16,3,rect
143,0.5,0.01,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
