,dR,layerForm,testAccuracy,nstart,valAccuracy,dropoutFn,nlayers,activationFn,learningrate
26,0.0,rect,0.865060567855835,512,0.8705091536045075,<function dropout at 0x7f8d6e0cba60>,2,3,0.1
27,0.0,rect,0.860679030418396,512,0.8669876754283905,<function dropout at 0x7f8d6e0cba60>,2,3,0.01
28,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,10.0
29,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,1.0
30,0.0,rect,0.862159252166748,512,0.8722501397132875,<function dropout at 0x7f8d6e0cba60>,3,3,0.1
31,0.0,rect,0.8769618272781372,512,0.8749275505542757,<function dropout at 0x7f8d6e0cba60>,3,3,0.01
32,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,10.0
33,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,1.0
34,0.0,rect,0.8756591081619263,512,0.8717225909233093,<function dropout at 0x7f8d6e0cba60>,4,3,0.1
35,0.0,rect,0.875659167766571,512,0.8767212569713593,<function dropout at 0x7f8d6e0cba60>,4,3,0.01
36,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,10.0
37,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,1.0
38,0.0,rect,0.8817578554153442,512,0.8847930073738098,<function dropout at 0x7f8d6e0cba60>,8,3,0.1
39,0.0,rect,0.8692644238471985,512,0.8688473403453827,<function dropout at 0x7f8d6e0cba60>,8,3,0.01
40,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,10.0
41,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,1.0
42,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.1
43,0.0,rect,0.8725802898406982,512,0.8765366315841675,<function dropout at 0x7f8d6e0cba60>,16,3,0.01
44,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,10.0
45,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,1.0
46,0.0,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.1
47,0.0,rect,0.8651197552680969,512,0.8638090670108796,<function dropout at 0x7f8d6e0cba60>,32,3,0.01
48,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,10.0
49,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,1.0
50,0.0,rect,0.8616856336593628,1024,0.8685176014900209,<function dropout at 0x7f8d6e0cba60>,2,3,0.1
51,0.0,rect,0.8628106117248535,1024,0.8648246645927429,<function dropout at 0x7f8d6e0cba60>,2,3,0.01
52,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,10.0
53,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,1.0
54,0.0,rect,0.8711592555046082,1024,0.8727644979953767,<function dropout at 0x7f8d6e0cba60>,3,3,0.1
55,0.0,rect,0.8668961524963379,1024,0.877103728055954,<function dropout at 0x7f8d6e0cba60>,3,3,0.01
56,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,10.0
57,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,1.0
58,0.0,rect,0.8699749112129211,1024,0.8720127284526825,<function dropout at 0x7f8d6e0cba60>,4,3,0.1
59,0.0,rect,0.8793302178382874,1024,0.8792535603046417,<function dropout at 0x7f8d6e0cba60>,4,3,0.01
60,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,10.0
61,0.0,rect,0.7538045048713684,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,1.0
62,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,0.1
63,0.0,rect,0.8819354772567749,1024,0.8851754844188692,<function dropout at 0x7f8d6e0cba60>,8,3,0.01
64,0.0,rect,0.7538045048713684,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,10.0
65,0.0,rect,0.7538045048713684,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,1.0
66,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.1
67,0.0,rect,0.879981517791748,1024,0.881535279750824,<function dropout at 0x7f8d6e0cba60>,16,3,0.01
68,0.0,rect,0.7538045048713684,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,10.0
69,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,1.0
70,0.0,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.1
71,0.0,rect,0.8728170990943909,1024,0.8762860119342804,<function dropout at 0x7f8d6e0cba60>,32,3,0.01
72,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,10.0
73,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,1.0
74,0.5,rect,0.7935938239097595,256,0.8061725735664368,<function dropout at 0x7f8d6e0cba60>,2,3,0.1
75,0.5,rect,0.7538045644760132,256,0.7571221649646761,<function dropout at 0x7f8d6e0cba60>,2,3,0.01
76,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,10.0
77,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,1.0
78,0.5,rect,0.8098174333572388,256,0.8136771976947785,<function dropout at 0x7f8d6e0cba60>,3,3,0.1
79,0.5,rect,0.7538045644760132,256,0.7570430517196657,<function dropout at 0x7f8d6e0cba60>,3,3,0.01
80,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,10.0
81,0.5,rect,0.7538045048713684,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,1.0
82,0.5,rect,0.8068569302558899,256,0.8147982716560364,<function dropout at 0x7f8d6e0cba60>,4,3,0.1
83,0.5,rect,0.7538045048713684,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,0.01
84,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,10.0
85,0.5,rect,0.7538045048713684,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,1.0
86,0.5,rect,0.7538045644760132,256,0.7567924439907076,<function dropout at 0x7f8d6e0cba60>,8,3,0.1
87,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,0.01
88,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,10.0
89,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,1.0
90,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.1
91,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.01
92,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,10.0
93,0.5,rect,0.7538045048713684,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,1.0
94,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.1
95,0.5,rect,0.7538045644760132,256,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.01
96,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,10.0
97,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,1.0
98,0.5,rect,0.8002254366874695,512,0.8093511343002321,<function dropout at 0x7f8d6e0cba60>,2,3,0.1
99,0.5,rect,0.7580084800720215,512,0.7600765764713288,<function dropout at 0x7f8d6e0cba60>,2,3,0.01
100,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,10.0
101,0.5,rect,0.7538045644760132,512,0.7569243371486666,<function dropout at 0x7f8d6e0cba60>,3,3,1.0
102,0.5,rect,0.7947188019752502,512,0.8191374838352204,<function dropout at 0x7f8d6e0cba60>,3,3,0.1
103,0.5,rect,0.7613834738731384,512,0.7686362922191621,<function dropout at 0x7f8d6e0cba60>,3,3,0.01
104,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,10.0
105,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,1.0
106,0.5,rect,0.7845346331596375,512,0.8216170787811279,<function dropout at 0x7f8d6e0cba60>,4,3,0.1
107,0.5,rect,0.7565281987190247,512,0.7628067016601563,<function dropout at 0x7f8d6e0cba60>,4,3,0.01
108,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,10.0
109,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,1.0
110,0.5,rect,0.7973832488059998,512,0.7980612516403198,<function dropout at 0x7f8d6e0cba60>,8,3,0.1
111,0.5,rect,0.7538045644760132,512,0.7569507122039797,<function dropout at 0x7f8d6e0cba60>,8,3,0.01
112,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,10.0
113,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,1.0
114,0.5,rect,0.7538045048713684,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.1
115,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.01
116,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,10.0
117,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,1.0
118,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.1
119,0.5,rect,0.7538045644760132,512,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.01
120,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,10.0
121,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,2,3,1.0
122,0.5,rect,0.8120673894882202,1024,0.8181746780872345,<function dropout at 0x7f8d6e0cba60>,2,3,0.1
123,0.5,rect,0.782817542552948,1024,0.7855711579322815,<function dropout at 0x7f8d6e0cba60>,2,3,0.01
124,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,10.0
125,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,3,3,1.0
126,0.5,rect,0.8175739645957947,1024,0.8223424434661866,<function dropout at 0x7f8d6e0cba60>,3,3,0.1
127,0.5,rect,0.7965543270111084,1024,0.7931285381317139,<function dropout at 0x7f8d6e0cba60>,3,3,0.01
128,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,10.0
129,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,4,3,1.0
130,0.5,rect,0.7992188334465027,1024,0.8082564651966095,<function dropout at 0x7f8d6e0cba60>,4,3,0.1
131,0.5,rect,0.7761267423629761,1024,0.7787655413150787,<function dropout at 0x7f8d6e0cba60>,4,3,0.01
132,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,10.0
133,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,1.0
134,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,8,3,0.1
135,0.5,rect,0.7543966174125671,1024,0.7576497554779053,<function dropout at 0x7f8d6e0cba60>,8,3,0.01
136,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,10.0
137,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,1.0
138,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,16,3,0.1
139,0.5,rect,0.4986676573753357,1024,0.4981931239366532,<function dropout at 0x7f8d6e0cba60>,16,3,0.01
140,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,10.0
141,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,1.0
142,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.1
143,0.5,rect,0.7538045644760132,1024,0.756924331188202,<function dropout at 0x7f8d6e0cba60>,32,3,0.01
