,layerForm,nlayers,dR,dropoutFn,valAccuracy,testAccuracy,activationFn,learningrate,nstart
25,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.23999999463558194,0.22448979318141937,3,10.0,512
26,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
27,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
28,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.7079999908804895,0.7755101919174194,3,1.0,512
29,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
30,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.6719999790191651,0.8367346525192261,3,0.1,256
31,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.687999963760376,0.8367346525192261,3,0.1,512
32,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.6759999692440033,0.7551020383834839,3,0.1,1024
33,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.7319999754428864,0.7755101919174194,3,0.01,256
34,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.7199999690055847,0.6938775777816772,3,0.01,512
35,cone,3,0.0,<function dropout at 0x7f1c602a4a60>,0.6399999856948854,0.7755101919174194,3,0.01,1024
36,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,256
37,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
38,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
39,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
40,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
41,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
42,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.7679999709129335,0.8367346525192261,3,0.1,256
43,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.7279999732971192,0.795918345451355,3,0.1,512
44,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.7399999797344208,0.795918345451355,3,0.1,1024
45,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.7639999747276307,0.8367346525192261,3,0.01,256
46,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7551020383834839,3,0.01,512
47,cone,3,0.5,<function dropout at 0x7f1c602a4a60>,0.6599999666213989,0.7755101919174194,3,0.01,1024
48,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.7079999908804895,0.7755101919174194,3,10.0,256
49,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
50,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
51,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
52,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
53,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
54,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.7039999663829803,0.795918345451355,3,0.1,256
55,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.6479999721050264,0.7142857313156128,3,0.1,512
56,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.6519999742507935,0.795918345451355,3,0.1,1024
57,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.7359999775886537,0.8163264989852905,3,0.01,256
58,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.7519999742507936,0.8163264989852905,3,0.01,512
59,cone,4,0.0,<function dropout at 0x7f1c602a4a60>,0.6359999835491181,0.7755101919174194,3,0.01,1024
60,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,256
61,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
62,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
63,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
64,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
65,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
66,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,256
67,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,512
68,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,1024
69,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7551020383834839,3,0.01,256
70,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.8367346525192261,3,0.01,512
71,cone,4,0.5,<function dropout at 0x7f1c602a4a60>,0.7719999790191652,0.7755101919174194,3,0.01,1024
72,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.6559999912977219,0.22448979318141937,3,10.0,256
73,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
74,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
75,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
76,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.7079999908804895,0.7755101919174194,3,1.0,512
77,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
78,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.6639999747276307,0.7755101919174194,3,0.1,256
79,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.6599999696016312,0.7551020383834839,3,0.1,512
80,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.6240000009536744,0.7755101919174194,3,0.1,1024
81,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.7519999861717225,0.8163264989852905,3,0.01,256
82,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.7119999706745148,0.795918345451355,3,0.01,512
83,cone,8,0.0,<function dropout at 0x7f1c602a4a60>,0.7679999828338624,0.7755101919174194,3,0.01,1024
84,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,256
85,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
86,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
87,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
88,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
89,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
90,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,256
91,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,512
92,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,1024
93,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,256
94,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,512
95,cone,8,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,1024
96,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.7079999908804895,0.7755101919174194,3,10.0,256
97,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
98,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
99,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
100,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
101,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
102,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.723999983072281,0.7755101919174194,3,0.1,256
103,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.6839999735355378,0.7142857313156128,3,0.1,512
104,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.6759999752044678,0.8979591727256775,3,0.1,1024
105,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.7799999713897704,0.795918345451355,3,0.01,256
106,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.723999971151352,0.7755101919174194,3,0.01,512
107,cone,16,0.0,<function dropout at 0x7f1c602a4a60>,0.6159999608993532,0.8367346525192261,3,0.01,1024
108,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,256
109,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
110,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
111,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
112,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
113,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
114,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,256
115,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,512
116,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,1024
117,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,256
118,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,512
119,cone,16,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,1024
120,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.6559999912977219,0.7755101919174194,3,10.0,256
121,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
122,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.655999991297722,0.7755101919174194,3,10.0,1024
123,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
124,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
125,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
126,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,256
127,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,512
128,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,1024
129,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,256
130,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.8163264989852905,3,0.01,512
131,cone,32,0.0,<function dropout at 0x7f1c602a4a60>,0.731999981403351,0.6938775181770325,3,0.01,1024
132,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,256
133,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,512
134,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,10.0,1024
135,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,256
136,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,512
137,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,1.0,1024
138,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,256
139,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,512
140,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.1,1024
141,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.7559999883174897,0.7755101919174194,3,0.01,256
142,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,512
143,cone,32,0.5,<function dropout at 0x7f1c602a4a60>,0.759999990463257,0.7755101919174194,3,0.01,1024
