,activationFn,nlayers,nstart,valAccuracy,dropoutFn,dR,layerForm,learningrate,testAccuracy
108,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
109,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090909361839294
110,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090908616781235
111,3,16,512,0.0884057953953743,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.10389609634876251
112,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
113,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
114,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090908616781235
115,3,16,1024,0.9739130496978761,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9870129823684692
116,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
117,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
118,3,16,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090908616781235
119,3,16,1024,0.008695652335882187,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.06493506580591202
120,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090909361839294
121,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
122,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090909361839294
123,3,32,256,0.9579710245132445,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9935064315795898
124,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
125,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
126,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090908616781235
127,3,32,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.09090908616781235
128,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
129,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
130,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090908616781235
131,3,32,512,0.9420289993286134,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9891774654388428
132,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
133,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090909361839294
134,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090909361839294
135,3,32,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.09090908616781235
136,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090909361839294
137,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
138,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090908616781235
139,3,32,1024,0.9710144996643066,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9935064315795898
140,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
141,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
142,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090909361839294
143,3,32,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.09090909361839294
