,valAccuracy,nlayers,layerForm,dropoutFn,learningrate,activationFn,testAccuracy,nstart,dR
99,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
100,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
101,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
102,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.0
103,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.5
104,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.0
105,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.5
106,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.0
107,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
108,0.5513812422752381,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5661765336990356,256,0.0
109,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,256,0.5
110,0.5548803210258484,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.6037582159042358,512,0.0
111,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,512,0.5
112,0.5438305974006653,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5759804844856262,1024,0.0
113,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,1024,0.5
114,0.5504604160785675,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5441176891326904,256,0.0
115,0.4475138127803802,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.45016345381736755,256,0.5
116,0.5307551026344299,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5563725829124451,512,0.0
117,0.4475138157606124,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.45016345381736755,512,0.5
118,0.591160249710083,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5996732711791992,1024,0.0
119,0.4478821277618408,16,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.45016345381736755,1024,0.5
120,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
121,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
122,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.0
123,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
124,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
125,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
126,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.0
127,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.5
128,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.0
129,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.5
130,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.0
131,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
132,0.5383057236671448,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5441176891326904,256,0.0
133,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,256,0.5
134,0.5734806895256043,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5816994309425354,512,0.0
135,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,512,0.5
136,0.5445672452449799,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5424836874008179,1024,0.0
137,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.004084967542439699,1024,0.5
138,0.5913444340229035,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.6151961088180542,256,0.0
139,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.004084967542439699,256,0.5
140,0.5488029718399048,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.6021242141723633,512,0.0
141,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.004084967542439699,512,0.5
142,0.5780847370624542,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5947712659835815,1024,0.0
143,0.0018416206585243342,32,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.004084967542439699,1024,0.5
